"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f12e6f2a-b2fc-4966-80d0-d4a467ec75d3","","","","folder","TRUE","FALSE","First Fix to Walls"
"f6b5697e-7648-49d4-a8e5-d1c06a534566","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0"
"e661aac3-3b25-4bb4-aef6-4b5650f7c8a5","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1"
"2f088115-8901-49bb-9658-793076ac43a9","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Circulation - RAD - 0.004"
"a2641bb0-741a-44ac-b7dc-013978c65aa0","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - Gilcom"
"d5a74b6f-7b31-432e-bd22-649bf5431d1a","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - Rauland"
"88a4fc58-2dd9-4f98-86c4-f1eb38a783e7","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - Premier Fire"
"32e46177-ee89-4fb5-acff-489c4df98d8a","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - Data Talk"
"2bce3155-6744-4cbd-be51-05e2951efb28","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - VAE"
"be425e92-ab15-4149-8e04-264c9d927313","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - Contego"
"ca704c15-2453-4d4b-824a-d1305b1296b7","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - LCL"
"b869c1d1-beaf-427a-a6ec-82aac84440d9","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - Alpha"
"b0065b18-fd6e-4a90-8b4b-a531d93524e6","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - LCL - Part 2"
"e4355e9a-6b41-4dd7-a47c-c58df4c9def6","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - Contract Coatings"
"0724065f-6346-443a-8172-4320aff025a1","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116"
"56beb44b-d72e-4e20-a097-2e2a3708c865","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - Hanlon Plumbing"
"6249aad1-ab3c-4ac2-a546-c99df1bd2495","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - HelRimu"
"f2046c38-7da4-429e-a324-953870c36f7e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - Gilcom"
"644b9be4-e619-4187-8b3a-8df08e6b254e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - Rauland"
"0ab425a4-b86c-4044-aefa-8396e2107b6a","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - Premier Fire"
"0e008d89-b651-4a59-85b1-856eb66ff718","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - Data Talk"
"8744c969-405e-4a94-adfb-522a5d12e6f7","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - VAE"
"92771d89-f4c1-458c-8180-0397c7fbc0f7","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - Contego"
"78cd1979-6cc6-4642-ad8c-8adfcdc7c911","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - LCL"
"70201f46-f7bb-41de-a735-4da5da30965e","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - Alpha"
"8665fe4a-7a12-452d-aa4a-0bd7ab9bf059","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - LCL - Part 2"
"38e212fa-4f46-41c0-87af-8a144abcc2fe","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.116","QA - Contract Coatings"
"473bb238-5157-47e4-837e-7d186a8c0568","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117"
"78349234-000a-44a7-856a-8dde836a6508","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - Hanlon Plumbing"
"6ced9206-2a68-4217-9ce7-85b291dd714e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - HelRimu"
"9c49f641-20ed-49e0-b173-8f08cc689fb0","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - Gilcom"
"e26d07af-452d-4998-9076-df3e56c70b73","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - Rauland"
"e9335123-4d8a-449c-8aa7-b6a03615fbf8","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - Premier Fire"
"6c956822-a0b7-44d5-8dca-984f880d7881","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - Data Talk"
"997b2238-763f-4352-ad83-a4dd6a9e833c","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - VAE"
"6de6d623-369e-4863-8ac1-bbce0e1b1cba","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - Contego"
"55fec39b-b259-458f-aa9f-86fe67879f3e","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - LCL"
"c960ddd3-b6f0-48b4-adff-8b045a190ce3","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - Alpha"
"f78bbbb2-8f19-43dc-8c08-d9a2772e40af","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - LCL - Part 2"
"7e24d867-89d8-4eac-a202-ff373b42b0ec","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.117","QA - Contract Coatings"
"101b3cd4-0cd0-41fa-b8b2-3a4977d2c71b","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118"
"1c18982e-1683-47e7-9b9b-4c026ba4db81","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - Hanlon Plumbing"
"6d58bd35-40ef-480a-b33f-50365e288436","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - HelRimu"
"91a93e09-7a9f-4d38-888e-268ee67fea38","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - Gilcom"
"d758087d-552a-4f17-bc0b-c64d6ad5cfe1","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - Rauland"
"ad3484a2-c841-49b6-b607-93df54725afe","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - Premier Fire"
"1f2b88ac-8c29-4116-8d61-c0ebce70b5d7","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - Data Talk"
"abce40c4-cb9a-4fdf-baee-5db1f34087df","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - VAE"
"b563c564-d4c2-4160-862d-3e749ab695a6","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - Contego"
"5534d988-8830-4aee-b6ac-0a95a2c74c41","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - LCL"
"8f8944aa-68ed-44c9-98ba-874fbc2c85ea","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - Alpha"
"66c7b618-9d86-49c6-8374-589b476ca08e","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - LCL - Part 2"
"55962c1d-5e79-4597-87d1-26e3cf0f87b1","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.118","QA - Contract Coatings"
"6634f03d-6e98-4516-aad5-e64a3aed5a4f","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119"
"b5714bfe-0add-4a16-b674-579dabed3525","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - Hanlon Plumbing"
"34b388a4-89f9-4e95-a02d-6d4ee631ffb8","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - HelRimu"
"8570408a-950d-4d4e-b72b-ae866c58a0aa","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - Gilcom"
"226777e7-76bf-4780-8943-1b919cdf7dee","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - Rauland"
"a875f191-3a24-4511-978d-c0e77c6da983","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - Premier Fire"
"ef761e5c-b7fb-41d2-97a5-d4faca5873c0","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - Data Talk"
"4a7a8916-30f6-4db2-9841-f2ad861c5a97","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - VAE"
"15d91a65-908d-4354-a7dc-bcbf330903f6","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - Contego"
"41819d23-f414-4bbc-aabf-f810d639a286","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - LCL"
"719af6af-7c57-4946-ad16-f1ddb7865288","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - Alpha"
"c014cb4c-e300-4320-a07c-7bcca227a237","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - LCL - Part 2"
"c4219494-1008-44c5-83c8-fcbf464f4364","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.119","QA - Contract Coatings"
"4edd205a-1d64-4669-b83b-a995b8c14a53","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12"
"3d02a85a-f6b8-41b3-b5f4-d7843dc5387c","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - Hanlon Plumbing"
"9a2524e0-5065-4c25-8589-540765aed0d9","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - HelRimu"
"e58ce1a0-6114-4d8a-ae52-48085fb7fa20","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - Gilcom"
"30e409cf-320b-4001-8774-38d44abbc68f","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - Rauland"
"9961fdd6-6620-4cce-b2dc-ec51d651e2b8","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - Premier Fire"
"da095dd1-7b49-4d1e-8b34-c007de1dd94f","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - Data Talk"
"24f5cf6e-71ae-441b-acc6-90b106e7ef09","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - VAE"
"cc1c238e-9e29-4824-9ef8-910e76b854d6","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - Contego"
"c7de1de6-d56f-46dc-95f1-3cb6a645ad45","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - LCL"
"cd8e3098-5768-4159-835e-5fec2ab1d262","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - Alpha"
"7226114a-3ede-46f6-a87c-21edeaa0b336","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - LCL - Part 2"
"f1822521-cd09-4d7d-a6df-68d15ec2c82a","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC/SHR ACC - ICU - 3.12","QA - Contract Coatings"
"83488220-1401-4481-84af-1ca487993e65","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121"
"57a8c4a1-0719-4c6d-b0f4-3aee02aa422a","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - Hanlon Plumbing"
"d977575c-fcd1-48ab-a504-4072508c65a0","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - HelRimu"
"72c61253-d058-4b0b-95c3-94bdc88e00d2","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - Gilcom"
"b8a0fd62-6d31-4d6e-8846-8fb2c39469ae","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - Rauland"
"87edb744-d0bd-4e5d-878f-7f6d3b413f14","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - Premier Fire"
"3a28947f-0724-41c6-88d5-93f08fa3f4dd","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - Data Talk"
"29193027-83e3-436c-a22a-0e0b28f7797c","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - VAE"
"f984ede9-af4d-4308-8809-b38ee02a75c7","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - Contego"
"4607a2bf-76b0-48ef-a945-41a6e0a41300","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - LCL"
"081287de-87cb-41d8-a3c9-2f6d34108eee","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - Alpha"
"861d0eb2-e8cd-4f68-a1e5-d1a737d86252","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - LCL - Part 2"
"e72b241e-5bda-430a-86c7-4a750564a27e","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Equip - ICU - 3.121","QA - Contract Coatings"
"b8e1dcfa-7aa3-473d-9a5c-29d96da315e1","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122"
"2e577b5e-52f7-4c17-919c-f7efbe901eb9","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - Hanlon Plumbing"
"a7a9788c-eda7-4888-957b-0da3627924a9","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - HelRimu"
"954a88d6-82d0-4518-a0e6-7394c8de2bfa","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - Gilcom"
"7016c551-57c6-4db0-b331-d07bb8ac3b36","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - Rauland"
"0b6db2db-b3f0-4a05-99fa-5403061c0845","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - Premier Fire"
"15b63685-2ec2-4da6-99e3-de8056441c5f","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - Data Talk"
"93589951-767c-4f34-8118-f9baa340d91e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - VAE"
"150738b2-6e72-4fdc-be3b-48e8421a7c3b","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - Contego"
"b0b791f8-4f53-4ace-9f27-90321177e94f","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - LCL"
"f5567591-5ee8-47d2-97d6-8601c45f3bb5","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - Alpha"
"5bb2e557-b640-4e9a-8541-d3ec17b42bea","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - LCL - Part 2"
"1deca805-c44a-4b0d-87ff-b8fa03d16004","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","WC PT - ICU - 3.122","QA - Contract Coatings"
"7f25529a-f6af-432c-802c-a4c8db290221","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123"
"0fe30c6a-5ba7-486f-be2b-6803fdbd6e71","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - Hanlon Plumbing"
"e3f758d9-f3fd-485e-a227-5bd4c0f293fc","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - HelRimu"
"2dabe95d-5171-48bb-a279-00f82c585847","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - Gilcom"
"0f9e78ef-ac6e-4900-9c2a-5a4870ba2040","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - Rauland"
"a7e76199-57bf-42b1-bf1d-fdabbdc116f6","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - Premier Fire"
"c4d4df2b-f1d5-41cd-8c3c-4b68da1d9719","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - Data Talk"
"1f4484e2-7704-4eca-ad30-52c31ac3ffe3","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - VAE"
"a47aa094-6765-40d5-8660-7d625844b9ad","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - Contego"
"8d33867e-c11b-4a3c-99d7-66b0bedbd3e5","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - LCL"
"6b2afe07-0660-497a-98e2-7eea9921c724","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - Alpha"
"c001e08e-72a0-460b-9f8d-8adc2a4f8882","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - LCL - Part 2"
"514f6ea9-fad9-442f-ad91-8635795fba7b","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","PAE - ICU - 3.123","QA - Contract Coatings"
"34a4197a-e989-4f56-9e1d-34528a606456","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124"
"59b1f823-6b05-433a-bdd2-0ce7f7ca9ea4","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - Hanlon Plumbing"
"08eb5274-a7cc-414a-b9b9-a7a20cd5dd1b","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - HelRimu"
"9254948a-529c-4b7c-915c-63c22b67daf6","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - Gilcom"
"05a28057-5374-4502-86a1-e4c3cc729b4b","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - Rauland"
"13b5f5de-796f-49a4-9214-6f3523d9ee27","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - Premier Fire"
"8c729b31-0b0d-4b50-89f2-f5ddc99d2017","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - Data Talk"
"9f884fa2-e5c6-44e9-8fe2-aab8d8d6048d","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - VAE"
"1d8a3abb-7931-4878-b68b-92f0aa9474d3","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - Contego"
"28a5da0a-0051-47fb-b1f7-ecdde8460301","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - LCL"
"7aa6fc09-b008-4a24-b7c8-82fe31c1c704","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - Alpha"
"ef1553bb-2729-429d-a764-86a901eebbf2","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - LCL - Part 2"
"31a738ef-604d-4a1c-8ba5-eab4aad44abf","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.124","QA - Contract Coatings"
