"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883fbdd8-484c-4738-8090-c6c51fb5f51d","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"89663762-af85-5690-adbc-a2af4d9cd90a","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"a551f5d6-8996-496d-a4e4-47423b805579","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"e9b8cf87-f7fb-429e-a54a-6bd37edba0a4","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"b751ea7f-e569-4df4-8ce8-14492158a487","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels","Building C"
"373b155f-ff1d-4202-8bcb-6fab8906a5fa","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01"
"4c768774-9eb8-5588-9099-85a3f88390f9","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01","Precast Element Details"
"d4ba7edd-75e8-5d59-830c-f1af88594aac","","checkpoint-group","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)"
"252dac11-021d-5010-8a6d-81325a4eb2fc","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:047df753-120f-4610-94b6-da1a778ffb3a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","Main Reinforcing"
"8f38d57d-0311-5537-b0dc-213d76ae715f","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:02e1bc10-24ee-4489-a785-f76908e00040","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","Starters"
"478013a7-6706-5424-afca-6f530f82961e","","checkpoint-status","not-applicable","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:cf30138b-9391-404e-9b21-a90eaaddc739","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","Stirrups"
"faadb55c-1f78-5253-a6f8-ea3da02959cc","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:2c93000e-df16-4f5a-abd6-6dd011d50995","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","Lifters"
"47056c7f-a56b-50bb-8628-c2b0b930d17c","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:8b61f742-fb4b-49f1-adb7-6a95ea675e1e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"161c0acb-92c9-5f07-89ae-127083450f4c","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:d055ca06-4e18-49ac-a1e8-81e7ac04fd05","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","Tie wire Trimmed"
"681bb06a-d38c-5b1c-b3c1-34ea119034b7","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:e6f91a9a-a7f7-4310-8447-569cab61266c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","General Photos Attached"
"0952e21e-ff3a-5f85-85e5-0e4ddbd61aac","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:3405a17f-5544-4ff9-b719-a98f61a86cc4","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","Concrete Docket Attached"
"af7bff9e-0d8d-527f-a573-bd8b39e64794","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:952645dd-8ca5-4f13-8211-12855b63e93e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"aacbaeec-64f8-598e-bfd9-75b6ccac68b6","","checkpoint-group","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Post Pour (Table Supervisor)"
"27ef86b1-fd3f-58ef-9da8-7d4b0a75bb7f","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:011988be-f85f-4982-ac4e-b38005829f51","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Post Pour (Table Supervisor)","Confirm formwork has not shifted during placing of concrete"
"617d088b-c4a6-5718-b345-cd1a46f5826d","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:76ff4f8e-3455-4f9a-b0ba-666b97833255","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Post Pour (Table Supervisor)","Face lifters placed in correct location"
"b42ee0b5-ef35-54bd-8f81-b366444b0cdc","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:ad8ff1a0-6dec-49f7-9e37-900190a90c67","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Post Pour (Table Supervisor)","Roughening Lines Correct"
"20a175ae-9e05-5879-8864-f1188613dd87","","checkpoint-group","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)"
"32930d5f-fb12-5146-b3fb-1a8f25b9a1ff","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e6b064-135b-4970-bc0f-2546302171e5","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Panel correctly labeled (check against shop drawing)"
"b393b685-8dc5-570e-bfd7-9e408653c04d","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:e6c5e5c5-6852-4003-9d16-39c4cb350dbe","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Grout holes for Drossbach Ducts have been drilled (top and bottom)"
"b6fc6e16-332a-58db-bdfa-5e4b08f948e7","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:56b159f9-3248-40e1-93d6-65d10aef0265","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Bottom of Drossbach Duct is clear (any slurry/grout has been removed)"
"32e0fefc-f48c-5838-8cbb-b6ab973ab931","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:3f743f29-ffa5-4c98-861f-2f4538934a04","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","All lifters have been cleared/cleaned out (including top lifters for install)"
"ff0bba58-885e-5994-bb5e-f1529f38336a","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:6e151f2c-1aea-4e9f-8a39-67f32a7a864b","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","All Inserts have been exposed and nail plates removed (caps that came with Ancon fixings should be put back on)"
"f8ee55bc-3077-5e81-aad2-37ad5ee41116","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:2d6e8696-933b-4cc6-8c77-5022cd7b9a52","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Stitch joints have been jet washed"
"defbbf12-3e00-5268-941f-db11dd15416a","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:93b9787d-01fd-4329-b273-ffa611d0b113","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","MF roughening's jet washed"
"32669434-e4d2-5f49-97f0-76aa152f7fed","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:914e3e46-ff77-4c1e-9cd6-68e95560cf07","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","NF chamfers and square edges rounded with cup stone"
"94acbf12-a1d0-5c69-828f-1b1dc4de61b0","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:29141e77-230c-4730-9ee5-c7e1154f64c7","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Weld plates cleaned (NF weld plates to be cleaned with cup stone)"
"1042938d-ee32-5243-9ddd-33d04376d991","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:7df3d99b-fd2f-4f5c-b342-49e0c0c77e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Grade 300 starters bent up for transport (only bend starter down if transport height is increased by bending up)"
"b1f71bac-9261-5083-909c-f2d45349b973","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:b9226aa3-a7b3-4984-a07e-0eccc606f8b7","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Grade 500 starters are straight"
"254b3423-db40-5b3d-a9e4-90a307a06987","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:5a662ac8-5324-46be-9f10-a95e8560313c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","NF Quality acceptable (attach photo)"
"ca977dd5-2221-5d70-8318-b4ef917875ec","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:62092cdc-b8a7-4c62-8b45-f6a626b21b4d","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","MF Quality acceptable (attach photo)"
"ad216f5e-5ccd-5a0d-800b-cca940f58b54","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:ce5dad22-2dfd-48f0-965a-ea2f8b68cfd1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Structural repairs required (if yes photograph before)"
"b34a939f-d267-5a3d-bf7d-8945704eb6f9","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e25f44-1624-4154-bf04-eba35b26b459","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Demould Inspection (Yard QA)","Shop drawing checked off"
"7c6b555b-578b-5913-a434-eb328222c960","","checkpoint-group","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Overall Panel Quality (Yard QA)"
"cc94d786-17ae-5a7e-9d78-611280013b07","","checkpoint-status","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2:2f318a3d-ca93-4700-8e8d-01f94e206b03","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Overall Panel Quality (Yard QA)","Overall Panel Quality Ratings Recorded Below"
"87c79747-438e-5784-b75c-680c5616ce2a","","checkpoint-group","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Loading Out (Yard QA)"
"f4bebce1-a5fd-53c2-b59c-7ab4bf32f595","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:0bd8001d-5ed9-4869-ab96-060ed89d02c2","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Loading Out (Yard QA)","Load Docket Given to Driver"
"883fd8c2-dc8b-59d9-8a7d-f8d476181f5d","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:e02acfd2-7889-4046-b780-ce16fe02e827","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Loading Out (Yard QA)","Photo take of Panel on Truck"
"290979e7-5331-5628-bf18-b024fdd799b1","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:4c41b5af-368a-4395-8e1b-949e64f5a502","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Loading Out (Yard QA)","No remedial work required on site"
"be7c9b06-e3ee-5b4a-8423-83e134e20f8f","","checkpoint-group","work-in-progress","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Test Results, Certificates and Documentation (Reo & Yard QA)"
"904fb84d-b7be-53c2-b4b6-e79802cdc41f","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:1e3071dd-4e8a-4340-b0a5-2bb273e9bf8c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"4022328e-3869-58e9-b0c9-e0f5c828ee22","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:d2c59a81-31c5-4cf1-ad9f-ffb5eae98a87","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"245cc34d-dcb8-572c-8295-1c446b6229b5","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:61db57d7-8ee6-41f7-b4b7-0b4ef3f0109a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"ec4da11c-30de-427c-9e45-33c80189e2b5","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-97"
"d9de37ec-a3b8-51b7-88d1-af01f81da3b6","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-97","Precast Element Details"
"a23f7e5c-5c54-5fff-937b-d63d78dde98f","","checkpoint-status","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9:1932e93b-d3e9-402f-83d0-e322d0c77950","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Precast Element Details","Concrete Details Complete"
"56b097ce-f03c-5b00-8386-95212c9ca127","","checkpoint-group","work-in-progress","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)"
"c3c3fa7f-27aa-55e4-ad5a-438875e440f5","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:21d3dbc3-941c-48c6-a5ee-c5b912086cbb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"5a175baa-087a-5794-a42c-f225e8e9866f","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:bb308721-634f-4bbe-84b3-d179a4e31d53","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"9f498ff8-f1c3-5671-a629-8d9214d96b2f","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:61dd630f-70fb-4725-9653-100c8b5910fa","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"88bf9ecd-bd95-588d-8733-d6c35ac19a8f","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:6f468d98-e7a3-4541-956f-64ebaa447fb1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"ee302d43-77ed-5d8a-9ccc-941d775b4be8","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:5f0cdd3a-3cf3-4908-a9a4-9f9c9b156a08","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"0ae24202-617f-5d47-b374-236e22920c27","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:2f4fa979-ff3c-4149-a392-16a2624a489a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"8ddccb59-7761-554a-88a8-5a8a403522cc","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:e8337ee1-4b43-4477-897a-dbee87ff9293","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"80135506-eb55-5ca5-a2ee-6820091a7971","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:60e24774-6ebd-4386-b1a7-eea778d30cad","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"f94a5792-8e74-5b51-abc4-3e3530a14080","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:b6cb4e1e-70c6-44ed-9da7-8c45faeb52bb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"fe38fc17-8ebb-5598-809b-1797ce1b4657","","checkpoint-group","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-97","Formwork Set  Up Checks (Tables QA)"
"5557803f-5345-5602-9f2f-fd96cf92f430","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:d40db9c7-f72c-4b19-90ab-3ec27f928208","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Formwork Set  Up Checks (Tables QA)","Sides Straight & Magnets Fastened"
"88997508-4d34-5a2e-8af0-28a059303b7a","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:2b3fa28c-1d02-48bd-b200-601d54771389","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Formwork Set  Up Checks (Tables QA)","Mould Face Clean"
"c853a6e7-be9e-56fd-aef4-b4aebc81b6bc","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:e6e2a50f-eba6-40cb-9fce-8a4a426d4cf9","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Formwork Set  Up Checks (Tables QA)","Length/Width/Thickness/Cutouts"
"2233b69b-6738-59e8-86ec-276fdc23ca77","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:13fc42e5-8241-4772-aec1-1a316f3a7e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Formwork Set  Up Checks (Tables QA)","Edge Details & Rebates"
"f1cf2c2f-9750-5336-93aa-920c1ed74f7d","","checkpoint-status","not-applicable","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:27cc08be-13b6-47e1-ac43-9706d28bba35","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Formwork Set  Up Checks (Tables QA)","MF Weld plates in correct location and siliconed to table"
"6e28d500-7109-55c6-9f9e-43c63e5fb35e","","checkpoint-group","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)"
"460e1e5d-80a0-5a45-a03e-2b14a686492b","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:047df753-120f-4610-94b6-da1a778ffb3a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","Main Reinforcing"
"d88bde52-5d4e-596a-8ec8-2707b1913761","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:02e1bc10-24ee-4489-a785-f76908e00040","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","Starters"
"c60415e2-dbc1-5cf5-8061-dfe15a3ccc36","","checkpoint-status","not-applicable","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:cf30138b-9391-404e-9b21-a90eaaddc739","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","Stirrups"
"95e157d9-1e75-549f-98ed-44faa671c36a","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:2c93000e-df16-4f5a-abd6-6dd011d50995","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","Lifters"
"f5c035fc-976e-5ac2-95c0-9b2afe503080","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:8b61f742-fb4b-49f1-adb7-6a95ea675e1e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"3a768e41-08eb-5e67-a96c-0bc38cb9ab19","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:d055ca06-4e18-49ac-a1e8-81e7ac04fd05","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","Tie wire Trimmed"
"f56c1264-400b-59c5-8c38-fd3feb8c9f34","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:e6f91a9a-a7f7-4310-8447-569cab61266c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","General Photos Attached"
"55e3ca48-2a01-5386-8764-f8bb3dc4a42f","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:3405a17f-5544-4ff9-b719-a98f61a86cc4","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","Concrete Docket Attached"
"56a2449c-f3cf-5b2d-bb35-af5701b668e2","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:952645dd-8ca5-4f13-8211-12855b63e93e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-97","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"a84698a6-01ac-5800-9663-ccf0d1c7f4ee","","checkpoint-group","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-97","Post Pour (Table Supervisor)"
