"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"599f4f8b-22f3-4d0e-b3f3-728ee02a2fd7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"8df70a0f-179e-4702-8704-0c7c1355c78d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Zone A (Building B)"
"b57776c5-d087-49bd-b43d-1d6eefec67dc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Basement 02"
"a37b4d08-ac8e-4274-b240-e2fd385e4550","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Basement 02","Standard"
"2042c8e7-c547-4937-af95-e909b7e8778e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Basement 02","Fire Rated"
"bbf4b4a9-bd69-4e00-bc09-4c49212409fa","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.756.D1"
"2295a66a-48c4-4135-92f9-c6ea0f799a74","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.757.D1"
"2fb15d9a-82f8-439b-a02c-c1dba388ecbd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.759.D1"
"d6caf870-529c-40ce-b767-8a98ec14a80f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.764.D1"
"3489c39d-0a53-4550-93ee-703c8ab369ea","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.773.D1"
"4a320d5d-4bea-42ec-baf5-13a59d7e658c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.774.D1"
"2caf38ff-d0ac-4d2b-b5d5-5def32871b3d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.777.D1"
"b0e93538-093e-45cb-b114-683ebc81dc37","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.780.D1"
"69507532-86ed-4f71-847e-e829b8bdc2bc","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.780.D2"
"95d68e68-83a5-456f-97a0-557ec26341c0","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.780.D3"
"b6bbf5e9-8dc3-489b-8635-26e273aa6fab","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.781.D1"
"a0190305-4767-4cc9-874a-9289dc7e75df","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.789.D1"
"4a9ac1c1-aade-43e4-bb7b-b1b6790021e8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.789.D2"
"d747c0ff-9410-489f-88bd-58c1d3fde66c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.790.D1"
"df1dcf29-6aa3-4594-b8fb-77a0cd13820a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.790.D2"
"be044e01-5a97-4f00-986c-acab25be442e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.790.D3"
"e2d256e6-fa3a-4f90-b164-02cfe45e584c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.791.D1"
"f7c1ab1c-92e0-4c5c-b58e-969d3cd3b394","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.792.D1"
"1044d9f3-c876-4687-9a10-9b50177d4345","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.792.D2"
"0312adda-9dda-4854-bfe2-aba2f8ea5a8e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.792.D3"
"4ea1cca3-c009-4429-9d41-219f18e80720","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.808.D1"
"1d29c2a2-95db-4509-9b09-145eb24f29da","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Fire Rated","05.B.808.D2"
"655be452-94ca-4898-b922-73763828c5e5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Level 05","Mental Health"
"b3e80add-c8a3-41bc-a1dc-ff81f2e96cc8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Mental Health","05.B.200.D1"
"976c2afd-2299-4c82-a467-dbf6fbba148d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 05","Mental Health","05.B.200.D2"
"4e7e361e-a947-4c5f-b714-3691f1cf7b6a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Level 06"
"6f51a97f-2232-4f79-bbeb-fb435f9b7cbc","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Standard"
"0b307091-dcc1-40ef-9e1e-d78e107e6cca","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated"
"bd1216d3-1a53-416d-990a-140059c01dde","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.001.D1"
"5a31863c-b12d-43df-b79a-27dc7a197eda","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.038.D1"
"aeccf68f-bcc4-4af9-afdd-b197feec8a3e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.048.D2"
"70256285-54c5-4313-90f0-074a467af72f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.049.D1"
"d19e6197-d563-424d-82b0-e7f3f1bc427d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.051.D1"
"f6fbede0-d55d-4b62-990c-93502704bbac","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.051.D2"
"6d03eebe-8506-4460-a2b1-f0bbad3d99d4","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.051.D3"
"b7a4160a-ca4a-462d-9451-6c3ae3f00e6d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.098.D1"
"da840e34-eef4-4924-a44b-1ee95bc2e5aa","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.126.D2"
"9f8fe2c1-d034-4394-9182-b8c79cc98b08","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.142.D1"
"9a6bd43b-295d-45db-9534-b9ce968ca90a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.142.D2"
"c186cbab-9825-4e06-867b-7432786f16b7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.144.D1"
"07c468d5-261d-4eca-b80b-928980af8419","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.148.D1"
"7a761613-418f-4c40-b36d-7b8c132f50da","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.150.D1"
"7bd93807-d6ae-46f4-909c-b4471aa18774","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.202.D1"
"470bbf4a-dcf4-4d1b-80f8-515036475dbd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.203.D1"
"3caa12d8-5556-47f4-9145-248c07c2cacc","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.204.D1"
"7b6bba15-2d87-4d79-8bc6-b54143ef489f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.205.D1"
"a95e7851-cbcc-4205-9a6e-0e28dc909de4","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.206.D1"
"a249029e-6c30-4a6e-a725-315853582c5d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.208.D1"
"eba6f663-1a83-40fc-8786-fff621dab87b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.215.D1"
"05413baa-0cb8-4732-a47d-80d439dd930e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.215.D2"
"9efa57e5-a695-4ff4-b707-6cd06b769582","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.215.D3"
"d77aa306-1df3-4043-a7c4-076362591132","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.216.D1"
"edb161d4-47ea-4134-8b77-89899d3d6525","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.222.D1"
"ad6bd1eb-54e4-4b8e-b965-01e7c179d49f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.222.D2"
"ee5e457e-9f56-44b8-b949-d3bfbd4a6611","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.223.D1"
"a07a27dc-b695-4cf6-bfa7-210dd030a996","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.223.D2"
"1c206bf1-89d0-406c-b0f6-5161276342f3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.223.D3"
"a312e4dc-a17a-4eb8-9991-499c38d78e46","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.227.D1"
"c2039a50-2ec8-4491-a295-6a88d9930af9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.228.D1"
"a05bb1d1-1bc7-4ead-aa5d-e011749869b7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.229.D1"
"c95e4466-e1a0-46c3-a489-d1dc39021576","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.230.D1"
"1420d7fe-6e92-44e1-80d9-c39ad6f9b2ca","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.236.D1"
"5186096d-65be-4b05-9471-d5ada30986ea","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.236.D2"
"c47f70ad-61fe-45ac-858b-28ce3d6df408","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.237.D1"
"043150a7-4966-42a6-92e2-4cba8639e6d4","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.237.D2"
"e101b2c7-5b40-4c95-9ba7-1fefa6220754","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.242.D1"
"76973056-d93a-4543-bf94-26028a8c91cd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.243.D1"
"078cdd1d-7a00-4470-8e3d-598bbfc0c2d7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 06","Fire Rated","06.B.243.D2"
"aa938fdb-df60-4b7c-9aeb-1145b32898dd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Level 07"
"fc5fdb2b-9232-4a92-a023-ee0c54023bea","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Standard"
"13164a72-d3c6-43d5-bcd7-8d16a54c8fde","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Level 07","Lead Lined"
"2eecef2e-f142-43e6-bccd-96986ac34e2d","","checklist-sectioned","not-started","Lead Lined Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Lead Lined","07.B.232.D1"
"cf8f1df2-c382-4305-9414-21224d6c3138","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated"
"7c6817a2-7703-44e0-a104-01230d6f6bbb","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.042.D2"
"2d9bbeef-02c5-4ec3-b0e4-5d3c4e5732e9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.050.D1"
"e32c68f5-9271-42e8-b197-6a362b695503","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.056.D1"
"f16114a4-b3da-4182-b53c-3a6c5ccbc702","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.057.D2"
"5d35d0a8-33dc-47c0-acd9-420fcd19a3c3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.117.D1"
"beaec444-bcd1-49b7-93c3-c2f3888ceb9c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.120.D1"
"3027894c-2cf7-459d-bf00-4f2e51b8be8d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.125.D1"
"5396e964-5b17-4122-9ada-08518036a376","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.126.D1"
"54787d7f-c963-431e-b63b-c8146c73d9c4","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.173.D1"
"74f2f710-428a-4813-adba-796e903d8aa0","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.177.D1"
"ac36466d-6250-4435-961a-39f58ea4baea","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.177.D2"
"4f604a4a-258d-4281-b361-11d5c20f3797","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.177.D3"
"605e76a0-b461-472d-a6e0-6c6fab2bf6a6","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.184.D1"
"560f7236-f056-4938-a9df-fa00edb7470b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.186.D2"
"6dcf409c-326e-4d29-a05a-bdc8f54f9e36","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 07","Fire Rated","07.B.222.D1"
