"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e165698e-5a7f-4c94-b00f-d41b6ed9d3e2","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"09bb6d48-54b8-419f-aeff-2ed4760c089f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations"
"82ea0af4-59f7-47d4-9420-61eb36e4d425","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A"
"cd9a533c-8f20-456d-9654-2b17a069f052","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings"
"1b201aef-dbb9-4a9d-964d-5661923ed023","Child Concrete - Pre Pour(37a3351c-6c92-59ff-9e57-48aba8f6ec77) -- Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour","checklist","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17"
"37a3351c-6c92-59ff-9e57-48aba8f6ec77","Child Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17","Concrete - Pre Pour"
"cbc9009e-ff14-4680-83d2-34ed93bb76e4","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","_TEMP - Ice & Fire","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Ice & Fire"
"b8867ee1-638f-5b17-a6ab-6f2a92103cf8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Ice & Fire","Ensure electrical cables have been suitably sealed when passing through a fire element in"
"7b10a6ae-e0f0-5ac6-9d68-46a7bf1e182b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Ice & Fire","Check that fire doors have been filled"
"e90d7c6d-5a5c-52d4-b15a-5712c4c1bd75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Ice & Fire","Trades QA received & attached as applicable"
"16f3a73d-caf2-52f4-a081-f33d4736d347","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","ed72e36af3a66aeab6e33c8e1756621218caa4efcd371080a7a856864a72370d","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 23","Post Wall Linings"
"67269833-d9ac-55e1-ab50-8ef7102f9aab","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Post Wall Linings","Ensure installation guide has been followed for insulation"
"04a71542-0a72-5b43-a3db-f1704d128b42","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Post Wall Linings","Ensure installation guide has been followed for fire rated walls"
"fc2640c8-3187-5d15-92c8-63bd211efd2d","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Post Wall Linings","Trades QA received & attached as applicable"
"19063bf6-b3ce-4702-b5d4-bcbbc1d85910","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","_TEMP - Tiling","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Tiling"
"7db581ce-6b29-5afa-ac53-a751a0ef9a96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Tiling","Waterproofing completed as per specifications"
"3f6f0d72-3876-541a-8a91-9abb5ac8b13c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Tiling","All floors fall to wastes & don't hold water"
"e1ae6b05-c16c-5f93-93fa-1c110a382ec2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Tiling","Ensure all tiles are fixed correctly"
"baadc0a0-f4c2-53b6-b0db-fffac3057aee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Tiling","Grouting done"
"e930ccf1-3f14-522d-b798-3c9458ace152","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Tiling","Silicone sealed"
"518cfc6a-0ed5-5979-a74b-6fbae63a35f2","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Tiling","Trades QA received & attached as applicable"
"67c13a0f-17fe-48ec-90f7-7a48b71472a3","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","_TEMP - Kitchenette fitout","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Kitchenette fitout"
"83cece62-5904-59de-a508-4008ee414641","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Kitchenette fitout","All kitchen joinery installed as per specifications"
"2f19b610-db50-5b26-b8d5-97c0a7f085e4","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Kitchenette fitout","Trades QA received & attached as applicable"
"85304c10-324a-4c21-9fe0-a5280d3f8488","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Hardware fitout","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Hardware fitout"
"7f96b38b-2302-5f04-918b-7688524cb18d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Hardware fitout","Hardware installed correctly to plans"
"0fa1edc2-ae9a-5594-87d4-e3239501fe23","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Hardware fitout","QA received"
"31a2fe1f-51f0-5103-b705-03a13edb5996","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","4b10dd0d6280413a807e6bed66c343f970a62851fcba99ef21fb9ce0312554cd","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 23","Services Fit Out"
"780a6e5c-ea20-53ea-a68d-5d4612e77093","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Services Fit Out","Plumbing fitout have been tested & commissioned"
"10c543bb-4da6-525e-b052-0bbb707cbaf5","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Services Fit Out","Electrical fitout have been tested & commissioned"
"fc5610cf-11fc-571d-8c57-1f047645b877","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Services Fit Out","Air Conditioning / Mech fitout have been tested & commissioned"
"c98e1417-1cc0-554f-a83d-8446ee39bbab","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Services Fit Out","Trades QA received & attached as applicable"
"79b050dc-beb5-578c-bdb7-81eb8e8c02c2","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","c88caa8bffb5ff0e04ea423aa2cd83f3a1cc43d658ffc4de778424b565a8c6ec","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 23","Internal Painting, Framing & Carpet"
"bc0ef739-6255-50e0-98fb-f5bd7cf0b959","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Internal Painting, Framing & Carpet","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"634f3cab-88fd-5736-842d-d64534c5e8bf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Internal Painting, Framing & Carpet","Painting completed as per specs, correct paint product and colour used"
"e2b18543-b588-5c67-8940-4ec85f8dfa62","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Internal Painting, Framing & Carpet","Carpet installed as per specifications"
"be272493-265d-5a32-8691-c672782fafb8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Internal Painting, Framing & Carpet","Trades QA received & attached as applicable"
"6265abed-758d-593f-8c4a-08fd0b06d750","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","be165696aac53a9e7925d4a91a546c2b4be5219ad6af24dd7f80b787a3d08c27","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 23","Fire System"
"36a39419-47d9-52a9-8bd0-28bb8877b81b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Fire System","Smoke detectors & sensors fit off completed"
"7e36f556-d377-5087-8065-ecfa16e43c3b","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Fire System","Smoke detectors & sensors tested as per manufacturer's instructions"
"0d4230ac-5c75-518c-bf6e-ffa34b20b83f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Fire System","Sprinkler rough fit off completed"
"cf2bd542-55ca-5ba5-9bbc-052efb851360","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Fire System","Sprinklers commissioned"
"e6de09f3-6c7c-5f71-8189-a9f954ec1ba5","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Fire System","Trades QA received & attached as applicable"
"89d6c505-64ed-551a-8565-20a7ed00e074","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","3949a3ea4fd7cbbc03e81282263723103031e37d2884d04c0962821f3077cdf1","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 23","Scarbro Final Sign - Off"
"2adb9ad5-18e5-5f21-a774-d791e39d4941","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 23","Scarbro Final Sign - Off","All apartment work is completed as per specifications / drawings. All relevant trade QA reviewed & approved"
"3301247a-27fa-442e-acf1-60b7c08333c5","folder-progress has incorrect meta.stepType checklist-sectioned","folder-progress","fail","","checklist","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 24"
"cf7aec8e-4c1c-56d7-9cd8-8e091364aef8","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","6eab088d1f46a344558f56c6c083e037b6242121a3c19b22cdb2d7fe53160db4","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 24","Plumbing First Fix"
"8e97621d-6e97-5d7e-a0f6-17294b11970d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Plumbing First Fix","Plumbing first fix complete"
"9079aeb2-8808-59a5-b6b5-95ffc048b2fb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Plumbing First Fix","Trades QA received & attached as applicable"
"ea5ffea0-d62d-55c4-9000-2df7382455d6","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","425472abb2922f2f69723215788d80fa64f3b7dcbe97e11477df8f0227eb2f25","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 24","Electrical First Fix"
"adfb9611-7585-5ecf-80c5-bd5db38f0b28","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Electrical First Fix","Electrical first fix complete"
"f81d021a-b60a-5b64-857e-7142aec11598","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Electrical First Fix","Trades QA received & attached as applicable"
"11576181-559b-54c3-9711-46f4ff62f9b8","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","b319bc42b81e78043cceada52ae82e3bbd2d170ad2d90cd90e112ac892876368","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 24","Mechanical First Fix"
"b6565a20-7bda-55e6-b60b-6fa2c5e3b1e7","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Mechanical First Fix","Electrical first fix complete"
"711f69ae-054d-5308-9e02-c44f57b9532b","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Mechanical First Fix","Trades QA received & attached as applicable"
"733a2f0d-6718-4d36-930c-f6d50eaa1251","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","_TEMP - Global Fire","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Global Fire"
"9a5fb31f-54a0-5121-8373-8e443ce79382","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Global Fire","Ensure all penetrations have been installed as per specifications"
"ff7f171f-930f-5b4b-9d81-2c4f9fed932e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Global Fire","Ensure all fire collars have been installed in accordance with manufacturer's specifications"
"0ec3d967-9d33-553a-9d93-57981f49868c","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Global Fire","Trades QA received & attached as applicable"
"3d1eed7c-d70d-471d-ab3b-a248ca6c2665","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","_TEMP - Ice & Fire","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Ice & Fire"
"f4a5e2e4-3b95-5854-aea9-dbc81d703f81","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Ice & Fire","Ensure electrical cables have been suitably sealed when passing through a fire element in"
"6f00f3ed-7e4d-530a-b7fc-178cd71aa9d2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Ice & Fire","Check that fire doors have been filled"
"34947567-519e-5c5b-9f01-46f33466e777","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Ice & Fire","Trades QA received & attached as applicable"
"b0a483a5-49fa-5d21-a4d4-5ed44e8d7fba","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","ed72e36af3a66aeab6e33c8e1756621218caa4efcd371080a7a856864a72370d","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 24","Post Wall Linings"
"ddee2e90-55de-5053-9e03-9a354af851ae","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Post Wall Linings","Ensure installation guide has been followed for insulation"
"aaf68dc8-c0f0-5a8d-91c9-c34296a72376","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Post Wall Linings","Ensure installation guide has been followed for fire rated walls"
"f7a39610-eb09-5dc7-b04f-2370fcafaac6","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Post Wall Linings","Trades QA received & attached as applicable"
"3d97566c-5e12-4315-87cc-b4a889d04945","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","_TEMP - Tiling","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Tiling"
"fb87be3e-aa30-5551-8362-3a1ffa5e34f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Tiling","Waterproofing completed as per specifications"
"7c1b3aa3-f720-5103-a054-5ed28d59e2d5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Tiling","All floors fall to wastes & don't hold water"
"bbae07fb-e73f-5869-97a2-44afb0063192","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Tiling","Ensure all tiles are fixed correctly"
"079e8562-22e3-578a-bd5a-b2dc1383bdd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Tiling","Grouting done"
"d827a395-d066-5bae-9fd5-f5a38f69d7e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Tiling","Silicone sealed"
"270dd9b3-dda2-5f66-8b2c-6441787857fc","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Tiling","Trades QA received & attached as applicable"
"fcb8f32c-011b-40f6-8e80-109dd92841ed","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","_TEMP - Kitchenette fitout","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Kitchenette fitout"
"8dd835ff-b6ee-5443-872e-c741c98058d8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Kitchenette fitout","All kitchen joinery installed as per specifications"
"ce913dc8-596f-5beb-9bfb-93b2a64b30b1","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Kitchenette fitout","Trades QA received & attached as applicable"
"4fc6edb4-fb99-4b00-89ae-26afa8cb8ed7","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Hardware fitout","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Hardware fitout"
"2b577802-9762-5d67-a0b6-f713404f841d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Hardware fitout","Hardware installed correctly to plans"
"e5cfa573-e49f-54b8-9ed7-01b3b70d345e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Hardware fitout","QA received"
"80145fa8-5521-54ca-aaa4-d36662e54b85","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","4b10dd0d6280413a807e6bed66c343f970a62851fcba99ef21fb9ce0312554cd","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 24","Services Fit Out"
"7bf71924-f0c1-5d15-94eb-b980f1edba76","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Services Fit Out","Plumbing fitout have been tested & commissioned"
"19359652-3aaf-5607-a740-74021f89fdc1","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Services Fit Out","Electrical fitout have been tested & commissioned"
"d3fa7432-8179-5320-85d0-7f281f21aba6","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Services Fit Out","Air Conditioning / Mech fitout have been tested & commissioned"
"02449f39-bb17-540b-bdbe-f885a970421a","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Services Fit Out","Trades QA received & attached as applicable"
"60f10aaa-ff58-5ad5-9cd3-d91f702e25a3","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","c88caa8bffb5ff0e04ea423aa2cd83f3a1cc43d658ffc4de778424b565a8c6ec","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block C","Unit 24","Internal Painting, Framing & Carpet"
"7a72bf82-1b99-5ece-a066-fa261714bef7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Internal Painting, Framing & Carpet","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"2a1ff797-6e44-582a-a4d7-0b7e5014e5c6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Internal Painting, Framing & Carpet","Painting completed as per specs, correct paint product and colour used"
"77e7c81c-96a6-5996-b292-caaf891bccd8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block C","Unit 24","Internal Painting, Framing & Carpet","Carpet installed as per specifications"
