"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d4cd0c-6ca6-4820-873a-9696a88fa175","","folder-normal","work-in-progress","","step","FALSE","FALSE","Project QA"
"fcbe85ba-d898-4d27-b258-8f1403c64eaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding"
"1f5e1ac6-71f8-4e06-8cb8-41a0d35002c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof"
"44c7b785-d428-4726-ab04-a558e38df940","","checklist-flat","work-in-progress","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Install perimeter edge protection"
"2781c7c5-c264-5996-8f93-7c641f906774","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Vesda Install","SBC QA"
"4d3df6ab-167b-4061-bc0c-0177e0b3ad35","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Hot Isle Containment High Level"
"daf810d9-bb70-58e8-870e-b0b9f36959f2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Hot Isle Containment High Level","Installation Completed"
"7e645548-c486-5ee3-95d2-774250eaf222","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Hot Isle Containment High Level","SubCon QA /Consultant Inspection."
"35a936d4-a297-50fc-a46a-334bbadb2e26","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Hot Isle Containment High Level","Commissioning"
"315b1ef9-98f8-5c80-9739-83945744358b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Hot Isle Containment High Level","SBC QA"
"9fbd6aa3-dbea-4b29-908b-f5053bdba588","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Sprinker Install"
"cf2c5896-d40d-5727-aaa1-47c523ab1d45","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Sprinker Install","Installation Completed"
"ef02016c-b0b8-5cce-81cd-21499c934531","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Sprinker Install","SubCon QA /Consultant Inspection."
"e5512cf3-0424-5dcb-8f56-d79c2749b52d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Sprinker Install","Commissioning"
"a3ed6da1-0f31-554b-a361-df98a6ae5bf6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Sprinker Install","SBC QA"
"1b258cae-517c-425d-aa30-f20f481375ff","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services First Fix Lighting"
"c6602c63-57af-5be0-9700-911994c3cbe2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services First Fix Lighting","Installation Completed"
"a16c2477-c5c7-5c92-be84-6922762f370a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services First Fix Lighting","SubCon QA /Consultant Inspection."
"78abf82d-8525-5c31-b9ea-661e4ac8ddfd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services First Fix Lighting","Commissioning"
"94fea61b-16b6-5f12-a685-9a2d707249a1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services First Fix Lighting","SBC QA"
"7a8e1da4-f097-4f96-a016-3b0927cb0e72","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Seismic for Services"
"7c0c22bc-ac7c-5a69-a492-64df80469585","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Seismic for Services","Installation Completed"
"2dd53c1a-f824-5cf2-ab4e-b265a143dc66","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Seismic for Services","SubCon QA /Consultant Inspection."
"2d40fe36-95e7-5a05-8159-2354be709ad7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Seismic for Services","Commissioning"
"a1527910-fedc-5004-99cf-f54898e4d223","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Seismic for Services","SBC QA"
"9b8cd53b-f525-46e3-b015-be9273ece4f6","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bus Duct Install"
"fd115d30-2cb6-5a6f-82b3-21dfd3c1e317","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bus Duct Install","Installation Completed"
"a7e1189e-d8ac-502c-b1df-6857a5bc2891","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bus Duct Install","SubCon QA /Consultant Inspection."
"6f54ab6c-c433-56b0-b260-a348dbe00e08","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bus Duct Install","Commissioning"
"e0cf0eba-2546-5e3a-a3a5-1e7d55bf1146","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bus Duct Install","SBC QA"
"d19fe1b6-327a-4571-afba-18074e4c56cc","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Cable Tray Install"
"55048dff-c454-5951-9ca8-5377231ba81f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Cable Tray Install","Installation Completed"
"071709a5-0476-59e3-93d8-89fcf9bfdb0b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Cable Tray Install","SubCon QA /Consultant Inspection."
"b10bf7d9-3095-5699-b7b6-614431c012b5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Cable Tray Install","Commissioning"
"9635238f-cc9e-5b89-bb02-c863f7d50c69","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Cable Tray Install","SBC QA"
"25bd3f0e-c9f0-49a9-807c-61bbca98610e","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services Second Fix"
"17c9740b-2db3-5731-8957-32df954ef1fd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services Second Fix","Installation Completed"
"b7f506a2-5345-5172-8cce-538b3997b43f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services Second Fix","SubCon QA /Consultant Inspection."
"874c7bd2-71f4-5c39-ac00-e19eb4aed654","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services Second Fix","Commissioning"
"c425f8f9-4bcc-535c-8dae-df8525e59f9d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Services Second Fix","SBC QA"
"06355d28-ee43-4638-af7e-7966f1da6640","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","HAC Doors & Panels"
"be2e8429-14bc-5ad6-9993-ba42d417e8ba","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","HAC Doors & Panels","Installation Completed"
"1b0e94b1-75ed-5a24-9bf8-49583abd47a6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","HAC Doors & Panels","SubCon QA /Consultant Inspection."
"56e6e812-e70c-5e1a-83ac-d00c660b3d03","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","HAC Doors & Panels","Commissioning"
"49ba5972-847f-5e57-95f9-b46c28867499","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","HAC Doors & Panels","SBC QA"
"d114d437-e556-485d-bfb9-5d667237478d","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Wall"
"f0a96007-90ae-5be5-a956-cfc7f684f24f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Wall","Installation Completed"
"cb861eec-ef1f-5d47-a43a-d916c3cf4860","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Wall","SubCon QA /Consultant Inspection."
"685d1b75-69b3-59ea-ae92-3552f6a694d8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Wall","Commissioning"
"51eff216-dade-51a1-a4f8-65ee333fd062","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Wall","SBC QA"
"81e484bf-6402-47f7-9b71-a7b97a644417","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Final Paint & Clean"
"bd0cf717-8ec1-5579-bab0-a427f961f79d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Final Paint & Clean","Installation Completed"
"1bdcb680-c476-5343-a1a9-0a7f273c3c97","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Final Paint & Clean","SubCon QA /Consultant Inspection."
"7725352a-342e-567a-a4fe-014c26cf92dd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Final Paint & Clean","Commissioning"
"5cf8b3fd-8527-52d3-a7ed-3562a7cbb00c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Final Paint & Clean","SBC QA"
"bcba7fd1-7afe-4677-9f96-ffb29f8a1aeb","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply"
"924e6e5b-4911-41e7-90fe-b5260dece749","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Tank Install x3"
"60d5b1b8-feb0-5709-ae9b-06502cac7db3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Tank Install x3","Installation Completed"
"b74bc3c6-ef9b-596b-9854-23d1e017df2c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Tank Install x3","SubCon QA /Consultant Inspection."
"20d32a99-c6dc-5979-858c-104ba9ff1881","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Tank Install x3","Commissioning"
"28ed9659-2e4b-5d42-9b62-402b8f037a2e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Tank Install x3","SBC QA"
"a7ad8882-b520-43f3-8e57-36c4f4a0298f","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Seismic Bridge Install"
"6cdb0152-585d-5596-85e3-cbf6cd2b730a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Seismic Bridge Install","Installation Completed"
"02071f88-8c16-5d4b-9aa5-27b65e5d3f4b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Seismic Bridge Install","SubCon QA /Consultant Inspection."
"42e81af9-b4c0-500f-8599-c465e0282410","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Seismic Bridge Install","Commissioning"
"15225cf3-2e16-5148-b377-10d7329fcc4e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Seismic Bridge Install","SBC QA"
"951cee1e-8e4e-4557-ba7c-0a6da23e6fff","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Fuel Lines"
"6c9f03a8-2fec-57e9-b58f-66f3c187a186","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Fuel Lines","Installation Completed"
"1f476377-daef-5105-97db-c586bfde593c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Fuel Lines","SubCon QA /Consultant Inspection."
"dc4f8282-b5a3-5c4f-9e00-48bc164042ed","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Fuel Lines","Commissioning"
"b951dcd3-1185-5090-946c-b959d7d0c4a8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Fuel Lines","SBC QA"
"674ab81b-47ad-49ea-918e-89d9e927bab1","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Electrical Works"
"7ec0b6bf-a85d-5d97-a731-3d5961ca5029","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Electrical Works","Installation Completed"
"33b3a4ce-0ab2-54f1-a62b-e8f8183af6c9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Electrical Works","SubCon QA /Consultant Inspection."
"aa463c72-ab2a-56e5-8df5-d4a2fd50f389","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Electrical Works","Commissioning"
"0c8fc462-4694-5c30-b24d-dcbefdcc3e5e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Electrical Works","SBC QA"
"6d5c651b-c81d-4b07-a6a6-9440e7916a43","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Access Platforms"
"bc1b194b-587f-55ea-89b3-999a75643902","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Access Platforms","Installation Completed"
"3c6a9ccc-91e7-54e2-9dd8-54dfbf56e12f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Access Platforms","SubCon QA /Consultant Inspection."
"1d075cef-0723-5bde-be54-7a924522e598","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Access Platforms","Commissioning"
"21ecbf32-b994-540f-9754-97b41485138e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Access Platforms","SBC QA"
"f1afea5a-c4dc-4b72-9cff-6a075cc637f7","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Handrails"
"05c57ad0-ee41-5b65-9d7c-0c4923f3288a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Handrails","Installation Completed"
"57e50069-49ac-52dc-9bb9-ded2e31f4137","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Handrails","SubCon QA /Consultant Inspection."
"5d4a1812-cad1-50ff-a92c-6a339e9518ca","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Handrails","Commissioning"
"f587c09b-8cd4-5233-9131-2d9f5c1d206d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 7 - Fuel Supply","Handrails","SBC QA"
"731aea7b-3989-484f-8a48-16bfccc55705","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 01"
"77ecb815-2624-4dac-bc7d-b7e7b352788a","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 1 - Generator Build"
