"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15daf0f2-1738-4077-ae28-db3c14bb55b9","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up"
"b9e2961c-b8bc-4ca9-ba68-6c7c7217ce4a","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up","Management Plans"
"eafba15e-d4c4-4b70-9aa9-30e573163b44","","work-in-progress","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-200 - C1370BB to C1370CB","HP511 - Inspection of headwall foundation - C1370CB"
"9f54013e-9579-459f-85c8-c800cad7c3ac","","work-in-progress","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-200 - C1370BB to C1370CB","SR00191"
"f0517ced-78f9-49c6-8f57-0ddc4f173bbb","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-200 - C1370BB to C1370CB","TR407 - Foundation Layer"
"94c10275-a4ec-4a4d-9ee4-f2c03394cfd2","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-200 - C1370BB to C1370CB","TR408 - Bedding & Haunch"
"82227b67-dcf2-46e6-b653-985ba78c9aea","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-200 - C1370BB to C1370CB","TR409 - Side & Overlay"
"c3870121-08ea-4d4c-a0a8-f7eee5e5ab74","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-200 - C1370BB to C1370CB","TR410 - Backfill"
"fd83a08f-2f8d-44c2-b423-bcf89a2e1102","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-201 - C1370CB to C1370DB"
"59568978-3325-40c1-99c4-e3fba1522159","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-201 - C1370CB to C1370DB","ITC 02 - C1370CB to C1370DB"
"25200965-8e2a-417f-a4d6-e4eed2cc1369","","work-in-progress","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-201 - C1370CB to C1370DB","HP513 - Inspection of headwall foundation - C1370DB"
"4bc621b4-b372-4685-9a81-502dbdcb4d2b","","work-in-progress","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-201 - C1370CB to C1370DB","SR00192"
"09cc7ba8-530c-47a1-84f6-d6b1aacc4dde","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-201 - C1370CB to C1370DB","TR411 - Foundation Layer"
"e8569771-ff78-4d7b-b619-8bc5d7ab5baf","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-201 - C1370CB to C1370DB","TR412 - Bedding & Haunch"
"64cb08fc-3fb2-4d19-96d3-9a77780e99fd","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-201 - C1370CB to C1370DB","TR413 - Side & Overlay"
"99bfb7d2-833c-42ee-be2f-0e53488c7e49","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-201 - C1370CB to C1370DB","TR414 - Backfill"
"8ce32728-07b6-484c-8753-0c55f8ad5ecb","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-202 - C1370DB to C1370EB"
"1be097fa-a41c-4b14-9e69-815728f9ea10","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-202 - C1370DB to C1370EB","ITC 02 - C1370DB to C1370EB"
"77775bec-3318-4964-87fb-2b36768d9622","","work-in-progress","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-202 - C1370DB to C1370EB","HP515 - Inspection of headwall foundation - C1370EB"
"1872ab69-0cf9-4788-b7aa-c591d4de2e7b","","work-in-progress","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-202 - C1370DB to C1370EB","SR00193"
"d2c04f4a-0646-46b3-838e-a4133b7c3bb5","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-202 - C1370DB to C1370EB","TR415 - Foundation Layer"
"3f1dc38c-9979-4f99-b223-bcec1c8c01f1","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-202 - C1370DB to C1370EB","TR416 - Bedding & Haunch"
"0c764fcc-830d-4797-8650-20e66abe2855","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-202 - C1370DB to C1370EB","TR417 - Side & Overlay"
"693d5dfb-5261-47b5-86b5-592d5190de84","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-202 - C1370DB to C1370EB","TR418 - Backfill"
"b2ab8d97-b351-4832-bd11-2d3adf09535f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550"
"5b8fb4f4-6d8f-4923-96e4-91f9f0b6234e","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B"
"f0d63b48-7211-4605-8b3b-60b04621f6b1","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","ITC 02 - C1550A to C1550B"
"38a36a63-9faa-455d-8349-06537195d121","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","HP516 - (C1550A to C1550B) - Inspection of headwall foundation - C1550A"
"c034f8b8-2328-41a9-b05a-273e77bd67fc","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","HP518 - (C1550A to C1550B) - Inspection of headwall foundation - C1550B"
"dabbd02a-1ecf-424a-b317-0f5fbc2592fe","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","WP117 - (C1550A to C1550B) - Inspection of headwall foundation - C1550A"
"039abbb1-645b-4766-9035-b8e25f3e16c4","","pass","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","SR00194"
"8347c621-5341-42fe-9de2-6ddb2f0e8b2d","","pass","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","TR419 - Foundation Layer"
"80733078-8ccf-4f01-a111-449ed3206e71","","pass","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","TR420 - Bedding & Haunch"
"4dd9e2d5-c205-4cd7-9e9d-0f6b06384b0e","","pass","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","TR421 - Side & Overlay"
"062bce4b-dada-43e6-a10e-8468c50eb246","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1550","R11-SW-203 - C1550A to C1550B","TR422 - Backfill"
"b3f40ebf-6412-41d2-bad5-5d824a058c49","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572"
"f40eba3c-5e65-4b47-8022-3fbb946fb311","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B"
"a3f620de-d721-4d35-957c-c393470fd066","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","ITC 02 - C1572A to C1572B"
"a147f176-4b0d-45c7-a341-06bf4e8610cb","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","WP154 - Inspection of headwall foundation - C1572B"
"c4e75bee-90fb-46b1-a5d4-c29da95cb82b","","work-in-progress","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","HP519 - Inspection of headwall foundation - C1572A"
"553ef4ae-acc2-40cb-977c-5f53bddf1cd9","","work-in-progress","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","HP521 - Inspection of headwall foundation - C1572B"
"271ae5bd-4b76-46e0-bbf0-20a38df4b853","","work-in-progress","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","SR00195"
"b0e82137-8049-4688-995c-7ebe35dec4e8","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","TR423 - Foundation Layer"
"ab0437e0-402c-4b64-8d15-2df5c78a0ada","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","TR424 - Bedding & Haunch"
"ce7a048a-7070-4e2c-89c3-d7f1264a5550","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","TR425 - Side & Overlay"
"4f423322-5f41-4d79-ba3c-33b150cf89e3","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","R11-SW-204 - C1572A to C1572B","TR426 - Backfill"
"fc53a52f-6d57-401b-881d-5f8896e93d5e","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","Anchor Blocks"
"ce963ede-c3db-4d35-8f13-4c70278ceae8","","work-in-progress","ITC 03 - B80 Concrete Structures (B80) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","Anchor Blocks","B80-007 - Anchor Block 1"
"e923fc62-beb5-4f62-b287-7be7f608a599","","work-in-progress","ITC 03 - B80 Concrete Structures (B80) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1572","Anchor Blocks","B80-008 - Anchor Block 2"
"9ba2783f-0dbf-4bef-833b-44839984a988","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1590"
"30a86fb9-a178-4a9c-a599-9f13485b2829","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1590","R11-SW-214 - C1590A to C1590B"
"3ed0d73d-b68d-4ffd-8f56-df5ddfbde05d","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1590","R11-SW-214 - C1590A to C1590B","ITC - C1590A to C1590B"
"0544df2e-0391-4c83-b0a6-79df4d708bff","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1590","R11-SW-214 - C1590A to C1590B","HP694 - Inspection of headwall foundation - C1590A"
"42e684e9-40b4-4340-b8ad-806aa87cb4d2","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1590","R11-SW-214 - C1590A to C1590B","HP696 - Inspection of headwall foundation - C1590B"
"4c40ea8f-3178-4c87-90ff-568f7378303e","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1590","R11-SW-214 - C1590A to C1590B","WP206 - Inspection of headwall foundation - C1590A"
"7fdec3c4-c179-4107-bdf3-76047ecfc4f6","","pass","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1590","R11-SW-214 - C1590A to C1590B","SR0336"
"6ab481fc-6794-41e6-a759-7f3f4365cc10","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630"
"b728c67d-1ce0-49b6-84e0-9057b4b68a87","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B"
"3708b314-e2ee-4b32-9d0c-0c35046a356a","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","ITC 02 - C1630A to C1630B"
"8e35e60b-7c83-43a9-8193-241353c353a2","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","HP522 - Inspection of headwall foundation - C1650A"
"255e2678-6131-499e-be0a-059d9edc7ba9","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","HP524 - Inspection of headwall foundation - C1630B"
"933374f6-6edc-49e8-bc5f-6e0294b88697","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","WP157 - Inspection of headwall foundation - C1630B"
"3d571585-f7cb-428d-9a20-1b2f90264309","","pass","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","SR00196"
"3c64dc50-056c-43ed-a8a2-cc87143ddbde","","pass","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","TR427 - Foundation Layer"
"e02658b6-d7fa-418d-9231-09335a990adf","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","TR428 - Bedding & Haunch"
"05ae7955-cff8-4db2-a8a3-d071ed0256e4","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","TR429 - Side & Overlay"
"69518f7b-69e7-4277-9e6e-f007df0c055d","","pass","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1630","R11-SW-205 - C1630A to C1630B","TR430 - Backfill"
"22ae5969-cbe8-4807-8c91-b9548e985d9a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1780"
"c97604ae-41a2-48c9-a5fd-5d98dec04e85","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1780","R11-SW-206 - C1780A to C1780B"
"cf6ad58d-6e60-45ce-baf2-4efba0cb7ca3","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1780","R11-SW-206 - C1780A to C1780B","ITC 02 - C1780A to C1780B"
"ca1b4179-20a4-4a1c-aa2f-ad3e0d17424f","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1780","R11-SW-206 - C1780A to C1780B","HP525 - Inspection of headwall foundation - C1780A"
"daf5d2a6-2c2f-4151-b7eb-0ff2ae11df3c","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1780","R11-SW-206 - C1780A to C1780B","HP527 - Inspection of headwall foundation - C1780B"
"746766cb-ad73-46b8-a75a-aa55b9965280","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1780","R11-SW-206 - C1780A to C1780B","WP158 - Inspection of headwall foundation - C1780A"
"fd81214d-619e-460c-aaea-2b971a0b4e45","","pass","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1780","R11-SW-206 - C1780A to C1780B","SR00197"
