"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6e936bb5-606b-41a3-82ff-7ee237f22eeb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour"
"1c801ddb-0943-4ac6-937c-c18fa3233f16","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour","Basement - Shotcrete"
"2acf275e-71c0-418f-b79a-c352db16e92b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1.AD.01"
"0d297c6c-0a2b-427a-8ab1-a26a078dfbd0","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1.AD.01","Walls"
"543c15cd-7fe7-49ca-8fa2-423a5e4e333e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1.AD.02"
"e865c960-907b-4cb6-b102-8626da8957bd","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1.AD.02","Walls"
"bf5c35cb-08b4-4334-a49a-2539e5f6fd7e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1.PF.01"
"4fb76293-40f6-4877-8111-4e3566f5e862","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1.PF.01","Walls"
"aebdf9c1-e889-4fe7-bc44-1ec06ef47689","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","VT.05"
"3255100e-adff-4c88-8f3b-710bbf92fa06","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","VT.05","Walls"
"6b083cde-c789-423f-ab6b-7a5cdf89294d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","eLG.PH.02"
"0bec7034-b740-402d-a28a-fb0fac41e38f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","eLG.PH.02","Walls"
"54d5e540-e9cb-43d5-b69a-cf205763020b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.AM.01"
"04e79226-7a9c-4bd5-b404-4b96842478df","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.AM.01","Walls"
"8aaa48e8-7184-4c0b-97f9-006d6dbb168c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.02"
"5ba1d1c3-42cc-4b61-97f1-4ef4b62ff0f1","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.02","Walls"
"87b1e2b7-d179-4510-9a02-7ec2846b2c11","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.03"
"70cf76e2-d3c7-4b45-8afb-601ea657b186","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.03","Walls"
"18e51990-602d-4495-bd6f-69a30a417444","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.04"
"4dafb68d-0e3a-47fe-92a8-85e104e1fc94","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.04","Walls"
"736c099f-600a-4885-846c-8d63b2b6abec","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.06"
"e131ff1f-53f0-439d-bb86-ca85e7ddae95","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.06","Walls"
"b10136e0-f631-4d9c-89ef-1609386c4be1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.07"
"8ab4f19b-7009-47e7-a7f2-730dd3c1acf4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.07","Walls"
"5bb95d1a-7277-4d6f-8d1b-286ba654aefe","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.08"
"695dcb84-fe59-4d8e-9d4b-3f0fa184a906","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.08","Walls"
"55650996-0bed-4d44-af49-d76f7b4a478b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.09"
"fa97a43e-3da4-474f-9409-6b0e724c470f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.09","Walls"
"93639abf-3be3-4451-9cfe-3f48c82698fb","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.10"
"0063bacc-d780-4203-8546-b11d656518b4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.10","Walls"
"1048a274-babd-4c04-a74d-31585860ab1d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.11"
"c0ee18a5-dd5f-4d87-829d-95be1cbb02a0","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.11","Walls"
"f12dd9fc-fbf4-4f5f-a904-c0a8cfe733aa","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.12"
"79fb47ec-332a-4a4f-83a6-39edf215592b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.12","Walls"
"aaa1b90e-f987-4067-9952-17996ce64afa","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.13"
"bab2e096-193b-4461-9be5-7ba58b33ed92","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.13","Walls"
"beb21ded-7e08-4592-8acd-577af2a0578a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.14"
"4f717602-b553-4667-9582-c828d6be2bbd","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.14","Walls"
"4decec9d-be74-4c80-958c-92cf4d7ff9b9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.17"
"a645b30b-7711-4e19-a9f2-de641a4ac30d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.DR.17","Walls"
"3a09aac8-724d-47f4-8b78-02d38151beee","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.BH.01"
"fcac1cd4-3785-47d6-ba0d-04d517d81891","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.BH.01","Walls"
"7e69b91e-a896-4e21-8323-91de540840a9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.PC.01"
"7baa38e3-fe89-4360-b56f-644edb38ce73","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.PC.01","Walls"
"d0a3fa16-f4b1-4c96-b9b7-653fa0cd66de","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.PC.02"
"60c106a6-12eb-42d0-9fbb-9d2a2ba08017","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.PC.02","Walls"
"8330ddeb-cf2e-4365-a760-dd2aa7a53d1a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.PC.03"
"1bdaa687-b7e9-4242-887d-9eb116293041","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.PC.03","Walls"
"84a345a6-06f8-4da0-8c4f-3378290039d5","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.SS.01"
"c5cd751c-0e54-4f27-a9ce-3a13a2459304","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.SS.01","Walls"
"1623d68b-b0ec-4e33-aeca-74277ed373a8","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.SS.02"
"009b651e-5bab-4a7c-a907-fbbf86a9b5f8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.SS.02","Walls"
"62b19f93-aa1f-4b22-a5ab-8d6dc5842097","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.SSO.01"
"0e796263-24d8-4c06-bef4-9d8c0647cc53","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.SSO.01","Walls"
"878b7595-d936-4d81-9009-fd3a533aa378","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.PC.04"
"1e5cf0be-eb42-442b-8edc-93f11989f7f6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2","L1S.PC.04","Walls"
"641d4593-06b5-414b-ae62-d3df51812a46","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3"
"cfb8e668-16a6-4a36-8b15-0db6cfd6ea1d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.PF.03"
"5bca68ac-2241-446b-b95d-5d372c5f615a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.PF.03","Walls"
"81db82e5-1636-4fd9-8aa7-73f353f12050","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.PF.04"
"2a1ef865-3930-4570-9ce6-e4132d596a43","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.PF.04","Walls"
"8658d853-11ce-4b7c-95bc-0e966e6d0225","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.PF.05"
"0e029029-614e-420f-8efb-32bfef259198","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.PF.05","Walls"
"9a369f6f-1538-4184-b16d-55c9630f41c7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.SSO.01"
"119e2060-cb19-4be9-9eac-9bec4be33c96","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.SSO.01","Walls"
"c973b9fb-1022-4b8a-8622-db6e4be324bd","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.FO.03"
"cc4c43b7-f5d0-45a3-bc9a-723d84ab48b4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 3","L1.FO.03","Walls"
"5b1d9a8c-6d3c-494d-8c8d-4c3966b2959f","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 4"
"d966b6b3-13f1-47a0-ab7e-5ee6c34e3788","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 4","L1.FO.02"
"9fc76dc3-dfb5-4f1a-ad53-584f497aa483","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 4","L1.FO.02","Walls"
"12871d44-03f0-47a1-864a-d0e4e53b3571","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Loading dock"
"097bf1cc-c985-447e-a6fc-5d4124587d77","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Loading dock","L1.SV.20"
"bc495c18-b809-4b57-95f3-c452ad0674fc","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Loading dock","L1.SV.20","Walls"
"28fa456c-db46-4fad-b0ec-7db86858605f","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Loading dock","L1.PC.04"
"e31bf593-e722-4182-b6f3-e6b7eabe4d68","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Loading dock","L1.PC.04","Walls"
"8776acdd-06d3-4467-a85f-6bd71d4b28c2","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Loading dock","L1.PF.06"
"97f1b485-703d-40f5-a06a-53f7ff395581","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Loading dock","L1.PF.06","Walls"
"390ce2c4-adab-4baa-8e1a-2887ffe7794f","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2"
"bd804d4e-4db6-4a2f-bbf2-a8df5f97f472","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 1"
"0a999224-ab0f-40ad-895a-62dc8e211fbf","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 1","Walls"
"976c6196-cf3e-4df1-b86e-47a71b0e9a66","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2"
"ec0fc078-7ab6-49fa-b07e-3c9110e97258","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.01"
"5361072d-c0dd-41ed-b97c-999c07148639","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.01","Walls"
"7cd674b1-d112-4e11-b35d-edd9ccba2dc4","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.01","Ceilings"
"bc91d2f7-1016-456a-aedb-0d653fe47244","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.02"
"4a0f76b1-a357-4306-ae7b-68e297f66617","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.02","Walls"
"552b6592-b053-410d-b8fc-1212428b204b","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.02","Ceilings"
"e0d1b1ae-8e38-40e1-962a-322598c24093","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.03"
"d2d0271d-5d78-4821-84f2-ca8315c0dd6d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.03","Walls"
"00c995de-ea90-4056-92ae-67f89e481716","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.03","Ceilings"
"a40cead3-8220-49c6-87cf-60c3eb8e66b1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.04"
"805e6eda-6c74-4a2f-827f-5dbdc5d27be1","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.04","Walls"
"81353222-9148-4146-8b43-f8412e6de894","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.04","Ceilings"
"33babc4b-0ee6-46ad-bec5-e802a107f4b6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.05"
"7f49e504-b6b3-4b87-bf58-b680562e1658","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.05","Walls"
"bdda0fb6-4341-4b15-83f7-f41172a4e023","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.05","Ceilings"
"21f8658a-cddd-4e65-8fec-330803fcddc1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.06"
"9a69f26d-9dfb-4a41-a9e3-fea33b5da726","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.06","Walls"
"a9a0a9db-f8f3-435c-a1c2-da33e2e14f83","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.06","Ceilings"
"5f9e1100-6a27-4cda-a098-a3551ec95ea8","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.07"
"f393ad2a-1705-4f6c-b6f4-f369b07948df","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.07","Walls"
"dc69ed20-8bf7-470c-b36c-213864c4124b","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.AM.07","Ceilings"
"ec2f9125-98c4-43a5-8c22-18137ed4708a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.BH.01"
"f00bd681-826c-4ca9-8cac-f075cc39f7b6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.BH.01","Walls"
"e66f8566-3bf6-43c3-8775-07c59a9b7db1","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.BH.01","Ceilings"
"1954d785-0565-4e4d-993d-cf7c91b5e9ad","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.01"
"b1df4744-1e37-4b99-a2c3-df0d908a47e5","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.01","Walls"
"8f1bc3f3-49c3-4835-8296-6f2f22ea5524","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.01","Ceilings"
"36903970-9aea-49ff-9cf7-7d1dfc923a42","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.02"
"b595d6a8-9246-4286-b1bf-8fac1bc658a9","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.02","Walls"
"fb071165-5855-46a8-9f98-cf047183b846","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.02","Ceilings"
"365948c7-87a5-49c5-aaf1-beae040e5b2a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.03"
