"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d937442b-4018-4d42-b8c0-caadabe62c8a","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"f1b556bb-9dec-4aca-8685-15e98b3e01f8","","checkpoint-status","not-started","Job Details:eb09983a-2e71-472e-90cd-231129859fcc","","FALSE","FALSE","Job Details","Project details entered below"
"007d726a-3616-4852-bfb6-5d460fec8746","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"86ef93b4-c72f-49e8-b5f7-d07e54635616","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Barriers BR03"
"4a2e9eac-ddec-403c-8272-31a98f10fe36","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-1"
"39034d2b-fcdb-46b5-801e-69896b03f25f","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-1","Pre-Pour Check"
"5a3a4452-68ca-5035-9c21-5df92432269c","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Concrete Works"
"9bbcccef-4387-5307-a4ef-3cb792a2cb61","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Concrete Works","Concrete Works Details"
"19ff8a0e-51ac-51b5-b29c-0aefbe8847bf","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Concrete Works","Wilco Sample Taken"
"4c78cb99-49cc-58fa-a4e4-dab7bb014307","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Concrete Works","Bridgeman Sample Taken"
"82ee9d0f-1e36-5e81-84af-af66e7d85963","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Concrete Works","Supervisor Approval"
"7d660b08-a645-5b4b-a15d-1d67632f6251","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Post Pour Check"
"a50938a9-8928-55db-99da-5a82cce3d6e6","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Post Pour Check","Edge Detail"
"221a8925-0722-5e96-8792-76b54e40339e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Post Pour Check","Bar Projections"
"86f12bef-d9b1-550d-9ad6-e5b9a59c4ca5","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Post Pour Check","Cast in items"
"9684cd9e-e130-5504-89b4-044a97384354","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Stripping and Stacking"
"6035da45-9e77-5209-810d-827224b48381","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Stripping and Stacking","Stripping & Stacking"
"d63d22b1-2c2f-403a-bc16-f4bef90d6884","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW01","RW01-10"
"68964135-d684-5e3d-b0a3-cd8d8d08628f","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check"
"800154e3-3661-5dad-b31a-69d7ca2867d0","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check","Dimensions"
"4d2aa54d-9c4c-5c0f-a0c8-a85dd31c9b2c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check","Mould Clean"
"c9f5e66a-31d0-5f04-84fa-3fbc1e875c8f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check","Mould Oiled"
"b501d1c4-5ad7-55b0-ab22-1d89d792b07e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check","Mould - Workmanship"
"bd5a9c64-6d8d-5aa1-8ad4-6d4a54bf3022","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check","Reinforcing"
"9793199e-267d-5c4d-b889-6e6413fa1114","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check","Cast In Items"
"a1256adf-af8b-54cc-9b7c-776159d1626a","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check","Marker Position and No."
"2d903040-e451-5cc1-963a-4b925670fdb0","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Pre-Pour Check","Make mould to Green Status"
"eada1cf5-cf31-566c-82ff-06ebff0bbf11","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Concrete Works"
"85e65a56-2bab-52b1-9566-f83929737955","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Concrete Works","Concrete Works Details"
"f987f382-7c49-5bef-a0cb-f3fb1375e8ce","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Concrete Works","Wilco Sample Taken"
"e3161bf0-fe4f-5457-8154-38915a6c7182","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Concrete Works","Bridgeman Sample Taken"
"c8a2c90b-b11c-5768-8947-23ee913133b8","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Concrete Works","Supervisor Approval"
"2db50050-0849-58e6-af88-769b674369ec","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Post Pour Check"
"8335066f-bfd1-5a75-bf4c-821e1d996a1f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Post Pour Check","Edge Detail"
"1f4177c6-1aa4-5c9f-8324-91e74fd65ba8","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Post Pour Check","Bar Projections"
"9d2503b8-775c-54d5-a1ed-754b6daf7f69","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Post Pour Check","Cast in items"
"05b87064-c655-5999-b2ec-25a558aa8bc0","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Stripping and Stacking"
"3051e783-1467-5ed4-9446-8ebf2c13116d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-10","Stripping and Stacking","Stripping & Stacking"
"f66d03d7-9cea-4a75-a3c5-29d4377ebb90","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW01","RW01-11"
"d4655ea6-39f8-5b23-b739-33920d691916","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check"
"c75a5fd4-4263-5505-8a4a-71bb4d8ca743","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check","Dimensions"
"aad31e27-f0b6-52ec-baf3-29982394dfe4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check","Mould Clean"
"764fcbb3-8ffc-5993-922d-3eed75cad383","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check","Mould Oiled"
"134898a2-394c-50ed-a740-835aaf721192","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check","Mould - Workmanship"
"4c490078-e209-5ca4-b3bf-4e80b670c84e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check","Reinforcing"
"63561737-3270-5ac6-8e89-97082f8d0d3f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check","Cast In Items"
"38d19c72-e606-5b79-ac20-787ff1167de0","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check","Marker Position and No."
"5b577a3b-87d3-501a-a924-a575bb1e9127","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Pre-Pour Check","Make mould to Green Status"
"aa85e86e-0def-5a5a-b80c-85511bdfd544","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Concrete Works"
"e2a30368-aa2c-5a98-88f0-000b55df1ca4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Concrete Works","Concrete Works Details"
"54ac2bc2-4f98-5c9f-96f4-a747e81a4b52","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Concrete Works","Wilco Sample Taken"
"23804847-5d83-5176-b283-ef0d6be9c740","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Concrete Works","Bridgeman Sample Taken"
"0aa6c587-3e55-569b-a9dc-5b4094d2d1b4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Concrete Works","Supervisor Approval"
"0ac89e9b-37c7-598a-ba98-702757fb797a","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Post Pour Check"
"2eb5e392-c4bd-5e7f-9dc7-92413d2290cb","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Post Pour Check","Edge Detail"
"da574607-7100-5f4f-9729-2d9ef74bf8c6","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Post Pour Check","Bar Projections"
"b16156fe-cdde-58e9-9869-e0d25bdfd099","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Post Pour Check","Cast in items"
"0d909571-e72b-586f-9852-487851878412","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Stripping and Stacking"
"5a4e2af1-f690-5e97-baa9-4372e7fbc5f7","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-11","Stripping and Stacking","Stripping & Stacking"
"9f3bc086-7694-4796-9346-e150a9d7e217","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW01","RW01-13"
"13e58410-1e5f-574a-bca2-e138fefc755a","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check"
"02128666-caa2-5af6-9d37-888b81b5532b","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check","Dimensions"
"96d8935d-d4f1-5d73-a555-08a22f3cd678","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check","Mould Clean"
"121dd660-6947-596a-8bbc-be3d5e114eca","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check","Mould Oiled"
"4bf96f6e-223c-5099-975d-a397c75b6a3e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check","Mould - Workmanship"
"ddb4d19d-918c-598c-947f-efe74cc5b362","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check","Reinforcing"
"26118f0e-6fc5-51c0-8d37-0d52af085294","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check","Cast In Items"
"b96ca13e-ac21-54b0-b4b9-cb4e91cff67f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check","Marker Position and No."
"bbb291e3-f915-5fd2-9fa2-09922f666df2","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Pre-Pour Check","Make mould to Green Status"
"6c8b1ed4-598f-562a-b344-944be50ca430","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Concrete Works"
"25488352-e2a9-5bc3-92da-8afa22372cab","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Concrete Works","Concrete Works Details"
"53a54b37-db9e-5fc5-907c-8294dec82bf5","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Concrete Works","Wilco Sample Taken"
"fdc072bd-8af0-5a41-8e84-5ce4f75496ab","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Concrete Works","Bridgeman Sample Taken"
"180acc42-6c84-5d2b-a8f3-96a8cbe79c9c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Concrete Works","Supervisor Approval"
"e8a7bf83-b466-53d5-bcc9-8b06c90fb191","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Post Pour Check"
"223de4bf-eb40-5edb-977a-14b24c8f9408","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Post Pour Check","Edge Detail"
"a0c0e279-af24-57fe-a6df-dc8c9ef02b37","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Post Pour Check","Bar Projections"
"32edb632-8c5a-5d4f-a8fd-d9f55d33cdab","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Post Pour Check","Cast in items"
"88795851-b5e7-5da5-898b-83f5996b9aba","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Stripping and Stacking"
"9281f4e9-3b32-55a6-89b8-684bc4508ff7","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-13","Stripping and Stacking","Stripping & Stacking"
"19ce1de4-e9c8-4122-a4db-3bb3b35ffccd","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW01","RW01-14"
"4b675322-ae93-5cf2-b553-e82270e9ef9e","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-14","Pre-Pour Check"
"313539a2-7450-5850-ad2c-8f7edd251ec0","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-14","Pre-Pour Check","Dimensions"
"f8a540b2-d750-5046-997a-76c139b9bd77","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-14","Pre-Pour Check","Mould Clean"
"7ce66769-2c55-53f5-b30c-36f3dd8ea6f4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-14","Pre-Pour Check","Mould Oiled"
"2a83fc03-3e8d-5848-af8d-a117b655352b","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-14","Pre-Pour Check","Mould - Workmanship"
"8c9ee7b6-4435-59b4-a10c-7857a6f1925f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-14","Pre-Pour Check","Reinforcing"
