"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"311efc4f-14d6-4aa0-b1ae-1554459823f9","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2901 to 2925","Welding Record - Phase 2"
"d3ff1c54-680a-4fc5-97aa-84bea5ed1559","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2901 to 2925","Electronic Testing - Phase 1"
"87ee6348-77c8-4fce-ab61-523f7ad0dddf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2901 to 2925","Defect Repair"
"bc72870e-b638-4fff-8c38-fe2c823d8561","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2926 to 2950"
"c519f9c4-6e44-4c5e-8888-2d67238d88a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2926 to 2950","Prestart"
"30279f75-0c7f-49ec-b737-a2a0e78fedaa","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2926 to 2950","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"beb918b3-f4c3-4b5c-9e0f-33bb0b28236a","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2926 to 2950","Welding Record - Phase 1"
"0c4423f3-ddf7-473d-a87e-f1ba54a8460e","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2926 to 2950","Welding Record - Phase 2"
"5f0fefb7-cf58-4555-99f6-78119c8df837","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2926 to 2950","Electronic Testing - Phase 1"
"8ef96691-b158-4920-8236-c2738351ba92","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2926 to 2950","Defect Repair"
"11a0236a-6d66-435f-bb40-ba25cfb86f14","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2926 to 2950","Daily Prestart - Date:29/8/23"
"ec4b3676-0f56-4d06-8833-bb0bf4d849b6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2951 to 2975"
"c1a8efb2-1c01-4363-89d7-0c2d9b5ebd0d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2951 to 2975","Prestart"
"c3334dcc-4745-498c-85d5-842795005191","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2951 to 2975","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"6606382c-fe07-4b2a-8956-9ad1535b19a4","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2951 to 2975","Welding Record - Phase 1"
"2d4ec706-ea7e-449c-a6ff-98ca32dc45c6","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2951 to 2975","Welding Record - Phase 2"
"9ccdfc40-5786-4627-9d83-8a404ebb6e2d","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2951 to 2975","Electronic Testing - Phase 1"
"39c5239d-d7a8-46eb-bd2d-40ba8b768948","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2951 to 2975","Defect Repair"
"ef02697c-c13b-499e-adc3-8e19319999a5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2976 to 3000"
"5c262ef1-890e-415f-86ba-f8ee827155a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2976 to 3000","Prestart"
"c1c68d04-6430-429e-934c-ba99ef97bccf","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2976 to 3000","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"31e3c5bd-4873-424c-a10d-58315c00e612","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2976 to 3000","Welding Record - Phase 1"
"21702790-5263-430e-858d-1a9c0a4a7a50","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2976 to 3000","Welding Record - Phase 2"
"aee05925-73e4-4b82-9fcc-e41aaa85045d","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2976 to 3000","Electronic Testing - Phase 1"
"0200c805-2a1c-4ee6-a92f-02ff2abaf633","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2976 to 3000","Defect Repair"
"cdc3d22a-fd0f-403d-be64-78791101bf75","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2976 to 3000","Daily Prestart - Date:30/8/23"
"22868202-8055-46fc-875d-99f65d8dff76","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500"
"8ace4cf5-6eae-4392-a9b0-92bbf4a322c6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3001 to 3025"
"52f8a0f7-2523-404d-bfc1-cbcd4a46806a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3001 to 3025","Prestart"
"6f26f759-3b4c-4e84-bc55-e60e3c28bf1c","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3001 to 3025","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"026e6b5a-49e2-4bd7-bada-6a4982aee2ae","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3001 to 3025","Welding Record - Phase 1"
"4769da12-b0ec-475b-a320-46204e0ff97e","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3001 to 3025","Welding Record - Phase 2"
"01036302-7c20-46be-89cd-e987fe9a5505","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3001 to 3025","Electronic Testing - Phase 1"
"28d4659e-57fe-46b4-8861-f2ef5ceb9f7e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3001 to 3025","Defect Repair"
"cf06fe79-f332-4a98-8746-a0adede56a0c","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3001 to 3025","Daily Prestart - Date:31/8/23"
"caaabcda-a863-4720-9bc3-1e2c00a96139","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3026 to 3050"
"6922db05-280c-43ef-b540-33688b94796e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3026 to 3050","Prestart"
"63587dc0-e2f1-4e75-ba80-1051291f8154","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3026 to 3050","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"f9c653a7-60b5-4474-9d07-888e5e323393","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3026 to 3050","Welding Record - Phase 1"
"a2e87682-50ee-4f14-acf6-a97dc650a516","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3026 to 3050","Welding Record - Phase 2"
"c559df69-6e5b-4a6c-a9a4-094cca44770a","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3026 to 3050","Electronic Testing - Phase 1"
"c5a884e9-a890-426d-aad0-e6bcf8d3616e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3026 to 3050","Defect Repair"
"bc98ba0c-b0cc-419a-957c-b7e6fe67fd51","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3051 to 3075"
"19cdf858-2a14-42af-b5aa-93656ddf234c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3051 to 3075","Prestart"
"e6ebd653-7935-47d7-821d-11d012bf0a97","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3051 to 3075","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"c7772429-c439-49ef-8a73-8bf678ea8755","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3051 to 3075","Welding Record - Phase 1"
"329ca3da-d9f5-4249-80cc-40722c6eda9d","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3051 to 3075","Welding Record - Phase 2"
"5f543e44-6d68-4586-9284-852b9ff85f64","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3051 to 3075","Electronic Testing - Phase 1"
"8c3302c0-aef6-4215-88c8-7bdf1b13ebaa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3051 to 3075","Defect Repair"
"c90636a4-b9c0-4388-8d5e-74d4a9780799","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3076 to 3100"
"264fcb21-a0ce-4802-8596-9faa9bb49ec2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3076 to 3100","Prestart"
"14fe7794-db20-4940-b40a-a83e0c6b940f","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3076 to 3100","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"05b8065c-6cd2-4aae-b87c-82bd228d9d99","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3076 to 3100","Welding Record - Phase 1"
"92b3ff38-6af1-413d-8bb0-8916eb584cc1","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3076 to 3100","Welding Record - Phase 2"
"de81af84-2c64-46ba-84fa-a07f905cea44","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3076 to 3100","Electronic Testing - Phase 1"
"b09c0cdd-f5bf-495b-abbc-861e821413a4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3076 to 3100","Defect Repair"
"e076dbc7-0b5c-474f-bf8b-1e8227c0ac9a","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3076 to 3100","Daily Prestart - Date:1/9/23"
"86179d81-853d-4673-90e4-840477e4d664","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3101 to 3125"
"7009de61-63fd-400e-9692-af585befd8b9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3101 to 3125","Prestart"
"7aa7f860-711b-445d-8701-cae1800d8eb1","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3101 to 3125","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"d827dab8-ecd8-42ad-99e1-9c41a35f6bcc","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3101 to 3125","Welding Record - Phase 1"
"cb2090ff-150c-4c62-b40a-9e94f3b4ef0a","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3101 to 3125","Welding Record - Phase 2"
"6e2463ad-999f-4136-b47b-688c11b4b903","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3101 to 3125","Electronic Testing - Phase 1"
"c9d70986-50fd-4a33-96f5-8246f92e6353","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3101 to 3125","Defect Repair"
"28f220e4-696d-4ca8-82eb-face784c2ec8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3126 to 3150"
"5502db02-4711-4755-ad28-f3641cca1bfd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3126 to 3150","Prestart"
"8ce0d602-ede6-4463-9fb7-649787037071","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3126 to 3150","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"4076e75b-1bf9-4642-aefe-23289016f0bd","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3126 to 3150","Welding Record - Phase 1"
"c9132498-9b7c-4fe4-9e65-919e0f93b826","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3126 to 3150","Welding Record - Phase 2"
"d91d42f2-5285-49a8-a1e0-438fe4a10234","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3126 to 3150","Electronic Testing - Phase 1"
"1dd57c20-e68b-4ac2-ae07-f20a13862a50","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3126 to 3150","Defect Repair"
"6ac226df-3156-4269-bd79-1edde1487146","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3126 to 3150","Daily Prestart - Date:5/9/23"
"0aac662a-a057-47c6-9f15-e7bc6a59a5b6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3151 to 3175"
"1270dbae-e257-416a-98db-970101a916bf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3151 to 3175","Prestart"
"e39905a6-d6eb-4e2e-a6ac-b881cc5ef3a9","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3151 to 3175","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"0948387e-f926-4fef-bfec-9d6e85d3d719","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3151 to 3175","Welding Record - Phase 1"
"e45ff777-f6c5-40ca-8e7b-bc51a8706c98","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3151 to 3175","Welding Record - Phase 2"
"e3379764-6ee6-4537-939d-76259d6dda22","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3151 to 3175","Electronic Testing - Phase 1"
"5e87d561-47c9-4a74-b8cd-89f2bdf9ec6b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3151 to 3175","Defect Repair"
"948b0e43-68d8-4996-bab3-43abf90662fe","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3176 to 3200"
"5be7f197-c9f7-4282-852b-d3c3f74d5e15","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3176 to 3200","Prestart"
"4ee04404-aafa-4b74-8ce2-5e25f5cb4120","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3176 to 3200","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"2f406b8f-abb1-4e11-91cc-66f587363989","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3176 to 3200","Welding Record - Phase 1"
"03dca55a-912a-4a75-89f8-ee53e3b28623","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3176 to 3200","Welding Record - Phase 2"
"5e8ec28d-2cf1-4af6-ab46-719a764622e0","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3176 to 3200","Electronic Testing - Phase 1"
"e52780bc-787c-4eb0-aff4-49dc6aed9583","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3176 to 3200","Defect Repair"
"935b4ab0-bd32-40af-80e8-0fe594673dbc","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3176 to 3200","Daily Prestart - Date:6/9/23"
"6968a918-021a-483c-b708-f905bd9eb22b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3201 to 3225"
"b5ce7310-33ec-4924-b9b4-7dfc841f5bfb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3201 to 3225","Prestart"
"6a2e8717-30f2-440b-966e-449ed81becd8","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3201 to 3225","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"bb8a2881-1c94-49fa-a81b-551e74462a3a","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3201 to 3225","Welding Record - Phase 1"
"00cbe7f7-c280-4c5a-91c6-25b55d3971a5","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3201 to 3225","Welding Record - Phase 2"
"25e8fbf5-d3b9-4d4c-a02c-f936783ae97f","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3201 to 3225","Electronic Testing - Phase 1"
"8d7b7ea1-0248-4026-9152-1652e7e3e8ad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3201 to 3225","Defect Repair"
"bdb9ef7e-afbb-4087-98fd-eb514276b21a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3226 to 3250"
"d1e87877-0179-400c-b657-8319d114f6c6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3226 to 3250","Prestart"
"28384d8a-de3c-4802-b61a-9d256e2f9188","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3226 to 3250","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"10068867-f51a-4c2d-8257-2ac7907b817b","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3226 to 3250","Welding Record - Phase 1"
"14f31566-986f-4c08-abf2-f85889172ed8","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3226 to 3250","Welding Record - Phase 2"
"ac3bbd3f-a8dd-47fb-80d8-f52bebdd2d08","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3226 to 3250","Electronic Testing - Phase 1"
"a4da98bb-8386-4bf3-87a0-5e7c2343e6ec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3226 to 3250","Defect Repair"
"2d2a8614-1577-479d-a118-f3fe6b41d7b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3251 to 3275"
"8c1639aa-4176-41ef-9b91-4a4608103d26","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3251 to 3275","Prestart"
"d2ff268b-cb7c-461b-8934-88c3d14a86d4","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3251 to 3275","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"7a812644-25d9-4682-92cd-e71cff6965d5","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3251 to 3275","Welding Record - Phase 1"
"9b0ef528-3ca2-4cb3-ad51-eec6cf190d8b","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3251 to 3275","Welding Record - Phase 2"
"e6c8d091-9c60-4029-85cd-c392c7da8cb2","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3001 - 3500","3251 to 3275","Electronic Testing - Phase 1"
