"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"355ef459-b353-4bd8-8662-10c122f66761","","folder-normal","fail","","step","TRUE","FALSE","QA"
"be662c48-8e32-49c7-a243-9edd3ffb8210","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Foundations"
"d2e622a3-4b9c-49f0-83b2-1afef7b2e0a6","","folder-normal","not-started","","step","TRUE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)"
"d4272bb5-d005-42b1-a428-f277e51cf633","","checklist-sectioned","not-started","Add Stormwater Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)"
"91558a18-b950-4297-9166-aa9a4f74d7b4","","checkpoint-group","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d","","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)","Pipe Laying"
"4a3531de-9eab-5090-9d74-ae18857ddbab","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:8a6c1339-fd89-4472-b6d0-ce668c1ac43d","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Correct version of plans and revisions."
"57c9c74e-25af-5a73-bb86-ffcbfc638cbd","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:bcd50bf5-c376-470f-ac06-0fd7d389f748","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Check for correct fixtures/ client changes."
"e7733308-6463-5cf4-a9d3-90890abbee91","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:2e7d32b3-9888-465f-a81d-374dafa0cc65","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Correct pipe size, material, class, level, grades and joints as per specs."
"c7e9e468-8df9-5410-83de-753ee182010e","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:0c5a40c1-8787-4332-9beb-20a7924bc827","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Hot water pipes run the shortest way possible and thermally lagged."
"7f0751cf-35ac-566f-b582-c8d21d67308e","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:285ddc83-d6ec-4bc1-b0e1-5d29134ef3bf","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Specified waste pipework is acoustically lagged."
"37a15a9a-c391-5b24-8fbf-6e18a9de45f8","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:6263812e-352d-4495-ba10-4cefa46241d9","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","All joist brackets or reinforcements installed if required."
"f6fbea6c-34de-5f4a-aabe-9529412dad7d","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:901f5e11-a916-4e32-b237-1cfae8f2b074","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","All nogs/fixings are installed."
"a69290ba-2fe9-5ea6-9b06-6a92199ed190","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:d579f388-6378-4f0c-80fe-60883769ae11","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Check all wingback and wastepipe  heights against the plans."
"040776d0-9055-5239-ae60-60497eb0d8f0","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:7380d09c-6af4-4650-92cc-91e3bd63c483","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","All pipework is clipped neatly, tidy and silicone."
"8ced3634-781d-5c3c-ae01-599801e45ed1","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:5a5d8ba0-11a6-4a1a-bd87-a372fd8e872b","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","All inspections and tests are complete including water to 1500kpa and wastepipe flood test."
"8e66bdda-64d7-59de-b4a4-95b2ef8fc9a5","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:00f23d55-49e7-49aa-b38c-fd85c213506b","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Waterpipes are left under working pressure and test gauge has been removed."
"e9830eef-7d84-586b-b1cd-00eac89b5bea","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:c5ecd90f-2a88-4a7a-86c2-a742306b1d5d","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Area has been left clean and tidy."
"c2aa9e25-d4d8-5acc-bc0d-2da9a255c4fe","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:891cb54a-ba26-4735-8613-98eb5c6a2986","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","First fix","Inspection has been completed."
"6d6d138d-4d56-51b1-aec2-916b1af159c1","","checkpoint-group","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95","","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix"
"2135fe33-8066-535f-a8d9-7b273e382c92","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:505fbe2e-2a53-416e-9594-06d0b7b38d87","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","Fit off fixtures match plan."
"98da7d38-e56f-5ab2-bd40-60b108933285","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:2b5012e4-1e9a-41f7-959b-5870ea2111fe","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","All pipework has been flushed post pressure testing (Plumbing and drainage pipework). All commissioning completed."
"92f7ca29-5eae-514f-b359-6cc036188e2d","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:f6d4151a-2998-4bce-a73f-79a4566f86d9","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","No debris in floor wastes or stubs."
"c5f9e647-5bb9-5acf-8666-9facac309903","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:e3dfe13d-f708-4f35-a6a1-f988fda7d128","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","The correct pipework has been used for the high temperature HWC drain."
"421f3697-301f-5ced-8dcb-5924f81cc766","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b5cb3386-bd41-44b1-ac13-f27c38ebc399","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","Flanges installed on all pipework."
"eb85d31d-b1e1-5c4d-9534-85b69447d127","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:145eda1f-bbfe-4ade-8c40-c8f633a1e842","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","All soil pipes are connected to sanitary sewer."
"fe22bdfc-eeaa-5c44-bd2a-3e9b8ebe6494","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b2356770-88e0-422e-b78a-d179cce89f0f","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","No cross overs, hot on left and cold on right."
"ea720915-122c-5b9e-8560-ff0091dff9d2","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:870fef65-3a14-45c8-889f-e6fa7627c02d","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","All fixtures are silicone down and splash sealed."
"82a2697e-d1a4-5717-b07f-4835faa326de","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:a845ba1d-88c6-4286-8822-57387aafc2a4","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","Area left clean and tidy."
"227c113c-767d-5958-b5a4-3fafef1e7a17","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:3f03d350-73b0-4f09-b6ef-52060595d7cf","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811","Second fix","Inspection completed."
"676f792d-d4d9-55ea-9980-1e7099ad5942","","checklist-sectioned","work-in-progress","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812"
"eda6371f-63ba-5851-afc6-2a82396fd66f","","checkpoint-group","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4","","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix"
"0b2b8fd8-eb2d-5a34-8c5b-28e1666abb97","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:8a6c1339-fd89-4472-b6d0-ce668c1ac43d","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Correct version of plans and revisions."
"af1e340c-3d9b-5977-9c89-c98161b0f216","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:bcd50bf5-c376-470f-ac06-0fd7d389f748","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Check for correct fixtures/ client changes."
"973249c1-6344-5d82-b975-96e2187fbacb","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:2e7d32b3-9888-465f-a81d-374dafa0cc65","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Correct pipe size, material, class, level, grades and joints as per specs."
"8cbb9327-20ce-5170-9b28-983b732db6cf","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:0c5a40c1-8787-4332-9beb-20a7924bc827","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Hot water pipes run the shortest way possible and thermally lagged."
"ddb55bc0-8373-5007-b9d5-e7cc2418ea2d","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:285ddc83-d6ec-4bc1-b0e1-5d29134ef3bf","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Specified waste pipework is acoustically lagged."
"a18bb541-4cc0-5422-9a80-ce6eb977b69a","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:6263812e-352d-4495-ba10-4cefa46241d9","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","All joist brackets or reinforcements installed if required."
"35512ae8-6c57-5483-a3e1-3c8cf84a2d53","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:901f5e11-a916-4e32-b237-1cfae8f2b074","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","All nogs/fixings are installed."
"edb6f50e-48ac-531b-b921-fb70f746b338","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:d579f388-6378-4f0c-80fe-60883769ae11","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Check all wingback and wastepipe  heights against the plans."
"77144522-ef4e-5daf-888b-d054a53264be","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:7380d09c-6af4-4650-92cc-91e3bd63c483","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","All pipework is clipped neatly, tidy and silicone."
"22a18554-aa93-5dd0-a5ee-d18cdcdc1591","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:5a5d8ba0-11a6-4a1a-bd87-a372fd8e872b","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","All inspections and tests are complete including water to 1500kpa and wastepipe flood test."
"7466b4dd-d255-57cb-b369-5624f3dc7a4c","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:00f23d55-49e7-49aa-b38c-fd85c213506b","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Waterpipes are left under working pressure and test gauge has been removed."
"31e9cca9-3854-5d74-80d2-d928affc4d8d","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:c5ecd90f-2a88-4a7a-86c2-a742306b1d5d","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Area has been left clean and tidy."
"aca7ee27-9013-5153-9048-8c8b0b173e49","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:891cb54a-ba26-4735-8613-98eb5c6a2986","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","First fix","Inspection has been completed."
"5629820f-0d8a-5e9f-9b60-19978eca69de","","checkpoint-group","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95","","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix"
"7fbb5b3f-02bf-5459-b1c2-cbf2a16833c7","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:505fbe2e-2a53-416e-9594-06d0b7b38d87","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","Fit off fixtures match plan."
"5071df1e-7e69-5e6d-9bde-2136b4545b65","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:2b5012e4-1e9a-41f7-959b-5870ea2111fe","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","All pipework has been flushed post pressure testing (Plumbing and drainage pipework). All commissioning completed."
"f4a01f9e-2e50-54bb-b691-4b74e822ad98","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:f6d4151a-2998-4bce-a73f-79a4566f86d9","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","No debris in floor wastes or stubs."
"ba667b4b-7c84-54c3-b98e-311689bf6206","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:e3dfe13d-f708-4f35-a6a1-f988fda7d128","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","The correct pipework has been used for the high temperature HWC drain."
"a2db59f5-6326-518c-b4b2-6572b6f0fe69","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b5cb3386-bd41-44b1-ac13-f27c38ebc399","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","Flanges installed on all pipework."
"ba0e144e-6a84-588d-bf68-d97e6292fbab","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:145eda1f-bbfe-4ade-8c40-c8f633a1e842","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","All soil pipes are connected to sanitary sewer."
"2b451cf9-c99f-5ce2-9d6e-44a8d7327ff8","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b2356770-88e0-422e-b78a-d179cce89f0f","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","No cross overs, hot on left and cold on right."
"a581c113-c102-57ce-abcc-384ba86c22ad","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:870fef65-3a14-45c8-889f-e6fa7627c02d","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","All fixtures are silicone down and splash sealed."
"d31128b7-832d-595a-91ac-4ae5fa0e8827","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:a845ba1d-88c6-4286-8822-57387aafc2a4","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","Area left clean and tidy."
"f01f72f9-1cf1-5eac-8903-1abcb1b9e02f","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:3f03d350-73b0-4f09-b6ef-52060595d7cf","","TRUE","TRUE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812","Second fix","Inspection completed."
"49c0abe8-8d57-4772-977f-7987f0414447","","folder-normal","no-status-started","","step","TRUE","FALSE","QA","Inspection Reports "
"fcd6a019-c378-505d-8ba9-a9ce8d57a29a","","checklist-flat","no-status-started","Inspection Reports","checklist-flat","FALSE","FALSE","QA","Inspection Reports ","Inspection Reports"
"276ca55c-c95d-54c1-a89a-d039e4f13c0a","","checkpoint-no-status","no-status-started","Inspection Reports:99d68970-f356-4bf9-9762-4302c4a6b84e","","TRUE","TRUE","QA","Inspection Reports ","Inspection Reports","Inspection Reports"
"1829e167-5e74-53c2-94d7-63076631d48d","","checklist-flat","no-status-started","Inspection Reports","checklist-flat","FALSE","FALSE","QA","Inspection Reports ","Inspection Reports 2021"
"05237c15-7d31-5fe9-9c99-4d8154360a90","","checkpoint-no-status","no-status-started","Inspection Reports:99d68970-f356-4bf9-9762-4302c4a6b84e","","TRUE","TRUE","QA","Inspection Reports ","Inspection Reports 2021","Inspection Reports"
"5fa9821c-1fa2-42a7-9bc4-cdbec53ffc87","","folder-normal","no-status-started","","step","TRUE","FALSE","QA","Inspection Reports ","Inspections 2022"
"9fca69bc-b99d-48dd-9f54-436cba892751","","checklist-flat","no-status-started","Inspection Reports","checklist-flat","FALSE","FALSE","QA","Inspection Reports ","Inspections 2022","Inspection Reports"
"9a09788d-ac2c-589d-bbab-f9f6a24b24c3","","checkpoint-no-status","no-status-started","Inspection Reports:99d68970-f356-4bf9-9762-4302c4a6b84e","","TRUE","TRUE","QA","Inspection Reports ","Inspections 2022","Inspection Reports","Inspection Reports"
"ee5b2672-e484-4730-add5-3622c3986bd0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Podium common area"
"4e376164-7fd6-488f-bca2-99255d7e7b5e","","checklist-sectioned","work-in-progress","Plumbing QA","checklist","FALSE","FALSE","QA","Podium common area","Podium common area"
"4a756f20-ddca-5a30-8d6a-1e46617a2714","","checkpoint-group","work-in-progress","Plumbing QA:43258d31-d75e-4c8f-af55-c440049aee81","","TRUE","TRUE","QA","Podium common area","Podium common area","First Fix"
"68ea2c22-7baf-5585-af08-8d70999e7c7a","","checkpoint-status","not-started","Plumbing QA:43258d31-d75e-4c8f-af55-c440049aee81:c80feee1-5f87-4be2-a591-6bf062d4e41b","","TRUE","TRUE","QA","Podium common area","Podium common area","First Fix","Area acceptable to begin work"
"ddc967fb-9544-5845-a9d5-98f7932493a9","","checkpoint-status","not-started","Plumbing QA:43258d31-d75e-4c8f-af55-c440049aee81:ff4dc195-1275-425e-abf7-dbed2ca905a4","","TRUE","TRUE","QA","Podium common area","Podium common area","First Fix","Check correct version of plans/shop drawings"
"e51c248a-63d8-5102-a847-702b56877050","","checkpoint-status","not-started","Plumbing QA:43258d31-d75e-4c8f-af55-c440049aee81:704a47eb-d0a3-4774-b9c1-f6ca51d95201","","TRUE","TRUE","QA","Podium common area","Podium common area","First Fix","Check for correct fittings/client changes"
"d6c93f9f-84f4-53dc-871d-6471d0f955b7","","checkpoint-status","not-started","Plumbing QA:43258d31-d75e-4c8f-af55-c440049aee81:668862c2-e80c-40c4-b13f-5c2353306d92","","TRUE","TRUE","QA","Podium common area","Podium common area","First Fix","Fiot water supply lines run the shortest"
"e174d959-7a63-5100-a316-0dbe404ff9ad","","checkpoint-status","pass","Plumbing QA:43258d31-d75e-4c8f-af55-c440049aee81:ba84023b-c7c0-4047-ac59-5f261b8dd3d7","","TRUE","TRUE","QA","Podium common area","Podium common area","First Fix","Specified Waste pipework is Acoustic Lagged"
"8767cac5-a064-5af8-8872-ddf13ed0bb29","","checkpoint-status","not-started","Plumbing QA:43258d31-d75e-4c8f-af55-c440049aee81:d508dc1f-e31f-427e-89cb-dc6306679f2f","","TRUE","TRUE","QA","Podium common area","Podium common area","First Fix","Penetrations through fire cells are fire protected"
"1052d0c3-5843-50b6-98ba-6733ad22e470","","checkpoint-status","not-started","Plumbing QA:43258d31-d75e-4c8f-af55-c440049aee81:ad7e2c3d-96f7-4e34-81bf-1aac11be2947","","TRUE","TRUE","QA","Podium common area","Podium common area","First Fix","All joist Brackets or Reinforcement installed if required"
