resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,,Tier 7,Tier 8,Tier 9,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,CANon Patient Compressed Air Copper,,,,,,,,
,step,,,,,Zone 10,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-ME-20259,,,,,,,,,,
,step,,,,,,,02MPL006,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T05 - Holyoake EC-125 450x450 - Extract/Tranfer Grille ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-2B-MPL-AHU020-VAV-064 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,02MPL007,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T05 - Holyoake EC-125 450x450 - Extract/Tranfer Grille ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-2B-MPL-AHU020-VAV-065 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,02MPL008,,,,,,,,,
,step,,,,,,,,Bay - Linen,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-2B-MPL-AVSU-03 - Beacon Meades or Equal and Approved - Area Valve Service Unit ,,,,,,,
,step,,,,,,,02TRA002,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-2A-MEP2-AHU023-FCU-008 - Temperzone IMDL130Y - FCU 105 L/S OA,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø150 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø150 - Smoke Damper ,,,,,,,
,step,,,,,,,02ENG027,,,,,,,,,
,step,,,,,,,,Communications ,,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 250x250 - Smoke Damper ,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-2B-MEP2-ACU-006 - PKFY-P100VKM-E 1840x1858x740 - Mitsubishi Electric Wall mounted Indoor unit . ,,,,,,,
,step,,,,,,,02ENG016,,,,,,,,,
,step,,,,,,,,Riser ,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 250x250 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 700x500 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 800x600 - Fire Damper ,,,,,,,
,step,,,,,,,02WCO001,,,,,,,,,
,step,,,,,,,,Meeting Room 15m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-2A-MEP2-AHU023-FCU-009 - Temperzone IMD280Y - FCU 30 L/S OA ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-2B-WCO-AHU025-VAV-046 - Holyoake HCV-175 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,02WCO012,,,,,,,,,
,step,,,,,,,,Toilet - Staff,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,02WCO013,,,,,,,,,
,step,,,,,,,,Toilet - Staff,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,02WCO014,,,,,,,,,
,step,,,,,,,,Toilet - Accessible,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,02WCO022,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 150x150 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 150x150 - Smoke Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temerature Hot Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Motorised Valve Chilled Water ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,O2Oxygen Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,CANon Patient Compressed Air Copper,,,,,,,,
,step,,,,Level 3 ,,,,,,,,,,,,
,step,,,,,Zone 1 ,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-MG-20301 / BCA-DWD-112-ME-30350 / BCA-DWD-112-ME-20350,,,,,,,,,,
,step,,,,,,,03MDU015,,,,,,,,,
,step,,,,,,,,Pantry ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S02 - Holyoake CFPP 450/24 450x450 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU016,,,,,,,,,
,step,,,,,,,,Treatment Bay ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S02 - Holyoake CFPP 450/24 450x450 - Supply Grille ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU017,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S02 - Holyoake CFPP 450/24 450x450 - Supply Grille ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU018,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S02 - Holyoake CFPP 450/24 450x450 - Supply Grille ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU019,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S02 - Holyoake CFPP 450/24 450x450 - Supply Grille ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU020,,,,,,,,,
,step,,,,,,,,Treatment bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU041,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 700x600 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x250 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire damper 500x450 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x250 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x350 - Fire Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-3A-MDU-AHU001-FCU-005 - Temperzone IMDL130Y - FCU 30 L/S OA,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
,step,,,,,,,03MDU039,,,,,,,,,
,step,,,,,,,,Staff Station ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S25 - Holyoake CFPP-R 615-30 600x600 - Supply Grille ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU023,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,03MDU022,,,,,,,,,
,step,,,,,,,,Treatment Bay ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU021,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU024,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU025,,,,,,,,,
,step,,,,,,,,Treatment Bay ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU026,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU040,,,,,,,,,
,step,,,,,,,,Offfice - Clinical Workroom ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,03MDU031,,,,,,,,,
,step,,,,,,,,Dirty Utility - Sub,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU030,,,,,,,,,
,step,,,,,,,,Medication,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
,step,,,,,,,03MDU029,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU028,,,,,,,,,
,step,,,,,,,,Treatment Bay ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU027,,,,,,,,,
,step,,,,,,,,Treatment Bay,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temerature Hot Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,O2Oxygen Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
,step,,,,,Zone 2 ,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-MG-20301 / BCA-DWD-112-ME-20351 / BCA-DWD-112-ME-30351,,,,,,,,,,
,step,,,,,,,03TRA049,,,,,,,,,
,step,,,,,,,,Corridor - Public,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T05 - Holyoake EC-125 450x450 - Extract/Tranfer Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T05 - Holyoake EC-125 450x450 - Extract/Tranfer Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T05 - Holyoake EC-125 450x450 - Extract/Tranfer Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S07 - Holyoake CFPP 450/24 600x600 - Supply Grille,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø250 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø250 - Fire Damper ,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temerature Hot Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,O2Oxygen Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
,step,,,,,Zone 3 ,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-MG-20301 / BCA-DWD-112-ME-30352 / BCA-DWD-112-ME-20352,,,,,,,,,,
,step,,,,,,,03DPU023 ,,,,,,,,,
,step,,,,,,,,Meeting 30m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU013,,,,,,,,,
,step,,,,,,,,Store - Equipment,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø250 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø250 - Smoke Damper ,,,,,,,
,step,,,,,,,03MDU041,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU007,,,,,,,,,
,step,,,,,,,,1 Bed Holding ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-3A-CRSTLK-001 - NCS Cross Talk XTC 450x250 Ø - 50 L/s Attenuator ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU006,,,,,,,,,
,step,,,,,,,,1 Bed Holding ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-3A-CRSTLK-002 - NCS Cross Talk XTC 450x250 Ø - 50 L/s Attenuator ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,03MDU010,,,,,,,,,
,step,,,,,,,,Toilet - Staff,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU009,,,,,,,,,
,step,,,,,,,,Ensuite ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 350x300 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
,step,,,,,,,03MDU008,,,,,,,,,
,step,,,,,,,,Ensuite ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU005,,,,,,,,,
,step,,,,,,,,Store - Consumables ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU004,,,,,,,,,
,step,,,,,,,,Toilet - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU003,,,,,,,,,
,step,,,,,,,,Toilet - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU002,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03MDU001,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,03DPU006,,,,,,,,,
,step,,,,,,,,Reception - Clerical ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S26 - Holyoake CFPP-R 615/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 300x250 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x250 - Fire Damper,,,,,,,
,step,,,,,,,03DPU026,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
