"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2969c12f-b90a-5eec-a836-5d63a70f9d3b","","","Project Details","checklist","FALSE","FALSE","Project Details"
"6d506d64-3a3f-499a-b827-4fc9eba80496","","","","folder-progress","TRUE","FALSE","QA - Mechanical  Inspections"
"75f6d34d-46ca-4e6f-8316-b46748079f90","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05687","TMV Valve Box Installation"
"44522f95-6426-452f-9936-d41d0286f82d","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05684"
"24cd5dd0-2f59-44e2-808f-3f8188d587b3","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05684","Supply and Mount Warden Controlled TMV Valve Sets"
"50093458-bc8e-4801-a027-743f3c0aec7c","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05684","TMV Valve Box Installation"
"c6840dbe-4d84-4b86-b5d7-80c7cdac3614","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05707"
"e1583725-5953-4c83-ae7c-b3cf70fe805a","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05707","Supply and Mount Warden Controlled TMV Valve Sets"
"1d73fc63-e53b-491d-8495-0c9a1ff47fd0","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05707","TMV Valve Box Installation"
"45661640-c659-4efc-9f8e-8626859e3193","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05997"
"afcc8b61-7647-47e4-8756-f63852640abc","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05997","Supply and Mount Warden Controlled TMV Valve Sets"
"46c57595-aeec-426b-aed7-2b3cec3c97cc","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05997","TMV Valve Box Installation"
"d7abe7b3-4643-443b-871b-be3671c04bd4","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05995"
"e6122fd1-2ebc-4699-a746-d9afe2d150ef","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05995","Supply and Mount Warden Controlled TMV Valve Sets"
"a4a335ec-3411-4687-b248-970bb84c3052","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05995","TMV Valve Box Installation"
"cf3a5ff1-c76a-4e57-a5fb-32191aab7afe","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05709"
"de84f951-5765-4629-91d4-7d26b5ef0cbf","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05709","Supply and Mount Warden Controlled TMV Valve Sets"
"51d4faa5-9533-44bf-ad97-5c533fdbe5a5","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05709","TMV Valve Box Installation"
"ec74c57f-f3d8-49ee-901b-525935290ec8","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05716"
"5f05de23-bff3-4acf-96a8-71e0d7529f3b","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05716","Supply and Mount Warden Controlled TMV Valve Sets"
"c728cae8-4ad4-46d0-897c-e4d06422f366","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05716","TMV Valve Box Installation"
"08f072be-791c-44a4-bb7d-d32a432c8343","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05676"
"3be234f8-301f-4b10-abcd-09a269107206","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05676","Supply and Mount Warden Controlled TMV Valve Sets"
"31317ef8-158d-40b0-911e-9a04aa46852b","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05676","TMV Valve Box Installation"
"f98c586b-62e8-4cc8-becc-1f9bb65adbb1","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05680"
"e00f50e2-b87d-4f7d-aeb4-cd644b53eae6","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05680","Supply and Mount Warden Controlled TMV Valve Sets"
"ee31d686-0a63-4af8-8822-1a3970d0888f","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05680","TMV Valve Box Installation"
"7dd52980-abe0-42cf-813b-f0b2e22d6b6e","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05679"
"3254e3b5-31ff-44dd-b630-bb0039870efe","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05679","Supply and Mount Warden Controlled TMV Valve Sets"
"4baeba28-3b83-403c-902a-e475331e9533","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05679","TMV Valve Box Installation"
"c7238d5f-a598-4a89-9715-019116734ccd","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05677"
"1e59434e-5bb7-4ab2-9769-5011ea554bd2","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05677","Supply and Mount Warden Controlled TMV Valve Sets"
"2cefa305-9c8f-471a-a286-0c7c26a0a894","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05677","TMV Valve Box Installation"
"feb76194-a917-4238-821e-b19abb237bec","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05706"
"1ad75cba-8547-415f-b6be-6bdfab9c2985","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05706","Supply and Mount Warden Controlled TMV Valve Sets"
"a96a550a-dda5-42ec-bb7d-362b66887e4f","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05706","TMV Valve Box Installation"
"a51bb2eb-f1c2-4fc0-b52a-729fdf3f1f1b","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05698"
"81388d5e-9cc3-4b28-869a-d664857c7cc8","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05698","Supply and Mount Warden Controlled TMV Valve Sets"
"8fa55b56-4124-43fa-9efd-7e8d2e0c1794","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05698","TMV Valve Box Installation"
"624701fa-60f4-4ef0-a42d-c3aabdf7c68c","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05704"
"b95c4175-21ca-4461-8af1-93a674445f53","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05704","Supply and Mount Warden Controlled TMV Valve Sets"
"54d4970b-570b-4f17-b56b-d4eca4c7f6cc","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05704","TMV Valve Box Installation"
"0f19baef-3d25-4f75-87e3-10a69236979e","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05663"
"38997fdd-469f-4f3e-a448-f2b68a1f4dc3","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05663","Supply and Mount Warden Controlled TMV Valve Sets"
"891c845d-4934-4475-8721-38c2d1f039f6","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05663","TMV Valve Box Installation"
"5f3e3d0f-e635-40d9-b66f-ee2caf47fa18","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05667"
"1e447964-4a52-41d8-9530-0f10820ef300","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05667","Supply and Mount Warden Controlled TMV Valve Sets"
"f522d294-983a-41fd-8e91-bdd8aed5ed29","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05667","TMV Valve Box Installation"
"940a5fa7-0e17-447f-8a8c-c99e8c913baa","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05664"
"c089a0fc-6a44-4797-a545-4c8b0a30eb38","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05664","Supply and Mount Warden Controlled TMV Valve Sets"
"883c2835-9c3d-4044-9dc7-76b5ad6321a1","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","EmptyFolders","NZA05664","TMV Valve Box Installation"
"44a8ea37-6e7b-415b-8076-f34a656584f7","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger"
"7efbf9ed-5914-4289-8415-df8979c03ef6","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05160"
"405700d0-6586-560f-9165-2dd4736ef672","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05160","TMV Manufacture Checklist"
"7bc2271e-eb46-5e7a-a0fc-3ae8f829cc9a","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05160","Supply and Mount Warden Controlled TMV Valve Sets"
"c1251a3a-b697-56bc-92d4-f6c7e510f63c","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05160","Pressure Test Report QCC-01.01"
"f88b6aa9-ee05-46e4-9a97-e99ec5e7ca1b","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05226"
"7b4ca9f6-e921-52cd-9462-0c3f09ea09d5","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05226","Pressure Test Report QCC-01.01"
"8b43814b-8d32-4466-b494-74f3026404eb","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05229"
"856173d0-ce95-5de4-9f02-8bb75ab08170","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05229","Supply and Mount Warden Controlled TMV Valve Sets"
"4f8ba8ac-f1dd-57de-abf4-309deb1b6382","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05229","Pressure Test Report QCC-01.01"
"6a9fc3dd-b183-4fdd-9d03-3ab7d172e0df","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05374"
"12e34e2e-c341-5395-bbef-442501e83e3e","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05374","Supply and Mount Warden Controlled TMV Valve Sets"
"e89bb360-a37d-5065-94f1-cf97bb8d2886","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05374","Pressure Test Report QCC-01.01"
"79b599f4-c886-4fdc-9365-4624af739dd1","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05422"
"82ce5e74-a5c9-5471-898d-68a889890f78","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05422","Supply and Mount Warden Controlled TMV Valve Sets"
"53abe504-87ad-5a2a-9232-69616d5f0b9c","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05422","Pressure Test Report QCC-01.01"
"6c3261f7-cbe9-4992-ade5-cccb8d2841b7","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05647"
"7b541313-14fa-54d4-a44f-dec88d05fb69","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05647","Supply and Mount Warden Controlled TMV Valve Sets"
"ea4ff3f6-6f1c-5ef1-9817-e9a5d23df4e1","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05647","Pressure Test Report QCC-01.01"
"bc5d3f77-d19d-488d-a742-5f0151e9b114","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA5063"
"3db3a84f-45b8-54e4-b63f-d6c2119ac75f","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA5063","TMV Manufacture Checklist"
"36e796f2-5da4-5103-b390-7db105c61d5d","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA5063","Pressure Test Report QCC-01.01"
"b4ee729b-7047-5902-b6c9-e5041d88efae","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA5063","Supply and Mount Warden Controlled TMV Valve Sets"
"9fc43d02-e185-48f3-a314-7d5ebf7a37a8","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05222"
"9d7609a0-3037-5628-a170-a8a469b36d09","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05222","Pressure Test Report QCC-01.01"
"636ce474-5104-41cb-a02e-cec9164d9348","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05232"
"64b3a82a-1e48-570b-9139-cfa3ecb62f54","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05232","Pressure Test Report QCC-01.01"
"724d26d9-55ee-4799-88a2-49f274086b45","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05301"
"cdd0bd80-b3ef-52d6-be85-d2247f3cf50c","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05301","TMV Manufacture Checklist"
"0d19f487-269d-51ce-a50c-bad5f13b1c6f","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05301","Supply and Mount Warden Controlled TMV Valve Sets"
"8c03f1b4-25cc-5d21-809c-4efd1f981c2c","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05301","Pressure Test Report QCC-01.01"
"f8e88cb4-be7a-4da5-aa9c-396790ef8a69","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05334"
"ba8492dd-2466-5449-b6de-3d6ba601420a","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05334","TMV Manufacture Checklist"
"795145d7-5fc0-5734-90ae-26e192656ccc","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05334","Supply and Mount Warden Controlled TMV Valve Sets"
"9b75553b-9116-5a27-9ece-7a1b9dd3d806","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05334","Pressure Test Report QCC-01.01"
"af7f87d2-2678-4fbb-a710-08bc135190d9","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05223"
"b7edf140-3eee-5287-bcbe-53990dc53669","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05223","Pressure Test Report QCC-01.01"
"08d270c6-f525-467c-b5fa-20267e6f41bf","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05233"
"bd28d6bd-dc75-5e3c-8cdc-ecbc2924d164","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","LOTs NoLonger","NZA05233","Pressure Test Report QCC-01.01"
