"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ac1e80f6-7d2c-4ea3-bd5d-947529ddc55e","","fail","","folder","TRUE","FALSE","Building B"
"f897c01c-597d-447f-9e97-a494b80e1084","","fail","","folder","TRUE","FALSE","Building B","Basement 1"
"57d1f404-9633-467e-a0b7-0257eb56cf34","","pass","Reference Drawing","checklist","FALSE","FALSE","Building B","Basement 1","Reference Drawing"
"d2de7f6c-1599-4aed-8e50-be76aa98c95c","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)"
"b7c1fd55-958e-548f-95d3-51d1341ceb81","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)","Lunch room (B.029)"
"b32b10c7-d92c-44ea-a5eb-6172cd3c4529","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.015)","Pre Sheet Sign off"
"22e362b2-34f6-45c9-905b-8c08b5723a33","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.015)","Pre Ceiling Sign off"
"fc509a0a-d15e-49eb-adcb-07239d53cc68","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.016)"
"f548cde0-ae51-42b0-a464-c972fd0826d6","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.016)","Pre Sheet Sign off"
"cf7f7976-d007-4385-a99b-6ec2fe9741cf","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.016)","Pre Ceiling Sign off"
"8438f5c6-3403-42d0-a1d6-358da7ab7716","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.017)"
"b39f3e05-2326-4b20-9078-b0ed4b056a14","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.017)","Pre Sheet Sign off"
"7270370e-5faf-4021-a7f3-b7152480f0e1","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.017)","Pre Ceiling Sign off"
"e159dd53-388b-4239-9ffd-3c835c6570a5","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.018)"
"a25d0c4d-72a1-4566-8518-2396fafaa3f8","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.018)","Pre Sheet Sign off"
"26bbd520-d77e-4c43-aae1-3d3f6bc63785","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.018)","Pre Ceiling Sign off"
"f85efeb2-c600-48fc-a825-d1a71b8bfc8e","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.019)"
"afd0584f-befb-4de0-af1a-839b18d44ab2","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.019)","Pre Sheet Sign off"
"ae7361a9-7df6-4332-8a06-d64a7b9694d1","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.019)","Pre Ceiling Sign off"
"f89b3f79-79d1-43d2-a841-51dac613ff29","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.020)"
"4d54b7ee-5685-4140-9e2a-66ce67b510ad","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.020)","Pre Sheet Sign off"
"aa753d23-291f-46f7-83dd-5e1190da7be3","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.020)","Pre Ceiling Sign off"
"f4109ebb-96cd-4871-83ae-507cc5d4f88e","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.021)"
"8592f7db-b7d1-4593-979f-245813a2c99d","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.021)","Pre Sheet Sign off"
"87996a00-0159-44e7-bb25-ace8403030fe","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.021)","Pre Ceiling Sign off"
"ca307a4a-8f89-4464-82d9-90834c61f0f0","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.022)"
"8af27ced-03b9-4fad-9c3c-bb9136b763ec","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.022)","Pre Sheet Sign off"
"80075622-f122-459d-832f-ac993a593e3d","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.022)","Pre Ceiling Sign off"
"d71844c2-8888-40f5-821f-f61c3da0c1d7","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.023)"
"50c60344-2c4d-4fc6-816e-18f384804141","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.023)","Pre Sheet Sign off"
"3a994410-cdea-45f2-bc9d-ba16a1b20f12","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.023)","Pre Ceiling Sign off"
"391e8b79-5087-4361-be67-509ca91f561c","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.024)"
"1873f16b-f785-47d0-a147-bd4bf4112c90","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.024)","Pre Sheet Sign off"
"8180aec2-0b00-4c72-9aec-113a615ff740","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.024)","Pre Ceiling Sign off"
"932fabba-6c3d-4341-85c9-a309fd08c62b","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.025)"
"4268e3b1-b103-44d5-8196-401587e59af0","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.025)","Pre Sheet Sign off"
"61aee165-383f-4ec1-ad81-36c0db00229b","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.025)","Pre Ceiling Sign off"
"bfd6eb18-d7e6-4f7a-9f31-472816ec29fb","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.026)"
"eb803112-d3c1-4fad-be44-029a0dde0f63","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.026)","Pre Sheet Sign off"
"2bee2c25-bc48-4324-bc5c-3e2d4950c185","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.026)","Pre Ceiling Sign off"
"1c5c5d2e-3597-437f-8af9-9a2f9c2d6cfa","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","LOUNGE (04.B.027)"
"3407320f-54ab-4d0d-9c0f-1f26a4724036","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","LOUNGE (04.B.027)","Pre Sheet Sign off"
"08c0eee7-3751-42e5-ac63-2dd9198ecd19","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","LOUNGE (04.B.027)","Pre Ceiling Sign off"
"ab6bbc43-da90-4763-a9d3-201f5f6e80fe","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","BREAKOUT SPACE (04.B.028)"
"465872e2-8d4f-4964-a082-4eab714db816","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","BREAKOUT SPACE (04.B.028)","Pre Sheet Sign off"
"7b71cad6-0c65-47ce-8118-403f1bfb2a15","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","BREAKOUT SPACE (04.B.028)","Pre Ceiling Sign off"
"ba57bb1f-0df1-4e9d-928f-c732ce5dc673","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","TOUCHDOWN POINT (04.B.029)"
"98aa6828-41c3-485b-a855-380a45714201","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","TOUCHDOWN POINT (04.B.029)","Pre Sheet Sign off"
"4d188b68-0fd9-463d-ba5b-bf3033935ea0","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","TOUCHDOWN POINT (04.B.029)","Pre Ceiling Sign off"
"b1abb6ad-0067-4691-8d86-02dceca031e4","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","LOUNGE (04.B.030)"
"65f438c5-3321-4949-b8f8-45e3a4ca7a39","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","LOUNGE (04.B.030)","Pre Sheet Sign off"
"6d12eb43-828d-4240-a652-f40bf68c4f24","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","LOUNGE (04.B.030)","Pre Ceiling Sign off"
"20b495cf-a3b1-493f-9bc9-d342429d0ce8","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.031)"
"3718abcb-e1d8-4ad0-b122-2cfc86785d53","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.031)","Pre Sheet Sign off"
"7a0d62de-1e02-426c-bfd4-94d072e414ad","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.031)","Pre Ceiling Sign off"
"5a6e5f85-b3e7-4041-81aa-633b5f8d9179","","fail","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.032)"
"cc14ddf2-61f7-42e9-86d0-39c5617d1522","","fail","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.032)","Pre Sheet Sign off"
"de43cc40-d9f1-4aa9-817e-2d3482ed4dbd","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.032)","Pre Ceiling Sign off"
"4712b851-acc9-4cd6-b624-4e1033491acd","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.033)"
"33dd9c4a-9460-4ab7-9932-4fe4cb5d5869","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.033)","Pre Sheet Sign off"
"1e5dad0f-8dd3-419e-8a75-a955e166b239","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.033)","Pre Ceiling Sign off"
"8f37eb3b-28ca-48f5-8a46-047771d0f0db","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.034)"
"961d1a1d-bc86-4ddc-adc0-2c0400cf728a","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.034)","Pre Sheet Sign off"
"2fd4413d-0d73-4878-8d30-5fd1d08daad3","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.034)","Pre Ceiling Sign off"
"0ba742a5-3fd3-4c54-9725-d9cfbb533fbe","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.035)"
"789663af-be55-47b5-84b1-b16702ca391d","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.035)","Pre Sheet Sign off"
"fa95cbbb-05a0-4e10-8d26-6cbb40b750a4","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.035)","Pre Ceiling Sign off"
"08127bc9-b849-4ced-ba32-e1d1eaaead3f","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.036)"
"571e6f8c-16d0-4f86-8a59-a26ddcce12f7","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.036)","Pre Sheet Sign off"
"1981a2a4-f25e-4cb0-bf18-d014881135bb","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.036)","Pre Ceiling Sign off"
"c85fff25-fea9-46f9-b5e4-ea9435733163","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.037)"
"ace27803-b71e-42b2-be41-49561d874033","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.037)","Pre Sheet Sign off"
"481c910d-1a23-419c-b852-38f54283499b","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.037)","Pre Ceiling Sign off"
"698d2b35-dccb-45d8-95c0-985c86bdf8ef","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.038)"
"053f3cbd-bd26-4fff-8972-1ab9ddbf47c1","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.038)","Pre Sheet Sign off"
"a1ecdc5c-1a0d-4338-ba39-613c1080307f","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.038)","Pre Ceiling Sign off"
"e4dd2123-ef89-4a3a-a9cc-9311df0c1929","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.039)"
"943a9c1e-cf7f-40f3-937d-e9ea9789d875","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.039)","Pre Sheet Sign off"
"a7af20ad-b70c-4f64-b22b-47738a9274a5","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.039)","Pre Ceiling Sign off"
"f9b968ea-4d1c-42d9-9f18-259e0d9d4e87","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.040)"
"8feeebdf-7727-4bc9-8831-00a94a828124","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.040)","Pre Sheet Sign off"
"f4e241c9-ebf0-4b2d-8e6b-33cfd9ca5721","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.040)","Pre Ceiling Sign off"
"661d1235-ae08-47cc-8720-9001ab29ff76","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.041)"
"cd1914c9-1595-4168-8000-15713ada4d94","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.041)","Pre Sheet Sign off"
"c227fdd7-ec1d-49c8-bdce-fd6215230ec3","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.041)","Pre Ceiling Sign off"
"e0f45b6f-a384-481c-bc27-ab9dc5ef42f7","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.042)"
"f79b0c0b-d634-44de-a0a9-746d55d2e16d","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.042)","Pre Sheet Sign off"
"1f33171e-7126-4399-bd8d-cc4a1aa8b18d","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.042)","Pre Ceiling Sign off"
"8fc3ea09-fd67-4b30-9b62-c2a7adca0fdd","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.043)"
"4cdfbe0c-7741-410c-a850-eb6b25a45570","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.043)","Pre Sheet Sign off"
"142ff258-24eb-4951-9611-3f05e4ff5209","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.043)","Pre Ceiling Sign off"
"8bb153ff-b2a9-4615-b672-0b6fc1a90656","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.044)"
"54d44dfb-28e4-4532-a36d-2787084e8b22","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.044)","Pre Sheet Sign off"
"df8cf8d1-cc4d-49f4-a19b-25ccab607a68","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.044)","Pre Ceiling Sign off"
"e4c7bdc8-c6e1-4493-9ce6-3c91a4f84171","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.045)"
"d46ef1ce-8d84-4d6b-89a1-12c95b95e811","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.045)","Pre Sheet Sign off"
"e13ff080-b2fa-4001-bd60-7d6965e16954","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.045)","Pre Ceiling Sign off"
"adbbdfc2-8ae8-4a95-b832-16e764029ebf","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.046)"
"76c7bc1f-5693-4bf5-8c42-9d2dbb0f5137","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.046)","Pre Sheet Sign off"
"a4b29906-5800-4fd0-96d2-70268f1acbc3","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.046)","Pre Ceiling Sign off"
"688ecfc6-daf6-4e76-958e-998edb2834c8","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.047)"
"0c69a9d6-655b-4950-b7e4-58828491e47e","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.047)","Pre Sheet Sign off"
"34452ca1-6fad-4948-867a-f4732fbacc0c","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.047)","Pre Ceiling Sign off"
"a382409f-6940-4790-aba1-49f1fbfc3ec2","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.048)"
"8bb72b6f-7bbd-4942-939a-d919faf0574d","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.048)","Pre Sheet Sign off"
"bb7d22e2-ba4e-43de-a284-e69b8d0ba16b","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.048)","Pre Ceiling Sign off"
"2af7bdbe-8ce7-4c1c-b2e7-eee2f216e5d1","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.049)"
