"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c4bcc5eb-6f48-43b2-a775-2e16a0b251fa","","fail","","folder","TRUE","FALSE","Building A"
"d1d08869-42cd-451a-8cb4-e455493875ae","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1"
"7e8f85a8-8301-4e2a-81c8-463fa3968dee","","pass","Reference Drawing","checklist","FALSE","FALSE","Building A","Basement 1","Reference Drawing"
"86b673b6-f71b-412b-8c60-bea208520996","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1"
"6a4a3a7e-767e-42d2-a7bd-37318929fe99","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1","Waste (A.184)"
"3e8c089c-98ea-566d-a5dc-9e4c40425bfd","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.237)","Pre Sheet Sign off"
"4337097b-d60a-439d-b3e3-dec32d526319","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.237)","Pre Ceiling Sign off"
"4950486c-769c-54f6-b769-4de8087a606b","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.238)"
"1bd32e8c-ac3c-5417-b77a-a815f813b75a","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.238)","Pre Sheet Sign off"
"8e4511a5-a30e-442f-b429-203ef6b9bfb5","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.238)","Pre Ceiling Sign off"
"9f4258b7-8d03-5c5f-b4ca-3e9d41771d5d","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.239)"
"dde9d63e-4065-5398-81be-10a321b17c85","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.239)","Pre Sheet Sign off"
"7cc0e486-9de7-4ea6-ab8c-f4cde288fa2b","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.239)","Pre Ceiling Sign off"
"a90c399b-4220-5c85-9eb8-3967bfa738c8","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.240)"
"aebf98ad-5007-5ab9-9e39-f794aee933cb","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.240)","Pre Sheet Sign off"
"51544813-33d3-4076-8c42-62f504054ffc","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.240)","Pre Ceiling Sign off"
"6417b2ef-243a-588f-858a-9d1e6083b496","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.241)"
"fc6fc630-9823-53f6-abb8-b2779b1d34a0","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.241)","Pre Sheet Sign off"
"454593f4-f864-4471-abaf-1ab8ccb78256","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.241)","Pre Ceiling Sign off"
"72b01161-397c-522c-842b-144ad177a54d","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.242)"
"34e3bd59-56bb-509a-a624-a4cddb56620a","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.242)","Pre Sheet Sign off"
"486f6c09-ce43-49da-b18a-910a6b9b96b5","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.242)","Pre Ceiling Sign off"
"c3019185-0967-5e16-93db-6e1b8cc39048","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.243)"
"3c3b59dd-7d6b-508f-b7d2-793bb4258aa1","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.243)","Pre Sheet Sign off"
"faeaa55a-fe0b-4c2a-9ccf-5106a8de97cc","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.243)","Pre Ceiling Sign off"
"e03a7024-d51b-5ad1-bf34-5f2a212263f1","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - Accessible w/Baby Change (02.A.244)"
"a7994d07-210e-5947-8c20-c491aa4fee3d","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - Accessible w/Baby Change (02.A.244)","Pre Sheet Sign off"
"cd7821ee-5ee0-4e60-9be6-591215f9fd2b","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - Accessible w/Baby Change (02.A.244)","Pre Ceiling Sign off"
"f804d66c-c306-5cd9-bf1b-e06f5d578e3c","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.245)"
"5a6eeaaf-6cf4-564b-8d34-e9b95352a72f","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.245)","Pre Sheet Sign off"
"430746b8-5623-4c68-9450-c0b710f8c679","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.245)","Pre Ceiling Sign off"
"656c7584-d9d1-5565-a150-e281de5d3e6e","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF, Ambulant (02.A.246)"
"44e3683d-13b2-5e98-8601-9f6973c1ab8d","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF, Ambulant (02.A.246)","Pre Sheet Sign off"
"f26f86c1-4e4e-4212-a1cf-2b6da04e6251","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF, Ambulant (02.A.246)","Pre Ceiling Sign off"
"bb39774b-f9be-5e4b-aca6-2334f5f78678","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.247)"
"a151b77b-52e1-57ce-8e4c-70dadf18aca3","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.247)","Pre Sheet Sign off"
"f04eefc7-25d5-4059-9af9-9f77e5d9911d","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.247)","Pre Ceiling Sign off"
"a499a8cc-2f7a-51f7-a7ad-2da750912030","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Lounge & Kitchenette (02.A.248)"
"db217a81-e781-4da6-854a-421c132736c2","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Lounge & Kitchenette (02.A.248)","Pre Sheet Sign off"
"5c6b1848-c360-41bc-b068-00c4d511cece","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Lounge & Kitchenette (02.A.248)","Pre Ceiling Sign off"
"faf9d846-6e39-546b-bff5-da1da0accd0b","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.250)"
"8fb48f7e-536a-5e98-8867-89cf88040ccc","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.250)","Pre Sheet Sign off"
"a6553d1a-2ce1-4657-a653-7c6eb49d0dc0","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.250)","Pre Ceiling Sign off"
"ba14e382-3564-5ef7-8900-9b34a6c4bea1","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.251)"
"40fd48e0-86a1-42fc-8ebf-81965564c184","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.251)","Pre Sheet Sign off"
"7ceca840-e1d1-46fb-abc5-90b1fcd77e9a","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.251)","Pre Ceiling Sign off"
"bd311cc5-a9eb-5f10-9609-08cc15b5a146","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.252)"
"282934a2-78c5-4b8b-bb19-d4d48f296008","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.252)","Pre Sheet Sign off"
"65e3e928-cd86-444e-b1c3-5c1aafe4af9f","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.252)","Pre Ceiling Sign off"
"c130dc30-afbb-51ff-8dcd-9e77c8ee1c68","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.253)"
"5721452a-8e00-58c4-81cb-e06bb1897a93","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.253)","Pre Sheet Sign off"
"4c3ae51e-8341-492e-9479-d9e68a926fb4","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.253)","Pre Ceiling Sign off"
"de66a014-3693-57f0-8121-243f47ac5cd6","","fail","","folder","TRUE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.254)"
"34418212-0349-56a2-82d7-d37c301dadab","","fail","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.254)","Pre Sheet Sign off"
"c958db30-44b3-4549-96d6-d8881eae9370","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.254)","Pre Ceiling Sign off"
"c62d9bd7-f3b9-5a3a-9f32-1fb475300364","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.255)"
"b262605a-008b-519d-9576-b0ccb059d88f","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.255)","Pre Sheet Sign off"
"15644c6f-3573-47b0-ae3c-eec2d2e2afb1","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Interview Room (02.A.255)","Pre Ceiling Sign off"
"e3f43925-c584-5743-a8b2-7b8721f4de37","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.256)"
"85dfb1ed-0a64-5319-b76b-be09ee820997","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.256)","Pre Sheet Sign off"
"88723837-94af-4e12-8b42-8ebe13706f5c","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.256)","Pre Ceiling Sign off"
"2927a34c-271f-57ac-8304-71c8fd1f3c52","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - 4 Person Shared (02.A.257)"
"4ead882e-67d8-4b29-bfa0-e2a61566136c","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 4 Person Shared (02.A.257)","Pre Sheet Sign off"
"2036b9ec-b68b-407a-839a-2f7caf0e1c7d","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 4 Person Shared (02.A.257)","Pre Ceiling Sign off"
"61207a9c-d54c-5999-b869-0d248a073e2a","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.258)"
"ef11b128-ee6a-5539-b7b8-9188d7e843ce","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.258)","Pre Sheet Sign off"
"7f26d08b-38ff-46a2-bc25-7211eda6a199","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room, Medium (02.A.258)","Pre Ceiling Sign off"
"6110cd35-06eb-5201-a146-e464e4c89949","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.259)"
"01b66343-6119-40f8-83b0-3369b2021d47","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.259)","Pre Sheet Sign off"
"0f9f598a-4da1-4e77-94d5-3f9c896468a0","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.259)","Pre Ceiling Sign off"
"f008cf81-adb1-59f1-ac9d-583edaa9cf4d","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.260)"
"5c0ccef8-c1d9-4221-b04d-fffc7d4e025f","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.260)","Pre Sheet Sign off"
"287b609b-2b5e-47a5-89c1-6912835fa8a9","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.260)","Pre Ceiling Sign off"
"45b4b96f-15b5-5e2c-9bc7-575ceb63a493","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.261)"
"f29c4813-3545-428f-a337-0733553d8396","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.261)","Pre Sheet Sign off"
"6f2ffa9d-2ba7-4876-b773-c243975fcecb","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.261)","Pre Ceiling Sign off"
"7caec92b-7b04-5490-bd5b-3f4f6ced5f06","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.262)"
"efc3bed4-d405-587a-9142-88775c80cdb4","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.262)","Pre Sheet Sign off"
"4910d808-5e5c-4349-853a-96ececaec365","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.262)","Pre Ceiling Sign off"
"bee38396-853f-53c3-838d-81e29748c692","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Circulation (02.A.263)"
"996d582a-c61f-5153-a3b1-baf8d823dd38","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.263)","Pre Sheet Sign off"
"87c2bc12-ac46-42c4-addf-d6548070e3a4","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.263)","Pre Ceiling Sign off"
"0874300c-01c5-5c05-9b0c-fb3cb9a31aab","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.264)"
"f172a01d-6f8f-4358-8d6f-9de6c0287091","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.264)","Pre Sheet Sign off"
"07654f37-3d40-4ad5-b8ce-34495a9c18da","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.264)","Pre Ceiling Sign off"
"55caefe0-625c-5356-94a8-0d6407e84ced","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.265)"
"66a17e4b-d6a2-4712-bbb0-79277dfbd159","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.265)","Pre Sheet Sign off"
"d2164a4b-d417-4838-a682-05d53fd942ff","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.265)","Pre Ceiling Sign off"
"d982b57c-e26c-5ae0-9e1b-6c1c0eec7adf","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.266)"
"0ed3310b-025e-4bb4-9cd3-7fe0e589b2fc","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.266)","Pre Sheet Sign off"
"10f46e7c-0584-4d28-9037-7ae5d5529375","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.266)","Pre Ceiling Sign off"
"cfa64263-afb6-5c68-8c68-e97d83c80e71","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.267)"
"32a73a2a-d36c-4147-adca-2e186a9018a1","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.267)","Pre Sheet Sign off"
"194d3afa-df65-4f6b-9e11-5d3dc98c382d","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.267)","Pre Ceiling Sign off"
"b40ecb6a-6c29-58d2-b838-3856af70ccdd","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.268)"
"dc33ced7-dba2-4043-8cc8-c5480652300f","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.268)","Pre Sheet Sign off"
"2feabb33-4db6-4052-b62c-eb4b1de005c8","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.268)","Pre Ceiling Sign off"
"adbbb63f-7f87-5c45-ac16-d8edf23f08ee","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.269)"
"33c6f36e-0d16-4be5-990d-7d28c6c6142b","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.269)","Pre Sheet Sign off"
"82b86d45-2a3e-45c5-aeac-0a65271fe44e","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - 2 Person, Shared (02.A.269)","Pre Ceiling Sign off"
"32536429-4051-54c7-b681-5dc2b1e88f69","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.270)"
