type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,,,,,,
label,Resp - PE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record - NCR reports,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checklist-sectioned,1630-P200-SYM-QAC-ITP-0017 Water Relocation,itp,,,,Yes,1630-P200-SYM-QAC-ITP-0017 Water Relocation,c9bea6da-ee4b-424d-a5c4-7dfcb71781f6,,,,,,,,,,,,,,,,,,,,
checkpoint-group,1.0 Pre-start activities,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.1 - Check Survey Set-out,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Ensure alignment setout has been completed and pegged.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Lot map,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.2 - Environmental Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Environmental permit,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,2.0 Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.1 - Material Conformance,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - AS4130,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Assets installed are correct type, class & diameter and comply with AS4130 (as relevant) unless noted otherwise.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,3.0 Depth of Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.1 - Depth of Cover Requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 706.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Cover requirements for water assets shall be:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Pavement surface to top of conduit minimum 1200 mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Invert of open drain to top of conduit minimum 750 mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Unpaved areas to top of conduit minimum 600 mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• As per asset authority requirement for cover to other assets,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,4.0 Backfill of Excavated Trenches,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.1 - Bedding / Embedment Material Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 706.06 Table 706.061,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• VR Clause 706.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• VR Clause 706.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Bedding / embedment requirements are to be as specified by VR706 and VR Table 706.061.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• Test Report (if applicable),"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.2 - Bedding / Embedment Placement,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 706.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Placement of bedding / embedment is to be as per VR 706.07.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.3 - Backfill Material Properties (under paved areas),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause Table 706.061,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Backfill material properties to be as per Table 706.061 (See figure 1).,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NATA Test Report (if applicable),"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.4 - Backfilling (under paved areas),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Ref docs - VR Clause 706.06, 706.08, 706.09",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Backfilling requirements and placement to be as per VR706.08 and VR706.09:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"– Trench shall be backfilled up to the nominated or designed subgrade level with selected backfill material placed and compacted in layers not exceeding 150 mm loose thickness, and above that level with common backfill material.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,– Moisture Content between 85-115% as determined in the Modified compactive effort.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"– The number of tests per lot shall be three. Backfill, the whole of which passes the 37.5 mm AS sieve, shall be compacted to a mean value of density ratio of not less than 97% based on Standard compactive effort. A lot shall consist of a single layer of work. A minimum of 20% of all lots constructed shall be tested.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"– Considerations to be made to allow for Asset Owner Authority working restrictions, including vibratory restrictions.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,– Detailed proposals for compaction of backfill materials of nominal size greater than 40mm shall be submitted to the Superintendent for review before commencing work,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NATA Test Report (if applicable),"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,5.0 Work Lot Close Out,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.1 - Test Reports,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VIC Roads Specifications,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All Test reports received and reviewed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Any specific asset owner QA documents available to be submitted attached.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been proven to meet and/or exceed minimum tested requirements?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.2 - As-built Information,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Where applicable, as-built pickup or as constructed drawing been provided to the authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed correctly,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• Survey Conformance Report or as-built drawings to authority,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.3 - Product Non-Conformance,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - CQMP,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All Product Non-Conformance(s) recorded and closed (if applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been proven to meet and/or exceed minimum tested requirements?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NCR reports,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.4 - Quality Representative to check the above criteria and records to confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - CQMP Lot Records,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - All above criteria met, and records identified attached.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been proven to meet and/or exceed minimum tested requirements?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Completed Checklist (if applicable) and reports and other compliance records attached.,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.5 - Authority Asset Install Acceptance,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Audit and approval received from accredited SEW consultant.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checklist-sectioned,1630-P200-SYM-QAC-ITP-0011,,,,,Yes,1630-P200-SYM-QAC-ITP-0011 Stormwater Drainage Installation,ccc57c69-be54-489e-a816-5f790a03cd1b,,,,,,,,,,,,,,,,,,,,
checkpoint-group,1.0 Pre-start activities,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.1 - Relevant permits acquired,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - SMP,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - DBYD,,,,,,,,,,,,,,,,,,,,,,,,,,,
boolean,Permit to Work,,,,,,,,,,,,,,,,,,,,,,,,,,,
boolean,Penetration Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,
boolean,Working at Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,
boolean,Lifting Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,
boolean,VESI Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,
boolean,Excavation Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Have any/all of the above permits been acquired/completed and signed off?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Lot map,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.2 - Define Work Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 173.02 701.20 701.10 IFC Drawings QMP,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Survey boundaries clearly define the Underground Drainage Construction works. Lot shall be defined from pit to pit (or endwall, where applicable).",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed and approved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.3 - Conformity with Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 701.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Prior to commencement of excavation for the culverts the Contractor shall confirm the position of all culverts with the Superintendent.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Approval to proceed?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Superintendent - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.4 - Acceptance of Box Culverts,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 619.22 IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Complies with specified requirements and free of defects and to drawing dimensions. Box culverts shall be accepted on the basis of full compliance with the requirements of this section and AS 1597.1. Documentation supporting the following quality requirements shall be submitted for review by the Superintendent upon transport and delivery of units to site: (a) visual inspection. (b) dimensional measurements. (c) measurements of clear cover to steel reinforcement. (d) concrete compressive strength test results. (e) proof load test results. (f) ultimate load test results.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been checked for compliance and approved?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Superintendent - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - Manufacturing Process Records,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
button,Manufactures Compliance Certificate,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.5 - Acceptance of Precast Reinforced Concrete Pipes,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 701.05 VR 610 IFC Drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Precast reinforced concrete shall be of the required sizes and load classes as shown on the drawings. Rubber ring joints shall comply with the requirements of AS 1646. Aggregates for precast reinforced concrete pipes shall comply with the requirements of Section 610 Any steel reinforced concrete pipes that have cracks wider than 0.2 mm or are damaged prior to laying and backfilling shall be rejected.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been checked for compliance and approved?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - Manufacturing Process Records,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
text,RFI NUMBER:,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.6 - Repairs to damaged pipes and box culverts,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 701.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Where inspections after backfilling identify any of the following defects they shall be notified as a non-conformance: · cracks wider than 0.5 mm · spalling of concrete · exposed reinforcement · joints that are not fully engaged. Any pipes with defects greater than the following limits shall be removed and replaced: · longitudinal cracks greater than 2 mm · circumferential cracks around the full circumference with width greater than 3 mm or with lateral displacement of the cracked sections exceeding 3 mm · circumferential cracks around part of the circumference with width greater than 4 mm · penetrations with area greater than 400 mm2 · pipe joints that are separated. Other types of pipes which exhibit defects or are otherwise damaged prior to laying and backfilling shall be rejected. Box culverts which do not comply with the requirements of clause 619.14 prior to laying and backfilling shall be rejected and removed from the site. The Contractor shall submit details of proposed rectification treatments including manufacturer’s product specifications and warranties, the area and thickness of repair treatment, detailed repair procedures, and inspection and test plans. No repairs shall be undertaken without the Superintendent’s approval of the repair materials and procedures.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Superintendent - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.7 - Bedding and Backfill Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 701.09(d) Table 701.091 Table 701.092,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Materials used for bedding and selected/ordinary backfill shall be free from perishable matter and lumps and shall conform with the requirements of Table 701.091 and Table 701.092.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been checked for compliance and approved?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - Bedding and Backfill Material Conformance,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
button,NATA Test Report: Grading and PI.,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,2.0 Excavation,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.1 - Excavation of Trench,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 701.15 Table 701.151 701.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Excavate to required depth which shall also include excavation necessary to prepare the culvert/pit foundation & provide the full specified depth of culvert/ pit bedding. Maintain trench width clearances as per table 701.151.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,3.0 Bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.1 - Bedding – Layer Thickness,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 701.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Bedding material shall be provided and placed for the full width of the trench or where the pipe/culvert is to be placed without trenching to a width 0.8 m greater than the overall width of the culvert or pipe. Bedding to be the compacted thickness of 100 mm where D < 1500 mm 200 mm where D ≥ 1500 mm (D = Pipe Diameter/Culvert Width),,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Symal Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.2 - Bedding Material - Compaction,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 701.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Compact bedding to refusal using handheld mechanical equipment. If expansive (Swell greater than 2.5%) material is utilised as bedding material, then it shall be tested for its swell properties and have the following criteria met. · Bedding material which has a swell equal to or greater than 2.5% shall be maintained at a mean moisture ratio of 92% between the completion of rolling and the placement of the overlying layer.",,,,,,,,,,,,,,,,,,,,,,,,,,,
