"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7280c873-51b1-477b-9141-4ba1d939f0b8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1"
"e152a84d-243f-4984-afb1-69dabe1bb762","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A"
"b3cf88dc-c891-4b04-b559-ffd2db8cc777","","folder-normal","pass","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A"
"6c9f3fd1-01e6-4f91-bd3b-176c5300d704","","checklist-flat","pass","21bcae137638761056170d7fed6d50b13c9e14674efdef9fa4233f07a1fc7f48","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side"
"94e40ec2-c264-5bbe-a781-972551173591","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Substrate is clean, dry and ready"
"4b44270e-13dc-5ab7-be45-59e6429545bc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","3 Coats of Sika blackseal elastic is applied on concrete retained blockwall"
"2039d569-4f00-5196-a036-f8c6973724d4","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Protection board is installed correctly"
"263df0d0-b94e-52a9-b136-a30dc6448b0e","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Area left clean and tidy"
"7515546f-e85d-4c5b-8d9c-8e306301a188","","folder-normal","not-started","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A"
"c8ea2e05-a8e9-44d2-81d6-c80421004ed3","","checklist-sectioned","not-started","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings"
"81a357ac-7f1e-5d7e-9691-e9a68ca49a5b","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings","Location of Work"
"74327266-46d8-5780-b033-96df4743edd6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","If terminating into a chase, pre-form the chase and ensure it’s
straight and 20mm deep."
"241ab68a-cd26-5194-9e5f-272193091858","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Substrate clean, firm and suitable condition for laying the Nuralite system."
"5601c603-0f93-53e6-a768-555fa74690d3","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate"
"fb490cd3-1153-5e93-9812-85042f0ea9e2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Concrete Substrate checklist completed before work commenced."
"89da2215-c0ce-5c29-b66e-99f322863059","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any movement joints installed to approved specification/detail."
"2860cb96-12ca-585f-a8ec-2d7a8a8c35be","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Mortar/concrete fillets fitted to all internal junctions and corners chamfered at a 45°."
"c2b1f47a-a273-5ae4-b65d-0cfc21c5f0bd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All corners and upstands incorporate reinforcing or under flashing"
"a6fbc9b7-06dc-50c0-abf1-e93488d19ad7","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Under-slab membrane extends beyond footing and protected until vertical membrane
installed."
"a29dd751-8944-5b44-a1af-80d3f490173b","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Side laps 100mm and end laps 150mm fully torched and seamed. Bleed visible on all joints."
"eb3c3e28-b17c-57ac-8d4e-d570b25dc9cb","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All penetrations installed to specification including under/over flashings."
"5a1e2f73-c7e8-5a9d-98d2-be5950b79f5f","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Junction of the floor and wall membranes installed to specification fully bonded and
watertight."
"a1a89b6e-b4f2-5538-a23b-957d62ba4a4e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All non-standard details installed as per pre-approved specification (attach approved
drawings)."
"b1b6b07c-138d-5b01-80c1-56cd14def5d4","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any mechanical damage to membrane repaired to specification."
"42d43c0a-ceaf-5957-801b-a2fd48e75be4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane termination completed to approved detail."
"5e2ae3fa-9e41-5327-900b-e2957215ff9c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Suitable drainage system installed below footing as per specification."
"47c19cba-2fbd-5932-97f6-6d0971505390","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane protection boards installed correctly."
"8eb092cd-ba48-5dc9-9d08-004960db1cba","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane fully adhered to substrate with no bridging, bubbling, or delaminating."
"4279034d-b14e-5d32-a131-06ac7217ae56","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"73082f91-bbf9-4644-8de8-a4cb9d74ae21","","checklist-sectioned","pass","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall"
"31ae923b-f0f2-548c-8010-71adc9825dcc","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Location of Work"
"78157c61-489b-5477-946e-c4a8c68f3cc2","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Location of Work","Area where product is being installed"
"f3d84250-4c7a-524b-851c-d7eb6cccdd50","","checkpoint-group","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist"
"cf92886b-f48c-5293-a655-3a5568f68468","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist received from Main Contractor"
"4f9e4384-2a3c-5631-9b04-71be2d687c48","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete cured with curing membranes removed. Concrete substrate contains less
than 5% moisture content"
"371384af-ee4f-598f-85cf-433e41dbdcc3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Cavities and cracks filled with repair mortar, flushed off and cured."
"dd09ebd3-c2f5-50c6-b27d-2ea8f9f30912","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraswell installed to construction joints as per specification - located 50mm from rebar."
"ff85c7ac-676d-5ec8-b217-1c8bcdb0d2f7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete surface firm with any soft concrete or laitance removed."
"6feb3f08-8b6c-5c9e-8022-4d19287f7e0c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","All protrusions removed. Surface free from foreign matter"
"f5cc14e2-1cce-5d8e-8447-6cc7438d1923","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Mortar or bitumen fillets to all upstands and smooth 5mm radius
to all external edges"
"f93dc086-fb33-5185-b6b9-a51087f10465","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","If terminating into a chase, pre-form the chase and ensure it’s
straight and 20mm deep."
"5580b871-7d93-5008-8d9d-33bfe51058a9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Substrate clean, firm and suitable condition for laying the Nuralite system."
"2bdb141f-e8f0-548a-ad27-3cd7d269937d","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate"
"4fdd6d34-59f0-5efc-9133-24e7b549d693","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Concrete Substrate checklist completed before work commenced."
"15a3b431-7200-5fac-a242-5a1be1d5fcf7","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any movement joints installed to approved specification/detail."
"b134e602-7c31-57cb-9460-7f124d4d1aa2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Mortar/concrete fillets fitted to all internal junctions and corners chamfered at a 45°."
"fe08d29d-f06c-5e25-b098-f63ca7bdfe9c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All corners and upstands incorporate reinforcing or under flashing"
"05d4c6da-a9e1-55cc-b929-596b758a2ba0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Under-slab membrane extends beyond footing and protected until vertical membrane
installed."
"09182722-d87d-56c7-9a30-d22c584df6a1","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Side laps 100mm and end laps 150mm fully torched and seamed. Bleed visible on all joints."
"c438b8fc-5df8-530e-888f-b7f1c633e01a","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All penetrations installed to specification including under/over flashings."
"0176eb7b-20e3-52c0-bc3e-dd77954f4f81","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Junction of the floor and wall membranes installed to specification fully bonded and
watertight."
"01f52856-4aa6-5987-89e4-0d0a3ff4c24d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All non-standard details installed as per pre-approved specification (attach approved
drawings)."
"7c00d333-416a-53eb-b0a2-2fdbd93bfda9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any mechanical damage to membrane repaired to specification."
"e2924c26-e010-59a3-b487-f0ea059964ce","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane termination completed to approved detail."
"b2b32a80-da7b-5ed6-8ef5-9a98776b1213","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Suitable drainage system installed below footing as per specification."
"3d4db249-bf55-5219-9cbd-ccb24d118c64","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane protection boards installed correctly."
"fb64cd80-3c9e-52c8-bab3-41b5c6084e74","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane fully adhered to substrate with no bridging, bubbling, or delaminating."
"0e973975-4b28-5271-a138-71c600c819cc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"33cf8fd9-6260-43a0-9c19-98d4067c6369","","folder-normal","not-started","","step","TRUE","FALSE","Lightbox Stage 1","Block C","Gridline 3"
"860b0817-a1eb-4158-922f-4d12a7d56930","","checklist-sectioned","not-started","QA - Nuraply 3PM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15"
"92ee777f-6be2-5e04-be57-16d92aeb588f","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","Location of Work"
"3da907d7-0ba4-545b-9496-640f07302920","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","Location of Work","Area where product is being installed"
"6501cff0-ad95-5b9a-ab4d-a361436804f6","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted"
"5cbe8dfb-ccf9-538a-a06a-f340bb18978b","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Underflashings installed to all corners and
upstands (pay attention to parapets,
gutters, junctions)"
"e71adaed-941b-56af-982f-57af325e8e1f","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters correctly and neatly installed,
particularly the internal corners"
"25fa6f68-a0d6-5649-b9eb-2cbb073fb50a","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Roof drains & overflows installed to
specification and watertight"
"e6bcc61e-e55e-5da0-941a-057bd9c80d49","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Membrane adequately adhered to
substrate with no evidence of bubbles or
lifting. Correct quatities of primer or
adhesive used as per specification."
"670356ec-5f91-5e28-b3dd-207515a07657","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and basesheet fully bonded
together, no areas of delamination."
"792951e3-965a-5360-b75c-c0685da190e2","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet side laps 80mm and end laps
100mm fully welded and tidily seamed off"
"f459cfa7-4c7d-5335-9336-f84b306103be","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","No sign of overheating/excessive bitumen
bleed from laps (over 2-3mm)."
"932f664c-4a62-56a6-945d-be5f6cdbc4bf","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and base sheet laps offset
satisfactorily. No three layer lap build-ups"
"eb0f6a90-065b-5c40-9baa-b228fd5fe404","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Overall installation free of wrinkles,
creases and splits"
"db68c0b7-7312-581e-ab83-310441889bcd","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Nuravents installed to specification."
"6258afcd-0bf8-54d0-8268-1187b9500a67","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All penetration details completed to
specification including under/overflashing"
"27c37dea-5ac0-5947-9983-e56629d06d8c","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Standard details used throughout including
at upstands, parapets, construction joints"
"f7e023ea-411a-5bee-b72a-22e972e96b72","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All non standard details installed as per
pre-approved specifications (attach
approved drawing)"
"c3c6144c-ca66-5db2-9378-1e2b64938e38","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 15","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters and outlets have been floodtested"
