"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4d53b8b-082a-4b09-8189-34613b4cfe72","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement"
"d2d828c6-4005-4f35-b71a-b44c28156042","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A"
"3936abda-b6e8-4e46-8045-db96e0049be6","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A","Stair 3 Lobby"
"129fc3ef-85b3-4580-a35b-e3d524a7e3f5","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area A","Stair 3 Lobby","Rough In (Cavity Pockets & PMJ)"
"694328b2-269c-5c1e-97d6-100d1d628136","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","Finish floor height: +/- 10mm (attach photo)"
"1e85e332-5d90-54b1-b5eb-5ace81c70646","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","All install work 100% completed to required specifications"
"15965f9f-9c05-5eb5-862c-84acd7cfa968","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","Area left clean and tidy (attach photo)"
"47b772bc-b1ca-4f1d-a672-1192f300aa6d","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist"
"e32473f3-5c3c-58b9-9a7c-53a4975b775a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"c6e9df0e-599b-51b4-8332-aa8d6e32ea64","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"feff8fe3-e934-5b63-8c96-3745edf8870a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"448ab763-1f7f-5798-9b05-a91d65834677","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"889ae00e-e2f6-55de-bc31-1f61913e68d7","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"74bf9ed1-3057-57ab-929f-a3fd6aa2ec4f","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","Shower trays installed"
"4762f006-9064-582c-b88a-ec77b5d533f9","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"acbb0cb8-775d-5ed7-90c6-8f4f74bc4a51","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"108e24f0-d113-5990-80cd-f212bde72ebb","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"b02ca034-db42-46dc-acb9-9c6bd92a05c4","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 226"
"23261533-df1c-4942-8329-1f33b0505c00","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 226","Rough In"
"036e799f-2166-540b-8efd-a5557e0951b2","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Rough In","Cavity pockets installed"
"03938553-ed62-5677-802a-71f7247d87ad","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"4a079b19-48e9-5f54-b01e-83a9e63b647d","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Rough In","Install Window Reveals"
"b70a2f54-70d5-4046-9f4c-a1d56ff46f07","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 226","Installation"
"d2f7a525-398a-5435-83dc-9418fd82226b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","Internal doors hung"
"a3544dc6-bff2-5194-91fb-1ebbf01ce073","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","Skirting installed"
"56f7a1d5-defd-5ea7-859c-8456ff4fda78","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","Cavity doors installed"
"f969a838-3b13-5478-b557-f72bfb8a4621","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","Window architraves installed"
"062942ef-3673-5000-b108-7da560f15725","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","Wardrobe jamb installed"
"0f04fa3e-386f-5e37-94d0-5e5586421c6a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","Entry door hung"
"68bc4b94-f91f-57dc-bf56-c5f3b68f2b7e","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","Finish floor height: +/- 10mm (attach photo)"
"e86f2d0d-0ac2-5a2c-9d94-01a7d2b71310","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","All install work 100% completed to required specifications"
"005a7e7a-04e2-5aa8-8ceb-0dfdda2c10d7","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Installation","Area left clean and tidy (attach photo)"
"32538672-fec3-4427-b13d-1a51aa3ad7de","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist"
"404f2aca-e1e0-5d23-91a4-f289a10aa50a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"07802238-77bb-5e37-8117-304cb0299f12","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"ff51bf58-4bb7-5824-a76c-72dc40e55c4f","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"e97f2ac1-4646-5d69-b82c-e07f70f2ebc7","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"ed15dd66-ee04-534d-ac4f-eb04b743855a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"f2ec08a7-5566-5c95-aea5-37fe35d7a9cf","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","Shower trays installed"
"5069412b-985d-53c7-bca2-b033ceef054a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"985a5ff4-5627-5bdf-88b2-127708e57d35","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"e6a26d15-59f6-5bcb-82b2-8ce11cf25263","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 226","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"0867eee6-893a-4ce7-8ca9-750fd32ccd7d","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 227"
"5ed1d4de-cba8-456e-875f-1d2c981216ea","","checklist-flat","work-in-progress","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 227","Rough In"
"2ae5b0b0-c846-5858-bbd1-f24b34f6c596","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Rough In","Cavity pockets installed"
"fc80b362-d354-55d3-9ef8-cc68046cc67d","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"429f6307-d7e7-540a-a749-bcf896023ebc","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Rough In","Install Window Reveals"
"7197a3b4-f8da-4779-ab03-b9e1f0545374","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 227","Installation"
"9aa84caf-b374-539d-8907-3b008f5148d4","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","Internal doors hung"
"6131da4c-9271-5a57-a5f0-e7c626727633","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","Skirting installed"
"67feb17b-8a11-5bcd-b44b-a4a44b01d5a4","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","Cavity doors installed"
"da506a2b-ab9c-5431-a754-74815b494798","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","Window architraves installed"
"5dbdcdbf-41d6-5a7d-b0f9-729285839cac","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","Wardrobe jamb installed"
"e4af1907-76cb-57ab-a680-e04ed2598027","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","Entry door hung"
"0201bfe4-b0b6-5c4c-923f-aa1a0bec338a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","Finish floor height: +/- 10mm (attach photo)"
"9bd783d7-7a53-5fd8-9e9d-f731c0bd19c6","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","All install work 100% completed to required specifications"
"2fd609f8-8e3c-5cea-a3af-0faffc0c8515","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Installation","Area left clean and tidy (attach photo)"
"2c201d3b-0490-4fb7-8e66-8d06127339aa","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist"
"b32a1468-9e0a-594a-a571-595d1c13b169","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"e07f511b-3755-56bd-b485-d71da510921c","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"d4ba54bc-eff8-5237-9655-bb9b6e1dc3eb","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"3215e8f2-68d9-5cb6-a91d-d973414bb18e","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"9e322567-4f5b-51ac-a2cc-180e87fab379","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"f384d91c-7b16-5277-93ce-cc22417fe6c2","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","Shower trays installed"
"1630dff8-7d32-5ee5-869f-babb7c11246a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"ef750fa0-c918-5f8c-a2fe-a3acebdb7e30","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"d383eb95-1774-5177-ba0d-c4814d72a07b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 227","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"50c8694d-2306-42d6-b80a-89cf0307a6e4","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 228"
"fd0f204f-4839-4901-b552-a528fbbe2c3b","","checklist-flat","work-in-progress","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 228","Rough In"
"140be533-2d28-538b-9bfc-0bdcb9618098","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Rough In","Cavity pockets installed"
"217ae473-d938-5cf8-aef3-869a3672877a","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"131b8746-3537-5df5-bc8d-34b1a0098c0b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Rough In","Install Window Reveals"
"2a14fa4a-9bfb-4c78-988c-8941d3477268","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 228","Installation"
"fdb9ace6-ebb2-5cb3-89b6-af928b13649a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","Internal doors hung"
"896a79b5-e03c-533a-bd44-09e8f9ad4e3b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","Skirting installed"
"c05c5a3b-f466-5de4-aa1d-c3e6fbfea5a9","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","Cavity doors installed"
"6b381d43-94d0-5ab0-a049-b8aee720dca9","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","Window architraves installed"
"40d7ce18-52eb-55ae-9480-1b791664fb91","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","Wardrobe jamb installed"
"960a893d-e633-510d-9907-30b982a6ecbe","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","Entry door hung"
"40e9b8a8-3c6f-59a3-ad31-e469f31d4c53","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","Finish floor height: +/- 10mm (attach photo)"
"dd2044ac-c7d6-507c-8652-b96dd6ebeeef","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","All install work 100% completed to required specifications"
"1853a0c0-d6c3-5d3a-8d59-231703b6a191","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Installation","Area left clean and tidy (attach photo)"
"dd540728-a846-491d-ac83-d6d490cda312","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 228","Care/ALS Fit Off Checklist"
"1884c302-8e1a-5ae7-baeb-44539f94e803","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"45d6bf2d-e798-57e0-92bb-437b9123203b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"95f034fb-cacb-5e14-93ab-3d08bde19c05","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"b6fe22e4-1e5d-5fb6-9e6b-b4a9359cb6cf","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"6ac1cb93-cfbf-543a-a31d-4f78ed974c50","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"d56d25e5-abb6-54e4-86de-36067a536b84","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Care/ALS Fit Off Checklist","Shower trays installed"
"99170555-e2b2-54c3-9fb0-42d2004e10b4","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 228","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
