"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27620973-575d-48b5-81f1-cd5e5a7dfe3f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"a8b76dfc-9074-4448-b2a3-40d9ae7ea995","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge"
"763e381f-9dcf-4baf-869d-9081cf5ca916","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3"
"28e39c01-93d7-42cc-a38f-3101ec7f94e1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3","Wet Fire"
"28bc6305-f0a7-4cce-9d19-4a65aa56e365","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off"
"acf941c5-ecae-50ee-a0e0-cbae6fd57ed5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"ce9852cb-49a5-5448-8aa2-9d39cacf2d27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","FDCIE. Operate each alarm test, isolate and reset for each alarm zone"
"a6907b1d-83e7-5b1e-ac28-32a347528fe2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"8ff25344-243b-59ef-bbf6-a69e130ff85c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"c81d091e-c566-528a-a577-6fc008a5c3c1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off"
"31a7813b-4d4d-562f-88b4-5e881a0a0519","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"e2ed88c3-37d9-4af7-8a65-3f5dc9dca598","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 3","Zone D"
"932aa6fc-721d-4238-b021-362ce71d30a9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire"
"19262daf-8794-4cfc-882e-422ad33be052","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off"
"ef6e42d7-a87b-5042-9800-1f6ad41ca308","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"8c724d29-6fb1-536f-a840-5ee313dd4683","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Specification reference checked"
"cc2a2b9f-677a-55b4-a8fe-3a5834c205f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"cf6d21a4-0183-5bf0-8c27-5cc28ef902f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Sprinklers"
"4bc986a9-05ee-5657-8411-17f846fdef6a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In"
"542267c3-fb61-5131-adc1-d91fc7b14a86","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"2159ea47-108b-5cc9-ae99-927d62bde23f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Hangers Location"
"476eddac-72ac-5fd9-990c-b695345e9505","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Concealed spaces sprinker heads installed"
"40cbf750-ee15-5de7-9140-f87108d93faf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Outlets capped"
"ad26636c-db90-50cb-bc60-55b24b07dad8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pressure test carried out"
"c07dbb36-1882-5a7a-9123-f2db17f46b60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"26124578-a867-536a-b730-3a2db44b88bb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off"
"cbd953a5-5933-537d-8ffb-ef445771dcb7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Sprinkler heads fitted to final locations as per coordinated RCP"
"322ad944-7fc2-5e3f-b48a-a58ae5e4c897","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Pressure test fit off"
"3667c992-b57f-5687-a143-a3718c6c11e7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off"
"a96b0ca4-7c07-590a-8f1f-9083ec24558f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off","Inspected by Independent Certifier - Signature attached below as applicable"
"edc813c6-897f-4040-998b-508036d9f0c1","","checklist-sectioned","not-started","ENT-006 - Hydrants & Hosereels rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off"
"76592bef-f383-5ff8-b833-77b8f7651206","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start"
"bf82477c-fca6-5ef8-8869-8f4fe90058bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Specification reference checked"
"389ffa49-7da8-5a99-83b1-39b00b37ffae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Area clear, tidy and accessible"
"02f4adb6-f528-5c83-b60a-fdbab9aa2ebd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"b92ff046-a60f-5787-858f-d9465a4947cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Hose Reels / Millcocks"
"e79f18e8-ae93-53b5-bf47-e5260f7ff34e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In"
"68505f50-dd5c-5fe5-b766-09f2f7fdb65a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"4664f76b-4fe3-53cb-b01c-f8f5e50ac425","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Hangers Location"
"8576360e-4397-5eaa-a438-f0dd4a462df1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"7e41811f-6e5d-55f9-b8b7-af0991d0e6ce","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off"
"2a1714f2-ee43-5951-ab92-c0793e47676f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Hose Reels (Minimum Clearances)"
"4bc7c3d3-0a0f-5d36-a353-93cf1b735fae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Millcocks (Minimum Clearances)"
"0cb187b2-5f22-5271-a21a-c6e93a0c7326","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pressure Test"
"12000d9b-dd68-50ed-8e4f-a13508680c9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pipe Identification Labelling"
"02ed8f73-e28a-576d-9453-a0f19c662a08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Statutory Signage"
"61293413-e222-5d0e-a7c3-df136d90bc29","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning"
"0a7db072-76dc-582e-a0c8-75be794737f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Flow Tests"
"0ab23bdb-6f9e-5046-b71b-c3f0db9d0e9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Certification"
"7b6c317c-c4af-5e2c-94d0-32afd637dea1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off"
"79ff81c8-953a-58d7-8eb3-6210c69fc571","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"69525370-e0fb-4e83-8c44-602598cb2bde","","checklist-flat","not-started","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Pressure Test Checklist"
"7158d941-b633-53eb-b157-a4afe3ec56c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Pressure Test Checklist","Test Details & Results"
"575a33f7-dd93-5667-a8f8-c0b08de83a6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"c5e13103-02d3-43d4-ac25-6784ba6f99e0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 3","Zone D","Dry Fire"
"7cff8467-664f-4c3b-a374-7e864eeeb53d","","checklist-sectioned","not-started","ENT-013 - Fire Electrical rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off"
"0ef40a04-9375-590b-a6bb-c88e75594349","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start"
"87e8b0f6-40ec-5869-91c2-ad49e29d29c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"545654f1-4bba-5c46-aae2-8f3326d97669","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"8c914ac9-641a-5e72-92d2-6ea0d7e0cbc1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"b2fb7964-bae4-5e13-977f-3cdf46cab07e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
"890063d5-2154-51d8-8a96-744d6b7e0e3e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In"
"bd4a950d-717f-5446-aa7a-d9813d7408fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Correct cable used (eg Fire rated as required)"
"4ecc45e1-e4a4-5ee0-9909-707743d953b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Cable Support"
"860b9576-19a5-5de9-bc33-0901ed8405ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Segregation from other electrical services"
"84c4b15a-f8d9-528b-88ec-daf8dd4f449e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Type of cable fixing and spacing"
"6aaa763d-7547-5b48-ad10-74303bba91aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","No cable joins between equipment"
"444aa387-b74a-5878-86cd-5d5b1e448408","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit type"
"f8ad8d1c-7100-5363-8bad-faf44be8968e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit fixings"
"57577ae6-499d-5e34-8c22-5ba0a45844c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","MASDS"
"fb08b72f-9def-58a1-b407-49eca65d8e77","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off"
"5cda9161-1efe-5aa0-8a23-2f33935dfa3b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensor locations as shown on drawings"
"5106d9fa-15b3-5b08-abfb-7fb403ea612b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Warden intercom phone locations"
"b4729fd2-be2b-5750-968a-e166ac2670fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Break glass alarm located per drawings"
"f2dd3922-5c53-554f-9e2c-c51b9153eabc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Hold open devices located per drawings"
"4aecb7ed-9ef1-5ddf-9239-ddddb0ac88f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with Mechanical services"
"8d77fe03-998f-5661-af8e-239ffc270e53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with DDC"
"2b6e2fdf-9fce-56fa-a2b4-5370b3b94ff3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensors fixed correctly"
"61368a47-c1c1-5d77-84c2-97161672d9e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","FIP installed & connected"
"0d568a55-8006-5770-9d75-89e50e62433a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Connection of system to Tyco for Monitoring"
"2ecca835-2d13-5a33-9260-45046330061a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","MASDS Panel Fit Off"
"47570767-9ad3-5a96-baf0-a4a766c224c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Strobes"
"6daa8350-5be6-5060-a283-4c370c066d94","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning"
"3d5c29fc-3457-5c51-9792-e1e4ec7841b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm all devices indicate at FDCIE"
"daac9501-36c2-598c-9969-82d4e26725e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm operation of all ancillary functions from FDCIE"
"bcbda7ff-a9e2-5ae6-9027-64e97fe9cefb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","FDCIE. Operate each alarm test, isolate and reset for each alarm zone"
"11d60116-2272-5843-9431-a198a85ee4ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 3","Zone D","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
