"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"97a842cb-2f3c-41fb-81d7-53759bab9eb2","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Mechanical  Inspections"
"4d5111cd-dc19-4435-aa16-f472e99f9758","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 48 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 21-30","Weld 21","Electrofusion Welding"
"896a86f3-d516-4241-a3c3-b9fe54253118","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 48 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"2e934774-2a45-47c9-8eeb-46ff4e5334de","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 48 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"b2be47fd-0239-416f-9640-561dd3a0fc04","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete"
"190ad123-bafd-4ee8-965e-fc91aea3f1d2","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation"
"5e7902ef-ba28-4447-8a12-3ddd4dca42a2","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"151d765c-9c30-43cc-aea0-1f8faa558a36","","checklist-flat","work-in-progress","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"487a262d-0e0c-4c2f-9ca7-cfc0b01c0bd2","Signoffs not allowed on folder-progress: Signoffs Weld 1-6(816a4290-8f0e-4031-a02a-e22efc8a8349)","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding"
"d1116d19-063a-408a-9845-f12df48df76d","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"74ed8be1-274e-4794-b479-77499bab46bd","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"e29e8338-8b43-4359-8de9-1423db2f115d","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"86173b74-9b98-4461-9502-214a6d28fa64","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"40800967-46f5-4742-99c5-b40fcd865153","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"f81e6edf-03ea-4b08-b07d-a35f7011f689","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"2e394d94-a043-4e3c-9395-a1f2288d0731","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"20730e17-58d4-4f76-8732-3d42a6ad51c3","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4"
"b0f9c0b1-b836-473f-a228-23585b79f7d2","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4","Electrofusion Welding"
"5445f017-6d95-4fbc-a9e3-748e67e00a59","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5"
"9ec193ca-a2aa-4ef1-984c-a5d865df390e","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5","Electrofusion Welding"
"bfcb3d64-f750-4bc4-81dd-bc29edf9a1d7","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6"
"1720e168-5e27-4511-b187-7056e844a801","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6","Electrofusion Welding"
"7d618f04-00cb-4986-b7ba-e8fe92c538ac","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7"
"b984c7c8-7148-4da3-a707-65759d9f0bcc","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7","Electrofusion Welding"
"0b72acaa-5b93-43f3-b65b-92cfdf9793d8","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 8"
"570ea397-522e-4f7b-90d6-bdbea0ccfc74","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 8","Electrofusion Welding"
"9ec232e8-273e-4832-8a3c-996ef68d9ec6","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 9"
"f2b63ad0-6883-4400-97e0-0a1cdb8d0177","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 9","Electrofusion Welding"
"8396c7d2-0fa2-478d-97cd-5b53f6888767","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 10"
"057196d6-171d-492c-babc-b6e61eff231d","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 10","Electrofusion Welding"
"54ea68a9-ac2e-41d3-a61d-250c23a7f651","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20"
"43d5904d-2d39-44f0-a7f9-2f6246a7541a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 11"
"cd90a76f-23b1-49f8-ae93-d99c8f4eac8b","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 11","Electrofusion Welding"
"1f25b651-760f-48a7-a6ec-26c1e819c6dd","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"7b7ae6af-eec1-4c45-8092-b8c5641fbb2d","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"487f1756-97c0-54ab-b825-1d1c5b7423c1","","checklist-flat","pass","Seismic Joint Building Connection","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 49 - Check Sheet 95% Valve Box Incomplete","Seismic Joint Building Connection"
"f322e127-d5ba-45ff-8273-4a359d93c3e0","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete"
"206c933b-2475-46c5-ab37-b18a413b6165","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation"
"605acc90-8843-430b-9f35-a7054251e021","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Combined Services HDPE Natural Gas Installation"
"0497cddb-ff84-58d9-a271-d0e0e8c75a96","","checklist-flat","pass","Combined Services HDPE Natural Gas Installation V3","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Combined Services HDPE Natural Gas Installation","Combined Services HDPE Natural Gas Installation V3"
"ac14a242-ae46-421e-8c85-095a4ab3ce14","Signoffs not allowed on folder-progress: Signoffs Weld 1-2(6fe7aa9b-c8f6-4f85-8450-ea2241558326)","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Electrofusion Welding"
"9f1c1364-b3e2-4f97-a0c5-4ab93d7b61bc","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Electrofusion Welding","Welds 1-10"
"794ab40d-6720-456e-9c0a-de7b0dc5c119","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"3fb2d7a2-34b4-4235-a99c-dc17b0ec49a2","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"aae2a5bd-8f1e-4f45-a9cb-ebaf4ccd6ecd","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"81c30dcf-5c31-4957-a4ac-e1f27a35706a","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"983882d3-591b-41e0-8b40-89de3f96b3bf","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"91876f4f-f355-424c-b2c1-0c1fb88014bd","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"757be35e-fa0a-4fc8-973a-37a7d44658e5","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Pipework Pressure Test Report QCC-01.01"
"75b86105-590d-412f-bcb3-12d148137bd7","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Natural Gas Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"9bf1f7db-9daa-5e18-93cd-4591ce4b140f","","checklist-flat","pass","Seismic Joint Building Connection","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 50 Gas - Check Sheet 100% Complete","Seismic Joint Building Connection"
"116a1bb9-2ee2-4151-bf97-f2860d0d3923","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 51 - Check Sheet 95% Valve Box Incomplete"
"3a823bc9-9d7c-477b-8af8-563448936b07","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 51 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation"
"0c8ab30d-4c88-43d1-bf08-4c28d057e893","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 51 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"f7fc6aa4-64bd-4212-bc34-6c95cda3a375","","checklist-flat","work-in-progress","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 6","Trench PE 51 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
