"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"652928b3-520d-4922-a390-7a7d3f1a63eb","","checklist-flat","not-started","SYS - Fredon Compliance","checklist-flat","FALSE","FALSE","Compliance Documentation"
"8625df84-f6ff-5a0f-b4ac-b34f5f043499","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","Fully compliant, site specific Safety Manual and SWMS have been submitted and accepted by the Principal Contractor."
"4e1f2267-cca4-5abf-b9d5-b3a3adaa3b82","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works have been trained and inducted in the Safety Manual and the relevant SWMS for these works."
"978cfdf6-ca16-5e66-b702-2d9a0740d08b","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works are qualified to carry out these works, and are trained, and competent in the use of all equipment and plant required to carry out these works."
"b2ace1a4-35e2-47fa-b513-284f2b0c0df8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"aba99fe8-b976-4701-ab8f-928212836072","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works"
"3d8335f3-5b16-488e-9043-c94f8073b0d2","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works","B2"
"c47cd587-351e-4847-809c-1b151bdd5546","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Ground Works","B2","Retail"
"2fb8e54e-d3bc-46ff-a47a-ff9fa0cae1a0","","checklist-flat","not-started","ITP 175 In Ground Works","checklist-flat","FALSE","FALSE","Site QA","In Ground Works","B2","Retail","ITP 175 In Ground Works"
"db7ee3c9-24d6-5d5f-b370-ef7e5c269992","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Check that all ceilings, walls and floors are left neat and tidy and without any damage. IF DAMAGE OCCURS ADVISE FREDON SITE MANAGER IMMEDIATELY"
"533f94a6-c5dd-5a2c-8ef0-ad8cfe72c718","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Cross check and verify that the As built Drawings are Complete and Correct."
"845cfb38-ea09-59cc-824e-bcda517b5418","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Verify all inspections are complete and collate records"
"e3a431fb-7b6e-4194-bd84-2283cab8dd90","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","Attach - Fit Off-Power, Switches & Accessories ITC 174.1"
"0d91bafe-77dd-56ea-acb7-85b452e2015c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Retail","Attach - Fit Off-Power, Switches & Accessories ITC 174.1","Attach ITP / ITC"
"4dc08f08-292c-4653-a20e-ebffc692a8fc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial"
"8bd7a476-6ab2-4cb2-823d-b376b84b869d","","checklist-flat","not-started","ITP 174 Fit Off-Power, Switches & Accessories","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories"
"deeb4c2b-f7b0-5c17-9757-8d5edf045eb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest revision drawings and specifications are being referred to."
"a83ad8cb-9ad5-52eb-858b-9d347bfe02f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","The Updated / Superseded drawing register, located next to the drawing rack in the site office, has been checked to ensure the latest revision drawings are being referenced."
"d183fc74-7399-51ea-a84d-ad0a965f0f59","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all new installations have been coordinated with other services, both new and existing"
"f83e18e3-a7c0-52c9-988f-9faba67f43b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest service drawings are being referenced"
"c591e74e-8932-5eb8-a46f-3187944b612c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest co-ordinated drawings are being referenced"
"6eade8cb-5d9d-513a-9202-b88eb5368af3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all required distances are kept from other services as per AS3000, e.g. in damp situations"
"5b9cc3b6-d1c7-52a3-893b-4c890978f463","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the fitting is compliant with Australian standards"
"6384611c-63e1-5ec4-b160-0fd4e16ac6f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Install GPOs / Switches as per manufacturer's recommendations"
"ca5427e3-98dd-5470-ac1e-6a6d7cefd057","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure GPOS are installed using the correct fixings and brackets"
"69bc4e40-474a-5c5f-8d7c-899e28d00d42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the correct item is being installed at each location prior to fit off (Current rating and Phases required)"
"f60d3b9d-29d5-5469-8e69-8d260bf7d6ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Use fire boxes, acoustic boxes etc. where required - if in doubt check with the site manager"
"ebedd7ce-eff4-5b56-b6a4-1970c46ad4ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure correct weather proof fittings are used where required"
"952e219b-103b-50a8-a92e-6ffb84c630d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","All switches and GPOs are installed in a tradesman like manner, e.g. level"
"a1df5631-ad8e-5845-a09e-8e438e298db7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all Sensors and PE-Cells are terminated correctly and switch the approved lights. They should also be installed in a position that will not obstruct it's ability to function correctly."
"4803a34a-47e9-5e6f-99e7-3e0615bc8b0e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all ELV smart/programmable switches have been terminated with correct polarity and to manufacturer's recommendations"
"1f87d53e-df0d-585f-9b3f-c8bb576105c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all penetrations through the steel structure have been properly bushed before fitting off item"
"a9364de7-6fb8-5833-a21f-1927eb75fbf4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Bushing installed is not able to fall off over time"
"80dd244b-2d5e-507d-9104-84e94a732ec7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Penetration is sealed to prevent ingress of vermin before fit off where required."
"30e73a32-424b-5220-a871-14214be786cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built Drawings."
"0022d294-7c5b-5b99-ade5-afc5fdd09d9f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Visually inspect entire circuit for completeness."
"3a7be34d-eb60-55da-b52d-18759f1a3836","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Ensure fittings are protected if required"
"6679f8ed-9b5c-5b6c-bd51-e72dbd60147c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Remove all rubbish - empty boxes etc."
"53d0064b-962f-5580-8dd6-4527c5298455","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Check that all ceilings, walls and floors are left neat and tidy and without any damage. IF DAMAGE OCCURS ADVISE FREDON SITE MANAGER IMMEDIATELY"
"8955438f-d274-5910-afc8-e3409764fe46","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Cross check and verify that the As built Drawings are Complete and Correct."
"a3bfb461-df78-581f-971c-f4f547f39699","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","ITP 174 Fit Off-Power, Switches & Accessories","Verify all inspections are complete and collate records"
"1e82590c-ac46-49ef-9732-13dec7888fa6","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","Attach - Fit Off-Power, Switches & Accessories ITC 174.1"
"80cfa1a2-01f9-5d75-8442-b0e189c9dcec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R2","Commercial","Attach - Fit Off-Power, Switches & Accessories ITC 174.1","Attach ITP / ITC"
"be99c642-fbb4-45de-ac63-49594019271f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3"
"6878684d-1852-40e5-a8b8-ce0e960b9072","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail"
"e0850537-d86f-40fb-bb8a-08880d845219","","checklist-flat","not-started","ITP 174 Fit Off-Power, Switches & Accessories","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories"
"f406797c-23f0-54cf-984b-a71d7640f47b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest revision drawings and specifications are being referred to."
"715d55b6-bc6f-5b90-898a-b8fd54223a82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","The Updated / Superseded drawing register, located next to the drawing rack in the site office, has been checked to ensure the latest revision drawings are being referenced."
"3572b476-9225-54e8-a2b0-92486a7e48bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all new installations have been coordinated with other services, both new and existing"
"9c842675-a170-5b12-88d8-3b88ca9324c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest service drawings are being referenced"
"510f2a9c-b34d-5a8c-9285-adbce5dea081","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that the latest co-ordinated drawings are being referenced"
"0ba3e929-59ad-5202-a6a3-8beccf4689da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all required distances are kept from other services as per AS3000, e.g. in damp situations"
"82e0b176-d3f2-52ce-9516-96f63a95a31c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the fitting is compliant with Australian standards"
"d0bf12ac-60a7-5f5c-b7a1-178a310a22c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Install GPOs / Switches as per manufacturer's recommendations"
"78a22132-639c-5d77-b687-800455b40bf5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure GPOS are installed using the correct fixings and brackets"
"dbefb914-c3f9-5bb0-93ac-1c9d9ec8375c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure the correct item is being installed at each location prior to fit off (Current rating and Phases required)"
"36ff4975-46b4-5167-9925-5bb89b2bb2cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Use fire boxes, acoustic boxes etc. where required - if in doubt check with the site manager"
"ab95f646-a452-5426-9408-259c9bfd5d9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure correct weather proof fittings are used where required"
"92aa92af-1ef5-5781-ab4f-c7fbb68f3847","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","All switches and GPOs are installed in a tradesman like manner, e.g. level"
"2c40a04e-eaaf-5c49-8eb5-cc03805b58ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all Sensors and PE-Cells are terminated correctly and switch the approved lights. They should also be installed in a position that will not obstruct it's ability to function correctly."
"8a8b2311-c139-5f7c-b65c-119d9967fa9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure all ELV smart/programmable switches have been terminated with correct polarity and to manufacturer's recommendations"
"7fed5118-6249-50b4-80b5-4204f7ccac36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all penetrations through the steel structure have been properly bushed before fitting off item"
"24588236-fa4e-567d-b58e-bf5d0ea32949","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Bushing installed is not able to fall off over time"
"4c29d31c-a29a-5eb6-b583-4fe52b789574","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Penetration is sealed to prevent ingress of vermin before fit off where required."
"ca9f752d-6b0c-5d5f-824c-7229315939e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built Drawings."
"382dee0f-5294-5ac5-894d-422cd28f032f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Power, Switches & Accessories","R3","Retail","ITP 174 Fit Off-Power, Switches & Accessories","Visually inspect entire circuit for completeness."
