"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"06a004aa-ba78-408e-9c3f-d67094b6e32e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Pre-starts"
"a17d6eaa-0a05-4b4a-b14e-63a4e2305a5d","","checklist-flat","pass","Pre-start Toolbox Talks","checklist-flat","FALSE","FALSE","Daily Pre-starts","Pre-start Toolbox Talks"
"4054811b-d501-5574-b89a-7f6f928db84f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission","Each outlet has been labelled"
"1edfde6e-fcaa-5b67-86bb-83299f5aca9a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission","Functional test carried out on each outlet"
"35eec280-4e87-5d2d-b767-a20c59514e97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission","Each outlet marked on the site as build’s"
"e21e0b1d-ede1-5d11-9dbd-dab99beb1971","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Power","Fit Off & Commission","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"5cc3464e-e80a-4f12-aa7e-1ea934b7e1cb","","checklist-sectioned","not-started","Installation of data cabling and outlets","checklist","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Data"
"85fb6cc8-9664-5675-8f9c-57802572df97","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Data","Rough In"
"a0e0633f-49fb-5541-ba05-843b234653c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Rough In","Confirm that the cable support system has been completed as per documentation"
"044c1f49-cb1b-5b47-8d33-05b45a6c9dea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Rough In","Data cabling has been selected as per drawings and specifications (Cat6/CatA & brand)"
"c48e3dcc-71cb-55fd-83cc-a0106eb04c5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"94b18170-7a4e-50de-8ce9-f0bbb91bff35","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"2310f34f-efe9-5c7f-bb2c-fcebec6a8fed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Rough In","All outlets have been wired as per drawings"
"e1b9793c-12ad-58d1-b231-83b4c97a6ea1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Rough In","Height and location have been confirmed for each outlet"
"b3c298cd-40ec-52aa-8839-3d61686c6a8b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission"
"d566177f-93a9-50ba-b509-7363a4ac62a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"613ec92a-0db0-53f4-96fe-59bb734d9e1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission","Terminations have been checked and all terminations are correct and secure in all outlets"
"3e9801ac-c354-5795-865e-c0967f853ade","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission","Outlets have all been secured in place and levelled"
"278cdbcc-7baf-526c-8a95-4845c97891ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission","All cabling has been tested using the Fluke data tester"
"a8355866-f1bb-58f4-bd59-d84ce833b616","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission","Each cable has been correctly installed and terminated in the patch panel"
"ecfa8e9c-97cc-55aa-ad64-4fd5a766f8fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission","Each outlet has been labelled"
"b8166c52-6718-5b0b-9368-40c6f7fbe80c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission","Each outlet marked on the site as build’s"
"05f689e2-7af4-5ca6-a9dd-9054a961bf64","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Data","Fit Off & Commission","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"c42ea29f-82fd-42b4-ab50-d9ba42b26b81","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Fire Contractor"
"e8216dea-034e-54ef-a8cb-8342aedcdde2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Fire Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"952a1dd5-3df9-402a-9d1d-c24e70ff2e73","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Security Contractor"
"a85980ee-1063-59cc-bb49-ea6d480f0371","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Security Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"69db9be2-95aa-4a37-911f-209f242e2fba","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Upper Ground","AV Contractor"
"3d1b01a0-d8cd-597b-b1e2-10222c266021","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","AV Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"b48e58d8-fb95-4cf3-a383-7c6b5c15ebb4","","checklist-flat","work-in-progress","Install Distribution Boards -Terminate Cables ITP006","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006"
"2b6b3f7e-3a68-54c2-ad08-572e40cdfde8","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Check delivery of distribution board - Check for damage (paint finish, dimensions & door against drawing) - Please take a photo"
"dee171ab-dbd8-5ef5-8d14-49e35b83883b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Locate & fix into position"
"f4a57b1a-d991-5f0c-8599-816065617606","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Install sub mains cabling as appropriate (glands, tray & duct)"
"fcaee095-7277-532e-8a06-680a010a9ab5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Install lugs & terminate"
"96d4e7c8-650c-53fb-a11f-59eb8b223ab4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Install sub circuit & terminate (if circuit not complete at the other end, it must not be terminated)"
"fd2ab1b2-8b94-5898-9aad-36a4d94a755f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Clean & vacuum area - please take a photo"
"2c4166ca-bc40-5b77-a6fe-b8c612b65c83","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Clearly identify services"
"10f3246d-1e61-57f0-a200-80221e8b1c7d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Energise system"
"c6607485-0fb2-5ffb-9165-661910a7ec56","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Check typed schedule for accuracy & install"
"051304b6-7a98-5f23-9985-05c84a83f3ea","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","Ensure switchboard cupboard & area is left clean - Please take a photo"
"8bc7a957-848d-5768-bf2a-ecdb6d0dfc52","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Install Distribution Boards -Terminate Cables ITP006","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"32bbbc74-1331-446f-980b-d5c623e7dcc6","","checklist-sectioned","not-started","Electrical Installation Testing","checklist","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing"
"56dae8ec-4ead-5756-8516-95cd7c4d1e9c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Test Point/ Circuit Number"
"c6d4ccce-62b9-5800-aa09-efb11173d0ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Test Point/ Circuit Number","Main earth tested"
"e21c1fff-da7b-5a69-b549-98ae9b0c619f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Continuity"
"d47043f9-ed75-5229-b4a8-8cd422e2bd7a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Continuity","Continuity tested"
"e69da745-c35f-5f47-9bc9-9644240c4a4c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","IR "
"4617c102-414a-546f-b706-6a644801c6cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","IR ","IR tested"
"e18c0380-41af-5239-b59a-b5e191547f4f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","CCC"
"08387f87-3960-57ef-adb7-b24dd2f6961c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","CCC","Correct Circuit Connections"
"a4ba3d35-7567-5232-9127-91c774cb4e06","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Polarity "
"74f378cb-d654-5543-b4c5-d0e59848eb0b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Polarity ","Polarity tested"
"2d050f2c-6344-502b-ad75-8345f55e6b1e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Fault Loop Impedance"
"937fcfed-eee0-53bb-a9d9-2e7c072709da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Fault Loop Impedance","Measured Loop Value R "
"181a821d-d6f3-51ae-af05-fd3426917886","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","Fault Loop Impedance","Maximum Permitted Loop Value"
"417112bc-914b-5789-a3a5-2fd2f8a6d045","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","RCD "
"082f72b3-9369-5d20-aea6-5c6b6df3e4f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Electrical Installation Testing","RCD ","RCD tested"
"dfccbd29-83cc-4ef6-be3a-b9cd3ef68edb","","checklist-flat","pass","Mains, Sub Mains Cable in Conduits or on Trays ITP004","checklist-flat","FALSE","FALSE","Site QA","32 York Street","Upper Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004"
"be395af8-ee20-5dde-9cf7-8344f8a02fda","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Measure cable runs with appropriate accurate measuring instrument (eg tape measure, wheel)"
"0efb860c-0ac4-53a3-9186-3840333870c9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Check cable sizes resistance of protective earth conductor - shall be low enough to permit passage of current necessary to operate protective device"
"46601eae-653e-541b-8f80-cfddb35cbd51","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Confirm length of cable if sub contract item & order"
"92c2b8d0-d656-5edf-967a-d3f79c879fd3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Install cable in appliance method (EG. Cable stands, electric winch, pulleys etc.) - ANY CABLE NOT TERMINATED IMMEDIATELY MUST HAVE THE ENDS TAPED COVERING THE BARE COPPER - please take a photo"
"77d69da1-a877-5a22-9cf3-5dd15b4df43f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Trefoil cables & tie cables to support system (ensure spacing)"
"8c00a317-d684-5e42-bd98-02a3be49d3fb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Upper Ground","Mains, Sub Mains Cable in Conduits or on Trays ITP004","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"37de2123-374a-4287-95f5-f07fbea25678","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","32 York Street","Level 1"
"440ef0b8-0fdb-4337-969e-de077f283a9e","","checklist-sectioned","work-in-progress","Installation of lighting cabling and fit off","checklist","FALSE","FALSE","Site QA","32 York Street","Level 1","Lights"
"38381624-ff73-51e0-983b-524cb4466deb","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","32 York Street","Level 1","Lights","Rough In"
"645c6406-8e30-5003-9def-50ae4488c868","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Level 1","Lights","Rough In","Confirm that the cable support system has been completed as per documentation"
"0b4db1ed-0165-504a-a728-8a5e35f4a516","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","32 York Street","Level 1","Lights","Rough In","Electrical cables have been appropriately sized & selected to ensure that they will support currently installed & future equipment"
