"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7ef8b87-5d1a-4056-9b7f-860ed5de950f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Mechanical  Inspections "
"c625cd24-f4f6-4a4b-904e-72b67744feea","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 75 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 24"
"745c9d00-1148-45d2-95b6-aa796e606e66","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 75 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 24","Electrofusion Welding"
"0a105198-4091-4891-83c1-30e960397221","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 75 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01"
"68d3b777-d36c-46ae-ba77-44679cc8a3e4","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 75 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"394a53ee-b2ba-554f-a8b3-bb7feb74134e","","checklist-flat","pass","Seismic Joint Building Connection","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 75 - Check Sheet 95% Valve Box Incomplete","Seismic Joint Building Connection"
"3d99af8e-d3fd-4572-805d-0648e4861b39","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete"
"ebb58afd-9dae-41a0-a2d6-966910a3c670","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation"
"c80ed9ff-b6e2-4950-b88e-34fc8ae3b972","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"1986d23e-4872-42bc-84cb-04b87befe498","","checklist-flat","work-in-progress","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"0d08c3e6-1f47-4d0b-8f2b-4b5e11e3b1af","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding"
"b595602b-da04-497b-a9a7-c5d9276bf944","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"8a12debd-09db-4d00-bc3c-43a1aed86103","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"0199769a-f39c-4f96-a060-cf49fa6b45ec","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"79a4f312-41ab-400c-b4ae-2bbd6b9c9b15","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"62c976fd-6e43-493f-a87a-ff7e934bb9fa","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"ecc94f18-6543-412e-9590-e631cc082b91","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"2652f83e-2f39-4bac-80e9-f62a0620b0f0","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"67aed8d8-7d03-475a-8181-74f0020d15cf","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5"
"c84881a2-4407-4626-8cfd-24915dd41acb","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5","Electrofusion Welding"
"f1bf0665-664b-499c-875b-e1353e7790bc","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"32f27994-7bb8-48b6-b05e-af9deb8a9c36","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 93 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"b1c4c9fe-ccbe-4967-bde5-1586c2305ad4","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete"
"664d95bf-2c11-4045-9884-a753f8ed7c7b","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation"
"0fca2d8b-a13f-49ab-89f8-612db1a9b216","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"43a99809-968a-4f5b-bced-c8beec6e9e12","","checklist-flat","work-in-progress","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"c22ddf55-6ed5-4b7a-a3dd-1e8ec7ef2dde","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding"
"e26d27e5-b642-4bb7-b6ed-cbce42089b3b","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"aafafdb8-f3c9-45e0-a491-c20393e10e58","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"70050bcc-26af-4f00-a0fc-2f160829be0a","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"254a24d1-088f-47a4-8f59-f6d93a7bb4ab","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"68a960e7-1ac2-4d1e-9fa8-54f0ab496e0c","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"f9fc1dd0-74f3-4b97-ad4b-8b0b0b474cde","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"60192d7b-2e0f-4116-b1c3-afa1497a7ddc","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"f71fa0a2-cb6f-4cd3-99f6-a5c25d2cbfc8","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4"
"85c7791d-d850-496d-aae6-b551b165ca23","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4","Electrofusion Welding"
"4072a322-6373-48eb-8ff9-d49b73bfe8cc","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"37b4284f-d558-45e4-a453-bf2a39bc4186","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 94 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"1cc521df-f2e3-4743-bebb-89496e30f724","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete"
"ce707177-258d-45ed-9b6b-3a72336d7780","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation"
"7964ca0e-a853-45cd-a535-c35f386e0e2c","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"49b4a78f-6ce4-4bce-aa0f-46ea76168816","","checklist-flat","work-in-progress","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"54ec0a6b-2f1b-43a4-8f4e-178f2db92111","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding"
"82bdb2e0-94c4-49e2-a6ba-bb41db6a3261","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"2dfcb709-be13-4eec-b60f-2b1af9c0e491","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"9d62ed06-5ee7-4a8c-8581-88f14ae25d89","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"26c5f99d-9d5f-4157-8de2-2cab8fae8223","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"8c87b5e3-06ee-4715-aee1-aac7bc8fb2d6","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"fba8d96a-5fd5-44ee-b4b1-8780781ce391","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"3f2db387-1c17-4323-8d0f-b12e82a9e334","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"39ac28d3-392b-45a8-a8df-5cdf8417ab26","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6"
"337ed07c-b221-47c6-8534-8bfdd0bbd717","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6","Electrofusion Welding"
"566c26fc-b75d-4db8-844f-84e6c51073f5","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7"
"3c5f267e-af1d-45bf-a1cd-63cdedd573f5","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 14","Trench PE 95 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7","Electrofusion Welding"
