"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f32fe923-a9a5-40c9-bf3d-0a951c7f68b9","","fail","","folder","TRUE","FALSE","Site QA"
"81658017-0dea-438a-bbe9-86872c867d6e","","fail","","folder","TRUE","FALSE","Site QA","Level 1"
"e3486b85-6a1d-4fab-a53a-846ff4d74b16","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511"
"57f22067-8d5e-4838-857e-8126d49a51c8","","pass","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511","1028 - Sterile Store"
"03405232-4d13-4500-a9ec-82b525891f21","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3227 - Equipment","Preparation"
"abfcd0a9-d13e-4336-8c8a-f0ffb58ff279","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3227 - Equipment","Floor Vinyl"
"6d9570bc-e426-473c-8e6a-7aad18e7b962","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3227 - Equipment","Wall Covering"
"94562758-4427-464a-a0cc-c6ebcfb00d58","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3215 - Point of Care"
"3d0e41ce-3a8d-4cad-9def-03d91520e543","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3215 - Point of Care","Preparation"
"e41dbf7d-ec1a-4727-9ba1-21856ab1be5b","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3215 - Point of Care","Floor Vinyl"
"ec04cd33-531e-45b8-90f6-42d100e83baa","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3215 - Point of Care","Wall Covering"
"dfc50b67-4e1b-44f2-99d1-a81b2758cea4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3224 - 3226 ICU Area"
"a62650ce-2622-495f-a85d-9cbf4afe88b1","","not-started","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3224 - 3226 ICU Area","Floor Prep Wet Room"
"84e3564a-e6bf-4bad-a83a-62b44a4b80a1","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3224 - 3226 ICU Area","Floor Vinyl"
"cce3c2f6-0971-488a-924d-d066a1ea7a2c","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3224 - 3226 ICU Area","Wall Covering"
"bcf05df0-1a1c-4b33-a0ba-3ab306f24796","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3233 - 3228 - HDU 1 - HDU 6"
"2b07ffff-6655-4025-bb20-964a664ff136","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3233 - 3228 - HDU 1 - HDU 6","Preparation"
"9971a9da-35f5-496d-a1b9-6af99b6eaedb","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3233 - 3228 - HDU 1 - HDU 6","Floor Vinyl"
"0a67694e-95eb-4eb6-b787-dc5e04b97a02","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3233 - 3228 - HDU 1 - HDU 6","Wall Covering"
"8e88eea5-01c3-4db7-a01f-fbc2d2d53b98","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3207 - Medication"
"9990023b-d498-4d6c-8ee4-c7e6a3ee3bbb","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3207 - Medication","Preparation"
"73a39c81-2e87-4038-af5f-272236841065","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3207 - Medication","Floor Vinyl"
"38ede6c4-449f-4f02-9e99-6c735c47b766","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3207 - Medication","Wall Covering"
"e640e4b9-4b18-4587-a742-6a51b8bb103a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3008 - DB"
"c886a0ba-5af2-4e32-a9bb-e3f074e6f96b","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3008 - DB","Preparation"
"c6e7d489-c427-4b32-99a0-8d84bcd00985","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3008 - DB","Floor Vinyl"
"7bf05dd2-2119-43df-bca1-da6397ccc2ce","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3008 - DB","Wall Covering"
"011b2efe-fe64-4d33-b082-d31ac80ad008","","pass","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3005 - ICT"
"d7950b2b-d37e-4f66-8c24-c1a20c0acc82","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3005 - ICT","Preparation"
"16a981c9-a466-4057-a45c-b535432b607c","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3005 - ICT","Floor Vinyl"
"2039d137-e86b-448b-bc18-a40b19090274","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3005 - ICT","Wall Covering"
"f835af12-edcc-4546-9aa4-53a88b7a6adf","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","Level 3 Connection"
"afb46a99-22c8-4309-a382-46e69f1ffe2f","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","Level 3 Connection","Preparation"
"14a1bf76-9a3a-4880-ade3-adff3b19a9fd","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","Level 3 Connection","Carpet tiles"
"e30f1540-f294-4c75-aa4d-1a076b592108","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3020 - Corridor"
"a576066a-85fe-4e46-af49-e9bdb5524c99","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3020 - Corridor","Preparation"
"8b801a95-0749-4829-b92e-b72d23c02abb","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3020 - Corridor","Carpet tiles"
"7a5b7b37-926e-4bc0-ab9d-385445174002","","fail","","folder","TRUE","FALSE","Site QA","Level 4"
"8e780b04-e156-4daf-ae21-0600aad8b7b1","","fail","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543"
"9216ab75-64e4-484c-9cac-7491b8641d20","","not-started","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","L4 Entrance"
"d6f72f61-57c0-408b-8d3f-7385006a42fc","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","L4 Entrance","Preparation"
"7312456d-12a2-42e2-bb94-187146cebb85","","not-started","Entrance Mat","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","L4 Entrance","Entrance Matting"
"6a8844fb-e24c-4225-afe1-f9de6e877c0c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4021 - Staff Room"
"e7986879-487c-4a7b-b90e-e8f88b53069a","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4021 - Staff Room","Preparation"
"6412a44e-ea7a-455a-97ce-eb46656ce50f","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4021 - Staff Room","Floor Vinyl"
"8f608b4d-d54a-4526-b9af-9197bae7dfd6","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4021 - Staff Room","Wall Covering"
"b54f3420-b835-4a5f-9daf-5656ed1f7e5d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4020 - Corridor"
"715bc4b0-2c85-4226-b1f0-46e2d6c5edbf","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4020 - Corridor","Preparation"
"facdf06f-2531-4ba0-aebd-3248ab25d408","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4020 - Corridor","Floor Vinyl"
"b009892d-abb2-4102-9d14-11eab46127a6","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4020 - Corridor","Wall Covering"
"0be43bea-349c-494a-9af9-181087a68ae8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4023 - Lobby"
"b66d965c-0bc2-4587-b4b0-2c0e77f490bf","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4023 - Lobby","Preparation"
"262d63ea-5fcb-473f-812a-c534649a8ea9","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4023 - Lobby","Floor Vinyl"
"535c3bcf-5d5f-4cc1-a415-7b9fec25dcbe","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4023 - Lobby","Wall Covering"
"2114b8eb-ba57-4d78-9800-9e02f90c3e3e","","fail","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4024 - WC"
"f87d4c3a-32a3-4a46-8dfe-3b29fced02b8","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4024 - WC","Preparation"
"bac69d55-a2a8-4731-90b7-0a26037f23e7","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4024 - WC","Floor Vinyl"
"383465b8-5df3-4d51-a6a1-952e986a8a54","","fail","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4024 - WC","Wall Covering"
"61869b70-a65a-4635-acd8-dca8df599058","","fail","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4025 - WC"
"cdf65053-21a1-42fd-ad7c-6584bf9ea7a7","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4025 - WC","Preparation"
"98f054ca-2b17-49c5-af33-39cb59bd40b0","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4025 - WC","Floor Vinyl"
"e5229195-b409-4460-8e96-60af41f63fb1","","fail","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4025 - WC","Wall Covering"
"8e5c0bf9-daa7-46a8-a301-87fd86650ef0","","fail","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4026 - WC"
"55a65e29-765f-4d9c-86fe-8b089e599de7","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4026 - WC","Preparation"
"4c26860b-912b-4639-9e4c-1f566bfe7ac8","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4026 - WC","Floor Vinyl"
"5c57726b-69ab-4ca1-a166-f37cfdcb7f5a","","fail","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4026 - WC","Wall Covering"
"4928c14a-4095-43c3-97bd-d7c47eaa6829","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4010 - Corridor"
"32b3b9db-5fa8-400d-b6e0-c1dd5101e8b8","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4010 - Corridor","Preparation"
"4444e45d-bc70-4aeb-a292-a6e9e31b8941","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4010 - Corridor","Floor Vinyl"
"ba43102f-23b3-473d-8f85-18f6b1ed3f08","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4010 - Corridor","Wall Covering"
"f7fcbd74-0662-4706-afb7-d6d9c9bb4a67","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stair1 "
"47a9e3a7-4be8-4da7-be77-e4479f7bf3ec","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Stair1 ","Floor Prep"
"63506f85-8e63-4c70-b3e5-97f28a1a3325","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Stair1 ","Floor Vinyl / LVT / Marmoleum"
"8b2e4bf0-eded-49fd-b984-41d212ff3495","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stair 2"
"afb4c7b2-163d-44b2-9890-3d17e7e38e78","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Stair 2","Floor Prep"
"04c44a37-3334-4a30-9bca-db5d5b1e5a79","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Stair 2","Floor Vinyl / LVT / Marmoleum"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","work-in-progress","","folder","FALSE","FALSE","Variations"
"a2380326-96d2-4365-b43e-30aa96da3241","","work-in-progress","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","Variation Prep - OR9, OR10, Cor 2027, PACU area"
"877c77f2-432a-41ff-bcf6-47cbdd175393","","not-started","","folder","TRUE","FALSE","Toolbox Talks"
"b3a7c0a1-3cb9-468e-b77d-575e55088336","","not-started","Toolbox Talk - Site-Specific","checklist","FALSE","FALSE","Toolbox Talks","Toolbox Talk - Site-Specific"
