"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d8e7b1fb-b4f1-4454-a556-22fd3f8450eb","","folder-normal","","","step","TRUE","FALSE","Site QA"
"b73585f3-6a5d-4801-b2d4-17b08f835ef7","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores"
"63480db9-bb30-4de3-8926-76a240b377b2","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower"
"593b99ee-69e1-4e00-b649-352b36ae0fbc","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower","Basement 3"
"5652abaf-d5bd-4519-a857-fd829709f180","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 1"
"d21dadd8-1b5e-43df-a2fe-ee15e9ebf7d4","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 1","Pre Pour"
"8926f2be-5a28-4734-b592-0fd158e1bd14","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 1","Formwork"
"fe74d7b8-cdb6-4c2b-beb5-f973de33401b","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 2"
"d85227a7-103d-4e6a-8372-0925f96e4784","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 2","Pre Pour"
"2a7ad0cb-2b4f-4096-b838-2e25b455c418","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 2","Formwork"
"23d7959f-d78d-4fae-848f-be89f8c25de3","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 19"
"162b2d0a-8adf-4fa7-8c63-8e9eac769381","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 1"
"33d3add6-a183-41c9-b1e1-1352c9fe2f2f","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 1","Pre Pour"
"2f71b05b-665e-4798-a9bf-b49aab167986","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 1","Formwork"
"b382cd2d-7181-4126-afcf-80310241be8b","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 2"
"030960be-dd14-4009-905a-019ad3d91cff","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 2","Pre Pour"
"26c48a5b-30a5-4383-9f1e-55fdd34f084c","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 2","Formwork"
"126a0b92-0553-468b-a774-0509a1332e42","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 20"
"ff60a10f-f1d5-49b3-840e-dd69d7c9d0fa","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 1"
"98b6a0b4-4cc7-45b4-920a-d05a9617d4fc","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 1","Pre Pour"
"15ed4c54-7f90-4fe8-b564-b03ea47bbb99","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 1","Formwork"
"7dac10bd-41f0-40f8-863f-f0eabb0311a4","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 2"
"d59d816a-dc3e-46aa-bb7f-52f9f9f6af57","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 2","Pre Pour"
"abd05afb-d8cb-4e8e-b546-965ecc35face","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 2","Formwork"
"b536859f-67d5-40c4-b1e9-335f704b3e56","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 21"
"5798b46e-6cdc-4b87-9538-6270f3df9228","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 1"
"effe1013-c3fb-4017-9d44-7d9be10c7437","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 1","Pre Pour"
"bdb6e79c-0227-4ac7-8cc6-bf023b30c5cb","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 1","Formwork"
"7ad29059-7880-4886-adaa-36c44e3d0a8c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 2"
"38e34245-86c7-40b5-9c0c-a542904512a4","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 2","Pre Pour"
"63eaf4e2-ae93-4657-8cfb-af0b70f5ba6c","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 2","Formwork"
"7a014ddb-011f-46b7-b4e2-ada63b4c81d6","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 22"
"ac45bbc3-2980-420b-a01f-9e5b4a0c2e69","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 1"
"5ca0c96c-cd75-48dd-8665-e2ec0ace393e","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 1","Pre Pour"
"15648e06-d4d8-490d-a37b-c923e53b0393","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 1","Formwork"
"75ff9cb5-c1d9-4520-a840-b3e56351f53c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 2"
"6b9cff62-4c11-4066-9ea9-394fa7c30e06","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 2","Pre Pour"
"cb837881-fe02-41c3-9200-2e4b0bcc42b9","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 2","Formwork"
"16bc6353-e97d-4d84-9aae-6c456604ac58","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 23"
"7acf5f5b-b817-4557-89f3-795f4e0bcbb2","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 1"
"d6f49728-9b39-4406-8870-a9b94a70ab62","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 1","Pre Pour"
"bb69029b-9ab9-4009-82e3-63f551a25f59","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 1","Formwork"
"b634cb69-3c23-4cc2-adfc-b8fcb518a34b","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 2"
"c4cb744a-3de4-4659-a566-3777cf3eebba","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 2","Pre Pour"
"40cbf303-7ae3-4449-9d80-5888f44aa450","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 2","Formwork"
"0abf26a4-1835-4d7e-886e-90af2c00735b","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 24"
"b52cb23f-1a20-40fc-8bad-53e005bed2d5","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 1"
"8cee3467-3b0f-4019-8c8c-058963cf08a7","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 1","Pre Pour"
"ffb3081f-d812-4b03-8fe4-44f414f4f14e","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 1","Formwork"
"80ac215c-0f28-4045-86b1-5eb22c766eea","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 2"
"ea9a1e39-b8fd-4f8f-b7c5-0456acfb44d8","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 2","Pre Pour"
"fdd4b027-3b71-4566-aafe-0e7accb31f46","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 2","Formwork"
"b92b40f1-b8ac-4149-9e35-eb7205c3d932","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 25"
"55cf0ad9-c1d1-4ea6-b894-d712fe1771b5","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 1"
"e78e862e-15d0-4c4d-b102-a49355286277","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 1","Pre Pour"
"011ca86e-0d3f-4136-a226-0b5f77a5ca5b","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 1","Formwork"
"64a316a5-af69-4377-a6eb-3598271acbfe","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 2"
"feebcb9d-2e36-495c-8010-860a9a131a73","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 2","Pre Pour"
"f1abc528-1c6f-40b0-8a08-fcf2ec34635d","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 2","Formwork"
"8373c58e-22b0-4181-bfcb-adb2397adae4","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 26"
"671d6004-e4d1-4c13-99f3-52e52dacfb17","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 1"
"4e0dda7c-9e99-4824-bb6d-6a63b5cdedbe","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 1","Pre Pour"
"59b5aa82-5ff5-43f6-bc72-aeeb803eca28","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 1","Formwork"
"564d607d-2b9c-4cf8-8a22-4299f3e06c3b","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 2"
"d7b6e1b8-9d1d-4bbd-b7c0-95dcdeb84344","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 2","Pre Pour"
"46d948f0-9701-4e59-b193-eeb08f3e12fd","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 2","Formwork"
"d2421f27-ecbc-43e6-bbbb-18637d904c56","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 27"
"90eb0615-f12e-493c-9faf-f94d8d99a8d6","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 1"
"53232dc7-42ad-422b-82a5-7e9d08d3090a","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 1","Pre Pour"
"1856a6b9-09b9-4418-83eb-e5f514e35286","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 1","Formwork"
"87b94d41-3507-4ad1-9da5-c6668a51d225","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 2"
"3e821922-78c5-4649-adf6-12d66aa9f5e8","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 2","Pre Pour"
"3cf54c46-61c5-4a75-b6ac-a8bd2958d6c6","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 2","Formwork"
"536cfeec-131b-4173-829f-dd58900c2c46","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 28"
"3ffd1739-5d05-44c4-b5a1-d5eb4fd6f114","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 1"
"98f8c7b4-c3fb-4dee-9bea-5b25135e5185","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 1","Pre Pour"
"8d05c454-cac3-4a3a-bbc2-f0b47cbad94e","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 1","Formwork"
"7f97ff55-6831-41d8-aee5-28ec4a6190bc","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 2"
"d88d9e19-33d5-4bf1-8b0c-fec4d66b157b","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 2","Pre Pour"
"6bf59714-fe43-4882-8d41-4843b937ecb1","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 2","Formwork"
"d81a1f8b-e875-4103-b364-e55d12db1237","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 29"
"114a8dd4-065d-43d1-8150-26a82de3d146","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 1"
"15421aa8-f427-465c-ae21-6008e2830baf","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 1","Pre Pour"
"9ff00f05-ff07-4197-a1a3-96098d856889","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 1","Formwork"
"a38e4b47-c808-4df3-8a67-c7094e0d784b","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 2"
"b5f683c4-b9d6-40c5-9f24-01deeb79d053","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 2","Pre Pour"
"9fdd0c17-9fe5-4129-a0f3-dd94b414a910","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 2","Formwork"
"11e07350-e14b-4dc8-acc6-b9b8c29b36ff","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish hall lower ground "
"bc5a3dd5-bd4b-4103-bd24-a8cff58a2fce","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Parish hall lower ground ","Formwork Handover"
"917bdc40-beea-4e39-9833-562254e2a097","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Parish hall lower ground ","Pre Pour"
"e2cd0f1c-7b48-4baf-810a-00599e8067eb","","checklist-flat","","Stripping In Situ Slab","checklist-flat","FALSE","FALSE","Site QA","Parish hall lower ground ","Stripping In Situ Slab"
"10536236-4c73-490b-8dae-d0a613e2b93f","","folder-normal","","","step","TRUE","FALSE","Site QA","Retaining walls school level 1"
"3bc58ce6-fd7f-44ed-b1b1-00b914c05fb8","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Retaining walls school level 1","Pre Pour"
"26661281-1b3f-4b61-a0b4-81bb974e8578","","checklist-flat","","Stripping In Situ Slab","checklist-flat","FALSE","FALSE","Site QA","Stripping In Situ Slab"
"7ad88c64-d85c-4484-970f-b3f631876db6","","folder-normal","","","step","TRUE","FALSE","School retaining wall level 1"
"aa2ed870-d9eb-4848-befa-4e3015bdcb2e","","checklist-flat","","0e6945202bbbe5436ad3f5edddee1af60244fcecd1cd05d01aa1aad753b876ad","checklist-flat","FALSE","FALSE","School retaining wall level 1","Formwork Handover"
"2650d260-7393-4338-a91c-ec0e942d033f","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","School retaining wall level 1","Pre Pour"
