"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9aeeb75e-2990-4433-abb7-04b602991abd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park"
"ac62c71a-1631-46a1-bcff-3e4936234cdb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park","Level 1"
"131c15a9-6a27-4bbf-a72a-2c8cf5f13f4f","","checklist-sectioned","not-started","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning"
"4b34daeb-291a-5a8a-a866-bf29b0457a8f","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning","Safety"
"266f3b60-3e6a-5f6f-985b-58c4d63228c2","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Coordination","Ensure pit and underground piping are clear of obstructions and have the appropriate access and barricading"
"30cd668e-789b-513e-bb88-125af3b54356","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"62c89014-c740-59ae-830c-8078650e6614","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Coordination","Prior to installation submit numbered Communications shop drawings for review to the satisfaction of services engineer"
"8d906880-9929-5039-a69a-f202239e5dd1","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Cable Installation"
"3673ef46-109b-516a-8321-d8d5ef14257a","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Cable Installation","Ensure that the latest services and coordinated drawings are being referenced"
"1f6121b4-2980-5413-bc59-8d18141fe43b","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Cable Installation","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"5f5a70a1-88c3-5e7a-8322-588f79f3b71f","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Cable Installation","Ensure the cable pulling strength is not exceeded as per manufacturer's recommendations"
"47e61817-9fc2-5015-86ed-5beb66398474","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Cable Installation","Ensure the cable been loomed in neatly along cable pathway and has adequate service loop's at both origin and destination"
"e01460bc-fffb-5b56-a3cb-904551b9cfac","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Termination"
"b5c80ecc-279c-5e5e-bbea-8eef5361f887","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Termination","Ensure the area for splicing has the appropriate workstation and is in a dust free environment"
"4a3caae6-dbeb-5ca4-89d3-c9df0aad1e15","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Termination","Cut the last 2 meters of the fibre and remove it to avoid any dirt, or damage from the hauling that may have taken place."
"daa16d3f-1a80-5195-af42-3da3f65e9a25","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Termination","Ensure the cable is stripped using the specialised tools and remove all Gel using telstra wipes if applicable and secure kevlar rope"
"c1be67e0-dc9a-506e-ba2b-816931447bf6","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Termination","Ensure all equipment (cleaver and splicer) has been visually inspected, self checked, cleaned and regular servicing has been maintained"
"bde28c5e-4544-5771-81bf-720a1714f261","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Termination","Ensure all splicing follows the correct sequence and any cut off shards are accounted for and disposed of correctly"
"7ad56bee-26d4-5d0d-a4d3-7abd4a72a6ef","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Termination","Ensure fobot is securely placed inside enclosure and dust caps installed"
"caf450e2-2ad8-5b4d-9068-747bbdab4942","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Testing"
"35bdc749-0ba9-595e-b360-23640f5c4686","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Testing","Ensure that OTDR Testing is taken from both directions and at multiple wavelengths and all results are recorded with their core/cable no as per label on cabinet and latest revision drawings"
"6a277655-1cbe-5194-a4db-12d71851ee91","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Testing","Ensure that Light Source Testing has the correct parameters as per manufacturer and client requirements all results are recorded with their core/cable no as per label on cabinet and latest revision drawings"
"df880c4c-11e7-55e2-8307-cae2e2c87196","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Test Results Recording"
"c6feaad6-0824-5546-b19d-1c5be4e8478f","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Test Results Recording","Ensure all test results are downloaded and stored in both their native format and as PDF's or safe keeping"
"205e8893-44e2-5d33-85b7-a17807e13285","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Final Inspection"
"179b51ca-5a4d-5cdd-b7ba-d28db7824e44","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"2c94edea-273a-5a47-8eb7-b2fdfc8926db","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Final Inspection","Cross check and verify that the as built drawings are complete and correct"
"66244609-6b30-562b-8eab-b9abe03558ba","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling","Final Inspection","Verify all testing are complete and collate records"
"ba6cb635-6f58-49cc-8a0b-a9cdb5a4292e","","folder-normal","pass","","step","TRUE","FALSE","Multi-Deck Car Park","Core 1"
"63c989d2-c054-4677-a387-f129f2dcd8f6","","checklist-flat","pass","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6"
"0df34273-dac0-5286-8e0d-ef68fd1093c6","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6","Attach any relevant photos & documents"
"513f23dc-5779-5fd0-aa39-d02fdaa7d17d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6","No Structural Implications"
"8aeac467-83bd-5ea4-83fc-b3424ff5f785","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6","Marked Out Correctly"
"ed3e88e5-e8ae-50db-b485-04d7ab95f20b","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6","Glued & Tied Securely"
"49c6be8d-7fc2-5b7b-bdaa-3439d0dd0c11","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6","As Installed Drawing Attached"
"b77b1a1b-d2ee-591a-9762-8e68f802cc3c","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6","Conduit Ends Capped"
"9e76f973-43cf-5950-ae93-76cc96c02ec4","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6","Signed By Installing Tradesman"
"9c3e6491-2b99-5bad-b4a4-84ca33de2664","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6","Ensure photos are taken"
"b6219149-e711-4e14-988e-53c9edf2ea65","","checklist-sectioned","pass","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6"
"a6fba4be-5eeb-5d18-8b80-008087414bdc","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Coordination"
"d6f5a387-494c-5dc8-8a39-c0f0a5c52501","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"5d17bb37-b2db-5ab3-a241-d5dc9ac6288d","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Coordination","Prior to installation submit conduit shop drawing for review to the satisfaction of structural engineer"
"1ec0f022-2690-5e82-89c6-b19ea4cfded8","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Metering / Setting Out"
"d2724b88-667e-5569-a9a3-6e22e58d553e","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Metering / Setting Out","Ensure that the latest service drawings are being referenced"
"4014a3fa-3235-5644-80e5-8b00909870b4","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Metering / Setting Out","Ensure that the latest coordinated drawings are being referenced"
"f43c58ce-3897-53b8-8e95-b4ef432c0018","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Metering / Setting Out","Ensure correct datum points are identified confirm datum points with building works supervisor. Use correct set out measurement tools and equipment"
"56f45ceb-30c3-58d1-86f6-4a451b458d3e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Metering / Setting Out","Engage certified surveyor for critical set out works"
"b2d9f216-1287-5472-a820-f2b254e64908","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Selection"
"3a524b6c-f501-50af-9c39-8cb4d2e6201c","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Selection","Identify circuit to be installed, confirm circuit cabling requirement. Select conduit size accordingly"
"efc86a0b-5276-5f45-9465-6578b54b1f8f","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (General)"
"fddded33-cf8d-5b6c-bcfc-038e7dcc1d03","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (General)","Conduit to be measured and cut using correct tools"
"cd7f5ad0-0ded-5f22-9a73-4585daba2589","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (General)","All conduit bends to be sweeping using bending spring. Or large sweeping proprietary bends"
"527808e5-8cc2-5464-93da-24ac1c8668fc","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (General)","All joins to be glued using PVC jointing cement"
"ac1be57a-b9bd-5756-815b-8cb2aab1eebc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (General)","All conduit boxes to be correct type with correct number of entry points i.e. 2way, 3 way T, 4way"
"1e10c31f-744e-58c5-be0f-6d7453c513e1","","checkpoint-group","not-applicable","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (Fixing)"
"c38a794e-5b08-55f7-9337-ceb68cf31490","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (Fixing)","Ensure entire conduit installation is fixed to steel work using tie wire"
"9a09dc9f-fd89-5156-a6a8-e18e8706af22","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (Fixing)","Conduit should be tied to bottom mat of steel"
"030eb866-41c0-5a5c-931e-3dee952caae1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (Fixing)","Ensure conduit installation is supported from deck over entire length"
"a737cea3-abc8-589e-8385-95656991388e","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Cast In Items"
"912bc538-1d03-59cf-bff7-3523b50fa5d9","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Cast In Items","Ensure that the void/materials are fixed securely at its final location with the correct dimensions to allow the final equipment to be installed at FFL and Adjacent to walls Floor Boxes & Cast in Light's etc"
"cf8221b9-4573-54e1-a4c3-06275365bd15","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (Covering)"
"b131c3d0-5456-59f3-9cec-a028b83df4b7","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Conduit Installation (Covering)","Ensure sufficient concrete cover can be achieved"
"9e7eec37-914f-5207-bbb6-f16bf4e017bd","","checkpoint-group","not-applicable","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Earthing"
"34762c7c-ac0b-5cd1-bc16-5b48669f645f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Earthing","Ensure that if the slab may be used as a floor for showers and bathrooms have an equipotential bond to the steel reinforcement."
"1c0f346c-48c7-55ec-b032-bd04f4a66fce","","checkpoint-group","not-applicable","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Concrete Pour"
"c87a62fb-fbf9-5743-b30c-a31198130ae8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Concrete Pour","Observe concrete pour with particular attention to critical area"
"82bf44a7-9603-5a3a-9f54-1715be7708b8","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Final Inspection"
"5bf388b8-451d-50eb-8a9c-0c85781226d3","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built drawings."
"6bb3b964-78d7-5525-9aa8-490cafb14212","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"b9e91f65-1de4-4b5c-a4f8-206a2209f001","","checklist-flat","pass","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITC-216.1 Core 1 Level 3 Landing"
"c21f5c82-c07b-5b3d-af6e-f9368c7bb961","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core 1 Level 3 Landing","Attach any relevant photos & documents"
"e29844b1-bcd8-5816-9c3b-77a080481644","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core 1 Level 3 Landing","No Structural Implications"
"08ca11da-6bfe-57db-844f-68f98389e313","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Core 1","ITC-216.1 Core 1 Level 3 Landing","Marked Out Correctly"
