"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"aedc3686-8bc6-4aa8-a885-f82f6d643319","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"af11d9ce-762a-50b7-844f-5566b82978c1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"bafcc70f-08f3-4d78-8bc4-b55b930ecc7e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"1a39be66-eb87-4e74-a29c-706688e2ee27","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"881fc2f7-4624-56d5-9fe5-7055b7581f7d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"ea7f4ad4-bffd-52af-9c67-f8eeef48f33d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"827675aa-3982-5083-b119-c9b76b38d07f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"93529ee4-6443-5c7e-8fc2-54a1d59d0bc8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"9d8622e4-44ed-41fa-b549-4ebc86b9c5ef","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 30"
"0880abe4-1680-46d9-8392-b59e4af53caa","","checklist-sectioned","not-started","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -1"
"b34683d2-3c28-576b-8188-83c8add0bd68","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"a6cacfc9-fecb-55d0-bf88-e624e9fb66d3","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Stripping and Stacking"
"a8e94c33-a0a5-540f-96f2-a4a895aea482","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -53","Stripping and Stacking","Stripping & Stacking"
"3a577a33-fe48-49be-9d6b-6b9a9b6ca048","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -54"
"354da266-6964-5eb7-8974-e10ee7fd2bb2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check"
"b133dc4d-6f8d-5b16-8332-4a1c5251f6eb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Dimensions"
"a4a5073e-1c73-5458-8ffa-4d62b45fe9ba","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould Clean"
"5349ea7a-c566-5c1b-a3b0-a014a7e58177","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould Oiled"
"921e9e4e-bd09-5b65-95eb-7270f701cc41","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould - Workmanship"
"36b671a1-e294-570c-b005-08b642175de0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Reinforcing"
"fac1001a-f7f7-5c78-b399-e1733a3bfa1f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Cast In Items"
"7f5709db-8e3f-545f-b52a-121502ac6219","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Marker Position and No."
"3fa80138-3059-58d9-8ed4-bab2e0c29950","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Make mould to Green Status"
"1e55d04f-1c88-5b87-8954-8a700646c3b5","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works"
"1fc22c65-e25b-5d2d-aeab-1fac532362e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works","Concrete Works Details"
"60f2b329-22ac-5566-bc51-c4558627f21d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works","Wilco Sample Taken"
"595c3ed0-c0f3-55e7-beab-f6644ab5b2f9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works","Bridgeman Sample Taken"
"6cb83cc8-9f7c-5474-8412-51185a87d1af","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works","Supervisor Approval"
"aadd159d-9812-5c9b-92c3-0be5c0246fa3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Post Pour Check"
"69c546ef-b1d3-5d25-bdd0-700cd5c46ffc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Post Pour Check","Edge Detail"
"332666f9-982f-527a-a01e-37c75f1975d2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Post Pour Check","Bar Projections"
"1b692a0d-60f1-5bdc-a987-4831cd54134d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Post Pour Check","Cast in items"
"1fdd8538-2c8d-56ec-8eae-91f87d84a7f1","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Stripping and Stacking"
"8cbcb50f-cf96-5f3c-a8ad-b2ec31ea87fa","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -54","Stripping and Stacking","Stripping & Stacking"
"b236219e-f129-4c49-8901-371a15137a75","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -55"
"21a853db-07ed-518b-91df-67cf20c8c1cf","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check"
"2a90fc2c-cbda-5b02-b0e3-65b9329fbf04","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Dimensions"
"0c78498b-d62f-5dbb-8cae-81100e2df505","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould Clean"
"ba1a62cf-826b-548e-ad67-8731581779b4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould Oiled"
"4f8c4df4-1f37-56d1-8b55-d13752f2c5a2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould - Workmanship"
"87918698-2716-5e69-8d5d-ad5ef9fefc13","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Reinforcing"
"6388462f-7782-5c66-837f-deeec4d3c3a4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Cast In Items"
"1e035be6-cbc3-5a8c-945e-d543ffc3837a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Marker Position and No."
"6d9a99e9-14bc-55dd-8eea-a59cc5646c5b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Make mould to Green Status"
"7a38d7d5-8f25-5ba8-b3da-164cef14de5d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works"
"b4da4c4b-324f-5892-b671-00158214a516","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Concrete Works Details"
"4502df7e-4ac8-5a4a-ad97-0d6940190f3d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Wilco Sample Taken"
"9786cf40-3656-5d18-b75e-fdc2d1621063","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Bridgeman Sample Taken"
"588041c1-8b95-5eed-a169-f9ca14d877a9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Supervisor Approval"
"380865b2-58ec-57f2-b109-e38564c111c9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check"
"10abb234-b853-53b1-aa58-510281aff82b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Edge Detail"
"3444bcd7-e8fb-5e21-9943-62340e0cd539","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Bar Projections"
"6a469753-2d5e-55e0-9b09-e96c16ff1fff","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Cast in items"
"e6ccbeee-1279-5a1e-a7a9-e5165af78d0a","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Stripping and Stacking"
"6d6b9af5-843b-55ff-95a3-33c950384967","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -55","Stripping and Stacking","Stripping & Stacking"
"d7c6f767-6c8b-4324-aba6-a090309c1f4e","","checklist-sectioned","not-started","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -56"
"c6634682-2725-52c6-a86d-6158252ae2e9","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check"
"2c4b1ab6-79a5-5bc2-abed-8e1b3aed1af4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check","Dimensions"
"f68c5a5a-409b-5189-a61c-cafc9f864e42","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check","Mould Clean"
"03d9e8ef-a21c-5aa7-872b-d8d8443c294c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check","Mould Oiled"
"23dd498b-88fd-5c73-9e18-7186fb0efd1d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check","Mould - Workmanship"
"e6459bce-0f54-5453-82f2-834c407da048","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check","Reinforcing"
"2a4d919f-7c87-5581-9625-ee02d60c6667","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check","Cast In Items"
"472da4d2-c38d-5d3c-84bd-b74f138cda49","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check","Marker Position and No."
"0db8ec59-4df7-550e-8b30-fe3426b77f68","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check","Make mould to Green Status"
"53caf424-5807-56bf-bb2d-0351828738b0","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Concrete Works"
"b95fc0c8-c08a-5d0f-873b-b8cf1d550921","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Concrete Works","Concrete Works Details"
"dc1222ea-3553-535b-8e9f-e02513915275","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Concrete Works","Wilco Sample Taken"
"a96369ba-022d-5597-9713-dbc769aa7198","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Concrete Works","Bridgeman Sample Taken"
"4154b449-623c-5fd1-ab36-afb4162521f7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Concrete Works","Supervisor Approval"
"53641d59-bf8a-5d8a-9132-f592deaf1c1a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Post Pour Check"
"34c7efc1-e668-51e8-a3ed-17eff3dfd444","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Post Pour Check","Edge Detail"
"46d6c506-6ddd-54f4-a009-369f5a22eb10","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Post Pour Check","Bar Projections"
"78cf3557-f814-502f-a236-65864e506f54","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Post Pour Check","Cast in items"
"b045602c-eba6-5660-8545-8997f7dbc998","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Stripping and Stacking"
"d8c45bf8-56a3-5e9e-9508-a89b62509740","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -56","Stripping and Stacking","Stripping & Stacking"
"c2d0221a-377e-4a27-8695-09ad94e2f7a6","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -57"
"9259db41-30ec-5e80-876e-17d1f2e5d201","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check"
"d7aedc49-447a-5262-ba12-3a8e4f21f5a5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check","Dimensions"
"4fb3f2f8-c2ec-5e77-9de0-367591eef8ce","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check","Mould Clean"
"e4625938-76a7-5ddb-a586-b85665533fd6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check","Mould Oiled"
"84fb638a-c4b9-54fb-9af0-6278e8c62655","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check","Mould - Workmanship"
"a5512b15-614c-5f8d-9f85-72df58957d9d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check","Reinforcing"
"ca1e2bfe-462f-54b5-887b-f43045ae596c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check","Cast In Items"
"e3eb4cdf-1341-5181-84d0-97ff78057690","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check","Marker Position and No."
"99f5fa4d-cf47-51b4-aa86-68628513c874","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Pre-Pour Check","Make mould to Green Status"
"8c60cc0e-b447-513c-8da1-d856f878fa0e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Concrete Works"
"1a7e7651-7989-51d2-ab29-87867ad986ee","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Concrete Works","Concrete Works Details"
"702908c1-28f5-5b57-b943-a4d487569524","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Concrete Works","Wilco Sample Taken"
"9146cb24-88b7-53f5-ae13-2df07f1fb850","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Concrete Works","Bridgeman Sample Taken"
"b4b68dfd-3ba8-5a65-ab76-72403a5829cd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Concrete Works","Supervisor Approval"
"2f999d4e-9785-542d-b6fc-51b0a86c3316","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Post Pour Check"
"09fd37ad-5c39-5c30-8d53-75960671f4d0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Post Pour Check","Edge Detail"
"17c0aca4-06ec-5114-80a4-1e563ed4be90","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Post Pour Check","Bar Projections"
"33fdbe89-e636-529d-ba3e-c7311eb6c55f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Post Pour Check","Cast in items"
"b75c5134-bc5a-5489-a612-a93611ffdb9a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Stripping and Stacking"
"e5bc6ccd-b89a-58ec-be8f-05ca56442bae","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -57","Stripping and Stacking","Stripping & Stacking"
"3e1bed39-b398-4ace-8ec1-f4716594a906","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -58"
"6f5b6353-e9dc-55aa-8e3a-2703be764686","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check"
"4b0ff8d6-9e5d-5547-8f79-f869fff228f1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check","Dimensions"
"67135fc3-8799-5d07-8627-c4305650f3e4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check","Mould Clean"
"778660ff-8408-5288-a51d-7af0f3ccbc5c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check","Mould Oiled"
"6a292672-bb47-5d10-a584-174d055842b3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check","Mould - Workmanship"
"9e6cd3cc-7572-5112-83f7-828ebd0e473c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check","Reinforcing"
"e0f224ce-069f-5b05-b3c7-f5f6082a2480","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check","Cast In Items"
"79e3ae58-17c6-5c31-a43f-8dd1f32a80d0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check","Marker Position and No."
"767a6a14-4f2d-5af8-8302-0dc9aebcf2c2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Pre-Pour Check","Make mould to Green Status"
"89c22b9b-0fc6-51e2-a582-544e9dc65953","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Concrete Works"
"547c799f-fc41-5601-87b4-6bd7310ef6c5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Concrete Works","Concrete Works Details"
"9015facf-3457-5fd4-a8d3-d3317cd03e0a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Concrete Works","Wilco Sample Taken"
"23834000-d2c0-5c91-a2f9-fbc03b15e7c2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Concrete Works","Bridgeman Sample Taken"
"43fc0cf5-0319-5a01-9c36-468bc8065ddd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Concrete Works","Supervisor Approval"
"e5b0c499-18d3-5e33-afe4-1a1fdd1a4dfc","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Post Pour Check"
"e9da3949-3b61-5742-8949-3ce54e450d3e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Post Pour Check","Edge Detail"
"551cfe89-f985-5926-a949-676744073371","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Post Pour Check","Bar Projections"
"6e6adacf-44cf-5141-8b68-f4ca302d27da","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Post Pour Check","Cast in items"
"718f0d5d-1339-5e26-84ad-1dde8f695d54","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Stripping and Stacking"
"09212fec-f61a-5bd1-954c-7af48b2beb49","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -58","Stripping and Stacking","Stripping & Stacking"
"2f46ad34-31cb-4d11-8b49-de6b1443886f","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -59"
"56b78b6f-8d8d-5e2a-9b4a-de5f26a47b13","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check"
"58e8957b-490e-5f10-9e91-9e62decba396","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check","Dimensions"
"ea71b3ed-406d-5870-8a40-83061570fca7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check","Mould Clean"
"371896e3-3fb2-5e09-acd7-bd05cde0983e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check","Mould Oiled"
"83126923-9b40-5f9f-958c-0b20dfe646e9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check","Mould - Workmanship"
"5107beb3-317b-549c-9185-cc2304928920","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check","Reinforcing"
"9802f27b-d375-5dd0-b6c8-53411536ace5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check","Cast In Items"
"9c6f3148-f5c9-5b39-abe5-983d6ab07fce","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check","Marker Position and No."
"3a2006b8-ab55-5188-8d86-d48fbfc80724","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Pre-Pour Check","Make mould to Green Status"
"ae67539a-b8cb-52c8-bd14-e9aabaee7287","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Concrete Works"
"0bcbaf7f-4505-51aa-b57c-b696e58f0ca6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -59","Concrete Works","Concrete Works Details"
