"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"70513420-2675-400f-865a-e38ff25d6488","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation"
"d0a0d546-66a9-4bf2-99d5-496a00b2e3a6","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater"
"aa993fa1-58eb-4e0a-9e7e-614d53ca03c3","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)"
"f62772cd-967b-4e73-8b20-fe4ea42b9a99","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist"
"d1c909f9-ae57-5673-98cd-9176fe03d82b","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"9a0e3b21-5c4d-58ae-baac-aa5de4a3d4db","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e3b4f544-f151-4f36-8301-84ac59ec0f67","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Excavation Accurate - Location & Depth"
"6400264d-0331-5283-91cc-7a6a1fd7487c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3b5b1990-1547-45ca-a0fc-7c2dada5ce89","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Ground Conditions Checked & Acceptable"
"d0131f61-be53-59ad-9b96-806ac9d00466","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:f4c14850-749f-415e-ad60-4ac5d54034f9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding depth and material correct"
"96216ab0-ad2f-57de-8e84-9e03419d812f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:49164952-313a-4b22-92ab-3b847456b693","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Correct pipe laid to specified level and grade (all joints sealed correctly as specified)"
"ba746ff0-d4b4-5557-a49b-6c2199c91c6f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:d27c0140-2652-49c4-b093-b61ea6421f8a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Connections to manholes complete and approved"
"e32dde12-2a19-5d3f-a88d-fd5ba650988f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:9f1341e4-974b-446c-82c5-1c365476fdba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Downpipes have been checked, installed and approved"
"9c7ee422-4eae-5f26-b8c2-65901dafc535","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:66273d08-a3ff-40b9-bb80-476c78573c3f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"96d36313-db21-5d47-9e69-bdf1039ebd2a","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:c8e8b675-41b0-4bd4-ba43-7d4ad4ea7bdc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"fd0638af-fb45-5c55-87c8-9f8c9732679f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:2d7339b5-9c3c-472e-88be-1274d95fae9d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"95581f5f-67d2-53ad-afd4-061ce2bf57d1","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0961e97c-8ada-404c-ad74-2904d17d1402","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Cess Pitts have been checked, installed and approved"
"f3f810d4-160d-551b-84e3-94701983b3b7","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3a50c613-e53a-450c-80ee-79d3b5fdbf55","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"14520cf8-16b9-5f9c-9eeb-9779d88a3260","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:a7af3f46-3793-48a3-8c2e-e30ac62b04b5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"671d9d3a-4ece-5c56-b431-e6751fba0e9b","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:cb9aae7e-d22c-4433-b2f9-441e783eb6c8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"1001c072-3806-580b-9a0c-ecb7e9a00881","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:5c517e65-621c-49c1-ac0f-1487bcf6d65c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Pipe Laying Completed"
"dd9c90d8-5b27-5844-b70c-197ae0101597","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:bd0edfc9-e6fb-42a4-bf63-bddc0ae5358b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding Sound"
"a6ee846a-1f2b-5850-b4f6-006c6de5612f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:7a3633d0-cb1d-4456-aa88-e669f9ab1678","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Soil Removed"
"e6b4f8a5-810c-5ccc-aaf6-e08fcf62aab7","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e2eee042-ea5b-4720-bd88-396227607c17","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Trench Compacted"
"de586714-b646-553d-a386-f8860f8dd81d","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:972937fa-1913-4765-a4d9-fca9bf01efc1","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Hard Filled"
"e1a94c32-ba2c-579c-8a85-a9b9b902185b","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:ea1108a1-ab36-44be-b4b0-f8ba8a655b54","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Install Tests completed, reviewed & approved"
"22f3e86d-3eb8-5664-bc49-d82728e3bae6","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:8d403cc0-6693-4a14-896c-fcbfa116a6d9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Local Authority Inspection Passed"
"ab98a4cf-e561-57b2-a835-05387c8f30f2","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:71b6e6bc-2d00-4ab8-a1fc-379a04914c72","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Area of Work Inspection Completed & Sign Off"
"d34f2ec9-a389-5f3c-baa1-a981b4450f4e","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Backfill"
"8874fb9b-4169-5a2a-aecb-9505ee6a0ca4","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:5189e464-7ecd-4c78-8d87-06a10c81f1e8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill methodology and material confirmed"
"7f6bd7a0-4b65-59c9-8fd9-2464d9cd6fdb","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e8233221-50c5-4e57-80da-b6247bc47cdb","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Backfill","Any formwork/ debris removed from area"
"350dc97c-8a9c-585b-ba27-3552f9b0437e","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:88e16a35-9b12-408f-abe1-0d72356f8ac5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"bd89c73e-85f6-552d-aa7b-31560af53d7f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:2be963c6-9cac-4fda-b7ed-5911896e1d34","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"2d974017-8f7d-5881-8922-010272596e73","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e3fbc0b4-b1ef-444d-bf09-7fc7dca2dfe3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Backfill","General photos and observations during backfill"
"ed386565-ab20-5592-998e-255e42197be4","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e63cdfb5-e127-4e8a-922a-c3874991123d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"3f899178-8723-472a-8692-e9f83023edfc","","checklist-flat","not-started","Cesspit Installation","checklist-flat","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation"
"a7acda3e-8390-54d8-976d-8994901577be","","checkpoint-status","not-started","Cesspit Installation:d73c2ce4-128f-4992-924c-a0a0238009a4","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Setout & position checked and confirmed"
"ff738cb6-7c33-5816-9995-9d050a137fe5","","checkpoint-status","not-started","Cesspit Installation:195f701e-2691-4cc9-8f5c-8dc05f8e03b0","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Cesspit installed as per standards"
"b4c947fa-2782-5820-94ec-258f5e209c6b","","checkpoint-status","not-started","Cesspit Installation:c30d625c-311f-4e29-8873-a7f1db5e33f4","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Setout & position checked and confirmed"
"fe8b5ef0-f13c-5a33-bcc6-63c6cc741b5d","","checkpoint-status","not-started","Cesspit Installation:22381c22-dd1a-4e61-bd50-63bf2d639ade","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","All cut pipes epoxied"
"9e1f2ec2-9cbc-5d5f-91b5-be0023016a1a","","checkpoint-status","not-started","Cesspit Installation:7ef0f2ab-def2-4daf-9054-953764f196a5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Confirm Levels Correct"
"fa95c944-1727-52cf-8d3e-96f6f2532714","","checkpoint-status","not-started","Cesspit Installation:2c74ef9d-221e-41f3-9714-39222e5ce1f5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Cesspit cleaned of all Debris"
"7cde96db-87f2-5253-9b91-53d02df91a99","","checkpoint-status","not-started","Cesspit Installation:3cde5380-62b9-48e1-83a0-132b94b70f53","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Concrete Apron installed (if required)"
"f46dae7f-8119-5a5a-9b61-2416fb0a640e","","checkpoint-status","not-started","Cesspit Installation:66a7aa5c-29e4-4839-85a9-6fbead1374d1","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Frame & Grate alignment checked"
"8b418acc-1ec9-5c88-bee0-09341c978ade","","checkpoint-status","not-started","Cesspit Installation:527a27ad-8dfa-4f4c-8b45-82f9f82ab72f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Minimum sump depth checked"
"f8428d50-dfec-5081-b842-a4103947a2a6","","checkpoint-status","not-started","Cesspit Installation:88778cc2-035f-4c47-96d3-1b89896cf99a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Captive Grates installed (if required)"
"65e76885-f189-52bd-8bf7-ee80c95998d4","","checkpoint-status","not-started","Cesspit Installation:9422dc07-0fb6-4a4b-9bcf-5b5dd4ceb0ec","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Cesspit Installation","Cesspit complete & ready for sign off"
"e820fc43-f4ac-4445-9403-53a864290e5f","","checklist-sectioned","not-started","Drainage - Soakpit Install Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist"
"c1691cf8-6e71-5459-8ea6-c2e9327cfb57","","checkpoint-group","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install"
"8572ac29-e6b0-527d-b82d-2ae79a077dce","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:db727cb6-74fd-4982-a20e-4a9d49b90451","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Latest consented drawings"
"7d94de88-d5b5-5a5b-8688-7dfae360bd87","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:c7c1e6ca-0aa9-45ca-ae44-f52b11615248","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Setout Completed checked and accurate"
"668436fd-ce09-5dc4-b3b9-a55d5f73c84c","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e66fcc7b-ce75-403b-b734-0f1e981914ae","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Excavation Accurate - Location & Depth"
"f50b7913-d7a6-5d12-992e-01de6c2e869d","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:941a9c44-6260-4135-a79a-171a7c3a076f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Ground conditions checked & acceptable"
"f21ab09a-6ce0-5e26-90e0-9e17ff8815c4","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e5d7856d-e723-40b9-9c7c-4dd60efda0de","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Bedding depth and material correct & compacted"
"c5dc5a23-277c-5150-8806-afb31c1b4b02","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:aa4ffd2b-9cce-45c7-a007-9d9d3a889795","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Correct Soakpit installed to specified height and sitting level"
"c453450b-d794-5630-8f05-992deaf4982c","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:34ed79c2-51f2-41b0-8c7d-707a4472065a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Risers Installed (if applicable)"
"668ed3e6-d8cb-573f-a81e-9e0b094c98a4","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:d4813821-e51d-4537-8278-8bef6a8bfbc3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Joints & connections correctly sealed as specified"
"42068d29-c2d7-51b7-a2a4-688ffbf63586","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:908437b8-5111-43ba-b1a0-dea6f1ec3041","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Soakpit benching completed and acceptable"
"cf7d03d7-4746-5455-8e0e-a2adf0f1f977","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:7dff9e22-46aa-4598-98cf-87ff89670be5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Proposed Field Catchpit6A (SWDFCP 6A)","Drainage - Soakpit Install Checklist","Soakpit Install","Concrete Lid Installed and sitting appropriately"
