"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b683adb2-4923-4991-8a13-a5722e04e8bb","","folder-normal","not-started","","step","TRUE","FALSE","B01"
"68495235-ead8-4a9c-a54f-0e3be05f8e13","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor"
"672784cb-4846-4708-b435-d0ce2f173184","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care"
"82b6aa77-7cb9-4db1-9709-c2e426e2349a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 1 (Accessible)"
"365abe6b-b237-4492-8424-b5d6c6dd6d1a","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA E","ELECTRICAL CUPBOARD"
"360a54d3-15d1-4e11-a65b-1b274f3d4404","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","ELECTRICAL CUPBOARD","Rough In (PMJ Only)"
"ab219988-a3f8-482c-99cd-b140af54a0bc","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","ELECTRICAL CUPBOARD","Fit Off"
"3bed9b3a-6731-4c79-9c5e-1924d9d6f92d","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","ELECTRICAL CUPBOARD","Installation"
"72a752ad-70d1-4fd2-a126-96f63a0d695e","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","ELECTRICAL CUPBOARD","Handover"
"e136ad98-b6ab-480e-a1c4-bafe1ed4b90e","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA E","WASTE ROOM"
"76479152-77fc-44b9-b989-5dfc11626fa6","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","WASTE ROOM","Rough In (Cavity Pockets Only)"
"a4777fca-d12e-46b8-8e42-e8b58274a669","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","WASTE ROOM","Fit Off"
"5ca51c74-81f6-432d-bca9-e8353c361789","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","WASTE ROOM","Installation"
"c53fc796-b8ad-4468-a8d2-227a25c08766","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA E","WASTE ROOM","Handover"
"78d19bb2-1174-4948-8cc5-87f7ac425827","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA F"
"76680580-1405-4f8e-a5dd-a3c13a79fb6c","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA F","POOL PLANT ROOM"
"4021d8ba-204b-4a84-a56b-5cd334685bc4","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","POOL PLANT ROOM","Rough In (PMJ Only)"
"ebe602de-83c4-49e4-a361-3163b8ae423e","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","POOL PLANT ROOM","Fit Off"
"d8dd41b6-3e1f-4afd-8c64-4ee80988b1b8","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","POOL PLANT ROOM","Installation"
"a63ed11e-d953-4e4c-8ce1-fef9b304e0ba","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","POOL PLANT ROOM","Handover"
"950bc406-2cd0-4a4f-84e7-e0753937cdca","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA F","LIFT/STAIR 6"
"22246dc2-951c-4507-b47f-f73690538199","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","LIFT/STAIR 6","Rough In (PMJ Only)"
"4346a0e1-7119-4417-be8b-a6c62f622573","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","LIFT/STAIR 6","Fit Off"
"d0a0b420-6cba-468f-bbc7-4219702b056c","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","LIFT/STAIR 6","Installation"
"b6e8c3d1-7c24-4a8c-90af-ea6dc6bc70c9","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","LIFT/STAIR 6","Handover"
"b64b1f02-a9fe-402d-a99f-9c048714ead0","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA F","ELECTRICAL CUPBOARD"
"069cc59e-c3fa-47e1-b81f-61148d23c8c9","","checklist-flat","not-started","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","ELECTRICAL CUPBOARD","Rough In (PMJ Only)"
"5dfb67ca-1c50-443a-85ca-d8db24d250b5","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","ELECTRICAL CUPBOARD","Fit Off"
"a4398781-a811-4142-a309-e488ce23993e","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","ELECTRICAL CUPBOARD","Installation"
"515cd67b-b78e-45e1-8976-60b9475194e6","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","ELECTRICAL CUPBOARD","Handover"
"d228bbe6-da26-499a-815d-09af66c4e990","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA F","WASTE ROOM"
"52c236fc-db27-474d-91e8-bf04bbfb13af","","checklist-flat","not-started","Rough In (Cavity Pockets Only)","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","WASTE ROOM","Rough In (Cavity Pockets Only)"
"fbc00b36-08c2-4c96-abda-6ec75f548008","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","WASTE ROOM","Fit Off"
"ab8ccf15-f24d-4a0c-8dc5-fa801bf7db9c","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","WASTE ROOM","Installation"
"738c201d-98be-4d36-85a9-9dd2631a2642","","checklist-flat","not-started","Handover","checklist-flat","FALSE","FALSE","B02","Basement","AREA F","WASTE ROOM","Handover"
"0216e90e-a56d-48c1-8225-75a160b76cc6","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor"
"200b7542-1073-48b3-a1c1-8bcf5ef05d23","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS"
"89306e8a-b8a0-49ee-819f-24da80d0da4a","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 71"
"aa514759-640e-4079-b41e-77437b4f7a53","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 71","Rough In (Cavity Pockets & PMJ)"
"e62d245d-21ed-48c4-b301-cfd5732bff12","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 71","Fit Off"
"db64cf06-3c5b-41e5-a911-80f561067268","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 71","Installation"
"a00886e4-1d60-4206-a627-11a2cfe56212","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 71","Handover"
"01a439c6-58f8-4640-9263-f9d26489d6ef","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 72"
"d0edad5b-fb0a-4624-b6fd-77193623c244","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 72","Rough In (Cavity Pockets & PMJ)"
"17e91a16-af69-4fbd-9489-5db24b69251a","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 72","Fit Off"
"bce70c06-25e4-41d5-8240-61e9835ba45a","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 72","Installation"
"a3aba731-703b-4d81-bdf0-56b86fc50933","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 72","Handover"
"978fe9b6-1fa4-4cc5-904f-cdd7172c9498","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 73"
"f42c9db7-6b31-4749-88e1-dd4c11a89664","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 73","Rough In (Cavity Pockets & PMJ)"
"8f777e5f-2e5b-4fbe-bd0f-26f48ecda2d8","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 73","Fit Off"
"79c54b75-9ffc-40cd-8b8a-8087dbecaa50","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 73","Installation"
"6b7689ec-67b9-4b4c-8392-916741350546","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 73","Handover"
"b07d9ee6-2426-4542-ab23-20b53784b24d","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 74"
"7c6f7363-dc6e-45ab-9d94-d7b4bcd48673","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 74","Rough In (Cavity Pockets & PMJ)"
"af5a86f9-efcf-4668-bd9e-2dd3e5c4a29c","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 74","Fit Off"
"c40a3578-775b-4712-872e-5a38e4edb99b","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 74","Installation"
"17336507-b919-4ead-8958-ec78a08af851","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 74","Handover"
"30a8e2c6-f524-4a41-a071-1b75a27ea572","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 75"
"088ed332-92e2-451f-9b04-5eeaf60e2de2","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 75","Rough In (Cavity Pockets & PMJ)"
"bc3079ca-d75f-4af2-8418-934e9f863276","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 75","Fit Off"
"6531964c-e933-4732-b0ac-6afcf0156475","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 75","Installation"
"89e90e8b-e0dc-49d5-a9d0-38a32b23312e","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 75","Handover"
"ceff5955-fc8d-488f-bfbd-636986c1ed12","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 76"
"3bc9efda-977b-4696-bc18-25e3a7118cf8","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 76","Rough In (Cavity Pockets & PMJ)"
"116873d7-342c-4331-9c5f-f2cf9f1023a9","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 76","Fit Off"
"7ddcf387-5dc2-4970-b5c5-38c16c71f564","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 76","Installation"
"6c2d452f-6e73-48f6-baf7-454bf90e296c","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 76","Handover"
"09fd81c6-e70c-4bc6-925f-f113a3acf28e","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 77"
"930a64c9-5c95-4a05-9063-b7ec7d82d4fc","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 77","Rough In (Cavity Pockets & PMJ)"
"b87b5945-ee92-43dc-a289-a2197a44db29","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 77","Fit Off"
"cfd78338-4570-4fd5-b06a-810d645c6e38","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 77","Installation"
"6dd820c2-e87b-4cc7-b77c-32fab4c09a26","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 77","Handover"
"86df9474-1bb5-4e25-b5bd-8a4cc8c7d3dc","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 78"
"e11e13ae-027a-465d-a804-9020601f26ff","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 78","Rough In (Cavity Pockets & PMJ)"
"f163f4c4-f827-4409-96fc-84f934bf8692","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 78","Fit Off"
"4e90d0c2-9771-4d70-bd09-4d6793ad1df5","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 78","Installation"
"10128472-8199-4eda-a70a-149594513b53","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 78","Handover"
"1de29cb6-d3cc-4317-9ef0-80e977508352","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 79"
"089f0f58-cd78-44b5-bcba-36a32a082853","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 79","Rough In (Cavity Pockets & PMJ)"
"cbf8147d-dcfd-4d08-a74b-e7803ab721b6","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 79","Fit Off"
"77d4bd93-d355-4be9-a692-15ebade8841e","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 79","Installation"
"4ff97f35-3bc1-4c54-a4d6-2230d6a3067c","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","AREA C - APARTMENTS","APT 79","Handover"
"64da0dcc-5ea4-4a0b-a62e-1fde4c775d2c","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","COMMON AREA"
"1702637f-6369-4ad3-8750-67e0d4c3cbe9","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B02","Ground Floor","COMMON AREA","CORRIDOR"
"9b9bca40-da24-4370-84c3-e19dcc6e7cde","","folder-normal","pass","","step","TRUE","FALSE","B02","Ground Floor","COMMON AREA","SERVICE CUPBOARD"
"d7fb1c58-d70d-4844-a7f6-794cb25edd30","","checklist-flat","not-applicable","Rough In (PMJ Only)","checklist-flat","FALSE","FALSE","B02","Ground Floor","COMMON AREA","SERVICE CUPBOARD","Rough In (PMJ Only)"
"8bcba90f-0528-43de-a6b0-8eab90768133","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Ground Floor","COMMON AREA","SERVICE CUPBOARD","Fit Off"
"87bcc5fa-74d8-4c89-8587-4994f5da0e9b","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","COMMON AREA","SERVICE CUPBOARD","Installation"
"6c64d5f0-8ce2-4df8-9b22-90e8b329f132","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Ground Floor","COMMON AREA","SERVICE CUPBOARD","Handover"
"7765714b-26cb-4e96-8f5b-8131a17828f8","","folder-normal","pass","","step","TRUE","FALSE","B02","Level 1"
"c1945004-4eb2-4f54-99b3-8230e2e4a8bf","","folder-normal","pass","","step","TRUE","FALSE","B02","Level 1","AREA C - APARTMENTS"
"e95b1f56-b9ac-43bd-96a7-2b173808eb0c","","folder-normal","pass","","step","TRUE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 171"
"c6cf601d-8382-44aa-b42a-c3949347711c","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 171","Rough In (Cavity Pockets & PMJ)"
"a689b509-de87-41a5-8576-fba1af0a6647","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 171","Fit Off"
"079d277c-458a-4ea9-aca5-60fd5b0faf45","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 171","Installation"
"166d3dbc-655f-4dd6-a492-e38a0b122279","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 171","Handover"
"52615be7-9c73-4e65-a9f1-9a9f1d00755b","","folder-normal","pass","","step","TRUE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 172"
"b7d3c3a8-c271-476d-9ddc-5ef7dd8f991c","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 172","Rough In (Cavity Pockets & PMJ)"
"3dcc4b30-7a05-4e05-a038-e8c8fc34d88e","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 172","Fit Off"
"e539a9a1-cbf1-4063-80e3-618c35a4240c","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 172","Installation"
"d35b1896-3da0-42d9-875a-0151f26522aa","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 172","Handover"
"8e1f3977-8d82-4665-af33-63aecc05035b","","folder-normal","pass","","step","TRUE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 173"
"38722312-84c6-4a15-b044-9768ae78f5cf","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 173","Rough In (Cavity Pockets & PMJ)"
"57686206-3f9f-42e9-911a-6ad1e9973f0f","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 173","Fit Off"
"0ead165b-0f3f-4b9d-ae0e-0d1ec7b87aa8","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 173","Installation"
"8a68d1dc-41ba-4870-9e64-8379dbb266e1","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 173","Handover"
"2e7869ee-b191-420c-b456-6541017c99be","","folder-normal","pass","","step","TRUE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 174"
"bb1f53d5-7c7f-488b-b51e-a6db4a784dbb","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 174","Rough In (Cavity Pockets & PMJ)"
"62722185-7cb0-4ce1-abc9-4474bda34646","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 174","Fit Off"
"f7232b77-7c40-4e4b-ae22-4f450cb925e6","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 174","Installation"
"d450ca75-0d0b-40e5-9b7d-937ef02edf14","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 174","Handover"
"7a31cbdd-3b8f-43f4-bf11-586ac3c2fe31","","folder-normal","pass","","step","TRUE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 175"
"263eb808-85a3-4ad4-8581-43ba54ab17ac","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 175","Rough In (Cavity Pockets & PMJ)"
"54cda445-362e-4c15-9c14-d4283d810b54","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 175","Fit Off"
"424756d4-5558-4dc5-bd58-d5e8ee1980ed","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 175","Installation"
"0c2b9b77-8cb5-482f-9964-55413f0a9834","","checklist-flat","pass","Handover","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 175","Handover"
"abae79d6-3fd3-4852-a701-65f398ca69c6","","folder-normal","pass","","step","TRUE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 176"
"0a7fda35-6f13-4a3a-b783-9391c7dfe262","","checklist-flat","pass","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 176","Rough In (Cavity Pockets & PMJ)"
"89f127f9-0882-4d07-8594-50dae3a159b7","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B02","Level 1","AREA C - APARTMENTS","APT 176","Fit Off"
