"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1aaed0a5-fc27-470d-ad90-a08ba3523b78","","fail","","folder","TRUE","FALSE","Site QA"
"c297c7aa-cdbc-4f11-8f95-f5215168c7eb","","fail","","folder","TRUE","FALSE","Site QA","Multigate Office"
"75865981-7e93-491b-ba1b-6df16f3d58e7","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure"
"81e3d7c0-4f4e-422a-ae17-d94b07ca5b8b","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)"
"0261fff3-f86e-4c19-bda6-ce59be8ed14a","","pass","Excavation - GPL-QSE-ITP-STRUC-003 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East"
"5ba8777d-e62e-59a1-a9e5-3a3a34cd11a9","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East","Prior to Works"
"fd5827c5-235c-5828-8724-4e2d502d60d7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Sheeting Works","Confirm all penetrations through wet area walls adjacent to habitable rooms are sealed and caulked"
"d3b65d04-219a-5865-83b7-c266168e5662","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","During Sheeting Works","Confirm skirting fixed level and at correct RL at joinery/window interfaces"
"a5b90c79-f5fd-504e-aa5e-1207c4520ae0","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","After Works"
"f464a80b-f74a-52e3-aab3-925e45a2da25","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","After Works","Attach subcontractor ITP"
"bcbe1930-a530-5a4f-bada-9743e5ba2838","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","Sign Offs"
"13664d01-1f11-547e-9974-b5934b3f7256","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","Sign Offs","Orwell Sign Off"
"9026af96-3454-5919-b7e2-528c02058de2","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Riser Walls","Sign Offs","Request Sign Off"
"6f3e0bab-0863-4d3a-ac51-431d58baa08a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In"
"34228888-5183-49ba-a3b3-eb4d75091cbf","","work-in-progress","Hydraulic Rough-in - GPL-QSE-ITP-FIT-005 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic"
"805dae7e-5365-51ae-9267-bb6c20ebcaac","","work-in-progress","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Prior to Works"
"027de7cf-43c6-5f92-bef9-9494cf1a43e0","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"da07ab59-3386-5241-8b95-bb3da3bc3b18","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Stacks and Underslung"
"9353a012-37cf-5161-b2ec-8a595fd32452","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Stacks and Underslung","Fire collars inspected prior to works. If cast-in, all grout removed, no honeycombing etc. If retrofit, correct number of screws used etc."
"326ae31b-1ce0-5e52-9330-186612b0db7b","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Stacks and Underslung","No part of fire collar covered (i.e. painted or Hebel head track etc)"
"ff677050-c4c8-55b4-b917-a501f5a8857d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Stacks and Underslung","Underslung PVC pipe installed as per design location. If not, mark up sent to record 'as-built'"
"bab28a4e-b19b-5b4e-839f-9e1af795dbf1","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Stacks and Underslung","Underslung PVC pipes and traps invert level all contained inside ceiling void"
"44971960-8242-5bec-b623-277fc6cdcca0","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Stacks and Underslung","IO's installed as per design and at change of directions"
"68374b49-fa26-590b-a2ee-7b99e1dd71a0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Stacks and Underslung","All PVC pipe work acoustically lagged and wrapped as required"
"64f757cb-6950-5d16-84a8-57cea17832f4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Stacks and Underslung","Confirm PVC pipes are not bridging against metal studs (Minimum 5mm clearance is required after lagging)"
"1bfb6a89-5753-59d4-9866-4b316ddd6209","","work-in-progress","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in"
"f0dc9047-8c57-57aa-9dc1-ce6eb11d948b","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in","Confirm rough-in location to kitchen water and gas as per kitchen shop drawing"
"23f52e4d-6f8b-5a1f-ab94-3ef16ac0f780","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in","Confirm rough-in location of wet area as per design"
"59155f60-3afd-55b9-8709-fbec44bb1624","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in","Confirm rough-in heights of wet area as per design"
"d3f5b31e-d060-53e9-99f8-f9e00320a0fb","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in","Confirm inbuilt cistern location and framing"
"c62e81a1-4b47-5033-a269-901dea2352e0","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in","Confirm A/C tundish location"
"ab5c3bc2-ce08-5f44-8ce3-05a682f49f72","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in","PEX pipes clipped at required centres (horizontal 600mm, vertical 1200mm) and rubber grommets fitted where running through studs."
"14af4b15-65b8-5d6d-8e76-145e722c1169","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in","Confirm following test been undertaken (attached sign off)"
"21f30c51-ac37-5aae-bf0c-882883b6ada7","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Rough-in","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"38785f76-cc60-5dbb-aa25-078468c5fbee","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","After Works"
"865714f6-f1b4-5dee-b43f-2d6e93e3633c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","After Works","Attach subcontractor ITP"
"e311890f-3bdc-525b-b5c1-d369a833341c","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Sign Offs"
"f1452505-8466-5e4e-b635-44d9c300d0ec","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Sign Offs","Orwell Sign Off"
"a4bf8415-2504-5fbf-af63-bf07b1f2f8b6","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Hydraulic","Sign Offs","Request Sign Off"
"a673f53b-a66c-4685-a548-3a74a5e12ae2","","work-in-progress","Mechanical Rough In - GPL-QSE-ITP-FIT-007 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical"
"84f3c026-da9c-5f13-804b-a2268f52125d","","work-in-progress","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","Prior to Works"
"50e238b0-eb86-5105-9fa3-b1c44e3dfd3b","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"5f6c2a8b-5486-5097-b8df-f50b1dce861f","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works"
"c9306b99-ba75-51a7-9a55-655f2e709067","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm FCU and Fan location as per the design and ceiling access panel will work for servicing (i.e. back left hand side of FCU, directly under fan)"
"8c5bb729-4b51-5ac6-84d4-4f485d22ac87","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm FCUs and Fans are vibration isolated from soffit with in shear rubber mounts"
"586abb6a-452a-5596-b800-60cdc61a7301","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm minimum 100mm clearance behind FCU for return air path"
"9220a135-765c-50f3-a43f-f8e72b1a9418","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm all flexible and sheet metal ducting has been installed as per drawings"
"5e11b080-f7ea-5131-96b9-2a0adbc447a2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm sealing of flexible connections between kitchen/ toilet exhaust fan and metal ducting (mechanically fixed required)"
"7e9d8d57-fed6-5c01-a421-8d858e476721","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm flexible ductwork is not crushed, torn or damaged at any point"
"138976b0-8177-5c45-bcdc-b25501a8edf7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm wiring of AC controls are located as per architectural set-out"
"1a324656-4c0f-516e-8529-2443d9ff16c9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm all refrigerant pipes have been installed, pressure tested and insulated"
"99793017-066f-5218-b91d-329d6d466dfb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm all condensate drains have been installed back to tundish and tested for falls"
"effd59e8-e3b6-5eb7-a988-5ef86a601e87","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm all above ceiling air paths are maintained as per design"
"d9f82616-1bab-5a2b-8c89-bcd3d08250f1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"5f9c99ce-b07c-556c-a3e3-9a860999589b","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","After Works"
"13e4a960-4283-5b93-adfe-68c4e16f528e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","After Works","Attach subcontractor ITP"
"825cdd9b-d12e-55e1-bf3f-3aa30a75b955","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","Sign Offs"
"dad3b7ac-0b4f-512e-a53f-5f49511945d1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","Sign Offs","Orwell Sign Off"
"1814655b-44f1-53a5-b678-10cffe1957a8","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Mechanical","Sign Offs","Request Sign Off"
"ed16c32b-4945-4c76-8718-b4ae2e40103c","","work-in-progress","Electrical Rough In - GPL-QSE-ITP-FIT-006 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical"
"8ebcfae0-1ec2-5f55-9d02-450524b3eed4","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","Prior to Works"
"55b1e3b3-732c-5968-a2f7-1d11c8e7b471","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"b8ac733e-9d3a-5833-8571-8cc5e41e4645","","work-in-progress","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","During Works"
"f71347bd-1062-5e82-ac6f-d956c6f53386","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","During Works","Confirm light layout and switching as per the design"
"4e8a22c8-e276-5683-9fba-33466d0b75cc","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","During Works","Confirm height and location of the following"
"f547da5a-23dc-5d5f-b671-c09a19c9d6a9","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","During Works","Confirm GPO locations for OTHER (i.e. fans, FCUs, blinds, etc)"
"20029f6a-c70e-5b32-98a6-50311b5cb17d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","During Works","Confirm NBN conduit and draw wire"
"1927a0f7-4a32-5034-b4c1-efb3041c9dda","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"3bb9a00c-eb5e-5308-98a3-317412f5cde0","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","After Works"
"5cd82283-e116-5ca1-a1e0-a0af1fd478f1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","After Works","Attach subcontractor ITP"
"37481459-bb21-59e1-b148-188dd96a6ed7","","not-started","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","Sign Offs"
"5ce1d95d-d4a6-59d0-941e-54c1dcecccd4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","Sign Offs","Orwell Sign Off"
"1ee69387-b3bc-5ba9-b493-033f3ca75202","","not-started","","signoff","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Electrical","Sign Offs","Request Sign Off"
"c966dcd0-7a88-4cbd-871e-c21f5546a0d5","","work-in-progress","Fire Services Rough In - GPL-QSE-ITP-FIT-008 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services"
"6dee46d7-e4e4-546d-910a-82e461ab9ae5","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","Prior to Works"
"2d6c0145-8d84-5e7c-9514-97455aea6e4e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"972250a8-dd50-5bdb-a683-27e95a06b990","","work-in-progress","","section","FALSE","FALSE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","During Works"
"6e7350b2-fd02-51cc-82c8-bf279971e906","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","During Works","Confirm sprinkler pipework installed as per drawings"
"fbbcd2ed-f5bd-52ca-b36d-211427eea863","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","During Works","Confirm sprinkler heads have been installed as per architectural RCP layout"
"5214a023-205b-5590-98a8-ff1b0bb62c38","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","During Works","Confirm any drenchers required have been installed"
"e6729448-9606-5009-8c6b-a4526a67ab32","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","During Works","Confirm red cabling installed for fire electrical speakers and detectors"
"fe48a31f-328c-5516-a769-64fbf9264458","","not-started","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"ab6e3baf-ae05-512a-9fcb-ac8182ca2e15","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Fit Out","Level 4","Services Rough-In","Fire Services","During Works","Confirm pipework pressure test has been undertaken"
