"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883e0405-ea15-447c-bf83-728c9c0b5b27","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block A"
"52919794-a52a-4f88-a022-9d8cdf43a864","","folder-normal","not-started","","step","TRUE","FALSE","Block A","Ground Floor"
"233915bf-e6cb-46c7-800d-68fe84678f4a","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Main Bathroom","Shower"
"656cbfb0-ac1f-41f2-b580-953769c6d13e","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Guest Bathroom"
"e2c30acd-5303-48ed-86ec-0e0e1e89548f","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Guest Bathroom","Toilet"
"9096e8ce-9b14-4c96-a113-8f399e300f49","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Guest Bathroom","Hand Basin"
"46ddfc16-49a1-4ab1-83da-a50ec32c9323","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Guest Bathroom","Shower Tray"
"8d975e51-0b06-435e-8c49-20b3ab5983ee","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 67","Level 2","Guest Bathroom","Shower"
"3bfd0232-3c43-4c1d-85cb-2a16a124ed8f","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 68"
"1bde5f11-6582-4b35-aec7-df2cb671064b","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 68","Level 1"
"e6ec40e2-f56e-4a41-b86c-4d0fe5ed30e5","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Kitchen Sink"
"668cbe8f-a686-4444-ad39-40248f526275","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Hot Water Cylinder"
"eb711151-16c3-4a05-9606-65692e152044","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Laundry"
"1224a914-6965-4869-b002-50dfb211d95f","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Hose Tap"
"786e641d-038d-4edc-8975-01a3daed7d6f","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Bathroom"
"a5d8f359-4960-48f5-8da5-a34704cc3077","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Bathroom","Toilet"
"fe5df4bc-0650-4a49-94ab-c60a742db2dd","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Bathroom","Hand Basin"
"dcbf21ee-050c-4f87-8e83-bfd75bb707b3","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Bathroom","Shower Tray"
"e54543de-04cf-4239-86bb-a491564963a7","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Bathroom","Shower"
"533b147e-c908-4965-9ecd-cabc715f193d","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Underslung PVC"
"966f7eb4-2307-4122-b14a-df635ecfd505","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Pressure Testing"
"c692632e-51bd-454c-ad1c-3aad45896022","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 1","Stacks"
"7ded37e1-5f25-441e-858b-d53660e6ae53","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 68","Level 2"
"4f131521-395a-4d3d-837f-82bf6752a4eb","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Main Bathroom"
"5dabf872-0359-4a68-81a3-5427d0531369","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Main Bathroom","Toilet"
"60d0ee49-d5c9-4acf-89f3-198c488a3c09","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Main Bathroom","Hand Basin"
"27cf96c9-fda2-408e-a38d-c2c92a1e56a2","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Main Bathroom","Shower Tray"
"d9a6b3dd-5606-4d21-85a6-0ca945d58e43","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Main Bathroom","Shower"
"178a1d86-b8d9-4e81-985f-e8de581de339","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Guest Bathroom"
"485f5a2b-f695-41a2-a9fc-4f77631dae4f","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Guest Bathroom","Toilet"
"4b71abba-45d9-4344-90f8-bd2e48a208b5","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Guest Bathroom","Hand Basin"
"18a2afb5-4685-4a3b-a9ee-aa012075ea7c","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Guest Bathroom","Shower Tray"
"8e9d50e4-b600-47ee-b812-dc9c2c3a4d6c","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 68","Level 2","Guest Bathroom","Shower"
"717ab609-f77d-43a8-9b8e-a92dc50838ee","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 69"
"1371a5e6-aec6-45e5-a8ea-4808d11478ca","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 69","Level 1"
"3bf70e1f-ae3f-402e-ac2b-97b116f68749","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Kitchen Sink"
"d5c239d1-e569-4d26-b161-16ca61e41e3a","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Hot Water Cylinder"
"84255910-f159-4b7e-ba85-71d68f2fcd40","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Laundry"
"c3dbc89a-9f1b-4543-a05c-e4bb06ee94b9","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Hose Tap"
"102d0df9-348f-48ff-a05b-e812965d69cc","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Bathroom"
"fb06bba0-fd6d-4500-9068-c9c02cd7b9cb","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Bathroom","Toilet"
"86bc3bd8-3d47-4c37-94ed-c98ed84c5757","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Bathroom","Hand Basin"
"29da6dfc-5ecf-43b2-85f1-312007d33642","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Bathroom","Shower Tray"
"797c9f48-a0cb-4434-b467-b9412a7ebcfd","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Bathroom","Shower"
"fac91da8-71c6-4a45-abe6-7eb9a2118d7d","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Underslung PVC"
"9ddcdcaf-3732-4216-a780-a7ef3e07a57d","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Pressure Testing"
"60c7a008-62c5-47bc-b8d9-a886512fd371","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 1","Stacks"
"be9aa588-fa77-42cc-89c0-1e1e2ab66039","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 69","Level 2"
"539cc45f-37f6-4549-9574-7ce622d2e35f","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Main Bathroom"
"7680a0b3-320c-4cf5-a3ce-62139d611b38","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Main Bathroom","Toilet"
"b1ac50ed-250b-4038-b4c6-5d6a321bbb13","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Main Bathroom","Hand Basin"
"06003703-a293-4a53-8654-cd1d5088257b","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Main Bathroom","Shower Tray"
"ade8acb4-37b3-4eda-8c28-28d39c258d1c","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Main Bathroom","Shower"
"f58b2c46-cc7f-48c2-b826-f3a568bab18f","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Guest Bathroom"
"86f2b7fd-a424-4317-ae15-4c1f17ec2206","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Guest Bathroom","Toilet"
"0f7b8fcd-206a-45f3-ac81-ae9ec6bbe626","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Guest Bathroom","Hand Basin"
"7330ca87-bc3b-4f5b-a857-d1060f755de8","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Guest Bathroom","Shower Tray"
"37134860-4414-4a7d-9f55-49add2423ae1","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 69","Level 2","Guest Bathroom","Shower"
"f4f7f579-29e1-4709-ad87-8f28442be9dc","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 70"
"0cb141d2-c905-4b17-9e2a-aaf11f9d4d1a","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 70","Level 1"
"ba34b2d5-6da7-484a-895e-fe354bf2d66a","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Kitchen Sink"
"14862a2c-78ce-4ae6-b0c7-dc6fff225c68","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Hot Water Cylinder"
"bc72f8ce-6fff-487e-aa5b-bcbe5583029a","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Laundry"
"6d44fab2-845e-467f-8212-8a9ba50aa235","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Hose Tap"
"58101948-2fe2-4c67-bca9-5983c65f8769","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Bathroom"
"67c45ef5-305e-4477-b38c-047fe8c0a333","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Bathroom","Toilet"
"c393c695-e594-434b-8146-4f2129825c4b","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Bathroom","Hand Basin"
"c41bccf2-7b76-428a-80e4-26c19c2466df","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Bathroom","Shower Tray"
"0e877640-86e6-497b-823a-7dae66f0aac1","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Bathroom","Shower"
"334df294-7bd4-444b-9aaa-24c7b337bb1e","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Underslung PVC"
"426b6a9d-5139-445d-a2cf-d1d909616723","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Pressure Testing"
"0c9d7553-f721-4e25-ac68-b76da8638579","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 1","Stacks"
"99ebee39-55c3-4d75-8b7d-b5fa32828b5c","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 70","Level 2"
"5f5b4a99-8fbe-4e09-b073-935f5c27b570","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Main Bathroom"
"1f65f6b2-362b-4279-96ef-0e622f182461","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Main Bathroom","Toilet"
"58d07398-a9c8-4e7c-8f81-7c3456c8a8ec","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Main Bathroom","Hand Basin"
"cc406505-3400-4551-ad9d-a89ae26e062e","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Main Bathroom","Shower Tray"
"9ba7883b-e844-4d15-acc8-80087472c810","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Main Bathroom","Shower"
"99f7548c-ea21-4b0b-b9be-d885a577b6fb","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Guest Bathroom"
"d2d0404c-da75-4c2f-95bb-c2f7e4077d1f","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Guest Bathroom","Toilet"
"f7ba40d7-73e2-4d25-b760-b2c853a9f9d7","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Guest Bathroom","Hand Basin"
"31c7932b-7e54-49be-bcf0-8743826b279f","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Guest Bathroom","Shower Tray"
"3f085d98-63f3-4241-ae9a-07844235bb58","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 70","Level 2","Guest Bathroom","Shower"
"bcb0af10-5687-4e6f-9ed4-157dba04bfa1","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 71"
"8afa84c7-344b-4b7a-8776-82c5ae510619","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 71","Level 1"
"31d1784c-c1eb-4d7e-af5e-fc98f6dfbd0f","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Kitchen Sink"
"c649fcd8-1481-4fbc-997c-27815d8b5f26","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Hot Water Cylinder"
"1d5f941b-a77a-4608-9a0f-66a48b172a92","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Laundry"
"de789209-a169-4330-bbba-fc816919c58a","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Hose Tap"
"584b0ff5-24cc-49e1-8c83-4ce582d207f9","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Bathroom"
"645f9b25-82ec-4542-b535-17624985f927","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Bathroom","Toilet"
"0ea32d05-1c6f-4634-895d-4dd2f0249d54","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Bathroom","Hand Basin"
"f0377f45-e717-4eb8-860b-034d647df2a0","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Bathroom","Shower Tray"
"fa76126b-670e-4fb5-9147-220625dbc88c","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Bathroom","Shower"
"dfbb8409-258f-4750-b9e0-8fd23fa0d7ab","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Underslung PVC"
"d23fa509-eecb-4f37-8c24-8d0a4a2a3d11","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Pressure Testing"
"9aa3a591-1d74-49e7-aa74-3d043f9973bb","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 1","Stacks"
"d2693511-a53f-4cd8-b697-a4771a9fbc58","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 71","Level 2"
"6b42a7df-01ed-46dc-b0e0-6c93f3657d00","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 71","Level 2","Main Bathroom"
"48eb9fe4-84fb-4b39-991a-79395149a3f9","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 2","Main Bathroom","Toilet"
"5993f3c0-513f-487f-866c-8a1e660b3028","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 2","Main Bathroom","Hand Basin"
"73c53e03-d9ad-462f-ad5e-b2f08381417f","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 2","Main Bathroom","Shower Tray"
"da294a8d-5614-4da5-9ba2-61b1fdf897cf","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 2","Main Bathroom","Shower"
"92760a9f-7d4d-4fb6-9db6-db8def545313","","folder-normal","not-started","","step","TRUE","FALSE","Block C","Ground Floor","Unit 71","Level 2","Guest Bathroom"
"27458585-d27e-4574-af43-196704975833","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block C","Ground Floor","Unit 71","Level 2","Guest Bathroom","Toilet"
