"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1f52327-f3e6-4c99-8c3a-40e9734fad46","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"98e23f3c-6e6a-4f06-bacb-39dd5d3b2fbc","","not-started","","folder","TRUE","FALSE","Site QA","Level 1"
"b6e668a5-166c-4124-8595-084dc85b9b2e","","not-started","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511"
"d68a472f-3116-4fc9-ba69-be8e1e2d037f","","not-started","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511","1028 - Sterile Store"
"d85dff3e-1d77-47f8-9348-7d1835ba7de4","","not-started","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4023 - Lobby"
"6d91f572-9f3e-40a3-bedd-6e70185121de","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4023 - Lobby","Preparation"
"2ffae204-7802-4344-8407-f1e225d1ce0f","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4023 - Lobby","Floor Vinyl"
"f3f7ec31-e656-46f6-8fe1-684885a30711","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4023 - Lobby","Wall Covering"
"66ce9ddf-7996-4948-8f27-d4338fee3203","","not-started","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4024 - WC"
"05fb80da-9b36-458b-8ec6-b6f18663cd4f","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4024 - WC","Preparation"
"4a760b1b-2f1c-4762-b342-9d20cd8a88b7","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4024 - WC","Floor Vinyl"
"09d43b67-195b-470f-b4d8-a09010c104ac","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4024 - WC","Wall Covering"
"e6607c06-11e2-40d3-8b0a-6061cf1b4acd","","not-started","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4025 - WC"
"ab3a6552-d92f-4bc9-8d06-48837a3b9608","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4025 - WC","Preparation"
"afd028d9-5b86-4af6-a160-a0151f774f37","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4025 - WC","Floor Vinyl"
"0c47b8e5-a092-4fce-b0e7-e3f1fa7e06ff","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4025 - WC","Wall Covering"
"644d746b-3dea-4c4e-b1c2-2b071634c9e2","","not-started","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4026 - WC"
"aa250ebc-dd5b-48ef-8e39-e3cfb08c3399","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4026 - WC","Preparation"
"6d58fcd5-5f70-484f-8ec5-408226991e64","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4026 - WC","Floor Vinyl"
"d6b4ff8b-5410-4a01-9be8-aea336ddeea1","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4026 - WC","Wall Covering"
"e86f0475-f5a8-4753-bb4c-457a4a23785c","","not-started","","folder","TRUE","FALSE","Site QA","Level 4","Zone 3 - A1543","4010 - Corridor"
"56926693-7787-4842-89a1-184ab427fc51","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4010 - Corridor","Preparation"
"50923ae8-9f84-4db1-ae6d-665a21861051","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4010 - Corridor","Floor Vinyl"
"d4125a6d-3d50-4d32-a2eb-87e8ae4f4e8b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 4","Zone 3 - A1543","4010 - Corridor","Wall Covering"
