type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(vi) Profile in a Horizontal Plane (Bow),,,,,,,,,,,,,
label,The deviation of a unit from the required profile shall not exceed 0.06% of the length of the unit or a maximum of 15 mm.,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(vii) Twist,,,,,,,,,,,,,
label,The angular rotation of any cross section relative to an end cross section shall not exceed 1 in 200,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(viii) Sole Plates,,,,,,,,,,,,,
label,The plane of the sole plate or bearing surface shall not vary from that shown on the drawings by more than 1 in 200 in any direction.,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(ix) Deviation,,,,,,,,,,,,,
label,○ The distance of any point from a flat plane held against that surface || 3 mm in 2 m,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-009 - TACTILES (Rev A),,,,,,SYM-ITP-009 - TACTILES (Rev A),,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current? ","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Pre-Construction Activities,,,,,,,,,,,,,
checkpoint,2.1 - Survey Set-Out,,,,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have tactiles/pavers been set-out as per current drawings?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,2.2 - Installation Considerations,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Is the concrete slab free of any deposits or rubbish, projections/voids?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint-no-status,Does the area include stone TGSI’s?,,,,,,,,,,,,,
label,"If yes, proceed to Section 3.0",,,,,,,,,,,,,
checkpoint-no-status,Does the area include regular tactiles?,,,,,,,,,,,,,
label,"If yes, proceed to Section 4.0",,,,,,,,,,,,,
checkpoint-no-status,Does the area include both types of tactiles?,,,,,,,,,,,,,
label,"If yes, fill out both Section 3.0 & Section 4.0",,,,,,,,,,,,,
section,3.0 Stone TGSI's (pavers),,,,,,,,,,,,,
checkpoint,3.1 - Bedding Mortar,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0821 (Mortar),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has mortar been placed using type/method described in specification?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.2 - Directional / Horizontal,,,,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Does the section require directional or horizontal TGSI’s, or both?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.3 - Laying Pavers,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.3),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Have pavers been laid as described in specification, considering specified tolerances?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.4 - Sealed Joints,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.9),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have joints been sealed as described in specification?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
section,4.0 Regular Tactiles,,,,,,,,,,,,,
checkpoint,4.1 - Tactile Installation,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have tactiles been installed in accordance with manufacturer specifications?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-011 - LANDSCAPING (Rev A),,,,,,SYM-ITP-011 - LANDSCAPING (Rev A),,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current? ","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.2 - Sample Submission & Approval,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0171,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have all relevant samples been provided to CYP and approved?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Test results to be provided at least 5 working days prior to bulk deliveries,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Pre-Construction Activities,,,,,,,,,,,,,
checkpoint,2.1 - Plant Set-Out,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0752,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have all plants been set out in garden beds prior to planting?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
section,3.0 Construction Activities,,,,,,,,,,,,,
checkpoint,3.1 - Cultivation of sub-grade,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0751,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has cultivation been undertaken as specified?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.2 - Installation of imported topsoil / subsoil / structural soil,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 - Section 0751,,,,,,,,,,,,,
label,• TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has topsoil been placed in the manner specified, alongside to the depth specified in detail on drawing set?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.3 - Installation of imported organic / inorganic mulch,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0753,,,,,,,,,,,,,
label,• TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has mulch been placed in the manner specified, alongside to the depth specified in detail on drawing set?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.4 - Installation of edging,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0779,,,,,,,,,,,,,
label,• TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has edging been placed in the manner specified, referencing both design standards, drawing details and manufacturers recommendations (where relevant)? ","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• All City of Melbourne standard / engineering drawings for relevant edging types can be found in Appendix A3: Authority Design Standards,,,,,,,,,,,,,
checkpoint,3.5 - Installation of plants,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0753,,,,,,,,,,,,,
label,• TAS-A-AUD-6007-0426 - LANDSCAPE,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have all plants been placed / installed in the manner specified?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.6 - Installation of turf,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 - Section 0758,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has turf been installed as per method described in section 3.17 ‘turfing’?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-012 - Stratavaults (Rev A),,,,,,SYM-ITP-012 - Stratavaults (Rev A),,,,,,,
section,1.0 General Details,,,,,,,,,,,,,
checkpoint,1.1 - Site Preparation and Excavation Sequence,,,,,,,,,,,,,
label,Ref docs: Civil Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Prepare the excavation for the Stratavaults,"Yes,No,N/A",,,,,,,,,,,,
button,• Are all pipes extended for the startavault install,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach manufacturer Installation manual,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.2 - Set Out,,,,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,,,,
textbox,SV Reference,,,,,,,,,,,,,
textbox,Zone,,,,,,,,,,,,,
textbox,Stage,,,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,1.3 - Excavation Permit & Penetration Permit,,,,,,,,,,,,,
label,Ref docs: SMP VR 602.03,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,,,,,,,,,,,,,
label,• Relevant permits have been signed and approved. ,,,,,,,,,,,,,
label,• Extents and levels correct to relevant drawings,,,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Stratavault Installation,,,,,,,,,,,,,
checkpoint,2.1 - Stratavault Installation,,,,,,,,,,,,,
label,Ref docs: Civil Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Are all stratavaults installed as per manufacturer specifications,"Yes,No,N/A",,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach ITP drawings,,,,,,,,,,,,,
checkpoint,2.2 - Soil Testing,,,,,,,,,,,,,
label,Ref docs: Civil Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Soil testing and sampling completed as per manufacturer specification,"Yes,No,N/A",,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach test report,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-013 - Retaining walls and wall footings (Rev A),,,,,,SYM-ITP-013 - Retaining walls and wall footings (Rev A),,,,,,,
section,1.0 General Details,,,,,,,,,,,,,
checkpoint,1.1 - Material classification and source,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• 503.04,,,,,,,,,,,,,
label,• VR 610.07,,,,,,,,,,,,,
label,• AS 1379,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Is Mix design approved prior to placemen and material properties meet project specification, AS 3600, AS 1379.","Yes,No,N/A",,,,,,,,,,,,
textbox,Concrete Strength,,,MPA,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,1.2 - Set Out,,,,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,,,,
textbox,Wall/Footing Reference,,,,,,,,,,,,,
textbox,Zone,,,,,,,,,,,,,
textbox,Stage,,,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,1.3 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: Aconex Documents Register ,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach Recent IFC Drawings,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.4 - Excavation Permit & Penetration Permit,,,,,,,,,,,,,
label,Ref docs: SMP VR 602.03,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,,,,
button,• Relevant permits have been signed and approved.,"Yes,No,N/A",,,,,,,,,,,,
