"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ec990272-67ab-4108-8b18-64fb89a20bb4","","folder-normal","","","step","TRUE","FALSE","Site QA"
"be61cda7-83c3-40a9-bfc6-0a810fb55fec","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A"
"aadc0d3e-d7a8-4418-a150-ba63c0eef067","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark"
"cd86483f-45b0-4c44-b99f-64e10341d6c8","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas"
"7c74cd6d-4cda-4141-be2f-3823ada47e42","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas","Lift / Lift Lobby"
"679ae98e-aa40-4bf3-a01c-2758ca326ad5","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 B","Fit Off"
"352feed3-b341-435e-a020-d65c1c539fc6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","WC G.92"
"30f07f9d-69e8-4e0c-8e8c-607c6d4ce280","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","WC G.92","LAN Testing"
"fe653245-1ede-4e49-a89c-ff550b83b158","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","WC G.92","Fit Off"
"4370380d-7ad5-4d3e-9000-2f9b17b0be5e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Stairs G.83"
"8366ea7c-aa08-4a3a-9ed3-30e94a81cf2d","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Stairs G.83","LAN Testing"
"a36f73aa-0d08-416e-977c-2af0626c6a69","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Stairs G.83","Fit Off"
"48412e3a-4e10-4298-95e6-c097f0076816","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms"
"b4360d30-16b6-4362-8885-452c7f0f749f","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.65"
"abcc5339-633d-412b-a948-192fe296dcca","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.65","LAN Testing"
"92a1eb5a-51c3-4854-843c-7df11deb0772","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.65","Fit Off"
"d3378637-d663-4e88-b501-c2b03ff07181","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.66"
"9c424214-64ea-4c8a-bff9-d46414dfa8cc","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.66","LAN Testing"
"864a2db1-10d3-4e9c-86e3-278f16a8e169","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.66","Fit Off"
"f0c28fef-577a-4d65-a33d-a3f2106654da","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.67"
"3d5e9593-358b-4aae-8e88-46581ab536ea","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.67","LAN Testing"
"52bf4a6a-e4de-474c-8b18-164dd3b90a37","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.67","Fit Off"
"fd7d0267-bd8e-4fbc-8183-aef767f5cfb9","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.73"
"d0258b5d-eacb-4ce1-aaa0-ed15857aece7","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.73","LAN Testing"
"a3160094-c345-42c1-a285-93abd3b70b15","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.73","Fit Off"
"846d7e2c-c800-42a8-87d7-c50ccd8c79e5","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.74"
"039be099-3fd1-4adc-9549-e2f2c08881b2","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.74","LAN Testing"
"5c8cedeb-12dc-43f2-afed-51011ac9108c","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.74","Fit Off"
"f1d52ae4-0a45-4e04-b7ce-5e2f785a415d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.75"
"a3073994-1108-4e14-bc9b-a23d7fc49d59","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.75","LAN Testing"
"a29553fd-4b55-4b13-98e8-ff08bb0b6bb6","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.75","Fit Off"
"4f3a965a-4118-4415-b6c2-bb0a587ff0f6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.76"
"ffb96e94-b600-44f0-ab99-fd48481b4cd2","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.76","LAN Testing"
"07edef64-0ab0-4c5f-9e29-422ceb31669d","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.76","Fit Off"
"459da9ea-6abc-4270-a267-28c6f8017c0f","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.77"
"481d549b-ef85-40b9-8eb6-d7a3ce1aa7c1","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.77","LAN Testing"
"46e96012-0df0-41cb-b6ee-0cc30c3342bb","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.77","Fit Off"
"006c8848-a256-4ff8-8b5a-7f1add531dce","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.78"
"d2d6cba5-b50d-4672-807f-367c8b8417cd","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.78","LAN Testing"
"b98cc4c4-6add-4969-a133-6a8a01c721b1","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.78","Fit Off"
"45233c50-d7b5-432d-9bce-eff6f5b36a29","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.79"
"44805a05-dcc5-49a0-ab83-9045d3185b01","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.79","LAN Testing"
"7a6784a5-6eec-4f80-a367-458791b63c7f","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.79","Fit Off"
"03b432fa-74a1-4e9c-9204-1d6d77222dd6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.80"
"43a5205e-91e7-4576-933d-921835bdb3c3","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.80","LAN Testing"
"4c911d7f-6778-422b-adaf-70764e3c9a15","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.80","Fit Off"
"12e85cb4-dbc0-479f-8eb2-364395716246","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.82"
"bf00b3dc-8c67-4c32-8c31-b5e52fbc4b5f","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.82","LAN Testing"
"09068616-e0cb-481f-8ea8-06351f6a73b5","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.82","Fit Off"
"163e5cb7-04e0-45db-9396-e3f44d11a345","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.87"
"a610c30b-55d8-49b5-8496-295b449b80d1","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.87","LAN Testing"
"a0c19a4a-7297-4cff-96be-a42ee8c36056","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.87","Fit Off"
"d9510135-034a-4264-8be8-94c88d838dcb","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.88"
"67f684ca-c2a9-4cc2-85a1-4376f35ad559","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.88","LAN Testing"
"46b048f4-c084-470c-8405-689242ae4d83","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.88","Fit Off"
"84ef004b-5b07-4687-9bda-0cd21baad4d9","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.89"
"b3eb7d70-db21-49eb-abd4-45a1b99adba7","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.89","LAN Testing"
"7bdd46ee-d60e-4b22-a7e8-4b64dc6180e1","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.89","Fit Off"
"94b7318e-c3cb-4627-b351-79fc6776a72d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Displays"
"410a3037-50e4-4c73-8a7a-a134a1dc7bf6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Displays","Display 4 CIRC G.81 DF"
"da24063d-dbcb-478d-b9eb-dc88105ab461","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Displays","Display 4 CIRC G.81 DF","LAN Testing"
"b61ceb80-a6f3-4633-9305-14302719023b","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Displays","Display 4 CIRC G.81 DF","Fit Off"
"c5a32799-444a-4678-8ed0-8e2a272e6d5d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Displays","Display 4 CIRC G.62 DF"
"231dbc7a-1f47-4dc0-9f15-edf33bef89bb","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Displays","Display 4 CIRC G.62 DF","LAN Testing"
"84fcdbec-f1f4-48dc-a326-4fb75d8f80da","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Displays","Display 4 CIRC G.62 DF","Fit Off"
"9fbdc4c0-1758-4302-9698-4a3a5736e909","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS"
"ec5fb578-2310-4834-aace-c2899c753a8a","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data"
"d9fec510-a428-47b8-a2c4-7f07745ea3ac","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","QUIET G.64 - 2 Data"
"8067f844-e306-4c1e-99af-6d23869d1fd9","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","QUIET G.64 - 2 Data","LAN Testing"
"dbf7b2cb-3033-45c2-bb68-5d114e27db5a","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","QUIET G.64 - 2 Data","Fit Off"
"c99eb440-8eac-48a8-9a1c-c9333f3f6f18","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","Drug G.69 - 2 Data"
"d710a863-9432-4c4c-a2f1-8898ff1f1aa6","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","Drug G.69 - 2 Data","LAN Testing"
"3c88ad22-ea20-4cc3-9bdb-d192a60b0f8a","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","Drug G.69 - 2 Data","Fit Off"
"19dab28b-5c3b-431b-99c2-b89b537e86f5","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","Wind Lobby Intercom G.60"
"e3cdf6a7-8feb-402b-af81-d593598691af","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","Wind Lobby Intercom G.60","LAN Testing"
"9e0d8541-45ec-4d8e-84b6-cc520586b4cd","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","Common Area Data","Wind Lobby Intercom G.60","Fit Off"
"4c1ea499-5dbe-4dd4-881a-917b727533ba","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI"
"337c68aa-314e-49a0-ab6d-4fd6befdcd68","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","CIRC G.62 - WIFI"
"b9971e39-c495-4c51-8ec4-68baf0df6420","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","CIRC G.62 - WIFI","LAN Testing"
"31edd492-d871-4bb0-a523-8cd9576569fb","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","CIRC G.62 - WIFI","Fit Off"
"51036ebf-a88e-4c9c-be67-686e2bb6a287","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","CIRC G.63 - WIFI"
"c85964c2-c13c-4892-bd56-a54106f7971c","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","CIRC G.63 - WIFI","LAN Testing"
"9c9fa8de-cfb2-40a8-980c-9ab1c9e09c7d","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","CIRC G.63 - WIFI","Fit Off"
"63aefb94-c5eb-47ab-827c-a61692f6d074","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.76 - WIFI"
"56ac98d5-fcbd-4839-bd70-dfcd7cf6298b","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.76 - WIFI","LAN Testing"
"6a5de703-9656-41f5-ab8e-93fbfe1506e7","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.76 - WIFI","Fit Off"
"0b25bdb7-7899-41a2-9f0e-19911421fd57","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.80 - WIFI"
"94f475cf-67fb-42de-8c4a-f4f2fffe6be6","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.80 - WIFI","LAN Testing"
"18b9846f-1032-4c9a-b8e0-05f9933ace31","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.80 - WIFI","Fit Off"
"929ec06f-72a5-4363-bb40-9431a30e992a","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.87 - WIFI"
"780ee5f3-2da9-41e5-9d08-d49ec3ac254c","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.87 - WIFI","LAN Testing"
"7540d142-9de4-4e33-917d-f3544ac35170","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.87 - WIFI","Fit Off"
