"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ae5f494-0463-4ad5-a3a5-774cae30d614","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"dc0a4c0a-46ef-4245-aa19-7d7403b19b8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater"
"75d1e6f2-5e53-427d-b5b3-5f88de3242c5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stormwater","N0"
"59bee503-33bd-43a6-8172-ad1241fe0f37","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater","N1"
"a4817768-0cf0-4b05-a3c2-0292069c3fdd","","work-in-progress","2972ed2e599407c858d0bfefe6ec741c358aa6d9a4f802e41ef3b8b5a65826ee","checklist","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater"
"ea39b08e-b815-5072-be34-43b2cef55b58","","work-in-progress","","section","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater","1. Pre-construction (P&G / EStablishment"
"d13cb836-2d7b-5aa2-9ddc-6c970130c619","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Forms coated with release agent"
"485facff-7d52-55aa-b045-79f591804571","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Forms clean and clear of debris"
"0bf20e44-66eb-5733-b16f-a40f70d0c849","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Joints sealed"
"8e79cfc0-98bb-57db-b735-295766c4f0e5","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Pour level marks"
"e6759509-6698-5638-81fa-21458e7c1e04","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement"
"0a66b556-6865-50ef-81b0-4480941868d1","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Correct grade reinforcement"
"84187758-849b-58bf-9868-4975c6adf2f0","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Correct bar size"
"16018601-9ca9-52aa-b96e-67efda495dfb","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Correct number of bars"
"d7b9e262-d3bb-5687-a5af-55cfe402917a","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Correct spacing"
"b590a30b-feb9-564e-bff8-1d996a24d1d0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Starters bars included"
"ef540f51-9053-5576-b3df-150d0e70f8c7","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Correct cover (min 75mm against ground, 50mm where protected from soil during casting, 40mm otherwise. max 100mm end cover on hoizontal bars)"
"a3cdbe7f-ffad-55e2-b0c1-5482885468ab","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Correct weld lengths (min 10 x bar diameter)"
"78b40b4a-c39a-5050-9be0-3b80d24ca786","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Correct lap length (min 50 x bar diamenter or as per drawing)"
"d3fb329b-c147-5466-ae14-f8ae45ec7072","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Correct lap position (staggered appropriately)"
"c31d87bf-597a-5ae2-94d4-746113ace750","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Longitudinal bars terminate with 90 or 180 deg hook)"
"ae140bb8-a357-50b6-aa5b-b677aa91d21d","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Reid bar couplers tightened fully and filled with EPCON C8 Extreme"
"ff8be09f-20a5-5271-87ac-c5a38a6e1828","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Reinforcing adequately tied"
"78168150-7847-5289-803e-a7c3ee059d21","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Reinforcement","Chairs or spacers fixed in place"
"2754824f-24a6-51a6-8d2c-e92c2e790ea6","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Embedded items"
"4d2a404d-4748-533a-9042-7b30679f2305","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Embedded items","Block-outs, ducts & cast in items installed"
"dbe6b4b2-ad48-54c9-9edb-ae05c3a820f9","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Embedded items","Correct position, level & alignment"
"1472d9a1-554e-586e-a1da-367b4e54e244","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Embedded items","Securely fixed in place"
"22a75364-24ec-50e9-846e-2d6e9eacf5ba","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Construction Joints"
"12f94276-bb7b-54e0-a885-0c59ee22eb36","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Construction Joints","Correct location"
"618057e7-a211-51ca-847a-1328adaf887d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Construction Joints","Adequately prepped"
"5d0d6bb9-828a-5988-ab4f-69f63c856108","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Construction Joints","Joint board installed"
"7aaee76c-3259-48b0-8356-af211a6e87c1","","pass","Concrete Pre-pour Inspection","checklist","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection"
"7402ff22-eea7-504c-a4ab-31c1180b718f","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Preliminary"
"927ca271-0565-5972-8844-cf7542501af6","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Preliminary","Engineer notified of pour"
"e34143e6-f96b-5bfb-972b-a085110b3d26","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork"
"8ec376b7-75ab-57bd-aa4d-bcc33b533d18","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Installed as per formwork design"
"09c69edb-9bc5-517c-8319-cda8fbbc2c03","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Permit to load issued"
"bbf278e6-027a-5fdf-b7ab-bb15c886c635","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Dimensions correct"
"08fa9bfe-eaff-5aeb-8ba3-5ffd10bc7660","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Position and orientation correct"
"73d71c0c-a03b-56ff-8c00-e97d976b31ac","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Forms vertical, plumb and true"
"7c80da8a-95f9-5529-b388-a30f1da3080f","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Forms coated with release agent"
"6991cd87-7d09-57c9-aa31-48c4fcfc35f8","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Forms clean and clear of debris"
"e9df0987-8b15-59e7-a8f1-698f6361c352","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Joints sealed"
"efd214ac-2976-5c7a-b5e6-16c38dc63606","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Formwork","Pour level marks"
"826fa31b-8a55-5bbc-bce7-cdf01d3cbfa0","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement"
"490046f0-9c15-5ec0-b00e-b681b15aecb1","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Correct grade reinforcement"
"2e17e142-d036-58bc-b1a2-2225c7b65b5e","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Correct bar size"
"935ff98d-996d-5fe4-aee5-e36685d6d89f","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Correct number of bars"
"4a696b02-2416-5277-8bde-d468a0d899ef","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Correct spacing"
"d52c112e-b9af-52bc-8a9f-2215c37c8426","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Starters bars included"
"61a975f0-3415-5bc5-8d19-a62b8e7579b6","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Correct cover (min 75mm against ground, 50mm where protected from soil during casting, 40mm otherwise. max 100mm end cover on hoizontal bars)"
"cb69f78a-b74e-56ea-8c3b-10088bf0d01a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Correct weld lengths (min 10 x bar diameter)"
"e48a6cee-9424-5672-8c36-e950f413ce8f","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Correct lap length (min 50 x bar diamenter or as per drawing)"
"f53ba895-2818-5b72-a7f9-fe347aa1e699","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Correct lap position (staggered appropriately)"
"62fbc261-61c2-5e44-9da6-b73b4072fec0","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Longitudinal bars terminate with 90 or 180 deg hook)"
"479f010f-c153-5e04-a0ac-d9088f1d8917","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Reid bar couplers tightened fully and filled with EPCON C8 Extreme"
"82414ddb-0868-51a5-a751-46be46937c57","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Reinforcing adequately tied"
"c3088361-4e5b-598c-92dc-1eb184f647e3","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Reinforcement","Chairs or spacers fixed in place"
"a5c044c9-8953-5f31-a06b-91c619b6a21e","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Embedded items"
"09fb1328-95c3-5819-b030-1b5e62bb6aa7","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Embedded items","Block-outs, ducts & cast in items installed"
"ddcf68bb-ca8f-5fae-93b8-83e363213bfe","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Embedded items","Correct position, level & alignment"
"dd9fd335-fa38-5b91-bf80-58579ca9a387","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Embedded items","Securely fixed in place"
"3f67b2f2-1c26-5762-b22f-974b970311c3","","not-applicable","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Construction Joints"
"271fd82e-f241-5a04-89d2-ba47480034f5","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Construction Joints","Correct location"
"d07a6e64-3f7f-50b8-87cb-d6090ed53d3f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Construction Joints","Adequately prepped"
"b4cdbbdc-6fe5-52ff-9467-41ae999ab9fa","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A2 Concrete Pre-pour Inspection","Construction Joints","Joint board installed"
"1ffdfe2f-241f-4583-a4d3-8f67f87fdaea","","pass","Concrete Pre-pour Inspection","checklist","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection"
"9d3d9aa8-0eef-5d26-a712-83bd8f2d6f48","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Preliminary"
"2ca69746-850f-59e4-8eb5-086c56bf0901","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Preliminary","Engineer notified of pour"
"51f52dd2-3292-58c8-b20e-313627781b0e","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork"
"061e02a6-510e-5a95-a0d2-2a8c7edeb70d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Installed as per formwork design"
"fbd0dfd8-2f6f-522b-b85b-cef884f3f203","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Permit to load issued"
"3fcecd34-a619-5cbe-933a-ed994424d1e2","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Dimensions correct"
"21045796-dd7c-5580-b315-5704fdd7695d","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Position and orientation correct"
"70841603-2bb2-5064-a284-75687c087756","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Forms vertical, plumb and true"
"a0ad4875-0311-503f-9d46-ac5dd6044be1","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Forms coated with release agent"
"7f9296e7-e379-5dae-993d-ca003a351162","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Forms clean and clear of debris"
"b8c6d238-e918-5074-8c34-1e5bd33ef2af","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Joints sealed"
"efba29be-5c62-52f6-9770-67b205a6a441","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A6 Concrete Pre-pour Inspection","Formwork","Pour level marks"
