"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"518af03f-84a5-4f27-87b2-4bf913aa93b8","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works"
"7824f13e-1208-4ea2-baae-7792d14add68","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works","South & West"
"96bedfd2-c0f8-4f73-a33c-d52368f20593","","checklist-sectioned","pass","Excavation & Shoring - GPL-QSE-ITP-STRUC-001 (Rev 02)","checklist","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation"
"9511dbed-3060-5a2f-b02a-c10170d08ef4","","checkpoint-group","pass","","","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation","Shoring - Prior to Works Commencing"
"23b47635-3d61-5491-bcf8-d8451f9e5f9c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","HOLD POINT – OK to proceed to Painting"
"b70ff729-d267-5002-8098-d52248107f3e","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sign Off"
"af72d612-10cc-58bf-a194-c8da1bccd9b9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sign Off","Subcontractor Sign Off"
"76b268ca-b19c-5acf-b522-7c25d60da8b6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sign Off","Orwell Sign Off"
"65ab379d-059c-5d76-ae76-4c158b1f46f3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sign Off","GPL-QSE-ITP-FIN-003 (Rev 03)"
"4fd9fcd9-2e4d-49fc-9c9b-1cbb50322b88","","folder-normal","not-started","","step","TRUE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling"
"b2e5f797-08fb-4f61-80fb-762fd6624bb3","","checklist-sectioned","not-started","Tiling - Internal Areas - GPL-QSE-ITP-FIN-006 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal"
"f9102279-6d62-51a2-b5a3-0064d1c138f7","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works"
"b4159b40-c9cd-5959-bf20-16fb94194d92","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm Series and Scheme of finish for unit from Apartments Finishes Schedule"
"739151b7-2c16-5ddd-b2b0-58e2c4b0fcfa","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm site samples match approved samples"
"cb8e605e-3dd2-5fa3-826c-7c40bf243aa3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm Tile Set out prior to tiling and ensure consistency"
"18c70cc0-071d-508c-8b5e-9fc20ee9f655","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm tiles are from the same batch"
"bdc0a80a-4c89-5d9d-b735-e9e12a06390f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Check joints will run in same direction as architectural or interior drawings"
"7083f443-1ede-546f-a0d8-53168566e8d1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm Tile Floor Finish level"
"a7d4d394-981f-5262-86ba-22afef1b0fcd","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm Acoustic mat or Asaphonic tile glue used as per acoustic report"
"05e8e312-e306-540e-b26c-3736cbd8a9c2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm all floor wastes are plugged during tiling works"
"f9da523c-13d1-5168-9c4c-3bc84bffc6cc","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm aluminium angle is not damaged or misaligned"
"380855e0-6a1f-5726-81a6-c4c042732fe3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","Confirm top of aluminum angle is at the correct RL, and check against external floor finished level (ie flush, etc)"
"e5e2566f-0931-5bb1-a0b9-e05bf4a1d573","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Prior to Works","HOLD POINT – Ensure waterproofing is not damaged OK to proceed with Tiling works"
"6d3be85a-32ee-54b9-a757-b79e8fd666b9","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","During Works"
"fade218e-5152-510f-a52a-067b9bd7a22a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","During Works","Confirm sand/cement screed ratio is as per AS"
"76717c7c-9b5c-5b5f-9a46-74fd557dbe03","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","During Works","Confirm minimum 25mm tile bed at floor waste"
"2d8b2895-7a0d-5072-b78b-98bd00b6b4ae","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","During Works","Confirm maximum tile and tile bed thickness at door threshold works with other floor finishes"
"c82bfbff-ac5b-5a96-9c33-d306c6b376ad","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","During Works","Confirm installation of floor wastes is flush with or 1mm below floor tile level"
"fbd7da68-445b-5d44-9063-f45004418ad6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","During Works","Stop wall and floor tiles 2-3mm short of edges and fill with resilient caulking compound"
"1cb3798d-52c4-5c2d-98c3-862ef51b494e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","During Works","Confirm that floor waste (normal/smart) and strip drain is installed correctly Tiling grout lines line up with tiles"
"36d7e8dc-8235-518a-8a46-d504fc73eb9f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","During Works","Timber floor install to include: Skirting installed throughout whole apartment"
"25db1abd-1dd2-5814-8204-d02d38402bf9","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling"
"657202f4-7a0f-5770-869a-8047dba8bc8a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling","Visually inspect all floor wastes, and confirm each one is clean and clear"
"20587875-9c7d-56bb-b1bb-d44465c2baf8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling","Floor tiles laid to falls – min 1:100"
"bd6dcfd4-0da1-5d27-aac9-a4a13e3c3330","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling","Confirm all joints are aligned"
"536983a3-fb81-5d5e-8aaa-56b72dc996f3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling","Confirm colour of grout is consistent and uniform"
"f8ad7bd1-9482-5b8b-8e7c-21eb2fdbfc00","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling","Confirm all tile edges line up and are plumb"
"eea28d42-907f-5e2c-b96a-fedc354649c3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling","Confirm all silicon jointing provided to all floor/wall tile junctions"
"bee97f86-8c88-5ff6-8d51-1bc7b9f9360b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling","Confirm all excess silicon is removed from tiles and adjoining surfaces"
"2e5f9cee-75fb-5411-828e-38397e3b6fd9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","After Tiling","Subcontractor ITP received"
"6463550c-c49a-50ed-97ab-098615c0cbe9","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Sign Off"
"f65d807f-60af-5e76-a740-d16e60be64eb","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Sign Off","Subcontractor Sign Off"
"f190e507-670a-59c9-b70f-cd98bcf5a17a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Sign Off","Orwell Sign Off"
"d75cfcd8-b3f2-596d-b153-e2e071c45a42","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","Internal","Sign Off","GPL-QSE-ITP-FIN-006 (Rev 01)"
"7caca6c9-039c-4b65-b138-c7a01e22e071","","checklist-sectioned","not-started","Tiling - External Areas - GPL-QSE-ITP-FIN-005 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External"
"1e22653a-6c0f-5870-94b4-774027bac0ce","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Prior to Works"
"fe280740-9f1d-5442-85a9-d01dad57730e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Prior to Works","Confirm Series and Scheme of finish for unit"
"6c2e913e-2f97-5c05-b11f-18842bd90a5d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Prior to Works","Confirm site samples match approved samples"
"f9384f81-c66c-505b-9191-21eedffa8680","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Prior to Works","Confirm that all floor wastes are plugged during tiling works"
"ffd35945-8c1e-5d60-a9d1-1a463082adbe","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Prior to Works","Confirm Acoustic mat or Asaphonic tile glue used and 4mm final bed depth – as per acoustic report"
"180b40ca-78a1-5990-8f5d-756615cc58b6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Prior to Works","Stop wall and floor tiles 2-3mm short of edges and fill with resilient caulking compound"
"2965061b-6b42-5180-9eef-80d0f86c318e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Prior to Works","Confirm color of grout"
"06582888-4b32-5f4a-b88a-e17b8865c0c2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Prior to Works","HOLD POINT – Ensure waterproofing to balcony/terrace is sound and unblemished If reqd, conduct additional elcometer pinhole spark test to confirm waterproofing coverage before commencing with screed"
"01f5caf8-b05d-529d-a53a-f167c7e3937b","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","During Works"
"67e950b8-a80c-5b29-a321-24c00ec20839","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","During Works","Confirm sand/cement screed ratio is 1:3"
"4c560f9c-f8b8-580f-8266-12ec3b36f167","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","During Works","Confirm installation of floor wastes is flush with or 1mm below floor tile level"
"1c8f5a2b-81f2-50e4-9214-8e164e11401b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","During Works","Floor tiles laid to falls – minimum 1:100"
"1a3d2a3e-abf9-5bc6-a8dc-2a8cbca294a2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","During Works","Grouting checked for uniformity and quality"
"af4722c2-221b-57d7-9725-ebca730db9ff","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","During Works","Ensure quality of tile installation is maintained, ie Alignment of joints, Minimisation of scratches & damage"
"f4fedaec-f537-5462-b3d7-43628844b67e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","During Works","Silicone jointing provided to all floor/wall tile junctions"
"e9b42150-d685-54b3-b70e-788fd3d80c0c","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","After Works"
"170b4265-eba7-5c32-b337-b9f904fb78e4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","After Works","Attach subcontractor ITP"
"2a5d3fd8-3aa8-5c7b-8c64-671fa675644d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","After Works","HOLD POINT – Ok to proceed painting"
"46ec1723-7143-554f-a5bf-b113aad3f4c2","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Sign Off"
"761d614c-8910-5cda-a4bc-34be6da7115b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Sign Off","Subcontractor Sign Off"
"2db9d709-932c-5993-ae23-35e276d860a1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Sign Off","Orwell Sign Off"
"52e132be-35e2-5983-8df2-95d0397b3dfa","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Tiling","External","Sign Off","GPL-QSE-ITP-FIN-005 (Rev 01)"
"81416fe2-3afe-4a3a-a5f1-5fd09af113cf","","folder-normal","not-started","","step","TRUE","FALSE","Fit-Out & Facade","Level 1","Common Area Balcony"
"fef24565-5e26-4096-b905-8aeeb1a16a5b","","checklist-sectioned","not-started","Waterproofing - External Torch on Membrane - GPL-QSE-ITP-FIN-009 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)"
"94dadf4d-f183-5d78-b6a1-7e43e4a8712e","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","Prior to Works"
"cb3595f6-93c5-5ef2-8c8d-b0f3b2d46d14","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","Prior to Works","Floor wastes are free of waste material and are in correct location & signed off by plumber"
"fceb56ba-6e64-5e91-8718-7817e298a996","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","Prior to Works","Confirm concrete floor slab 100% clean, free of water, dirt dust and other condiments"
"3972a8a3-b7f2-5cbb-9599-4bccda9e8cc4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","Prior to Works","Confirm 50 x 50 sand cement fillet installed to all internal corners"
"a4c2d2e2-414e-5662-8103-84d68ec34202","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","Prior to Works","Confirm all outlets are cut flush"
"94e31621-c1e7-5b1b-bd63-77957151d883","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","Prior to Works","Apply primer to all surfaces to receive membrane"
"402db8af-bcc1-5027-b8a6-353a3578603a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","Prior to Works","HOLD POINT – Base membrane 3mm PARCHEM Index ‘Fidia’"
"c989ef72-f1b4-5e66-855e-e6ad719774c3","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","During Works"
"c50af5d2-f1c3-5fa7-87df-12f217eeb26c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","During Works","Apply reinforcing layer to movement joints Torch bond 200mm strip to one side only Other side to remain unbonded"
"5b6b48b1-839e-5200-b94b-8447119a0c1d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","During Works","Side laps to be 100mm"
"8befeaab-1c37-5481-8019-dbaafa364798","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","During Works","End laps to be 150mm"
"cc344e0e-41c5-53a4-ac8e-74c41725f62f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","During Works","Base membrane inspected for imperfections"
"dfa28b14-6607-5663-beaf-f8383c69c206","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","After Works"
"e83b834d-9dc2-5ff6-98d6-cdd3ff206718","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Common Area Balcony","Waterproofing (External)","After Works","Base membrane inspected for imperfections"
