"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b1b44885-769a-474b-9770-80ca3df582f0","","checklist-flat","no-status-started","9be491f1c30e7d5d091f86202fdb952c95979007c64799c168f88db500017a73","checklist-flat","FALSE","FALSE","Job Details"
"4f8771e0-804e-41ba-b293-d904103a490f","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Site Info"
"3e97ff3c-f707-4552-ab1a-631ef5ea69af","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Latest Drawings"
"581cf87e-7bfe-43df-962c-49b117b7734a","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Architectural Drawings"
"c8b83231-8036-4b3c-b65a-dd4c41c5a454","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Plans"
"1a0b026e-50e5-4956-ac12-2f2d3a611e91","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Additional Pre Start Docs"
"28301cf4-67dc-4131-a3f4-55957d5707c1","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Order Numbers"
"477a3bd5-cf78-427e-a0e0-925651726787","","folder-normal","fail","","step","FALSE","FALSE","Health & Safety"
"724782fb-282b-455c-8908-042726ef4b5d","","checklist-flat","no-status-started","df00e11d689b0cd5fdda29373d1dc053d0812dccb7e91a591d365a6a64c0011e","checklist-flat","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"09231a51-320a-406a-840d-cd55d011715e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Health & Safety","Prestart H&S Documents","All  Pre-start H&S Documentation Completed, Reviewed & Attached"
"1a7aebf2-defb-43c1-9b17-0b72a0dcbf86","","folder-normal","fail","","step","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"5304286b-e2f4-4b6b-b123-a20b485e59b4","","folder-normal","work-in-progress","","step","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"d1808901-f9e9-4165-abfa-301b58e9c7ae","","checklist-sectioned","work-in-progress","H&S - Toolbox Talk","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist"
"e5fde7ad-a78f-5dcf-bd57-ca960d7e3517","","checkpoint-group","not-started","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist","Details "
"b4f99997-46ec-51e5-b7b6-5062490c6320","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 04.08.22","Ladders","Working 2 steps down"
"d2bc2c76-d872-53df-9bc7-0aff028e70fc","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 04.08.22","Fall Hazards"
"ede42f6b-05d5-5ec9-9a2c-70155808fd80","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 04.08.22","Fall Hazards","Fall Hazards"
"b6720302-b68c-527d-b3b6-47b42e69c576","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 04.08.22","Fall Hazards","Floor openings"
"4786c529-ffdb-5e92-b232-498be0d432c3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 04.08.22","Fall Hazards","Lift shafts"
"87f4fd0a-9c20-52b6-8190-9e60acea0369","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 04.08.22","Fall Hazards","Stairs"
"c8d3e6b9-1676-4800-b3cb-8b71950c63f1","","checklist-sectioned","work-in-progress","Site Inspection Checklist","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22"
"d90b3e5d-b07d-51ee-91bd-e6ffb9327e86","","checkpoint-group","work-in-progress","Site Inspection Checklist:0f4b2c7c-743c-49e5-b28c-13c187c30a43","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Control"
"e0bc4a32-00ee-57c5-9b2d-82b0176859db","","checkpoint-status","pass","Site Inspection Checklist:0f4b2c7c-743c-49e5-b28c-13c187c30a43:cac2167a-58a9-4e4b-a056-050e313b122a","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Control","Hazard Board and signage up-to-date"
"fc8ace89-20be-5073-9107-cced8000f9bf","","checkpoint-status","not-applicable","Site Inspection Checklist:0f4b2c7c-743c-49e5-b28c-13c187c30a43:2ab446e4-15be-4160-abc1-4f35a78abd40","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Control","Environmental plan - issues"
"b8a420da-78c2-519a-b5ff-957f9e44c8b1","","checkpoint-status","not-started","Site Inspection Checklist:0f4b2c7c-743c-49e5-b28c-13c187c30a43:e860b93c-cf28-4b46-934f-adf2bb145f02","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Control","Safety inductions for all on-site"
"16db481e-9d92-5d4e-880f-ff3aaac60c6a","","checkpoint-status","not-started","Site Inspection Checklist:0f4b2c7c-743c-49e5-b28c-13c187c30a43:4d080326-6983-4094-8512-f208deb7f84d","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Control","Safety notice board current"
"f5182a17-9022-56e5-89a0-588c0cf809a3","","checkpoint-status","not-started","Site Inspection Checklist:0f4b2c7c-743c-49e5-b28c-13c187c30a43:6e5d5650-bb8d-4c5f-8e6e-4dee4f854277","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Control","Task Analysis up to date"
"0520013d-98df-5a43-a983-3315b5b7b505","","checkpoint-status","not-started","Site Inspection Checklist:0f4b2c7c-743c-49e5-b28c-13c187c30a43:17961bb4-d9cf-4b72-adb2-3ecd9572c88e","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Control","Procedures in Task Analysis being followed"
"e2180a06-96f6-585e-83c4-04725fd0dc2a","","checkpoint-group","pass","Site Inspection Checklist:64530c36-910c-44be-b6f5-6030c4bff1c0","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Facilities"
"fe1e0873-9853-567a-b922-917734944e78","","checkpoint-status","pass","Site Inspection Checklist:64530c36-910c-44be-b6f5-6030c4bff1c0:9dac66e6-dd21-4ee6-b681-3badad134c27","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Facilities","Offices clean, adequate & good lighting"
"cc200182-e05b-554b-a9e3-c483fec6b1ac","","checkpoint-status","pass","Site Inspection Checklist:64530c36-910c-44be-b6f5-6030c4bff1c0:8b7793e5-c875-4128-b110-ae9a2bd7e183","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Facilities","Smoko sheds - clean, portable water"
"ec3dc790-0ea9-5e86-9a5a-1e19db1cb8ee","","checkpoint-status","pass","Site Inspection Checklist:64530c36-910c-44be-b6f5-6030c4bff1c0:b7d1d1d3-6df4-44e4-afde-7022178cf83d","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Facilities","Toilets - clean, washing water"
"61dc2ced-f352-5baf-afef-139e508b23f0","","checkpoint-status","pass","Site Inspection Checklist:64530c36-910c-44be-b6f5-6030c4bff1c0:08db6f8e-fd05-41e3-9cb5-bbdd21bab21d","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Site Facilities","Tool /equipment sheds adequate"
"db56e3e4-7d4c-507d-b768-e3826fb47198","","checkpoint-group","pass","Site Inspection Checklist:25fa953b-1364-46c0-985b-dcad6d3e0c64","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","General Site Tidiness and Access ways"
"c830546f-badc-5eec-901c-d8a4c85c1272","","checkpoint-status","pass","Site Inspection Checklist:25fa953b-1364-46c0-985b-dcad6d3e0c64:55ca3511-f10a-49a2-a3f0-0b033e36c6e3","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","General Site Tidiness and Access ways","Clear, safe access to work areas"
"98a4ff45-e7f4-5b46-ba56-09666b18e0fe","","checkpoint-status","pass","Site Inspection Checklist:25fa953b-1364-46c0-985b-dcad6d3e0c64:381f65a6-dc86-40b8-a8c8-cb762fb806d5","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","General Site Tidiness and Access ways","Stairways and accessways clear"
"7947de2d-539e-5e45-bfe2-dcc95f0e90e7","","checkpoint-status","pass","Site Inspection Checklist:25fa953b-1364-46c0-985b-dcad6d3e0c64:cf345709-bad0-43c6-bfcb-a515f58e3dac","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","General Site Tidiness and Access ways","Hoardings /fence and gates secure"
"0ae03d62-8590-5b52-8003-51d25c99163d","","checkpoint-status","pass","Site Inspection Checklist:25fa953b-1364-46c0-985b-dcad6d3e0c64:97f7f1e2-c061-4848-bd96-dcd547419442","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","General Site Tidiness and Access ways","Loose materials secure from wind"
"7135ee85-bd55-58cb-a9eb-ec9a30f8174b","","checkpoint-group","not-applicable","Site Inspection Checklist:f5482caf-5d54-45cb-8c96-e8fd120abb75","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Notice of Delay/Damage"
"a06fefa2-11e5-50ff-b572-04cd497787b3","","checkpoint-status","not-applicable","Site Inspection Checklist:f5482caf-5d54-45cb-8c96-e8fd120abb75:4faabb19-bdb2-4f9b-83c5-a9753ffed324","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Notice of Delay/Damage","Notice of Delay/Damage"
"b24492a5-37e9-50bd-aeb8-231d9d2fbfca","","checkpoint-status","not-applicable","Site Inspection Checklist:f5482caf-5d54-45cb-8c96-e8fd120abb75:bda36a4e-717c-456c-96a6-1064aad9e793","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Notice of Delay/Damage","Delay/Damage Acknowledged"
"7d6243ab-9a45-5ba7-996a-f2ab7fac1bd0","","checkpoint-group","pass","Site Inspection Checklist:eae6a966-d972-49c8-ad37-d524e32f8bc0","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Personal Safety Equipment"
"19d1e1b9-d5af-5293-b4b2-3b9b70b8719d","","checkpoint-status","pass","Site Inspection Checklist:eae6a966-d972-49c8-ad37-d524e32f8bc0:6afcf645-ad44-4857-ae41-c0662ac7c4d0","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Personal Safety Equipment","Signage displayed and legible"
"40f2f70f-5ab1-5aa8-a6d5-f399fdc9b7a3","","checkpoint-status","pass","Site Inspection Checklist:eae6a966-d972-49c8-ad37-d524e32f8bc0:7ad688ea-a1fc-4706-9f7a-d7d3667074f7","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Personal Safety Equipment","Hardhats being worn"
"37b75c16-d828-5c56-b1c7-dba01e61976a","","checkpoint-status","pass","Site Inspection Checklist:eae6a966-d972-49c8-ad37-d524e32f8bc0:1d890121-3296-4d37-9eae-05dcfb6a08d2","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Personal Safety Equipment","Correct footwear being worn"
"4726ad5b-b74e-5306-9211-a5039ef41285","","checkpoint-status","pass","Site Inspection Checklist:eae6a966-d972-49c8-ad37-d524e32f8bc0:1cf34713-4b66-48e7-9ae1-41792193aa79","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Personal Safety Equipment","Glasses /gloves /ear muffs /vests /masks used"
"8d852d91-bc81-5836-99e7-6881e01c4187","","checkpoint-group","pass","Site Inspection Checklist:ba4c67e6-3f0a-464c-a167-cc88d2c6da32","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","First Aid/Fire Prevention"
"2413482f-19d2-5795-88db-45e36820f44f","","checkpoint-status","pass","Site Inspection Checklist:ba4c67e6-3f0a-464c-a167-cc88d2c6da32:45258f30-5759-4b25-957e-d1246a81c559","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","First Aid/Fire Prevention","First Aid Box Available"
"8d60323c-4f30-5ed1-8f62-21887434ab7a","","checkpoint-status","pass","Site Inspection Checklist:ba4c67e6-3f0a-464c-a167-cc88d2c6da32:06990150-9926-4bcf-b46d-e5abdbf0da9d","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","First Aid/Fire Prevention","Accident register"
"8d95c1b3-a879-58d0-ad15-21b920db5839","","checkpoint-status","pass","Site Inspection Checklist:ba4c67e6-3f0a-464c-a167-cc88d2c6da32:8bfc726c-2930-429d-ad84-3e7e7fb40060","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","First Aid/Fire Prevention","Fire Extinguishers"
"c50bfd5c-0cde-5248-a596-758d30f74ebe","","checkpoint-status","pass","Site Inspection Checklist:ba4c67e6-3f0a-464c-a167-cc88d2c6da32:e0503125-df8e-4369-8b8b-be3fa4dd5a7c","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","First Aid/Fire Prevention","Evacuation"
"518e9a89-1fea-5157-a02e-ddef2fbae078","","checkpoint-group","pass","Site Inspection Checklist:e5193579-7f79-450b-95da-a08aa0425823","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Cranes/hoist/lifting equipment"
"2fc8fb96-a227-5d2e-ab2a-872c5703d628","","checkpoint-status","pass","Site Inspection Checklist:e5193579-7f79-450b-95da-a08aa0425823:6c233f62-279e-409f-8cd2-9380733071c4","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Cranes/hoist/lifting equipment","Proper lift assessment plan done"
"60d1812f-8b60-5ba8-b648-32ce0e6d81d2","","checkpoint-status","pass","Site Inspection Checklist:e5193579-7f79-450b-95da-a08aa0425823:0acb5994-5397-46d7-a156-9ba1f766fad9","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Cranes/hoist/lifting equipment","Crane certification current"
"71582572-d2f6-51c8-9363-ae8deac9bcf9","","checkpoint-status","pass","Site Inspection Checklist:e5193579-7f79-450b-95da-a08aa0425823:e33c7e60-07de-4050-9048-0d2b667e5166","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Cranes/hoist/lifting equipment","Slings/chains certified"
"1d026522-ca78-53fb-befd-262b9a3b3488","","checkpoint-status","pass","Site Inspection Checklist:e5193579-7f79-450b-95da-a08aa0425823:355a8e62-008c-40ff-8bbe-f33ff89d07c0","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Cranes/hoist/lifting equipment","Operator procedures in place"
"fe4fe8d0-a831-59e0-9755-15dcbc671f97","","checkpoint-status","pass","Site Inspection Checklist:e5193579-7f79-450b-95da-a08aa0425823:afcfb795-a397-44dc-b725-db33bbeee9ab","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Cranes/hoist/lifting equipment","Inspections being done"
"a70f636c-b6c9-5525-b30b-92203f1c2222","","checkpoint-status","not-applicable","Site Inspection Checklist:e5193579-7f79-450b-95da-a08aa0425823:bfda4990-bb33-4839-97f4-c5783943d89e","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Cranes/hoist/lifting equipment","Man cage available"
"a472016b-bedb-516a-b239-66d05727e698","","checkpoint-status","pass","Site Inspection Checklist:e5193579-7f79-450b-95da-a08aa0425823:5f849923-d24b-4412-a1a8-830a5d43f6ea","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Cranes/hoist/lifting equipment","Emergency plan in place"
"08e27703-5924-579e-9a5f-46633f8f3169","","checkpoint-group","not-applicable","Site Inspection Checklist:ab8bb3a9-3025-4248-93fc-e08ef6603c3a","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Compressed air equipment"
"3cadf4e8-2d7b-5849-a603-078c954fe7f6","","checkpoint-status","not-applicable","Site Inspection Checklist:ab8bb3a9-3025-4248-93fc-e08ef6603c3a:6d6364fa-edca-4fb2-9fda-409250a273cf","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Compressed air equipment","In good condition"
"0357ef3a-9d93-5b5c-bcb4-9a24cb1341b3","","checkpoint-status","not-applicable","Site Inspection Checklist:ab8bb3a9-3025-4248-93fc-e08ef6603c3a:d535139f-611a-4dfb-b699-e4555d8f23c9","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Compressed air equipment","Appropriate guards fitted"
"9add9657-9d79-577d-a432-e1d9532b473f","","checkpoint-status","not-applicable","Site Inspection Checklist:ab8bb3a9-3025-4248-93fc-e08ef6603c3a:05a440e2-aa3a-4b96-9e82-d97bab243e9e","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Compressed air equipment","Trained user"
"7600fff5-a7a5-52c5-8277-311cc8f0753a","","checkpoint-group","not-applicable","Site Inspection Checklist:758283d1-a94f-43fa-9175-c237d69e5adf","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Excavations"
"e3dd7bc4-a5b6-5c2d-92bb-7250102cfe9b","","checkpoint-status","not-applicable","Site Inspection Checklist:758283d1-a94f-43fa-9175-c237d69e5adf:a25f861d-07b9-4164-b9b0-4d7b240ec521","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Excavations","Correctly Shored"
"15e010d2-0ae1-5332-9004-7a58caa0be49","","checkpoint-group","not-applicable","Site Inspection Checklist:0d307dd9-cea5-4141-8192-89e454f35436","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Hot Works"
"23474d78-cf79-50ee-9455-df25316b806d","","checkpoint-status","not-applicable","Site Inspection Checklist:0d307dd9-cea5-4141-8192-89e454f35436:b9a1a02a-2d79-4cab-8332-c0f6f4c402cd","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Hot Works","Hot work permits being issued"
"c1a37eac-94a6-539a-ac25-3615007c2749","","checkpoint-status","not-applicable","Site Inspection Checklist:0d307dd9-cea5-4141-8192-89e454f35436:0be799ba-a444-437e-a6fe-64fb7a32086e","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Hot Works","Fire extinguishers on hand"
"caa0f830-1cb3-57f1-abb5-3880a7b70d08","","checkpoint-status","not-applicable","Site Inspection Checklist:0d307dd9-cea5-4141-8192-89e454f35436:2f26326b-188d-4b45-8617-9ffdb8a99db0","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Hot Works","Operators using PPE"
"b8a9a1ab-ad21-55e7-b87b-af66a07a4674","","checkpoint-group","pass","Site Inspection Checklist:0cf89251-90b6-4710-b596-86f390a890db","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Electrical Equipment"
"06815c8a-6916-50f6-ad0d-2af639eb2a18","","checkpoint-status","pass","Site Inspection Checklist:0cf89251-90b6-4710-b596-86f390a890db:e781078b-285c-46e0-8f7d-f4af73d73f07","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Electrical Equipment","Main board lockable /weatherproof"
"03377528-98a2-5701-90fc-743e90d4bd49","","checkpoint-status","pass","Site Inspection Checklist:0cf89251-90b6-4710-b596-86f390a890db:01c112b4-7b32-4908-94da-69011298c79e","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 16.08.22","Electrical Equipment","Current tagged and damage-free leads"
