type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,
text,Enter: Panel Identification,,,,,,,,,,,,,,,,,,,,
text,Enter: Quantity,,,,,,,,,,,,,,,,,,,,
text,Enter: Fault ID if any,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7 - Check for Faults - 5,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,
text,Enter: Panel Identification,,,,,,,,,,,,,,,,,,,,
text,Enter: Quantity,,,,,,,,,,,,,,,,,,,,
text,Enter: Fault ID if any,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,Final Inspection,,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,,,
