"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"79cb1f43-a2b9-4387-86c6-4f448726d9fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP"
"e81e2c4a-3698-4414-b0e6-9db508d7553f","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing"
"317497b4-0a92-452a-af24-38402c70ecf7","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor"
"bbad046e-4d52-4903-a11a-364e253dbc44","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities"
"8c91325f-a69c-49ab-8d98-baf4281757c6","","checklist-sectioned","work-in-progress","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male"
"6844d5f6-602e-5e7d-af43-5b58e34701f3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male","Details"
"35e9417e-e9be-536a-9648-ea8667407c62","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"5d63b248-ec8e-5cbf-8a3a-d590e0fc0055","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"5ddac1b3-2b71-53f1-939a-01ad93f133bb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"ac001f71-7eb6-5ca2-bf63-47aac53cc208","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"654a05fb-0c50-5041-9682-4c5e1bb74f74","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"10e0f0c6-7db5-5a93-84c4-3d53e164ec3a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"1bbd29f5-2f55-5932-90df-c6a708e73695","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","5. HOLD POINT"
"b8c51acf-da5e-5ad2-bb8c-c84a4cb2b5ea","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"942fe59b-444f-552e-bdaf-9b7f9d891499","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","5. HOLD POINT","HOLD POINT"
"cc2f8554-921c-59d9-86d1-4daafacf3996","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","6. INSPECT TILE LAYING"
"2fe2b5d3-d4ec-5312-ab17-21fcaef1a9d2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"b55b6bb0-2c1a-5d70-9616-b2dfffb8ffc7","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","6. INSPECT TILE LAYING","Installation of waste covers"
"379d6b98-041c-5f51-b113-491ef950c9ea","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","6. INSPECT TILE LAYING","General lipping wall/floor"
"3ff49d7d-5a37-53a6-bd83-479b7d5657e0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"1ada1c90-d620-5d5c-98b3-cb6b2101b24f","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","7. PRESEAL"
"f30fbcd5-b726-512a-a522-d19a396240d3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"315c45e3-9fff-5c57-862d-fbabf0ae9294","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"597744cf-4fb9-5cfa-9a99-e38705292d88","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","8. GROUTING"
"68616d8d-865c-5e4d-b1e0-dcdc99a417b5","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","8. GROUTING","Ensure approved grout colour is used"
"a25b372f-94c4-54be-9a5a-103dc7c26faf","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","8. GROUTING","Secure watersource and discharge location"
"a5db5319-e3ff-55e2-aebf-d2c90c064536","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","8. GROUTING","Grout mixed without lumpiness"
"cecaa672-7e5f-59e9-975f-94a28bae851d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","8. GROUTING","Joints free from debris / spacers"
"a26f5df9-805f-50c4-ae05-f38c0ab3da9f","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"df018bcc-94e1-5fff-95ec-244179166a3b","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","9. PROTECTION"
"c728ff73-a751-5fd6-9e99-aaaa3994e4c3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"d89b13ff-4e08-5515-9ffa-6271022b74fa","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","9. PROTECTION","Photo record of protection"
"92a2ee24-9f04-5d65-8880-80f7b5522bf7","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","9. PROTECTION","Builders acceptance"
"31d8814f-528a-5894-973d-075399e3a2f1","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","10. Notes"
"a0e7cee5-85ba-5863-b2fa-257df6b9ac80","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","10. Notes","Notes"
"5e63c7c1-3cfd-5761-909a-79b5321604f4","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","10. Notes","Prepared By:"
"f354b306-03ac-4100-95ef-f7dcbf833833","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners"
"ff0a3d7b-7721-53b8-b7a6-da914fad227c","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","1. CHECK DRAWING"
"0401ea7d-ea6e-50a1-a1a2-38c56ec488c3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"e422a0c1-a13e-56c6-a12d-8816e2c162d7","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","2. SUBSTRATE PREP - WALL"
"d568c8cc-1c6c-5e52-8a41-e34d49adb3de","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"fdbe3165-a33f-5096-9889-dc3e7ab58217","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","2. SUBSTRATE PREP - WALL","Clean and dry"
"42db78f4-b072-5e7c-8d09-a58f8b1a218a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"0605bbc9-17c3-5b5e-8954-c8e1728408e8","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","3. SUBSTRATE PREP - FLOOR"
"75834a58-0a23-5cc6-b5e8-b04f33d8f48f","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"4c1474b4-dc45-56fa-9d66-1c4e6b63c634","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"813b1e82-c5cc-552d-9a9d-e5cdf28a97a8","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","4. SAND & CEMENT BEDDING"
"67aecdde-bc29-5008-b4d9-d949bd5d2473","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"bcda1e57-0aa9-52dd-82a9-34bbdd1988c3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"4f7c8ccd-4b39-5559-ab65-6da40f8c2b8f","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"9e09f134-76a9-5c89-b6de-2a7bb8334342","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"580847fa-5d58-5c01-9269-a93579e8bb76","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"02310393-165a-581d-a7a1-4689e257128f","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"d07f0f91-c258-5b6f-abb9-726a213beb69","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"c933b1f2-9967-5ed2-a3c9-954ba6059d9f","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","5. HOLD POINT"
"81be048f-7743-5a8c-8017-e20010bb6e8a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"6f3510d6-8740-5a31-ab4c-821f30cf51b3","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","5. HOLD POINT","HOLD POINT"
"c653d8d1-c157-5c9e-919c-20b83b7fc969","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","6. INSPECT TILE LAYING"
"fe952b95-2eb7-5ffb-bd9b-a79f4e669db6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"3ccbc707-122a-5ada-9c0b-4f0a20cdc395","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","6. INSPECT TILE LAYING","Installation of waste covers"
"fdb67773-2419-5a7d-a612-d74d5fa9a269","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","6. INSPECT TILE LAYING","General lipping wall/floor"
"cdf3f61c-8645-5d11-a9d4-e4cf75b73456","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"df88ee2f-c65f-5455-8d1d-f35b02191851","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","7. PRESEAL"
"f1d5fd02-ccb3-58d8-ae1a-5ffd3fde9e92","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"352009da-3820-5658-9037-f3fd0fbe6c76","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"5950f9d0-4a9f-5b03-9e9a-54fa4d8d0205","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","8. GROUTING"
"e342d595-ee7a-5d58-99a1-f357a3c3b26c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","8. GROUTING","Ensure approved grout colour is used"
"5f3c8c0c-fda6-59ae-ad53-799a5a6df8bd","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","8. GROUTING","Secure watersource and discharge location"
"b07f0ed3-5dc1-5e72-b8a5-d35c5dfaa5cb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","8. GROUTING","Grout mixed without lumpiness"
"53152c35-fe8b-5575-a8dd-c0c543e2bb2f","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","8. GROUTING","Joints free from debris / spacers"
"c7062f47-601e-5733-9333-55505d7ee6cf","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"ab7c6a5a-c6d8-5c8b-8fd8-12a867678792","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","9. PROTECTION"
"f1007b47-ee4a-5991-bb1d-e8ac3cfbc046","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"fe4817c6-0470-5cc5-9332-a8d214e7bb9b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","9. PROTECTION","Photo record of protection"
"9a7383d3-8243-56aa-aa43-6602addbd1b6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","9. PROTECTION","Builders acceptance"
"fe42c5b0-df4b-5465-8fd9-8cec9057106c","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","10. Notes"
"3c608a2d-83c3-5d6d-813d-be76bf55002a","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","10. Notes","Notes"
"c72fb4aa-64d5-5a73-a919-4aafe97b1561","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Cleaners","10. Notes","Prepared By:"
"7d92b14d-d012-465b-be80-126e1776606a","","folder-normal","not-started","","step","TRUE","FALSE","TM-ITP","Tiling","Level 1"
"8b49730f-4e8d-4246-8ec5-cea9b10ad2ef","","folder-normal","not-started","","step","TRUE","FALSE","TM-ITP","Tiling","Level 1","North Amenities"
"3ac42bf4-c564-415b-8450-1ac69e4b25cc","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Level 1","North Amenities","Male"
"ee47dd63-1229-55ec-8df1-2a68169e56ad","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 1","North Amenities","Male","1. CHECK DRAWING"
"11a14abd-e1eb-51f5-8edf-81bb06d3222e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"66ff586e-d707-5b10-be09-f19654bd5460","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 1","North Amenities","Male","2. SUBSTRATE PREP - WALL"
"7d195b9c-8326-5b40-9ec8-fd4522cf2a89","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"3b6d5bba-add4-5815-a8f7-03309d88194a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","2. SUBSTRATE PREP - WALL","Clean and dry"
"bced59f6-fbd4-599b-b63c-96f5c8a04592","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"d8e39cfe-b73d-519e-951d-8ef3bdda2d39","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 1","North Amenities","Male","3. SUBSTRATE PREP - FLOOR"
"e4f0d0f0-40bd-50ba-93e8-07e5d9287661","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"7321640b-f5eb-537c-938f-dc6e953351e1","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"e234665a-8d8a-51e1-a337-c27f222fcefd","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 1","North Amenities","Male","4. SAND & CEMENT BEDDING"
"203b9c37-d2b2-524b-a8ed-9fbb0312e656","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"ca08a5cf-69ae-5493-9b7f-b0f0f8a91a93","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"b9731163-3a24-5724-b42c-6884a67bff63","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"a149fae5-9387-5990-b18f-43c06d295ada","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"256cfa4d-e1b4-5101-8d57-c391c655b3cc","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"20744818-907a-5c07-a2c4-31271ea0fe03","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"fe3d9191-4def-5394-b85d-9303572f6bde","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"1f7bb792-b83f-57ac-b09e-6dc17c20ceec","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 1","North Amenities","Male","5. HOLD POINT"
"7efd5dad-9649-57c7-9f7b-4b508a1d2f1a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"e08cac92-4b65-5b65-af2e-0090ba8307d2","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 1","North Amenities","Male","5. HOLD POINT","HOLD POINT"
