"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b53f8f34-bb02-4c50-9ae8-4917c4ea9743","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"4ef3cfe1-228a-4721-9e9b-45bb78739a7f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01"
"9eb000d2-1b2d-46b7-aced-5d129e272b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout"
"d10dab5e-a8e8-4ea9-9038-4134e7246ab9","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement"
"0cc0381a-7cee-43ae-823f-23bc4da42e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A"
"28966d3f-9950-40d7-a988-ed42747ab640","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area"
"be950575-57bd-458a-a299-719a35dc3c05","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area"
"b3d60525-a3a4-4e37-bd1b-3ba3317ba1e0","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area","PRE - S - Steel Stud Framing"
"5f096357-429d-5c7d-a8b5-fc4c49849ca7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"c37f9619-12fb-5e4a-ba94-47329403d855","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Batten joins offset"
"41351a6b-bc7a-5aeb-bf33-679f2a935e94","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Batten joins flush"
"71bbd24e-4c2b-55a9-ac22-05c480ad7b02","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"891b5c75-4e67-52d1-ab86-d5b2655581a0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"fa22dab5-aef7-50e6-b7db-4ac56e731df5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"899acedb-895b-5f0f-aaf4-898e56b81eba","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"b066d101-6dd6-512c-bda7-c15fa46a44e2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"e9cf66f5-8e5e-5768-915e-47f9827fadf0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"ddb3fed4-b54c-5a7c-a20e-0ca3a10c3dd3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"ad3343ee-c321-5eff-903d-644c4c7f32fc","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"88eed797-5990-4bd1-a1ee-819629a4dc71","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room"
"bcc24e9d-a268-4cf6-a624-834883dc5a36","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing"
"a57259ca-5cee-543c-8ffd-2d2153e0ce83","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"81f5addb-18cc-5344-bf0d-4da5b242475d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"214c320f-1af0-5358-8858-e1bc5bcd2114","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"d4237885-99cc-5bd6-b346-6c1c0d745690","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"487f3394-4efe-5e4d-a8df-fee12db572aa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"5b1c07bd-2392-539f-aabf-051e9838c187","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"aaa519a2-22f4-563e-b4f5-3e89b4d45fcc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"ea04e4a3-a436-5686-9572-59efa0bd269d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"4178c12a-fcc8-5e6b-9b74-fa17d0b95f6a","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"2891d7d1-c84a-43f7-aaf7-51461035fb34","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids"
"8be7bee2-8581-5ad8-a2ea-0436a50e25fb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"dc252e96-9ee9-56f0-ab44-c67cdc301b85","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"126171c6-c2fe-5ee9-ab9a-3530d4eeeca8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"adef0dbd-3fb1-53f1-8bf6-9e924fb9453f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Batten joins offset"
"f9cbb485-14de-57e6-8f52-333c06dca12e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Batten joins flush"
"9acc1d8a-b0d5-5f3b-82d0-ca0c99b4652f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"7eb7e014-0ea5-5606-af3b-ba5cb1781b16","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"7cb3c0b2-785c-5c70-b738-3250daa6af19","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"ea975e3d-7942-56fd-9796-d4e76aedb627","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"773c4922-6cc3-5114-9818-ad63d3eb263d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"72f294ba-9a99-52f2-87ab-6961a1dfa309","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"3ce9f146-ba88-570b-8f06-72a1499e81fb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"13a7a57a-8b78-5c39-94e5-43817c95639f","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Laundry room","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"cf7b6c9f-91ec-4f8e-8a56-bf4359b8a3e1","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area"
"7180e9b6-becc-41a2-90fe-dcdb4e9b7bb3","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing"
"7f961fd0-7829-5ed6-9586-c0ed7162d4b4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"1fe93038-b4f3-5491-9ab1-bb16b803fa3f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"3b0e4a5b-ce8d-5227-aee1-4bd07acb47b3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"30245081-0c9c-52b8-982b-f1a489655d81","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"03ba8dc4-1293-5e73-8693-45264d58bcb0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"12b54e1b-21bc-5905-809e-c5630adaf3a8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"05189c63-00ab-540b-9009-37e59ea0b35d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"8f5b2df7-1679-580f-8628-1337f76e5003","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"0ecc11f0-747d-535a-b575-27cedfd9a1e6","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"65a40474-923b-4a75-9c50-bcded056416e","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids"
"cc903f20-708c-5894-b81e-346e70f548c6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"062ae9fb-5cc1-5afb-9901-f7463c571154","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"7443d362-bb75-58dd-bba1-5b39863bcb8e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"a70a0606-ef70-5e36-9f4a-72fdb0d47b57","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Batten joins offset"
"ce6dd798-5dd4-5835-b7f6-2a321acb7468","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Batten joins flush"
"22bb3516-a938-5f7f-8661-964b5ed8aa6a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"ca6fe356-d758-5b54-8f97-4fedcac1b43a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"6af11aec-6ef9-54a1-bf9c-fdc3270b1115","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"3aacc00f-955f-52a3-ad54-f490592b1074","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"bc5602c3-a79d-5723-81de-dcc363a8e3ca","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"6a7dc419-ae97-5801-a0ec-e2077c33f0ce","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"1b019fdb-2f6b-5330-83ac-cd9fcae1bbbd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"5c1475fa-7638-5645-835f-b4c67af3d927","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Stairs area","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"0bd3e46c-bf1f-4dda-8c3a-9395955140ce","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area E","Apartments"
"f4b8dacd-aaa4-417c-ab7c-f63ac6fcb3c7","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268"
"9078b883-f4f0-46bf-9179-65214e8272a4","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing"
"f387dd3e-6eab-5c8e-8793-08a9d52de8c3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"769569d5-61c7-531a-a479-7029b74b8c8a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"d75bdb4b-2a3c-5e49-b653-fc972effbf8a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"bbac236b-1061-569e-95b6-17dcc6d14494","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"7f653c10-29c9-5aa7-a9a9-9263f3eefa7a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"171b282a-c26e-5338-81d3-30f2c487e56e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"ee79d1a1-5fdc-5ab6-bf40-1b16b5581f26","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"e6b0626b-4b42-5eee-b92e-9fe124a71018","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Apartments","ALS 268","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
