"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"819d3d61-999a-4fcf-bb3a-aef89775fb1a","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA"
"76e32474-9c42-461f-9a17-0cbd323f6977","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor"
"0df41649-dccc-477a-a60a-b6be34af6a58","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1"
"3bbddbf6-ff78-499e-9dc1-60ebab34e720","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2"
"006d257c-d042-486a-99af-56c39398d42d","","checklist-flat","work-in-progress","8807480b571d700a79527250b46cc6afa797a57d4818a70c775a9b56db496654","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing"
"93dc14a5-01d1-5cae-831e-d7d7871e628f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"e4bdca91-fbff-56a3-b78e-f19d7425f0cc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"a74d9ff3-fd7b-5801-a006-2ae190e96ba8","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"1713fdf7-d369-4f02-8da8-d44170208b78","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Doors"
"4e67c918-0ae3-5a2f-9088-706d4b1a0392","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Doors","Check opening is correct and plumb"
"5b02f614-2a2e-55f3-b396-a4376c51db07","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Doors","Doors installed within tolerances"
"c3c940d1-fe90-50f7-90a3-b9c4a70a7a9a","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Doors","Fire seal installed if fire door"
"952f1387-4636-56c9-9929-4368f84db711","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Doors","Floor gap is correct"
"31da7748-b397-417b-8499-7782c6d1c5fc","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit"
"7966bce3-f7fc-4cae-8e6f-c0de017e06d6","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing"
"a6bd5a4e-b350-573f-83c7-93dab6684b06","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","General information recorded"
"94bad7cd-aed5-5060-a74b-0d7e4509df1f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","DPC installed, checked and correct as per specification"
"3a2e0b07-81f4-59a5-af9e-f9301e0c5758","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"0f87c9c7-3b7f-5c55-b2ca-4ac26ad1c823","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"1a1033f7-2de7-57e5-8ff3-3e5704ada181","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"af60b3d1-0650-5bc0-9e6f-827f4252358b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"005a3004-78e2-54b3-a979-9f425b08842d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","Spax screws installed as per structural design"
"cd352660-ea41-5c14-8423-c219bd529470","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","Bracing elements installed as per S1-03"
"f71fc9ef-1c38-5d35-811d-3c0bfe8f8cec","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","Gib quiet ties installed"
"a4a20210-02a4-5287-90fc-ea0cb78c3af7","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"9f66901a-4a8c-5398-bfb1-75faca5dedd8","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Interior Framing","All Wall framing checks completed & Inspections carried out"
"0f45bc14-b3ee-453b-b97c-96c1ea759aee","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Timber Architraves & Skirtings & Jamb liners"
"ad7d7674-327f-5967-8c34-2a5040d7ed28","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"3fccbd68-858f-5446-af5d-91aed2bf2eb0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"5c33c4de-3a99-5a86-93ca-875c60ba643e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"e73041bb-6f42-51bc-a2d9-b13f6be812df","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"e6895bb3-b83c-4d54-b1b6-7246e5cbb48e","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Doors"
"14fd6230-c745-5a09-a78c-76a28f82b58b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Doors","Check opening is correct and plumb"
"45bc971e-68e8-5938-92d9-4d35d82cac90","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Doors","Doors installed within tolerances"
"c81682fb-5fda-5cdc-b1c5-b3ac49d71d3c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Doors","Fire seal installed if fire door"
"290cf621-91c0-5079-9a5d-5c9e2d29fa73","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.51 - CM Kit","Doors","Floor gap is correct"
"07f3e6eb-c131-47c1-bd6f-f550c1c30444","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser"
"e25c09a8-773e-4d13-a31c-12b4756b2cda","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing"
"f6369b43-4625-564c-a877-43526331f64e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","General information recorded"
"0fa5897a-69ac-5699-9907-f3fc70478993","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","DPC installed, checked and correct as per specification"
"37d65c8d-2146-5a44-8e92-f2bedf13923f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"ba5349e4-8f99-5e70-a037-649d8308e0fc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"92229414-b983-5953-a6db-52afb69a35da","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"0ae7b7be-9eb6-5457-b1da-d171c5942061","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"1f5864d5-032d-58c8-b4bf-cdbaf28abbb2","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","Spax screws installed as per structural design"
"f8c4387e-6cfe-5c00-ba84-2dcecfccd55c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","Bracing elements installed as per S1-03"
"b2c471d0-174d-543e-b18f-2532ae8bd78b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","Gib quiet ties installed"
"d728ddfa-eeca-51ec-976b-ec616a2a1ba1","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"920732d1-0ef2-5eb2-9e1d-3443f1b16058","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Interior Framing","All Wall framing checks completed & Inspections carried out"
"5ef2b982-1b2c-4247-bb9b-0a114f0cd568","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Timber Architraves & Skirtings & Jamb liners"
"0376776e-d6ed-51c8-a277-e281b150a7f9","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"af80aa23-9e0b-5470-8afd-d310aa043604","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"059e5519-2f2b-59ab-886e-6fbe7f47c79b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"fd8817b2-c306-589c-b05f-062c69f2bc59","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"48752f60-f9c8-4d56-bb16-28f075bc1fc1","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Doors"
"c8f0f822-e9a0-5cc5-a2b8-6fe3a36cb923","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Doors","Check opening is correct and plumb"
"7d2763b2-e9e3-51c9-8d88-41f0b76f0728","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Doors","Doors installed within tolerances"
"43096b8b-41ab-54b2-a414-b07337b2d5b1","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Doors","Fire seal installed if fire door"
"3798ca61-9c77-5d85-b243-49d2a4e908cc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.52 - Riser","Doors","Floor gap is correct"
"b3024b01-419e-44ef-a9b6-cd8a64d04c7f","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser"
"9cf94469-5bc4-4b17-8168-4e07da15a500","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing"
"7d4ef485-5f97-5642-8994-e1c7fe3c4491","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","General information recorded"
"e28355f9-5a26-59f9-b295-5742e269c6a4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","DPC installed, checked and correct as per specification"
"795b6e95-899c-5ab1-ae30-cbe109e896bb","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"f94ed925-7cf4-5fd7-9a3c-56a3dae0871b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"6d5e78bb-23b2-55f8-9871-e5bff07edb21","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"f62cb879-539d-519d-bd64-18aa912edb5b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"69e0da05-1f96-5a0b-9230-95645380b71d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","Spax screws installed as per structural design"
"b37c84a7-f638-5e8c-8b39-3e1bd22eb457","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","Bracing elements installed as per S1-03"
"4305442b-4ee8-5c8a-965e-117f46e9b51c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","Gib quiet ties installed"
"4f45a764-6651-59e1-89e4-0f9044620a99","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"e204be91-aba0-5eb3-aa1a-4c0f86dec4ca","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Interior Framing","All Wall framing checks completed & Inspections carried out"
"da281381-f856-457d-8797-80851704ef0f","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Timber Architraves & Skirtings & Jamb liners"
"0b3bc9f5-4037-5a52-bfd9-d58e89145238","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"27df0cf0-0bf5-5a00-afc3-ffc6abf74838","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.53 - Riser","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
