"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f053c89d-8907-4c34-958a-c06df2b8334e","","checklist-flat","work-in-progress","c6e66142321f04d98d9e5ad1b0964b2f6448ff942b808391f4c42596010219ea","checklist-flat","FALSE","FALSE","Eve - Project Details"
"37d30fcf-8035-5c28-a029-d9c1ca2eadea","","checkpoint-status","pass","","","TRUE","TRUE","Eve - Project Details","Project details entered below"
"07ff5dfe-7144-563b-9ff7-452e0e560277","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Grouts submitted for approval (UPLOAD TDS and SDS for each grout submitted)"
"848975a0-b829-5dd6-a45a-bb3f80f97dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted grouts been approved? (UPLOAD copy of approval)"
"e50c413c-6da4-5329-a6d6-62a57237dbe8","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Caulking products submitted for approval (UPLOAD TDS and SDS for each caulking product submitted)"
"9cc806fa-9091-5872-8f13-c42ce87514f0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted caulking products been approved? (UPLOAD copy of approval)"
"8d73931a-37e7-50b6-93f1-e20b9615261f","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Patching products submitted for approval (UPLOAD TDS and SDS for each patching product submitted)"
"9a6d6c75-f47e-5e5c-a847-0264aef014ef","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have patching products been approved? (UPLOAD copy of approval)"
"f5d7d255-8963-4d55-9757-3f2ccd65355d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA"
"c1624075-e0c9-4c04-958a-2ea044578f89","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1"
"075baef4-ed01-4a3d-b99b-a84ad404aa5f","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1","Column"
"12280e7c-0fe5-4ddc-9af9-5536cc334cae","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03"
"ba51723e-6a0d-55ed-9571-d6dc7a1452be","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03","Manufacturing Documents"
"c5bc8d92-7ff8-54b7-9a9b-4a826a6fe03c","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P06","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"9147c2d5-00b2-5ab8-b343-6de5d6225042","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P06","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"4e901590-efe1-55ec-8ff9-22a41bbb4b69","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P06","Basic Patch"
"f8ab542f-f30c-5fce-8f9a-a2b457b72f94","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P06","Basic Patch","Have the lifting anchors been patching as per project requirements"
"4041d99e-5ee0-5891-8968-eb6cc800ae3e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P06","Basic Patch","Have the prop points been patching as per project requirements"
"6898ea1a-5f2a-5a16-a897-a271e87db6b4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P06","Basic Patch","Have the grout tubes been patching as per project requirements"
"fff168ae-b8d9-5847-a217-c2a0560a3bad","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P06","Final Finish"
"dcacf047-b5d6-51ca-8211-7ac7709180a7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P06","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"52b3a1f1-6c16-54ea-98a3-ac3a27fd7e22","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P06","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"72f91381-827d-403a-a6f9-bfbbaa36d0d0","","checklist-sectioned","fail","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P07"
"c045980f-d096-554e-9343-6b7ede2f5f6d","","checkpoint-group","fail","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P07","Element Install & Grouting"
"ac99a78e-34bc-5971-843f-24f32da5702e","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"171a871a-637d-51be-b056-b83f58c29d3c","","checkpoint-status","fail","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"f72c0fed-cbdf-5e69-963c-c339b21c5981","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"f0f2007d-dcd0-55de-9006-dff9d22db127","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"06e2aa33-d6d6-5768-b715-12eb416355bb","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"97c80410-a850-52c2-8b08-e2d195476ede","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"40123ace-2528-50aa-9b90-c05ef7a54992","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"f650e3a4-efe7-5a15-a039-37240f68b0c8","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P07","Element Caulking"
"e1a9847c-b516-536b-91b6-15fb869e04da","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Element Caulking","Element caulked as per project requirements"
"e020fd84-ed8d-53bd-a857-92de39a54298","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P07","HOLD POINT - Confirmation that Props can be removed"
"158e10bc-bc98-57f7-a502-c476bba479c2","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"eee65a2f-33d3-564a-aa47-fe11d24481b1","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"8e011a7c-4e6d-5973-9417-68e509a9009c","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P07","Basic Patch"
"6da8a164-091f-5bf4-b33e-f9c665fdd499","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Basic Patch","Have the lifting anchors been patching as per project requirements"
"c4b0f1e4-859d-5bc4-bf19-0758c412bd71","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Basic Patch","Have the prop points been patching as per project requirements"
"90d200c4-ea35-5947-9277-d269ea67a907","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Basic Patch","Have the grout tubes been patching as per project requirements"
"411fef00-bd95-546a-929d-5ebae0c0693e","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P07","Final Finish"
"5fa22dd6-8bae-5073-84b1-888a1398446f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"f8a97406-f7cf-5936-8113-264ef51d7502","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P07","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"7e990d0a-0760-48f8-a099-72b23977b6fa","","checklist-sectioned","fail","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P08"
"6218058b-415b-535a-98db-24ea768471b9","","checkpoint-group","fail","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P08","Element Install & Grouting"
"d2ff9e9f-dafa-5d18-ab42-b312462b2324","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"d14246d4-7176-5497-9444-9c321da12c37","","checkpoint-status","fail","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"b01c6ec6-f6e0-5183-afff-7149655dcaea","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"b7c9a857-171e-55c3-a902-a680b5a942c0","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"ceba83b7-9def-5e01-9383-ee1160fe0978","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"28f8fff5-3412-5dc7-b695-4de0585d0ada","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"4b285dae-ee06-574d-b889-464f45f24034","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"ffc64bef-e3be-5842-8a1e-f8272a5f30f3","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P08","Element Caulking"
"842fefc8-fd14-599b-b9b1-49bfbbbb5090","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Element Caulking","Element caulked as per project requirements"
"73038326-3a15-52b7-9615-ab9ed435a7ed","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P08","HOLD POINT - Confirmation that Props can be removed"
"b971ac54-084a-5f14-9eb8-a0e414708383","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"1cebefd7-0b3b-565a-8192-8545992a9e9c","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"0bd169e0-f652-5007-8f65-1de76d6d16d7","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P08","Basic Patch"
"44f2047b-b68a-51c1-ab26-9fef2b577433","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Basic Patch","Have the lifting anchors been patching as per project requirements"
"2db24e70-7c04-53cb-951f-2bf7227597d8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Basic Patch","Have the prop points been patching as per project requirements"
"2f3d8fea-4739-5c1f-a997-b19d8d85c045","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Basic Patch","Have the grout tubes been patching as per project requirements"
"536a4ea1-000c-56a1-9f9a-ea0f32a06c42","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P08","Final Finish"
"f439498b-7460-5a28-8e0c-3d9138c9babb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"ed520e8a-0e0e-53be-b233-e61c57b0a322","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P08","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"348e45fe-bb44-4fcf-bd03-4ffe2e63183f","","checklist-sectioned","fail","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P11"
"f531e086-e759-5166-a31e-3e24a4de5c19","","checkpoint-group","fail","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P11","Element Install & Grouting"
"c8ad8db8-0f60-5935-952d-8fabe7d36b36","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"b32e2160-470d-59b0-837b-1beaa01137c6","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"dc80b816-4152-54b6-83a7-7ab2778e9c4b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"c8d2eaa1-821b-5d50-b3c2-99d5a2562173","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"ce0001aa-e6bf-58d4-aa45-996c38863ce9","","checkpoint-status","fail","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"d52b160d-583d-5c44-80f8-529b25a5adad","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"00bf0457-eb2c-5704-88f4-d4dd5627d915","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"220ed082-2ef5-50db-8f53-1dcb673e8384","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P11","Element Caulking"
"29346a8f-dab5-5975-8e6b-49fbed51a3b9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Element Caulking","Element caulked as per project requirements"
"88985cdc-c1c1-5935-bfc7-3759a6c6d49f","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P11","HOLD POINT - Confirmation that Props can be removed"
"eba0fcc4-57a0-5d1f-8624-7111bbe121bc","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"6c554c77-561a-599e-8cd1-ae148f1d35b1","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"1df1f35f-cfce-5c3d-9871-712af7fcea8b","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P11","Basic Patch"
"38fee7ca-205b-58d4-b9ab-c4d32869a5a4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Basic Patch","Have the lifting anchors been patching as per project requirements"
"deac59f7-e593-53a3-b654-cb2be214e0e4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Basic Patch","Have the prop points been patching as per project requirements"
"66c23d89-f2c9-5d2d-8916-65bb1d320bbc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Basic Patch","Have the grout tubes been patching as per project requirements"
"e42ed104-86af-5131-ae64-547edcf978d0","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P11","Final Finish"
"d608d620-fdac-5e8a-a941-355fea35331d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"9d4ed45d-a219-52c7-bfc4-7650165df81b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P11","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"cee38961-d9f8-42d3-ae87-a813b6b1debb","","checklist-sectioned","fail","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P12"
"2b5df7ea-5081-528d-a375-a36bca336183","","checkpoint-group","fail","","","FALSE","FALSE","Installation QA","Level 4","Panel","L4-P12","Element Install & Grouting"
"2e1e1014-f72b-53bb-ba74-04ea975ab3c8","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P12","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"a222340f-019f-577f-b5f5-43384549d8da","","checkpoint-status","fail","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P12","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"ac24f34d-b23d-5d6f-8054-185f18f11d9a","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P12","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"8a77d5ef-3b73-5e3e-b38f-f61d27a90d60","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P12","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"eadd9337-6c00-50b4-bbea-09cd6c92ffd5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P12","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"0938942b-4016-5172-9ea6-4acac376eef5","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 4","Panel","L4-P12","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
