"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11fc48af-6bcd-4c14-b839-e1803e20cfb9","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS"
"6a3ae26e-94ed-41e7-85da-e198495d8f88","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS","2023 STAFF MEETINGS"
"1fc65a2b-e8fd-5d22-b24b-9bf00b8cde39","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0111 MILWAUKEE CHIPPER","Damage or Missing Parts"
"0b8f098d-384a-578c-b32d-b95bbf85cb5f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0111 MILWAUKEE CHIPPER","Current Location"
"b2584f7f-b763-583a-bfc9-e48aac652c62","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0111 MILWAUKEE CHIPPER","Staff Sign Out"
"176f7e1e-6cb0-4eeb-882c-ca3b5a0e826c","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0112 MILWAUKEE 12ah BATTERY"
"31e9c5c6-438e-51e5-9fd8-30ac617fd653","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0112 MILWAUKEE 12ah BATTERY","ASSET NO#"
"c06fedd8-7d23-5e9a-bded-afaa2504b6ab","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0112 MILWAUKEE 12ah BATTERY","Asset Description"
"36cd9993-ba36-57fc-a112-a98a1af391fb","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0112 MILWAUKEE 12ah BATTERY","Asset Serial Number"
"68214e3c-c2f4-5b37-aaae-3e5bee6ab62c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0112 MILWAUKEE 12ah BATTERY","Damage or Missing Parts"
"e2c3c078-a94d-5424-9746-8805d5fb1c6a","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0112 MILWAUKEE 12ah BATTERY","Current Location"
"32e0577d-5ed2-5af8-ba51-f8c4a3479114","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0112 MILWAUKEE 12ah BATTERY","Staff Sign Out"
"25dcfffb-35e6-461f-b22c-642cfb331784","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0113 MILWAUKEE 12ah BATTERY"
"dbc7b606-ceee-5506-971d-a4d07bbbae67","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0113 MILWAUKEE 12ah BATTERY","ASSET NO#"
"73bbb9ad-3495-594d-bf94-c564c4dd72a4","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0113 MILWAUKEE 12ah BATTERY","Asset Description"
"0881c4ea-c7b2-5f72-82c6-4822c1b764af","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0113 MILWAUKEE 12ah BATTERY","Asset Serial Number"
"11a8290f-3fda-577e-b873-4feea3568c39","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0113 MILWAUKEE 12ah BATTERY","Damage or Missing Parts"
"b6486af8-4b2e-5a9f-996f-370c1d3eaf25","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0113 MILWAUKEE 12ah BATTERY","Current Location"
"108e01f6-f30a-5503-86cb-f7735e8890b5","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0113 MILWAUKEE 12ah BATTERY","Staff Sign Out"
"216c1382-1f30-4b0d-a313-098867035f80","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0114 MILWAUKEE STAND LIGHT "
"070734cb-5fa1-5f6b-88e1-2486adf4d3e1","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0114 MILWAUKEE STAND LIGHT ","ASSET NO#"
"ac105971-3e1e-5d37-a4b8-edb303650603","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0114 MILWAUKEE STAND LIGHT ","Asset Description"
"67f9bcd1-0059-5712-ba2f-82bc3f2876e6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0114 MILWAUKEE STAND LIGHT ","Asset Serial Number"
"6a48551d-e551-5fcc-bf4d-83c588ba2661","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0114 MILWAUKEE STAND LIGHT ","Damage or Missing Parts"
"087fbf94-040c-56ea-a94c-07561ad07141","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0114 MILWAUKEE STAND LIGHT ","Current Location"
"d4141cd0-c0ed-551e-8202-84e2fb8def70","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0114 MILWAUKEE STAND LIGHT ","Staff Sign Out"
"63553110-bd14-4146-b833-a55305c91a73","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 1"
"ddb330de-7ad6-5002-ba51-3cbe4b5595cf","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 1","ASSET NO#"
"007bbb94-7967-5640-9dbd-bf62e42199e7","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 1","Asset Description"
"6848b253-9ea0-5d50-9a8c-2fda3d2e9f0f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 1","Asset Serial Number"
"acc232ac-fe2e-54ad-979f-0ffc4b074383","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 1","Damage or Missing Parts"
"68a347c5-efb1-5119-b237-bab72b774838","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 1","Current Location"
"d8f8f135-382b-5597-913c-2457b9dd710b","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 1","Staff Sign Out"
"c588e824-475b-4062-83e5-7670724d68e6","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 2"
"1a00b43d-2e23-5e0f-9828-04946c49146f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 2","ASSET NO#"
"99561dd4-8d9a-55be-90d9-626def377f5f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 2","Asset Description"
"2cadbcb2-77be-5d62-a3ab-6a1ba6c3dff3","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 2","Asset Serial Number"
"1e771f1c-8901-57bb-b7b3-dfabb442a8df","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 2","Damage or Missing Parts"
"e829feac-1b55-55b3-aba3-e8af630edde0","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 2","Current Location"
"61106ca3-7cd6-53dc-9ae2-04ede128f817","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0115 UNIDEN HANDHELD RADIO - 2","Staff Sign Out"
"c83445e5-7bdc-4d2d-85bd-75e280547652","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0116 SIDCHROME SPANNER SET"
"97b23ee1-b56a-58fd-b4b5-f00f5968d6b5","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0116 SIDCHROME SPANNER SET","ASSET NO#"
"d5308c94-b2e3-54ab-b39c-dbcd57a6c7c9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0116 SIDCHROME SPANNER SET","Asset Description"
"269db765-8612-5417-a17d-105836cb7cb5","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0116 SIDCHROME SPANNER SET","Asset Serial Number"
"2362286c-701d-5c3a-a21b-4eb43d367ed7","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0116 SIDCHROME SPANNER SET","Damage or Missing Parts"
"3f4f20f3-8b0e-5c67-b08e-26729ca286d6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0116 SIDCHROME SPANNER SET","Current Location"
"d18cef27-cd95-581a-b7ae-a5538fd0cfc0","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0116 SIDCHROME SPANNER SET","Staff Sign Out"
"03467498-80c3-469c-91cf-14fc79e3d2d7","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0117 WOLF PIPE WRENCH "
"a17eed96-9a5a-5b54-9da9-a81e60624ed6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0117 WOLF PIPE WRENCH ","ASSET NO#"
"c21ae7b0-1e38-56d0-8993-06f2175aa562","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0117 WOLF PIPE WRENCH ","Asset Description"
"d5989cb6-5aee-5025-a45c-bfc268ceb61a","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0117 WOLF PIPE WRENCH ","Asset Serial Number"
"0a725b45-173b-5280-b72b-0c06035b24aa","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0117 WOLF PIPE WRENCH ","Damage or Missing Parts"
"ee882861-fe8e-5399-94f5-67fda6969b02","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0117 WOLF PIPE WRENCH ","Current Location"
"3d753903-fe7a-5407-bfe9-02bc5bf05f4f","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0117 WOLF PIPE WRENCH ","Staff Sign Out"
"8ef8187f-008f-47f9-96ae-dff36f91fa99","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0118 TPE iPad 01 - RHYS HESKETH"
"073f22a6-667d-5340-b7e1-924e79eb61f4","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0118 TPE iPad 01 - RHYS HESKETH","ASSET NO#"
"dbb7e868-8d61-558b-a930-e3178bdee696","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0118 TPE iPad 01 - RHYS HESKETH","Asset Description"
"84ec31e5-8fcf-5744-809d-65dee4e03797","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0118 TPE iPad 01 - RHYS HESKETH","Asset Serial Number"
"7c1af7e4-879f-5372-82bb-ae0cb426afb6","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0118 TPE iPad 01 - RHYS HESKETH","Damage or Missing Parts"
"49ab432f-4d67-54f6-9259-eb100c487df7","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0118 TPE iPad 01 - RHYS HESKETH","Current Location"
"28862f60-64fe-5a84-8922-ffc039efeb56","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0118 TPE iPad 01 - RHYS HESKETH","Staff Sign Out"
"58ba124a-121e-43d2-b7dd-f5a51a621937","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0119 TPE iPad 02 - LACHLAN KOGER"
"4064b732-3eea-5486-b3c8-e14be2c058b1","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0119 TPE iPad 02 - LACHLAN KOGER","ASSET NO#"
"6754e8df-bd1b-56b3-8ec6-e358aa1a2458","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0119 TPE iPad 02 - LACHLAN KOGER","Asset Description"
"32bd4114-1aa4-52d8-9a45-5fa820963305","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0119 TPE iPad 02 - LACHLAN KOGER","Asset Serial Number"
"fa2b045c-62c2-5f95-ad4c-a36f775acccc","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0119 TPE iPad 02 - LACHLAN KOGER","Damage or Missing Parts"
"3099167c-8c7c-52dc-8adb-d477a435652c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0119 TPE iPad 02 - LACHLAN KOGER","Current Location"
"560aa54a-94e6-5cb6-8a6d-95b2169a1bb7","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0119 TPE iPad 02 - LACHLAN KOGER","Staff Sign Out"
"1c8760ee-8779-4e5c-b723-74143b6eaac4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","GAS CODES OF PRACTICE PUBLIC EVENTS"
"9a5c6d13-7a83-4bba-8289-acc14e296ca2","","checklist-flat","work-in-progress","Add Blank Canvas Checklist","checklist-flat","FALSE","FALSE","WORKS PROJECT - BREWY"
"606fb7f3-23dd-5da9-9f8e-4487aa62cc38","","checkpoint-status","work-in-progress","","","TRUE","TRUE","WORKS PROJECT - BREWY","Add Comments, Files or Signatures here"
