"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"ee893557-596c-4034-aa7f-ed32dd9b774a","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation"
"04e0270a-cdaa-5058-bdfa-8adc3b4e6cb2","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation","Details:"
"47466a2f-f15e-5ce1-b583-984fa074dd21","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:"
"2d11bcfe-9327-55e7-8175-2301b3e454ed","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"bdd943b8-5f83-5a91-a384-dd1709da22cb","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"7838a9f4-9054-5d55-98e1-a1233853ee80","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"5441fcf2-e354-5057-8335-812612bc05b4","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"f5816130-e51d-5c2b-a248-164cbdc738fe","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check for damage or leaks"
"989ef8c0-316c-5370-88cf-7596e7184e07","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check fixing points are secure"
"d4ec8709-fdba-5756-b646-f5e05faca66d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check level & alignment"
"945c753d-a448-5fdb-9f13-56459e2cd0ee","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check mini stops"
"733463a4-2a43-594a-9e76-ef71ad8ee353","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"150d716b-ab2a-5522-8c0e-4f1822125d2d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check waste & water connections"
"ba4c4b90-9ef6-54d3-94ad-134546574e03","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check stop valves for future connections are capped"
"9c72b674-c123-5e57-8073-28668b579030","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check all functions & controls for correct operation"
"774e3dbd-4be9-5939-91b4-5bf80fc2e8e3","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check trap is clear of debris"
"88b0b7fc-ee9c-5f6a-9164-676d3feebb56","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check caulking"
"bb83621c-1f06-4ee3-9d8c-7f4213edd4e2","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation"
"54874dd7-0dcb-55d8-b2ce-dd3be59150bd","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:"
"22c0b6ad-c1a9-538e-b439-cb0d6d3fb28b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"4b30c374-00cf-5607-9720-68c78521d699","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"bf224569-c77b-5915-890b-bef0d47db076","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Installation complies with current drawings & specifications"
"23b9a28f-6fe7-5287-a822-7cdc2639fa7b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"9b9cbe8c-259d-5fa4-8fda-27f312dfd907","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check for damage or leaks"
"f7ddbdf8-b55e-5de5-9564-94ae9d5ddc62","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check level & alignment"
"056ad6e4-0f0d-53f1-83df-016892811c92","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check stops hose connections are capped off"
"724e9eee-1aeb-4a94-b200-ed465d136ff1","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation"
"fbf04103-9020-572f-89ab-87fc65514137","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:"
"5df64ecd-bd02-5f55-bb4d-d1e216e29308","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"5bf6c574-8cb9-5518-bd0f-6cf091f62d87","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"c2be0ed7-bdfd-591b-adf3-16adc3daa15e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","Installation complies with current drawings & specifications"
"cc4488ad-105f-5331-8381-de3afdf23ab2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"153bbfd8-d085-5469-a988-7b994c6dbb5c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","Check for damage or leaks"
"c44034c8-160e-5c6c-a496-232f040e806b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","Check fixing points are secure"
"2f624138-a989-5f1e-8212-f8250e8f4312","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","Check level & alignment"
"d9f72600-eef0-5092-8b9d-de1c8537136e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","Check waste & trap connections"
"8c25b8fd-9982-57dd-b86d-72557cfea9d2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Tundish Installation","Details:","Check trap is clear of debris"
"134b417a-3008-4d5b-9019-eb136afd9ff5","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation"
"153bcdc2-2945-572a-9ace-15fabaf806b1","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation","Details:"
"2d7bb947-3a1b-598b-83d1-19b0817944d3","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"d30e5c4a-8e8b-51eb-af3e-3e59131a8bba","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"22fbeacc-646b-5b47-a213-38fb97376bc9","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation","Details:","Installation complies with current drawings & specifications"
"6f30c0d4-da1f-503d-9082-83a1b9e43a19","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"9fad4cc2-4943-5a6f-8feb-a736f3cdf8c4","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation","Details:","Check for damage or leaks"
"78d2f886-3e74-53ff-bbf5-d327c8e376ba","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation","Details:","Vacuum breaker fitted"
"ff072c01-0885-5d2e-a2e7-8dea5e47a05b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hose Tap Installation","Details:","Check pipe colour coding"
"5b4b38a0-776c-443e-a7ca-de621b866001","","pass","85f8719d60ad41b98a5587b25184f5e446cd76b96c5346e09c4474473806b8a9","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation"
"87ad4aae-1837-5750-a7d4-1636c51bd370","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:"
"6ef6a5de-f0e0-5605-8992-8151fab9625e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"217dfbf2-1c6c-52a8-b39a-087a780f10f5","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)"
"a7cb435b-ea2c-57f8-9c1d-85821a7b8164","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Installation complies with current drawings & specifications"
"b24706df-6161-5542-8456-7c9e02fb3779","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"9715de6b-5c67-572f-95ca-d5c7e789e22c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check for damage or leaks"
"205872fb-a88e-5205-af16-48dce1988bfa","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check fixing points are secure"
"2000370c-d982-53a9-aa40-9bf9d99ecfb6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check level & alignment is correct"
"3385874b-39f5-5f00-b029-7584719cd659","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check surrounding wall material is fire rated"
"c67c8b49-cf29-5c48-a624-d73dddd6173d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check distance from cook-top to range hood complies with manufacturer specification"
"fa0583be-c203-5e10-8c79-a8879302a032","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check surrounding walls to closest burner distance complies with manufacturer specification"
"d886d796-f7ae-5992-b848-4beb8499e82e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check flexible connections are not twisted or kinked"
"5d173389-874c-5ff2-b6e8-6a74b27a2ec9","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check gas isolation valve"
"4d749267-c153-5195-b1c7-86a53a55c07a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check gas pressure regulator"
"f9ef73af-4775-5e77-8074-be8a0a296dd1","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check all functions & controls for correct operation"
"c2066919-382c-4b50-b6ce-8f3991b362bf","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation"
"0f9b9821-d7c8-5072-a22a-750068b424f3","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:"
"c62d2893-3145-57e8-8595-eadaee511474","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"52c55e69-8ce7-5067-871c-5a19b4281029","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Installation complies with current AS/NZS-3500"
"a73bd4fd-0ac6-540e-bfe4-63612b38eae5","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Installation complies with current drawings & specifications"
"fb1dbe3c-20db-545a-99f7-0222adcfbf94","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"ffac4fff-8ad2-597f-8873-a2de17731e34","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check for damage or leaks"
"07ebfcbf-4013-5a48-b4c1-659a54ad9cd7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check level & alignment"
"b2d06f92-128f-539f-9171-a12418dcc233","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check safe tray (if specified)"
"7634e3a4-c2a2-5cf0-a730-e715ae969c06","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check isolation valves & non-return valves"
"beed2f7c-efac-5f02-8570-44293835a9b7","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check pressure reduction valve (if specified)"
"e1d42a9c-1175-541b-aae6-02f65234e5d1","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check flexible connections are not twisted or kinked"
"301cb609-b5b8-5627-a1f9-25ab290a07f7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check waste & water connections"
"3f8a96f8-36ef-542a-ba6e-68b385fc8c32","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check operation & controls"
