"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"076be3e9-1e1a-41d1-a2c4-c3e7e2bb6e5b","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Commissioning"
"f158bf19-2626-4f49-80cc-8291fbe6ce6e","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Commissioning","Commission Fixture Group"
"23cffedf-d082-414a-af0a-4989d5064929","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1318"
"e7b67dd7-81c4-4f0a-87fa-ba3df75b5215","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Rough-in"
"0ccdfa09-56c9-4edd-8e66-f1bee0679c1e","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Rough-in","Waste & Vent Installation"
"05b45822-66ac-4aeb-8576-72427782cb88","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"cb7277ef-8ebc-4abb-846c-13d1eabf1abf","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"0136b9a8-93f3-4e6a-b6b5-28464ed2b7f6","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off"
"0eda40a9-5900-4bae-981a-fc1d8a16facb","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Toilet & Cistern Installation"
"a75b81d7-26d7-48fb-973f-dfe1a5dca9c0","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"9927b985-0d89-401b-9a0f-6e67e5f52b1f","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Shower & Tapware Installation"
"c3fe91e4-cc7c-4f8c-8bd8-ea16ae1a0207","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Bath & Tapware Installation"
"4f93e432-0061-46dd-adf9-f8f6d28a3395","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"6a4fd644-1748-476d-bcdc-0248cb4ff806","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Dishwasher Installation"
"e37d0459-edbc-46fb-93d3-97352f3e7bfb","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"0592b521-ba29-42a4-8a97-d47073caf0c2","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Washing Machine Stops Installation"
"3b3502b2-5cc5-4bcc-a25c-943cfc32ea36","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Tundish Installation"
"8ce4a508-1fea-4cdd-a546-ac07d1613575","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Hose Tap Installation"
"6f36fb32-aafb-45dd-b98f-9bb2d0b10d53","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Gas Appliance Installation"
"0824d2d7-9580-4479-98ff-2d336a24087e","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Fit-off","Hot Water Unit Installation"
"d0dcb9dc-88eb-4750-b2d1-fa6c93e1df6c","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Testing"
"839806ba-5dc3-4ea8-8c77-a4ee11b1a495","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Testing","Testing Potable Water Pipework"
"1fd708cc-47b1-4c59-b4cf-be774e188972","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Testing","Testing Gas Service"
"b8a01e98-a6ac-4436-8f85-a6bbb98339ed","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Commissioning"
"acc398f1-a578-4dec-baff-ffa18c095b87","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1318","Plumbing Services Commissioning","Commission Fixture Group"
"601dd827-ca8e-4400-b02d-79d5df044518","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1319"
"cf088a67-c65d-4c9d-8993-1e48d7eb0caf","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Rough-in"
"517da23e-cc8c-4f9e-8141-c4309fdef013","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Rough-in","Waste & Vent Installation"
"254a698c-bc19-4b1a-91f2-ffdb11c8d286","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"4302c3bd-55ca-4c60-9926-8d56aa0532d1","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"2d293930-4c05-4b07-93d5-38f9f653e4c3","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off"
"aee7e647-ef91-4a20-a957-fbb8a7495eae","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Toilet & Cistern Installation"
"b31bb1b1-5a84-4e9c-89bb-67bb822370b2","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"29010e19-7959-47cb-a685-d84c081b7343","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Shower & Tapware Installation"
"ec64c701-9174-4923-93c8-29ed98369cba","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Bath & Tapware Installation"
"ed27896c-ee56-46dd-a96a-7afaeb9cc2aa","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"55c9b55f-6011-4de3-abf9-d5c71ae968c3","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Dishwasher Installation"
"45a9c097-d53b-4f37-9cd9-aa8135950185","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"92af25da-820f-4591-bec5-3f475715bc14","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Washing Machine Stops Installation"
"d94ce086-f31b-4f9b-b0ef-62d54e19809b","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Tundish Installation"
"d3ed2236-ba12-45b1-9735-b0aeb9791b4c","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Hose Tap Installation"
"cb6a1b05-64c5-4723-b8a1-35f0069a6547","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Gas Appliance Installation"
"272c78e6-6dfc-493d-b80e-656d140b98e2","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Fit-off","Hot Water Unit Installation"
"65189d2b-e97b-4aea-a402-96b5a77c26e2","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Testing"
"66ba5949-f0b6-4390-b7de-3f1ef1e33e0e","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Testing","Testing Potable Water Pipework"
"0653f857-2680-4a27-89e1-ba457de073cc","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Testing","Testing Gas Service"
"f24fc2ec-2511-4c08-838a-e9e98758ddcb","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Commissioning"
"c70ab737-df92-414a-814c-f3b3c25e4dad","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1319","Plumbing Services Commissioning","Commission Fixture Group"
"dd60ccd2-381c-4454-bc9e-774b88b6096c","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1320"
"bb464e12-9b0e-4b0e-8257-329b42ab5291","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Rough-in"
"8986b6d7-264f-4371-93e9-65d660c42314","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Rough-in","Waste & Vent Installation"
"b45918bd-a696-4628-80c4-4892a8ac8370","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"7607b89e-5ea5-4db5-be0e-ba7b33494b0f","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"cf531c91-809c-444d-ad13-a0851a70d80f","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off"
"52bfc95e-3231-431a-af9d-22450c39dbe9","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Toilet & Cistern Installation"
"1cd2160a-dcbc-4968-8514-1dda883bf378","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"f237ec25-4bab-4609-8914-1f61e2f4d8ca","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Shower & Tapware Installation"
"db99c3e0-0e1d-404e-ba12-ef816abf71b2","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Bath & Tapware Installation"
"720a67d9-5ef2-4de8-b0c0-a9c203a6d3ab","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"03cafe55-ebdc-42b0-b315-b78ef8b8f634","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Dishwasher Installation"
"bf284792-0187-45b8-b28f-0e672f3b340b","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"c9fd3b35-35c0-4a07-8424-39ce5383509f","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Washing Machine Stops Installation"
"bd6410c6-f60d-448b-bc0a-e1bb8a0c2a19","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Tundish Installation"
"39a4c6f5-0873-48a5-b63c-41eed653b0f6","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Hose Tap Installation"
"9143047b-5a4b-494a-ae08-e83a1b2f6b5b","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Gas Appliance Installation"
"402ccfbe-efcd-400f-b1bd-226e23ce16a7","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Fit-off","Hot Water Unit Installation"
"acce1aa7-eb5a-48ef-a37d-935db92ff040","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Testing"
"a68e9a53-cfe4-46e3-ba2d-7e072c37b737","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Testing","Testing Potable Water Pipework"
"13be7533-8283-477a-878a-878fe8d25e5f","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Testing","Testing Gas Service"
"d1a0ffce-561f-451a-9f5c-e9accffb6d56","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Commissioning"
"75959317-a331-4945-9416-d2124da26b43","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1320","Plumbing Services Commissioning","Commission Fixture Group"
"7227ead9-a298-4fa2-885b-653130e1caca","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1321"
"fb10059f-edff-4e13-8be6-3f63a10fd415","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Rough-in"
"a79909ec-fa64-4edc-9bd0-c82af1e2b648","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Rough-in","Waste & Vent Installation"
"23f4c1d7-3e0f-41eb-b665-63b2ee15f4ac","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"3617c24b-a6e6-4fb4-8d18-fb0a055b1f60","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"e9689c89-81de-4ec2-85f7-4f969cda44ad","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off"
"7ef2eae1-3944-4ff1-9825-43e402a581dd","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Toilet & Cistern Installation"
"7a6f1ca5-a187-4b0a-a3e2-aedcfa73949b","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"2a0f1f27-140d-4a58-a608-0dd81df6f758","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Shower & Tapware Installation"
"1185a12b-f90f-4ceb-b6e8-9cdb88bd57c7","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Bath & Tapware Installation"
"2bb4ef6e-ce66-438c-ae35-ccaf2c8cc11a","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"bc74572e-94f4-4050-9205-cb181b6c60b9","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Dishwasher Installation"
"e055bbaf-875d-421a-8872-07d89f64d8bd","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"61136f93-aa48-45c0-aa81-bbe69385de4e","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Washing Machine Stops Installation"
"653f8bb0-bc5e-48b0-8ccb-bda6364047c7","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Tundish Installation"
"31625e85-8ab2-49f2-9bd5-53b8a02c1e07","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Hose Tap Installation"
"3b7f5a7b-553c-495f-8d29-98a6f2359df1","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Gas Appliance Installation"
"38559eda-d7cf-4c90-adc8-91712ee81b24","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Fit-off","Hot Water Unit Installation"
"8c072366-6227-4472-8bbb-3898b5c9e66b","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Testing"
"adec4df4-f520-419c-b8d6-b340a04c022a","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Testing","Testing Potable Water Pipework"
"31cdb376-fbe8-40f7-94a0-12a77131ce7b","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Testing","Testing Gas Service"
"17302c32-94a7-48e1-a401-9ee45bd0ee3b","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Commissioning"
"de93f25b-d7f5-4145-9af6-4201904b9f51","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1321","Plumbing Services Commissioning","Commission Fixture Group"
"167a5f4d-a87c-4f8e-9a19-380f4cbed461","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1322"
"fe6e54c2-c524-4395-ba0c-0d47ddf63dfa","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Rough-in"
"1a866381-e86b-494f-b9d3-a09eb6983a41","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Rough-in","Waste & Vent Installation"
"e1ea3202-e397-4b96-912c-60ed68b95029","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"7ddcc704-37c7-4d7b-bd51-74f99c5e0aaf","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"62f2c3af-7300-4086-845b-cf496f0a3a97","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Fit-off"
"b95f1291-a9d1-4189-907d-e9ca3f15cc6f","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Fit-off","Toilet & Cistern Installation"
"9402572f-6472-4737-a537-03bd3ff21fda","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"9fc0b5d8-5f51-4d03-b30d-a5a0d8a9751a","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Fit-off","Shower & Tapware Installation"
"36c6078f-328c-4215-a208-bfb73c550e3e","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Fit-off","Bath & Tapware Installation"
"c3a00319-d014-4c58-a8d5-1d23fd518a8d","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"3fadc5a9-8fab-40d6-941d-f194529127fc","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1322","Plumbing Services Fit-off","Dishwasher Installation"
