"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"224b70eb-1944-4b92-af98-bcdbb9dfa520","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"737964f0-cfb1-41a4-8702-4054d85fb71d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In"
"733ff6ab-5f26-44b6-b616-af94fb1c3c3c","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 2"
"296da1af-0951-4248-b4b1-118a4867aa66","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 1"
"ca3534e0-dc1c-4bf0-9afc-31ac5e5328f8","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Lower Ground"
"91554f26-cd76-46fb-99ff-7c310dd31471","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Upper Ground"
"d6f107f7-055f-4e92-86b8-53b7047a70f9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","School"
"cc6ab264-13ea-41ce-bf9d-18f61b4a972f","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","School","Lower Ground"
"a705ea41-48d9-4168-8931-3be29c8ce2df","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","School","Level 1"
"9eca21a7-7372-4258-a883-d356a6f48f8d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22","Unit 2206"
"832e0723-62a0-4e6e-a450-9c18c267e128","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22","Unit 2207"
"ae3253d5-7a3b-4489-bbfd-e8f576f8547b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22","Unit 2208"
"520ca0d1-30f8-4a9d-8cf0-1591f60a8a42","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23"
"255fbc3a-a61b-401d-bc09-cea78db9cfd7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23","Unit 2301"
"0621e931-bc76-40c8-a69b-2af2262a4da1","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23","Unit 2302"
"c7ff4075-eff6-4ae8-91a2-d2c2f80f6ac8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23","Unit 2303"
"e39caaf0-70cb-4d78-8923-292de119a9f5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23","Unit 2304"
"c3774e91-b80d-42b8-9d95-7182f500c8ca","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23","Unit 2305"
"6e8e821e-8f96-41b5-96de-c08b6f7ed1bd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23","Unit 2306"
"34ea9f71-dae6-49b2-9b52-4254da14ac82","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23","Unit 2307"
"751712a2-c244-43aa-8a5d-fefab4c1c92b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 23","Unit 2308"
"5211018c-b1c5-4045-aef7-1a4567399b30","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24"
"ee729927-fe4a-4887-872a-452d91df57f9","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24","Unit 2401"
"1cf7b7b1-ec15-4f36-b7ef-f75b38f145ee","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24","Unit 2402"
"88f67fbc-d677-420b-80fd-6f87bfbdbbf5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24","Unit 2403"
"352c22f3-6f4b-43f9-96be-b8580b65bc64","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24","Unit 2404"
"bf84127c-f48c-494d-9497-21259e71ff8d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24","Unit 2405"
"7df423f8-3035-4f6c-834b-b6d7200a7a42","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24","Unit 2406"
"6a498da5-66f6-485c-80fe-b51403ebc84d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24","Unit 2407"
"cc981996-1525-41d8-974f-651292a05d87","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 24","Unit 2408"
"a9d183f6-2f93-4bd1-ade4-2e6c8f30aa82","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25"
"21cb965b-bc9f-46e3-bf15-94595ab2221b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25","Unit 2501"
"5d24d45e-6560-4f11-b726-e23c4cdaadd5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25","Unit 2502"
"1c39048b-2fae-4db9-a1fa-7efdcf09b837","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25","Unit 2503"
"890123a9-af88-4633-96c2-446a78a8c194","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25","Unit 2504"
"3b913637-2270-4ad0-8b1d-7db8dfc7ac3f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25","Unit 2505"
"d08e045d-09cd-4b70-a1b2-d6af6298dec8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25","Unit 2506"
"d45b5f60-b65c-4751-a92e-a7346e675f88","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25","Unit 2507"
"0c5df877-5334-4a59-9505-d30e8ffb0e3a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 25","Unit 2508"
"d470ecbf-eea8-4f84-a5c9-9fbd9cd5900d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26"
"1410ae93-f72b-4872-b875-674a2528547a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26","Unit 2601"
"66fffa32-8179-42e7-9e5e-1b0354e37e52","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26","Unit 2602"
"b7f9b936-3a4d-4f1b-8fdc-c6298ec78fa8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26","Unit 2603"
"192f2eb1-73ad-43dc-983e-188f8519c926","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26","Unit 2604"
"ca6c1014-9a7e-431c-a23d-f0824e2a607d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26","Unit 2605"
"39dc4094-f278-49a0-8971-5d0286eeef0f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26","Unit 2606"
"aabdcae8-13b8-4d1b-a394-d44979e11549","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26","Unit 2607"
"a80164f6-06ad-4358-9051-a538d4a6c2df","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 26","Unit 2608"
"2eb3e3c5-c5cb-4356-9080-ad34ed41d0be","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 27"
"6fbd5df9-6ab7-4c52-8cbb-a6a286257b81","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 27","Unit 2701"
"c1b872e2-743c-4253-aa07-b0aa38d81fa4","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 27","Unit 2702"
"d44da2d7-acf4-482a-bb16-afa285e395f2","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 27","Unit 2703"
"ba739ba0-7f4c-4c0c-97fa-9bbee951bcb7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 27","Unit 2704"
"0bb0efdb-2aaf-4b9c-862f-ee340b34a4e6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 27","Unit 2705"
"c5e227ad-3f14-4c06-8684-95ccf9c52e02","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 27","Unit 2706"
"a36717ef-3bc8-44bd-bfde-f2bfc3a523ef","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 28"
"8df98868-fe50-473d-b420-eacfb755caa7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 28","Unit 2801"
"d36f510c-3780-4246-844b-7db125427cac","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 28","Unit 2802"
"d7eab75a-0d52-405a-9618-e1b1625b152a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 28","Unit 2803"
"0795f919-5f0e-44c9-8d5d-bfaa62215d20","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 28","Unit 2804"
