"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"26fcea79-2069-4951-a014-3e775d3b359c","","folder-normal","fail","","step","TRUE","FALSE","Station Box"
"1f862615-ee8b-4b14-bbac-634d0b039ef4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 01"
"b4f821a7-c8ad-4d7d-9080-515af3bfa2d8","","folder-normal","pass","","step","TRUE","FALSE","Station Box","Lift 01","Zone C (Western end)"
"db48e4bb-d793-4eed-ac43-6adb9ae759d6","","checklist-sectioned","pass","5e2aca4a77bdc90475ab6c3dcfe1b551cd16e8bd070cc04f94212ccd78dfde8f","checklist","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00"
"547de478-8cc6-5968-ab05-c20cc100d9cc","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00","Pre-Excavation"
"fe3ab4c1-fcfd-58b8-89a8-5271976493fe","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"56facebf-3e3d-5ffe-8db4-aa4332f0d017","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"6fa9c6a4-3e49-5e40-bcc3-384ec719b931","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"61e59109-cfcf-5273-8ee8-bbe488b40562","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"97288a5e-1a69-5cc3-b26c-9d5d253280d1","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"a997911f-0c51-58fc-a0f4-55dc40c8c5fc","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"032f98ef-8581-507d-98ef-2a5f30865930","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"164e48af-a3f4-52ba-afb6-f98563a0c74e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"db7d5c28-e6c4-5828-a323-972d08716c10","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"090a1a8f-c33e-5c93-9290-c6ca23cc2443","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"3725be92-008e-5967-96aa-258da568a2ac","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"814cf55a-20bb-5e62-95f8-46c2a8e014ec","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"8e1f53a4-6d4e-5900-8059-0ff2c817dda5","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"1b8b1d9c-339e-54df-98d9-08e2dc03935c","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"2c9898b3-a12f-5c45-ab8a-0c7e5e5ccddd","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"8d818013-65a5-5b9e-9eb0-61f14d51236e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"99497ac1-3541-540e-9ea0-32ca16dd18d0","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"734d57a7-0332-5d48-9b23-131ef6c60f80","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"fa5b570f-dfee-5d5e-a98f-4c6fdcf4c71a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"3339b038-a119-58fa-b992-75a6a6ee037a","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"b4b29a3f-7e0d-5ec1-813d-2f292a87be71","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"34185568-f7dc-51ac-802d-13b6ad21a362","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"8a9fb3b8-da43-5e21-a02c-e3e68f016a6b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"429081cd-61a6-422d-9fc7-9561f54e71e7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 04","P136 to P150"
"0271f57b-f046-4c41-8913-471d1dbe74b5","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box"
"7b1f4eb9-73c7-5111-9567-4ce43737dcd0","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"e5160931-a3af-5c7c-90de-7965aced21a9","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"b64f5235-6447-5737-80e6-b0aaed6d5964","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"81bdd418-8b8a-5fce-b312-f2d60953b658","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"d8e9d28b-c949-5b1d-92c1-91b40669bb55","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"62ff862b-e258-5de0-a601-1a3b4f8b3239","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"3b34d30b-e181-598f-8fd3-70858d5c6f02","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"06795621-6e63-5077-8c09-ff7d40c99a10","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"08f930ad-78c1-51f6-b394-97ab284d25c3","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"415c92cf-7239-5195-8fcd-0e800554d44c","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"39921f2a-0c1d-5ee2-b8b7-8cf526e89612","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"50ef7ad5-0b5c-5bf6-ab20-7d4c21cbb913","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"1a4bfa83-1551-5967-bb76-3cef60f93b29","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"ceef776a-7e12-5b5c-8c27-0051610aeddb","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"8db96eda-1a38-5d8f-90f5-32596fd93c9e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"52bd7b52-567f-5dac-8c65-57b058d5d67d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"304d7345-0122-5bf7-88e1-e19f15505a0b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"bd9d847a-0666-5701-a1e1-ecf3f3e8e0ce","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"9502eefb-8823-5960-a0a8-24f44929038b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"4d6d98ee-a989-5bae-84b7-84a7f306474a","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"37871801-5c01-54aa-9922-0db8cb03fd1e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"da4f540d-578b-5a43-b7e9-47687237b4f2","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"c00176d9-4396-5f6b-9dac-178c377486aa","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"696075c2-9144-59f7-b5f9-cdeb7bb64599","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"1aea6490-b5de-5387-9f2f-c4041ab5839d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P136 to P150","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"ff7ab859-87ad-485a-adc5-ec623a0bd593","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 04","P151 to P172"
"033b5844-c821-4a5c-b357-ac8611e1fb9f","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box"
"8209f4ee-b844-5958-bd27-d9e5e99fbe66","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"2ebf3125-2144-57f8-bb41-bee179fa7cad","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"3b806f8e-f921-54ca-8b27-c0003523ca81","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"03138237-b04d-59dc-8104-786bfc1f6052","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"cc368cdc-1b08-56d3-9fa5-f5a1d95bce14","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"6621568b-4bdb-50d3-b3af-d3292147c7b6","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"07b08d7c-491f-54c0-867a-6106565b1d33","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"3b8c41a4-b689-55c8-b563-fad7758f2728","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"6a6f9e9d-8a49-5d48-bb9b-dcbc9ec110da","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"35121ba9-1632-5b76-9f70-0334f6d2a577","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"0f7b5f4c-7e90-536a-91f9-07c2bac2b022","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"dec343ff-e299-51d5-aed7-a1eb94367065","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"943a129e-1b6b-53f0-99a7-52af85adad9b","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"24642f27-d851-57ac-ad0c-767f33e7f50d","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"fdf15af0-bb67-5b61-8063-ce4789b6c1e7","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"c21af9c5-dddc-5181-a439-414b9bb22a4c","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"1dd248f6-fc38-5b34-b138-2c882f4c067b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"14e115e4-9b14-5570-b2f5-1013fbb0a687","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"7fc1d161-1ea7-5c32-aaf4-beb6770b6328","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"42844704-61c9-5585-943b-299ab2ba2874","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"6c84c3c2-585b-543b-8fd3-f178a43a6a40","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"4af3805d-bfda-5e28-be28-c3fbb1b5eb7a","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"55945b33-3343-5fde-bd89-3dda3d7ad7c2","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"aaedce2d-bb8e-59a1-8f15-de1067af9401","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"bd7763e9-171d-51fb-a2c2-bbd35669edc3","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P151 to P172","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"6a2af8d8-97b3-4f02-85fa-d7db39f1cc34","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 04","P173 to P183"
