"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b8d2f43f-c338-499e-a4f3-a470deeee484","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"32803bc0-e1a6-4dac-a383-768f55281eab","","pass","","folder","TRUE","FALSE","Site QA","Stage 1"
"723508cf-5247-416f-a7fd-236c675935c1","","pass","","folder","TRUE","FALSE","Site QA","Stage 1","02.01 - Traffic Management"
"3f1bb331-e3a0-4577-9fae-f752002b8695","","pass","02.01 - Traffic Management","checklist","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management"
"2d6c6295-5e09-5e99-8120-3efc3d844d18","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management","Details"
"1e10354f-c763-5083-96b7-e2fc5156f8b9","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7bbb90f8-bc30-5c94-abaf-482023335db0","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Environmental site inspections to be conducted daily, against all licences, permits, approvals and other environmental performance requirements. All Inspection to be documented with records being submitted to the Administrator on a monthly basis."
"9a137c6d-7cc2-5180-9651-6d9311574d2d","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:f469e4b1-5356-5fe4-af33-06a7a831eea6","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Environmental records are to be included in the Quality Records under the Contract. Table 7.8 of this Technical Specification identifies environmental record requirements. Records and registers shall be made available to the Administrator upon request."
"721d2d0c-9ca9-5fee-abc4-4d64f6b1b43a","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:f469e4b1-5356-5fe4-af33-06a7a831eea6:d657d398-3f38-5c78-9cdc-c9341e9e5bc3","signoff","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","HOLD POINT"
"7ee74292-b5df-5b55-8608-c12cacea8d81","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b590bcbe-2411-583c-8042-0512dea7a35f","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","The Contractor shall be responsible for the management of Indigenous and non-Indigenous cultural heritage artefacts, sites and values within the worksite"
"29c46a64-e168-589c-9758-410556804a68","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:de356f17-b658-5e0a-8988-5de42e11527f","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","The contractor shall at all times take measures to assist in minimising noise associated with construction activities so as not to cause environmental nuisance or harm."
"8460a8f4-a543-5597-b31e-fa7f5454d27b","","not-applicable","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:977a6a79-3d5a-5f50-969f-ea82eb06fcf9","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Project records shall include all noise monitoring results if required"
"a9cd5973-5f8f-5e06-80c8-a64ca2386696","","not-applicable","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:0427515b-2710-5495-b354-972881771568","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Condition survey may need to be conducted prior to commencement of activities as per Annexure MRTS51.1 Cl. 5.5 Copies of condition survey to be forward to Administrator 5 working days before any works that cause vibration start."
"6fef048b-262c-5d2e-bc6a-60c206f7902a","","not-applicable","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:5a1a8817-5522-5f66-adae-fc69e46ca393","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Project records that show compliance with the VMP and shall include all noise monitoring results (if required)"
"62dda50b-e08a-551c-b17c-b8e2a1b8e784","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:ca578709-f713-5fa9-835e-0010730ea5b8","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","The contractor shall at all times take reasonable and practicable management measures to avoid cuasing environmental nuisance or harm due to air quality. Burning of material shall not be permitted"
"af311aa7-413c-54d4-a257-8c63877d6954","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:29333b8d-8287-5f68-9cd8-d2b1a1d19d86","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","The contractor shall be responsible for the management of acid Sulphate Soils and shall address the requirements of MRTS04 General earthworks including the requirements concerning the management of acid sulphate soils"
"25afe204-2c18-5c9f-8040-70529a7ef2c7","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421b28f4-ee6d-51a4-a3e6-570bf33e1471","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","The contractor shall be responsible for the management of contaminated sites ( contaminated soils, waste dumps, unexploded ordinances ) within the worksite . The contractor shall address the requirements of MRTS04 General earthworks including the requirements concerning the management of acid sulphate soils"
"3ed70336-2832-5fde-ad1f-0ef129e9e0bf","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e1685162-7941-5c97-824a-6f9468aa3afc","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","The contractor shall take all due care to not harm native fauna. Areas of significance and related management requirements are stated in Cl. 7 of Annexure MRTS51.1. Contact details for emergency wildlife care shall be included on project emergency contact list."
"d544e11a-4e8a-55ac-932d-f23cc69670f5","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:fedd3be2-5f67-5877-8c24-6dcf4acd37d2","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","No waste or litter shall be burnt on site. No waste or litter shall be buried on site unless approved by the Administrator and the administering authority."
"2291dc53-4978-5880-8296-77475b9b5f80","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:12ed1c33-684c-5cdb-af0c-a60fe376133f","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","The contractor shall be responsible for the management of all chemicals and fuels within the worksite so as not to cause environmental nuisance or harm. The contractor shall ensure spill kits response equipment are available on site for use in emergency"
"d647b3d4-004f-5741-b024-6445c13d18e2","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Final Verification"
"9139c6ca-fa81-5374-997b-ad95f3e9fb83","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Sign ITP"
"0ce385ec-84d7-5607-b0d6-c2eb8a637c6a","","pass","51.01 - Environmental Management Systems:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Final Sign Offs (to be completed at closure of Lot)"
"383f7ed3-0ecb-5567-99e9-8437b2f86f55","","pass","51.01 - Environmental Management Systems:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"8d5b6136-963a-56ed-b7c1-5db8c0a019dc","","pass","51.01 - Environmental Management Systems:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"05d76ca1-3af0-5087-b226-ccdc2f596cfb","","pass","51.01 - Environmental Management Systems:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"a17a3229-f1b4-5013-9ec8-4e87a41829d2","","pass","51.01 - Environmental Management Systems:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"40bd0d67-8058-464b-9969-84c8f30d6e5d","","pass","","folder","TRUE","FALSE","Site QA","Stage 2","52.01 - Erosion and Sediment Control"
"fb8bb712-90b3-4e23-a79d-15e4865eedfe","","pass","52.01 - Erosion and Sediment Control","checklist","FALSE","FALSE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control"
"51c229ab-626d-596b-8c2d-c0aed7e38fed","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details"
"e4e7d67f-894a-531a-9a11-42b884ad5f44","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f:95461c78-7416-52c8-a341-0482f7302952","checkpoint","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details","Clearing and grubbing (or the use of the area for stockpiles) for that section shall not start until the ESCP for that section is assessed as suitable by the Administrator."
"47463041-cf47-5578-9111-526473c3e1d5","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f:95461c78-7416-52c8-a341-0482f7302952:b34333ac-1df1-5c1a-89d2-e894c41bf43c","signoff","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details","HOLD POINT"
"b248715a-6ff0-510c-9f2f-458c1ca83ada","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f:be1c0924-6fa8-5188-9e92-b45e3c783fb1","checkpoint","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details","Prior to initial earthworks operations, the Contractor must install erosion and sediment controls associated with drainage paths flowing through the works area."
"d220d477-2765-5134-b873-7cb466564fa9","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f:be1c0924-6fa8-5188-9e92-b45e3c783fb1:69a4ddf2-3a14-5df0-84ca-9cd36b2567d0","signoff","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details","HOLD POINT"
"4aa6cab7-63ff-5024-b5ca-4a324ce745d7","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f:35e6b1a7-47ee-5b78-8b05-984a7b0ef12a","checkpoint","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details","Releases from site must not cause scour at the area of discharge. Water must only be released at the discharge point nominated within the ESCP and as deemed acceptable by the Administrator."
"af51a278-e8f8-5644-9fe8-f650f52637fc","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f:82c30a52-820d-5538-8a93-ad7a36c3b4aa","checkpoint","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details","The Contractor shall install a proprietary rain gauge and keep record of the rainfall depth of each rain event"
"234f59a8-8003-5f2a-9722-ce1d178cdb3a","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details","Final Verification"
"b87595cc-899c-5e3d-8a4f-c8f249f42b9c","","pass","52.01 - Erosion and Sediment Control:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Details","Sign ITP"
"21cb8f1e-74ea-50f0-89ef-a3ba1c73f7ac","","pass","52.01 - Erosion and Sediment Control:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Final Sign Offs (to be completed at closure of Lot)"
"f65b578a-8924-5588-9486-b4d72ca53230","","pass","52.01 - Erosion and Sediment Control:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"2b6793df-9518-53ba-96d2-8c512ea1caf9","","pass","52.01 - Erosion and Sediment Control:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"5379d013-e733-5694-9225-ac1846503fb4","","pass","52.01 - Erosion and Sediment Control:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"289ef024-b834-59fb-835f-d345492cc38a","","pass","52.01 - Erosion and Sediment Control:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 2","52.01 - Erosion and Sediment Control","ESC-52.01-LOT-002 - Erosion Sediment Control","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"5ad98b89-ee5d-4845-bf7b-bbbb7b823d05","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stage 2","70.01 - MRTS70 Concrete"
"11bcf12d-1017-4c0c-aa72-e1f1026172ce","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stage 2","71.01 - Reinforcing Steel"
"d5951b3f-0959-48c8-927a-b0134de02dfc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 3"
"1347b4a5-6e61-414a-a839-b3771ca26654","","pass","","folder","TRUE","FALSE","Site QA","Stage 3","02.01 - Traffic Management"
"f9f7b69a-ca7a-46c4-9fd7-00ef871717fd","","pass","02.01 - Traffic Management","checklist","FALSE","FALSE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management"
"e189c188-3468-5e37-9ca7-8235d5fcb9d4","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management","Details"
"177cbfcb-a1b1-560a-90cf-a58c98a8b6f9","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f:22f46605-abf2-5042-8ed0-8e0e9243e450","checkpoint","TRUE","TRUE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management","Details","The Contractor's Nominated Traffic Officer submitted to the Administrator and meets the requirements as specified"
"21476b17-8c72-5161-a44f-94cb417818ba","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f:2c294e3e-9ea2-5d25-8e60-05bcfa2a4984","checkpoint","TRUE","TRUE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management","Details","No traffic rearrangements shall be carried out until after the Administrator has advised the Contractor that the submitted, and amended as directed, TMP is approved and suitable for use."
"1129e8d8-7f03-53ff-b85e-ac052f67f826","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f:2c294e3e-9ea2-5d25-8e60-05bcfa2a4984:69359347-b7be-5097-8311-ec732c6d5972","signoff","TRUE","TRUE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management","Details","HOLD POINT"
"9b1a3738-7b5a-5525-8a45-812270695c1a","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f:1c0d051d-0ce9-5321-a506-90b114803e9a","checkpoint","TRUE","TRUE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management","Details","All traffic control devices inspected and records kept in accordance with the specification"
"939f0043-3dbc-58a2-b498-75ee27d34594","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f:5dfc3f53-239a-5486-b41a-446adb8be5df","checkpoint","TRUE","TRUE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management","Details","In the event of a traffic crash/incident within the site, the Contractor shall record the date and take time and date stamped photographs of the signs/devices in the vicinity of the crash."
"d203fcfe-e3cc-56b5-8092-adaa052d1ea2","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f:4b906790-087c-51f6-97ba-b99822d764cc","checkpoint","TRUE","TRUE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management","Details","All TGS's prepared by a suitably qualified person and submitted to the Administrator for review and shall be accompanied with a specific risk assessment, as required. Innovations, alternatives and departures from standards shall be certified by a RPEQ."
"2f31fd07-f488-5cc2-9160-1f861e4051da","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f:4b906790-087c-51f6-97ba-b99822d764cc:c84452fd-ccfd-5b74-b1af-a571343a2968","signoff","TRUE","TRUE","Site QA","Stage 3","02.01 - Traffic Management","TTM-02.01-LOT-003 - Traffic Management","Details","HOLD POINT"
